Stimulus,descriptors
7731,"['cedar', 'sweet', 'vanilla', 'camphoraceous']"
7738,"['caramel', 'chocolate', 'hyacinth', 'floral']"
7755,"['berry', 'creamy', 'herbaceous']"
7761,['fruity']
7762,"['banana', 'ethereal', 'pineapple']"
7765,"['honey', 'floral', 'green', 'tart']"
7768,"['sweet', 'warm']"
7770,"['apple', 'creamy', 'honey', 'wine-like', 'waxy']"
7771,"['medicinal', 'sweet']"
7772,"['apple', 'pear']"
7775,"['apple', 'chocolate', 'pineapple', 'sweet']"
7778,"['apricot', 'honey', 'peach', 'plum', 'rose']"
7793,"['lemon', 'citrus', 'rose']"
7794,['lemon']
7795,"['apricot', 'banana', 'pineapple']"
7797,"['berry', 'melon', 'peach', 'pineapple', 'plum']"
7798,['butter']
7799,"['apricot', 'floral', 'pear', 'pineapple']"
7800,"['green', 'fruity', 'floral']"
7802,"['ethereal', 'fatty', 'green', 'fruity', 'sweet']"
7803,"['oily', 'fruity', 'wine-like']"
7824,"['ethereal', 'pineapple']"
7826,"['berry', 'green']"
7848,"['vegetable', 'sulfurous', 'alliaceous']"
7852,"['anise', 'herbaceous']"
7865,"['butter', 'coconut', 'coffee', 'meaty']"
7895,"['alcohol', 'apple', 'banana', 'cheese']"
7909,"['fruity', 'spicy', 'ethereal']"
7921,"['anise', 'herbaceous']"
7937,"['green', 'coffee', 'nutty']"
7938,"['meaty', 'nutty', 'coffee']"
7967,"['musty', 'fatty', 'fruity', 'sweet']"
7981,"['apple', 'ethereal', 'peach']"
7991,"['animal', 'earthy']"
7997,['celery']
8007,"['meaty', 'fishy']"
8025,"['fruity', 'ethereal', 'sweet', 'wine-like']"
8026,"['oily', 'fruity', 'nutty']"
8038,"['apple', 'banana', 'ethereal', 'pear', 'pineapple', 'sweet']"
8042,"['cheese', 'cherry', 'cinnamon', 'waxy']"
8048,"['grape', 'oily', 'pear']"
8049,"['melon', 'wine-like', 'quince']"
8051,"['banana', 'cinnamon', 'spicy', 'fruity']"
8052,['plum']
8060,['pineapple']
8073,"['berry', 'ethereal', 'green', 'sweet']"
8077,['fruity']
8092,"['green', 'vegetable', 'violet']"
8093,"['green', 'herbaceous', 'floral', 'fruity']"
8103,"['green', 'herbaceous', 'woody', 'sweet']"
8122,['waxy']
8125,"['cheese', 'creamy', 'earthy', 'herbaceous']"
8129,"['apple', 'apricot', 'coconut', 'musty', 'oily']"
8130,"['oily', 'fruity', 'woody', 'fatty', 'nutty']"
8137,"['peach', 'violet']"
8138,"['banana', 'honey', 'oily', 'citrus', 'rose']"
8139,"['coconut', 'creamy', 'soapy', 'waxy']"
8158,"['cheese', 'waxy']"
8163,"['iris', 'citrus']"
8164,"['jasmine', 'herbaceous', 'fruity']"
8167,"['orange', 'pineapple', 'rose']"
8169,"['apple', 'fatty', 'plum']"
8174,"['fatty', 'waxy', 'fruity', 'rose']"
8176,"['orange', 'citrus', 'fruity', 'rose']"
8184,"['grape', 'lemon', 'lime', 'green', 'sweet']"
8193,"['coconut', 'honey', 'fatty', 'earthy', 'soapy']"
8194,"['herbaceous', 'waxy', 'floral', 'sweet']"
8201,['oily']
8205,"['citrus', 'rose']"
8257,"['oily', 'earthy', 'herbaceous']"
8294,"['floral', 'fruity', 'pear', 'sweet']"
8299,"['hawthorne', 'herbaceous', 'sweet']"
8314,"['apple', 'apricot', 'cheese', 'chocolate']"
8347,['sweet']
8365,"['floral', 'fruity', 'minty', 'sweet']"
8369,"['caramel', 'jam']"
8438,"['almond', 'anise', 'balsam', 'berry', 'cherry']"
8452,"['fatty', 'citrus', 'meaty']"
8456,"['apple', 'banana', 'berry', 'peach', 'pear']"
8467,"['sweet', 'vanilla']"
8469,"['caramel', 'strawberry']"
8499,"['anise', 'chocolate', 'creamy', 'melon']"
8500,"['hawthorne', 'fruity']"
8615,"['chocolate', 'honey', 'iris', 'fruity', 'rose']"
8635,"['chocolate', 'grape', 'grapefruit', 'jasmine']"
8658,"['floral', 'sweet']"
8697,"['oily', 'rose', 'sweet']"
8763,"['berry', 'citrus', 'earthy', 'sulfurous', 'minty']"
8792,"['fruity', 'rose']"
8797,['anise']
8815,"['alcohol', 'herbaceous', 'minty', 'green']"
8821,['fruity']
8834,"['fruity', 'rose']"
8842,"['geranium', 'rose']"
8857,"['anise', 'ethereal', 'pineapple']"
8858,"['vegetable', 'vanilla']"
8863,"['floral', 'green']"
8868,"['fruity', 'ethereal']"
8878,"['apricot', 'banana', 'berry', 'pineapple']"
8892,"['cheese', 'fatty', 'sour']"
8907,['berry']
8908,"['apple', 'cherry', 'floral', 'pear', 'sweet']"
8914,"['citrus', 'rose']"
8918,"['gardenia', 'soapy', 'fruity']"
9012,"['earthy', 'smoky', 'green']"
9016,"['fennel', 'fatty']"
9020,"['alliaceous (onion, garlic)', 'fishy']"
9024,"['fruity', 'floral', 'pear']"
9025,"['coconut', 'hazelnut', 'earthy']"
9256,['nutty']
9261,['wine-like']
9589,"['nutty', 'sweet']"
9609,"['fruity', 'wine-like']"
10285,"['coffee', 'nutty']"
10315,"['cherry', 'vanilla']"
10351,"['butterscotch', 'horseradish', 'tropical']"
10430,"['cheese', 'animal']"
10448,"['alliaceous (onion, garlic)', 'meaty']"
10453,"['banana', 'fruity', 'sweet', 'ethereal']"
10484,"['cheese', 'nutty', 'meaty', 'coffee', 'earthy']"
10560,['ethereal']
10722,['cherry']
10748,"['horseradish', 'earthy', 'green', 'peanut']"
10795,"['smoky', 'meaty']"
10823,"['caramel', 'musty', 'smoky', 'peanut']"
10882,['apple']
10883,"['apple', 'ethereal', 'pineapple', 'sweet']"
10885,"['fruity', 'ethereal']"
10890,"['banana', 'cherry', 'pineapple']"
10895,['floral']
10934,"['coffee', 'meaty']"
10976,"['oily', 'earthy']"
11005,"['oily', 'waxy']"
11039,"['fruity', 'floral']"
11086,['sulfurous']
11167,['apple']
11173,"['green', 'fruity']"
11230,"['grapefruit', 'lemon', 'lime', 'pepper', 'herbaceous', 'spicy', 'woody']"
11335,['medicinal']
11340,"['almond', 'cherry']"
11363,"['butter', 'medicinal', 'green', 'vegetable']"
11463,['plastic']
11508,"['chocolate', 'wine-like', 'green']"
11509,"['grape', 'earthy', 'ethereal', 'wine-like']"
11520,"['banana', 'butter', 'herbaceous', 'meaty']"
11525,"['caramel', 'cherry', 'nutty', 'medicinal']"
11527,"['melon', 'musty', 'oily', 'herbaceous', 'nutty']"
11529,"['banana', 'ethereal']"
11552,"['fruity', 'peach', 'sour']"
11559,"['oily', 'nutty']"
11569,"['almond', 'anise', 'berry', 'cherry', 'chocolate', 'cinnamon', 'creamy', 'hawthorne', 'fruity', 'herba-']"
11617,"['horseradish', 'green', 'alliaceous (onion, garlic)']"
11902,['berry']
11980,"['floral', 'plum']"
12020,"['butter', 'horseradish', 'green']"
12041,"['green', 'vegetable', 'balsamic']"
12097,"['almond', 'caramel', 'spicy', 'sweet']"
12150,"['meaty', 'nutty']"
12180,"['apple', 'ethereal']"
12232,['vegetable']
12257,"['oily', 'pineapple', 'sweet', 'ethereal', 'green']"
12266,"['ethereal', 'fruity', 'vanilla']"
12294,"['fruity', 'wine-like']"
12297,"['alcohol', 'ethereal', 'medicinal']"
12348,"['banana', 'ethereal', 'earthy']"
12366,['waxy']
12367,"['melon', 'fatty', 'green']"
12506,"['honey', 'maple']"
12514,"['meaty', 'alliaceous (onion, garlic)']"
12529,"['ethereal', 'fruity', 'earthy']"
12571,['pineapple']
12587,['cheese']
12613,"['apple', 'apricot', 'mango', 'sweet']"
12741,"['orange', 'floral', 'fatty', 'green']"
12748,"['nutty', 'green']"
12810,"['butter', 'coconut', 'creamy', 'fruity', 'peach']"
12844,"['butter', 'cheese', 'coconut', 'creamy', 'oily']"
12988,"['banana', 'peanut']"
13187,"['cheese', 'coconut', 'oily', 'fatty', 'herbaceous', 'floral', 'fruity', 'fishy', 'soapy', 'waxy']"
13204,"['fatty', 'green']"
13216,['peach']
13357,"['apple', 'sweet']"
13436,"['earthy', 'sulfurous']"
13561,"['pineapple', 'green']"
14079,['walnut']
14104,"['chocolate', 'musty', 'herbaceous', 'nutty']"
14228,"['vegetable', 'green']"
14257,['oily']
14286,['oily']
14296,"['chocolate', 'musty', 'coffee']"
14328,"['floral', 'woody', 'sweet']"
14475,"['butter', 'cheese', 'creamy']"
14491,"['fatty', 'meaty']"
14493,"['meaty', 'sulfurous']"
14505,"['almond', 'beef', 'caramel', 'musty', 'coffee']"
14514,['nutty']
14925,"['wine-like', 'plum', 'sweet']"
15037,"['vegetable', 'earthy', 'green']"
15394,['vegetable']
15406,"['anise', 'sweet', 'spicy']"
15422,['sour']
15448,"['butter', 'spicy']"
15510,"['meaty', 'vegetable', 'alliaceous (onion, garlic)']"
15606,"['coconut', 'nutty', 'wine-like']"
15717,"['honey', 'sweet']"
15877,"['green', 'fruity']"
16237,"['ethereal', 'fruity', 'wine-like']"
16255,"['apple', 'coconut', 'green', 'waxy', 'fruity']"
16330,"['green', 'herbaceous', 'alliaceous (onion, garlic)']"
16331,['fruity']
16537,"['citrus', 'floral', 'sweet']"
16590,"['green', 'alliaceous (onion, garlic)']"
16592,"['alliaceous (onion, garlic)']"
16724,['caraway']
16741,['hyacinth']
16800,"['melon', 'vegetable', 'green']"
16867,"['musty', 'meaty', 'sulfurous']"
16872,"['grape', 'wine-like']"
16925,"['fatty', 'smoky']"
17008,"['pineapple', 'sweet']"
17016,['beef']
17121,['lavender']
17129,['apple']
17356,"['berry', 'musty', 'green', 'alliaceous']"
17525,"['apricot', 'pineapple', 'sweet']"
17617,"['waxy', 'pineapple', 'sweet', 'sweet']"
17691,"['oily', 'wine-like', 'fruity']"
17739,"['anise', 'apricot', 'clove', 'oily', 'spicy', 'floral']"
17898,['almond']
18467,"['chocolate', 'nutty']"
18522,['butter']
18554,"['coffee', 'ethereal', 'sweet']"
18635,"['beef', 'cheese', 'creamy', 'oily', 'fruity']"
18698,"['apricot', 'butter', 'nutty', 'sweet', 'meaty']"
18756,"['green', 'fatty', 'vegetable']"
18938,"['oily', 'herbaceous']"
19309,"['almond', 'caramel', 'grape', 'meaty']"
19602,"['green', 'vegetable']"
19707,"['butter', 'creamy', 'oily', 'sweet']"
19844,"['chocolate', 'nutty']"
20083,"['oily', 'earthy']"
20219,"['banana', 'butter', 'fatty', 'pineapple']"
20499,['meaty']
20653,['pineapple']
20928,"['banana', 'ethereal', 'wine-like']"
21057,"['apricot', 'oily', 'citrus', 'pear', 'woody']"
21059,['caramel']
21574,['earthy']
21596,"['apple', 'marigold', 'herbaceous']"
21648,"['fruity', 'raspberry', 'sweet']"
22311,"['geranium', 'green']"
22629,"['fruity', 'green']"
22873,"['herbaceous', 'fruity', 'green', 'vegetable']"
23347,['earthy']
23642,"['caramel', 'coffee', 'smoky']"
24114,"['butter', 'cheese', 'coconut', 'creamy']"
24116,"['apricot', 'peach']"
24117,"['honey', 'pineapple', 'sweet']"
24473,"['herbaceous', 'minty']"
24513,"['floral', 'citrus', 'herbaceous', 'wine-like']"
24838,"['fruity', 'green']"
24874,"['plum', 'sweet']"
24915,"['herbaceous', 'plum']"
25311,"['spicy', 'herbaceous']"
25611,"['oily', 'herbaceous', 'green']"
26331,"['butter', 'musty', 'woody', 'nutty']"
26333,['apple']
26334,"['almond', 'beef', 'caramel', 'cheese', 'corn']"
26447,"['berry', 'minty', 'fruity', 'peach', 'raspberry']"
26808,"['chocolate', 'hazelnut']"
27457,"['hazelnut', 'earthy', 'potato']"
27892,"['butter', 'musty', 'strawberry', 'fishy', 'animal', 'vegetable', 'waxy', 'earthy']"
28905,"['hazelnut', 'vegetable', 'meaty']"
29096,"['butter', 'meaty', 'alliaceous (onion, garlic)']"
30215,"['beef', 'chocolate']"
30248,"['medicinal', 'minty', 'vanilla']"
31211,"['clove', 'creamy', 'spicy', 'sweet', 'animal']"
31219,"['apple', 'banana', 'berry', 'jam', 'jasmine']"
31225,"['rose', 'sweet']"
31226,"['floral', 'spicy', 'fruity', 'sweet']"
31234,"['balsam', 'hyacinth', 'floral', 'sweet']"
31242,"['alcohol', 'medicinal']"
31246,"['apple', 'banana', 'cheese', 'nutty', 'peanut']"
31249,"['apple', 'apricot', 'chocolate', 'cranberry']"
31252,"['meaty', 'nutty', 'medicinal', 'woody']"
31260,"['oily', 'whiskey']"
31265,"['apple', 'banana', 'pineapple', 'wine-like']"
31266,"['fatty', 'pineapple']"
31268,['animal']
31272,"['banana', 'fruity', 'sweet', 'green']"
31276,"['banana', 'pear']"
31283,"['waxy', 'soapy']"
31284,"['honey', 'fatty']"
31289,"['apple', 'coconut', 'grape', 'grapefruit']"
31353,"['gardenia', 'jasmine']"
31954,"['apple', 'apricot', 'berry', 'cherry', 'chocolate', 'grape', 'grapefruit', 'honey', 'hyacinth', 'lemon']"
32065,"['earthy', 'peanut']"
32093,"['chocolate', 'nutty', 'vegetable']"
32594,"['green', 'pepper', 'vegetable']"
33032,['sweet']
33135,"['apple', 'green', 'plum']"
33637,"['floral', 'earthy', 'walnut']"
33931,"['caramel', 'fruity']"
33960,"['almond', 'coconut', 'mushroom', 'sweet']"
38679,"['carnation', 'cheese', 'chocolate', 'clove']"
47649,"['chocolate', 'fatty', 'peanut', 'sulfurous']"
60979,"['anise', 'fruity']"
60983,"['apple', 'berry', 'butter', 'cheese', 'oily']"
60985,"['fruity', 'rose']"
60995,"['hyacinth', 'green', 'spicy']"
60997,['hyacinth']
60998,"['chocolate', 'honey', 'musty', 'waxy']"
60999,"['honey', 'floral', 'sweet']"
61007,"['cherry', 'floral', 'raspberry', 'sweet']"
61015,['oily']
61016,"['cantaloupe', 'cucumber', 'grapefruit']"
61020,"['balsam', 'spicy']"
61024,"['creamy', 'earthy', 'soapy', 'woody', 'green']"
61027,"['butter', 'wine-like']"
61030,"['musty', 'citrus', 'green', 'fruity']"
61040,"['green', 'herbaceous', 'citrus', 'woody']"
61045,['sulfurous']
61048,"['chocolate', 'floral', 'rose']"
61052,['floral']
61054,"['floral', 'sweet']"
61096,['waxy']
61098,"['herbaceous', 'pear', 'sweet']"
61137,"['apple', 'ethereal', 'raspberry']"
61151,"['hyacinth', 'herbaceous']"
61155,"['musty', 'woody', 'walnut']"
61166,"['floral', 'spicy']"
61171,"['coffee', 'alliaceous (onion, garlic)']"
61183,"['geranium', 'honey', 'raspberry', 'green']"
61184,"['creamy', 'pineapple', 'sweet', 'waxy']"
61185,"['wine-like', 'sweet']"
61192,['meaty']
61199,"['caramel', 'maple']"
61200,"['butter', 'caramel', 'musty']"
61204,"['butter', 'coconut', 'waxy']"
61209,"['caramel', 'maple', 'smoky', 'nutty', 'coffee']"
61229,"['balsam', 'floral']"
61235,"['cheese', 'herbaceous', 'fruity', 'green']"
61282,"['meaty', 'coffee', 'alliaceous (onion, garlic)']"
61293,"['grape', 'citrus', 'smoky']"
61294,"['coconut', 'oily', 'fruity', 'sweet']"
61319,"['apple', 'apricot', 'ethereal']"
61331,"['smoky', 'meaty']"
61334,"['berry', 'sweet', 'fruity']"
61337,"['caramel', 'fruity']"
61341,"['almond', 'cheese', 'cherry', 'floral', 'pineapple', 'strawberry', 'sweet']"
61375,"['banana', 'pineapple', 'sweet']"
61384,"['banana', 'green', 'rose']"
61386,"['beer', 'brandy', 'creamy', 'grape', 'winelike', 'waxy', 'plum', 'rum']"
61400,"['floral', 'woody', 'sweet']"
61403,"['leafy', 'herbaceous', 'green', 'ethereal']"
61408,"['oily', 'ethereal', 'fruity']"
61416,"['honey', 'herbaceous', 'rose']"
61417,"['floral', 'fruity', 'vanilla']"
61448,"['apricot', 'banana', 'musty', 'oily', 'fruity']"
61450,"['green', 'pineapple']"
61455,['apple']
61466,"['peach', 'pear', 'sweet']"
61523,"['carnation', 'medicinal']"
61527,"['meaty', 'nutty']"
61592,"['citrus', 'pineapple']"
61631,['melon']
61633,"['anise', 'herbaceous']"
61634,"['coffee', 'sweet']"
61641,"['fruity', 'sulfurous']"
61653,"['chocolate', 'hazelnut', 'coffee']"
61658,['berry']
61660,"['coffee', 'alliaceous (onion, garlic)']"
61663,['cherry']
61664,"['butter', 'balsamic']"
61743,"['cheese', 'fruity', 'vegetable', 'waxy', 'earthy']"
61771,"['musty', 'woody', 'vanilla', 'spicy', 'green']"
61808,"['earthy', 'meaty', 'nutty', 'green']"
61812,"['chocolate', 'fruity']"
61814,"['almond', 'cherry', 'spicy', 'sweet']"
61840,"['fatty', 'fruity', 'green']"
61845,['potato']
61918,"['oily', 'nutty', 'meaty', 'vegetable']"
61922,"['fruity', 'sweet']"
61955,"['musty', 'fruity']"
61982,['berry']
61995,"['coffee', 'sweet', 'alliaceous (onion, garlic)']"
62003,['meaty']
62013,['fruity']
62024,"['banana', 'green']"
62089,"['cheese', 'musty', 'mossy', 'green', 'plastic']"
62105,"['alliaceous (onion, garlic)', 'meaty']"
62128,['sulfurous']
62131,"['caramel', 'nutty', 'fruity', 'coffee', 'vegetable', 'fishy', 'meaty', 'alliaceous (onion, garlic)']"
62161,"['oily', 'green']"
62321,['banana']
62326,['meaty']
62328,"['coconut', 'herbaceous']"
62332,"['balsam', 'carnation', 'hyacinth', 'rose']"
62334,"['woody', 'citrus', 'fruity']"
62336,"['spicy', 'earthy', 'walnut']"
62341,"['apple', 'apricot', 'gardenia', 'green']"
62348,['anise']
62351,"['vegetable', 'alliaceous (onion, garlic)']"
62374,"['musty', 'woody', 'sweet']"
62375,"['nutty', 'floral']"
62378,"['green', 'floral', 'fruity']"
62385,"['fruity', 'wine-like']"
62444,"['cheese', 'musty', 'vegetable', 'animal']"
62445,"['apple', 'fatty', 'sweet', 'waxy', 'minty', 'winelike', 'soapy', 'herbaceous']"
62465,"['smoky', 'meaty']"
62510,"['nutty', 'meaty']"
62539,"['caramel', 'creamy', 'coffee']"
62553,"['honey', 'wine-like', 'ethereal', 'rose']"
62572,"['grape', 'sweet']"
62578,"['plum', 'raspberry', 'strawberry']"
62580,"['berry', 'jam']"
62583,"['waxy', 'floral', 'citrus', 'sweet']"
62592,"['green', 'sweet']"
62661,"['musty', 'herbaceous', 'green', 'floral']"
62835,"['caramel', 'celery', 'maple', 'seedy', 'nutty']"
62900,"['coconut', 'green']"
62902,['pineapple']
62907,['apple']
64805,"['herbaceous', 'floral']"
65413,"['melon', 'green', 'spicy', 'earthy', 'vegetable', 'pepper']"
69320,"['green', 'minty', 'floral']"
69460,['cheese']
74008,"['oily', 'fatty']"
74096,"['fatty', 'sweet']"
76654,"['apricot', 'berry', 'grape', 'honey', 'oily']"
78006,"['berry', 'creamy']"
78120,"['fruity', 'ethereal', 'green']"
78126,['floral']
