TGSC ID,Content Data Category,Content TGSC ID,Content Name,Content Header,Concentration %,Concentration Min %,Concentration Max %
1615431,rw,1002301,dihexyl (E)-fumarate,also (can) contains,,,
1615981,rw,1603451,"(E,Z)-2,4-decadien-1-ol",also (can) contains,,,
1618221,rw,1025311,exaltone (Firmenich),also (can) contains,,,
1618351,rw,1559991,"(Z,E)-tobacco cyclohexenone",also (can) contains,,,
1618361,rw,1584201,2-hydroxy-5-methyl-3-hexanone,also (can) contains,20.0,,
1646671,rw,1004351,diethyl phthalate,also (can) contains,,48.0,52.0
1655521,rw,1099491,polyethylene glycol,also contains,,,
1655601,rw,1680231,"fatty acids, C6-24 and C16-18-unsatd., esters with sucrose",also contains,,,
1660981,rw,1002851,cobalt stearate,also contains,,,
1662361,rw,1012772,triethyl citrate,also (can) contains,99.9,,
1680241,rw,1680231,"fatty acids, C6-24 and C16-18-unsatd., esters with sucrose",also contains,,,
1689061,rw,1361781,2-octyl oleate,also contains,,,
1690311,rw,1573281,isotridecanol ethoxylated,also (can) contains,,,
1690321,rw,1573281,isotridecanol ethoxylated,also contains,,,
1691611,rw,1265791,N-alpha-acetyl-laevo-histidine monohydrate,also (can) contains,,,
1697251,rw,1300021,(E)-3-methyl-5-cyclotetradecen-1-one,also (can) contains,,,
1723891,ex,1391631,cuminum cyminum fruit extract,also (can) contains,,,
1795311,rw,1033121,(-)-methyl dihydrojasmonate,also (can) contains,,,
