Stimulus,TGSC ID,CID,Concentration %,Solvent
626-77-7,1034141,12293,10.0,dipropylene glycol
626-82-4,1007591,12294,100.0,
626-89-1,1204691,12296,,
626-93-7,1107671,12297,1.0,dipropylene glycol
626-98-2,1538191,12299,100.0,
6261-18-3,1459321,1549019,1.0,dipropylene glycol
6263-65-6,1581841,141850,0.1,propylene glycol
627-51-0,1055901,12321,,
627-90-7,1004131,12327,100.0,
627-93-0,1107501,12329,100.0,
6270-03-7,1052231,95008,100.0,
6270-55-9,1044211,80454,10.0,dipropylene glycol
6270-56-0,1435451,80455,100.0,
628-00-2,1590701,522071,0.1,propylene glycol
628-03-5,1586771,79086,,
628-29-5,1413921,12339,0.01,propylene glycol
628-46-6,1036871,12344,10.0,propylene glycol
628-63-7,1040001,12348,10.0,dipropylene glycol
628-97-7,1008251,12366,100.0,
628-99-9,1029241,12367,10.0,dipropylene glycol
6281-40-9,1017661,61379,100.0,
6283-92-7,1301141,22692,100.0,
629-12-9,1586811,69415,,
629-19-6,1035611,12377,0.1,propylene glycol
629-33-4,1023931,61177,10.0,dipropylene glycol
629-40-3,1149831,12385,10.0,dipropylene glycol
629-45-8,1056681,12386,,
629-59-4,1287041,12389,100.0,
629-62-9,1272391,12391,100.0,
629-63-0,1019431,64678,10.0,dipropylene glycol
629-80-1,1419391,984,100.0,
629-92-5,1069421,12401,100.0,
629-94-7,1249211,12403,100.0,
629-97-0,1242091,12405,100.0,
6290-17-1,1005421,95392,100.0,
6290-33-1,1023121,221668,0.1,dipropylene glycol
6290-37-5,1005691,61384,100.0,
6293-37-4,1472161,95425,100.0,
6297-41-2,1013681,95539,10.0,dipropylene glycol
63-91-2,1036921,6140,100.0,
63012-97-5,1374021,526618,1.0,propylene glycol
6304-24-1,1035981,61385,0.1,dipropylene glycol
6309-51-9,1003691,61386,5.0,
63095-33-0,1546351,6019677,10.0,dipropylene glycol
63095-34-1,1055551,113007,10.0,dipropylene glycol
63128-04-1,1062091,20268662,100.0,
6314-97-2,1049021,80584,100.0,
63187-91-7,1450851,162184,100.0,
63196-63-4,1048141,5283328,0.1,propylene glycol
63196-64-5,1102071,21158617,0.1,dipropylene glycol
632-15-5,1574431,79089,,
6321-45-5,1409231,80606,100.0,
63253-24-7,1581861,57358374,100.0,
63357-95-9,1555231,7173971,10.0,dipropylene glycol
63357-96-0,1555291,11094875,100.0,
63357-97-1,1555281,441574,100.0,
63429-28-7,1445221,5375218,10.0,dipropylene glycol
63449-64-9,1030161,5367767,10.0,dipropylene glycol
63449-68-3,1033101,62217,1.0,
63450-30-6,1376761,113204,1.0,dipropylene glycol
63458-78-6,1437941,3017418,0.1,propylene glycol
63458-80-0,1031501,20519098,0.1,propylene glycol
63458-81-1,1031481,20519097,0.1,propylene glycol
635-46-1,1047061,69460,1.0,dipropylene glycol
63500-71-0,1045181,3017432,100.0,
636-72-6,1181071,69467,0.1,propylene glycol
637-64-9,1034881,12506,100.0,
637-65-0,1034911,61183,100.0,
637-69-4,1207361,12507,,
637-78-5,1004511,12508,100.0,
63759-55-7,1037681,62218,10.0,dipropylene glycol
63767-86-2,1045481,114233,100.0,
6378-65-0,1028161,22873,10.0,dipropylene glycol
6379-72-2,1435071,637776,100.0,
6379-73-3,1378291,80790,100.0,
63793-60-2,1360321,114239,100.0,
638-02-8,1043071,12514,0.1,propylene glycol
638-11-9,1034021,61184,100.0,
638-17-5,1576841,12518,0.1,propylene glycol
638-25-5,1004161,61185,100.0,
638-49-3,1015511,12529,10.0,dipropylene glycol
638-53-9,1292351,12530,100.0,
638-59-5,1452321,12531,100.0,
638-66-4,1419411,12533,100.0,
638-67-5,1292271,12534,100.0,
6380-23-0,1019761,61400,100.0,
6380-24-1,1435081,1549045,100.0,
6381-77-7,1303171,23683938,100.0,
6381-91-5,1098191,22879,,
6381-92-6,1246321,8759,,
6382-06-5,1047731,101145,100.0,
63885-09-6,1597031,104307,100.0,
639-99-6,1021701,92138,100.0,
63967-52-2,1060651,53649053,,
63986-03-8,1582641,522111,0.01,propylene glycol
64-04-0,1035561,1001,0.1,propylene glycol
64-17-5,1000511,702,100.0,
64-18-6,1008401,284,0.1,water
64-19-7,1097191,176,10.0,propylene glycol
64001-15-6,1044461,85724,100.0,
6413-10-1,1033271,80865,100.0,
6413-26-9,1059331,97842,10.0,dipropylene glycol
6415-59-4,1069401,111213,100.0,
64165-57-7,1019561,116562,10.0,dipropylene glycol
64187-83-3,1433251,5362623,10.0,dipropylene glycol
64275-73-6E,1031531,6008958,1.0,dipropylene glycol
64280-32-6,1583241,53423642,100.0,
644-08-6,1032231,12566,1.0,dipropylene glycol
644-13-3,1058511,69516,1.0,dipropylene glycol
644-30-4,1053941,92139,,
644-35-9,1036681,12570,0.1,propylene glycol
644-49-5,1034031,12571,1.0,
644-98-4,1546191,69523,0.01,propylene glycol
64461-99-0,1052011,5283366,1.0,
645-13-6,1033991,12578,100.0,
645-56-7,1037241,12580,0.1,propylene glycol
645-59-0,1058521,12581,,
645-67-0,1586481,221069,,
64519-82-0,1609041,3034828,100.0,
6454-22-4,1446641,94886,10.0,dipropylene glycol
64549-15-1,1060611,22150013,1.0,dipropylene glycol
64577-91-9,1001221,62876,100.0,
646-01-5,1047451,563,,
646-07-1,1036331,12587,1.0,propylene glycol
646-13-9,1300671,12588,100.0,
64644-36-6,1454411,98106,100.0,
64677-46-9,1055511,3017534,100.0,
64677-48-1,1055521,115849,1.0,dipropylene glycol
64703-98-6,1600531,44390556,,
6471-66-5,1412361,80960,100.0,
647828-16-8,1660971,59018943,100.0,
648434-55-3,1459431,5370364,100.0,
6485-34-3,1358891,62610,100.0,
6485-40-1,1002741,439570,100.0,
6493-80-7,1026371,110867,10.0,dipropylene glycol
64988-06-3,1031761,105179,100.0,
65-85-0,1033731,243,100.0,
65113-95-3,1007281,6436969,100.0,
65113-99-7,1026291,103212,100.0,
65128-99-6,1552221,23377482,0.1,propylene glycol
6513-03-7,1049801,81006,100.0,
65155-45-5,1045381,103310,100.0,
65213-86-7,1582341,182502,,
65330-49-6,1511581,3017596,1.0,propylene glycol
6540-86-9,1454701,399848,0.01,propylene glycol
65405-67-6Z,1031901,5354898,100.0,
65405-68-7,1033361,5362561,1.0,dipropylene glycol
65405-70-1,1028391,5702654,0.1,dipropylene glycol
65405-72-3,1015231,103377,100.0,
65405-73-4,1374111,6436989,10.0,dipropylene glycol
65405-76-7,1026681,5372353,1.0,
65405-77-8,1010651,5371102,100.0,
65405-80-3,1044561,16220110,100.0,
65405-84-7,1051261,103381,10.0,dipropylene glycol
6541-58-8,1023721,12311001,,
65416-14-0,1005601,3354132,1.0,propylene glycol
65416-24-2,1039501,97885,10.0,dipropylene glycol
65416-26-4,1506461,6436993,10.0,dipropylene glycol
65416-59-3,1065661,6450832,1.0,propylene glycol
65423-25-8,1587431,125207,10.0,dipropylene glycol
65442-31-1,1006851,103401,10.0,dipropylene glycol
65443-14-3,1000241,103402,100.0,
65504-93-0,1037701,57320331,0.1,propylene glycol
65504-94-1,1464291,103404,0.1,propylene glycol
65504-97-4,1028741,6455146,1.0,dipropylene glycol
65505-16-0,1036441,62106,0.1,dipropylene glycol
65505-17-1,1036881,47649,0.1,propylene glycol
65505-18-2,1021061,5362563,0.1,dipropylene glycol
65505-24-0,1045201,522171,100.0,
65505-25-1E,1035861,6232217,100.0,
6553-81-7,1413661,81040,,
65530-53-2,1008961,101004,0.1,dipropylene glycol
65545-81-5,1583321,6435876,,
65588-69-4,1022031,196435,1.0,dipropylene glycol
656-53-1,1023561,61192,100.0,
6561-39-3,1027101,81045,100.0,
65620-50-0,1008561,65428,10.0,dipropylene glycol
65652-33-7,1446161,22297788,10.0,dipropylene glycol
65767-22-8,1552231,6429343,0.1,dipropylene glycol
65813-53-8S,1032581,6951519,100.0,
65817-24-5,1548341,642887,1.0,dipropylene glycol
65894-82-8,1037131,5362564,0.1,dipropylene glycol
65894-83-9,1004571,4120025,1.0,propylene glycol
659-70-1,1003561,12613,1.0,ethyl alcohol
65909-91-3,1552241,6429261,0.1,dipropylene glycol
66-25-1,1011071,6184,1.0,dipropylene glycol
66062-78-0,1003651,106672,,
66068-84-6,1383851,106673,100.0,
66072-32-0,1383841,106674,100.0,
66085-00-5,1308761,3034481,100.0,
66170-10-3,1131361,54731234,100.0,
6622-76-0,1040301,5323652,10.0,dipropylene glycol
6624-71-1,1036251,243691,100.0,
66256-48-2,1074641,10176244,100.0,
6627-88-9,1037281,226486,1.0,propylene glycol
6628-18-8,1593811,23110,0.1,propylene glycol
66327-54-6,1055651,106684,10.0,dipropylene glycol
6635-22-9,1037711,176439,0.1,dipropylene glycol
6638-05-7,1037511,240925,10.0,dipropylene glycol
66408-78-4E,1016751,1615097,100.0,
66427-21-2,1031671,20372968,0.1,propylene glycol
66427-22-3,1031601,20372966,0.1,propylene glycol
66576-71-4,1037481,522214,100.0,
6658-48-6,1418091,110914,100.0,
66634-97-7,1020821,53422899,1.0,dipropylene glycol
66642-86-2,1590301,6442642,10.0,dipropylene glycol
667420-92-0,1558401,45087886,,
66848-40-6,1041731,106697,100.0,
66912-24-1,1027081,5063293,1.0,dipropylene glycol
6698-82-0,1025691,532739,100.0,
67-03-8,1005141,6202,100.0,
67-47-0,1040211,237332,0.1,dipropylene glycol
67-56-1,1259561,887,10.0,dipropylene glycol
67-63-0,1007401,3776,10.0,dipropylene glycol
67-64-1,1001331,180,1.0,propylene glycol
67-68-5,1108491,679,0.1,dipropylene glycol
67-71-0,1260371,6213,1.0,
67028-40-4,1023241,4047281,10.0,dipropylene glycol
6707-60-4,1007571,23173,100.0,
67114-38-9,1577091,6379721,10.0,dipropylene glycol
67233-91-4,1582591,522255,10.0,dipropylene glycol
6725-64-0,1590331,138818,,
6728-26-3,1013831,5281168,1.0,dipropylene glycol
6728-31-0,1027821,5362814,0.1,dipropylene glycol
673-22-3,1027851,69600,100.0,
673-84-7,1166941,12658,100.0,
67355-38-8,1051401,106711,100.0,
6738-23-4,1107541,81221,1.0,dipropylene glycol
67452-27-1,1584341,5352830,100.0,
675-09-2,1050741,12662,10.0,dipropylene glycol
6750-03-4,1452601,23203,0.1,dipropylene glycol
6750-60-3,1058861,92231,100.0,
6753-98-6,1027221,5281520,100.0,
6754-68-3,1037991,6455496,100.0,
67583-77-1,1378521,106714,1.0,dipropylene glycol
676-46-0,1611301,8736,100.0,
67601-05-2,1423711,6999975,100.0,
676125-00-1,1839191,78062915,,
67633-92-5,1006441,106725,100.0,
67633-94-7,1049041,95266,10.0,dipropylene glycol
67633-96-9,1028731,5365699,10.0,dipropylene glycol
67633-97-0S,1031521,7364119,0.1,propylene glycol
67633-99-2,1050281,6437243,100.0,
67634-00-8,1001841,106729,10.0,dipropylene glycol
67634-02-0,1000051,81572,100.0,
67634-07-5,1027091,106735,100.0,
67634-11-1,1006471,106739,10.0,dipropylene glycol
67634-12-2,1025921,106740,50.0,dipropylene glycol
67634-15-5,1005231,105513,10.0,dipropylene glycol
67634-17-7,1004981,106743,100.0,
67634-20-2,1001921,106745,100.0,
67634-22-4,1009731,106746,100.0,
67634-23-5,1020811,236687,100.0,
67634-25-7,1005211,106748,100.0,
67643-70-3,1697061,56843582,100.0,
6766-82-1,1037721,524975,,
67662-96-8,1018371,105516,100.0,
67663-01-8,1446901,106756,100.0,
67674-36-6EE,1031591,6437114,100.0,
67674-41-3,1376551,61967,100.0,
67674-46-8,1042631,106766,100.0,
67689-50-3,1045881,106770,100.0,
67707-75-9,1031231,3017783,100.0,
67715-79-1,1036751,5362566,,
67715-80-4,1524961,101010,1.0,dipropylene glycol
67715-82-6,1036971,5362567,100.0,
67739-11-1,1458431,6437247,100.0,
67746-30-9,1026561,5365137,10.0,dipropylene glycol
67762-27-0,1298331,62238,100.0,
67770-79-0,1014071,106787,10.0,dipropylene glycol
67785-76-6,1025291,105594,10.0,dipropylene glycol
67785-77-7,1020551,105595,100.0,
67801-20-1E,1061371,6504499,10.0,dipropylene glycol
67801-33-6,1006411,106823,100.0,
67801-38-1,1051341,6285057,10.0,dipropylene glycol
67801-44-9,1030771,105651,10.0,dipropylene glycol
67801-47-2,1025251,6437138,50.0,dipropylene glycol
67801-64-3,1027551,105664,100.0,
67801-65-4,1016111,95644,10.0,dipropylene glycol
67828-71-1,1009541,106862,0.1,propylene glycol
6784-13-0,1021471,110923,,
67845-28-7,1049641,100240,,
67845-30-1,1028791,106866,1.0,dipropylene glycol
67845-34-5,1381331,105758,0.1,propylene glycol
67845-42-5,1029561,106871,10.0,dipropylene glycol
67845-46-9,1037861,105764,1.0,dipropylene glycol
67845-50-5,1383291,5365818,100.0,
67859-96-5,1051881,106917,100.0,
67859-99-8,1384091,6437163,,
67860-01-9,1046021,105844,10.0,dipropylene glycol
67860-38-2,1037271,5362572,0.1,propylene glycol
67874-67-3,1025771,105896,10.0,dipropylene glycol
67874-69-5,1024861,6437163,100.0,
67874-72-0,1009711,62240,100.0,
67874-77-5,1423531,106936,100.0,
67874-78-6,1018241,106937,100.0,
67874-81-1,1020571,62241,100.0,
67879-58-7,1454661,6440397,100.0,
67879-60-1,1044361,98461,,
67883-79-8,1002611,16220109,1.0,propylene glycol
6789-80-6,1013911,643941,1.0,dipropylene glycol
6789-88-4,1013291,23235,100.0,
6790-58-5,1016071,10857465,1.0,dipropylene glycol
67905-40-2,1046871,5472296,100.0,
67919-67-9,1022131,106963,100.0,
67923-82-4,1015741,106157,10.0,dipropylene glycol
67923-85-7,1027501,106973,100.0,
67924-13-4,1033871,6437178,50.0,dipropylene glycol
67936-13-4,1520811,3017811,0.1,propylene glycol
67952-59-4,1045541,106216,0.01,propylene glycol
67952-60-7,1131191,106217,0.1,propylene glycol
67952-65-2,1009021,100930,0.1,dipropylene glycol
67952-68-5,1130961,106997,10.0,dipropylene glycol
67999-56-8,1001511,107035,100.0,
68-04-2,1303101,6224,100.0,
68039-24-7,1000911,107057,10.0,dipropylene glycol
68039-26-9,1038991,107059,10.0,dipropylene glycol
68039-29-2,1025001,6437207,100.0,
68039-39-4,1012271,107068,100.0,
68039-44-1,1044511,107071,100.0,
68039-47-4,1020111,106442,100.0,
68039-48-5,1597061,97854,1.0,dipropylene glycol
68039-49-6,1007631,93375,10.0,dipropylene glycol
68039-69-0,1109491,6437290,100.0,
68039-73-6,1113031,6437291,100.0,
6807-11-0,1378001,81258,100.0,
68083-57-8,1025371,106523,10.0,
68083-58-9,1023551,107098,100.0,
68084-03-7,1027831,106530,0.1,dipropylene glycol
68084-04-8,1132011,107099,10.0,dipropylene glycol
68113-55-3,1597261,13294594,,
6812-78-8,1429921,81263,100.0,
68127-22-0,1594101,109140,,
68129-81-7,1011871,3085365,100.0,
68132-80-9,1038751,109507,100.0,
68133-72-2,1017751,6437471,10.0,dipropylene glycol
68133-73-3,1005961,6435040,100.0,
68133-75-5,1026701,5744267,100.0,
68133-76-6,1005191,5363291,1.0,
68133-77-7,1026881,6437473,100.0,
68133-78-8,1026791,5368236,100.0,
68133-79-9,1024151,6437428,1.0,ethyl alcohol
68140-48-7,1023771,91696,100.0,
68141-17-3,1015691,109183,1.0,dipropylene glycol
68141-23-1,1423551,109187,100.0,
68165-40-2,1051241,198512,1.0,propylene glycol
68171-33-5,1352081,94625,100.0,
68171-38-0,1302611,109682,100.0,
68198-80-1,1116431,109640,1.0,dipropylene glycol
68213-87-6,1012831,103378,10.0,dipropylene glycol
68227-51-0,1458651,109828,100.0,
68228-06-8,1456361,109244,10.0,dipropylene glycol
68228-09-1,1007091,109245,100.0,
68239-42-9,1359171,62247,100.0,
68258-95-7,1459191,109257,10.0,dipropylene glycol
68259-31-4,1548051,109261,100.0,
68259-33-6,1026331,109263,100.0,
68311-05-7,1548061,109301,100.0,
68345-22-2,1004491,71544,100.0,
68366-65-4,1450781,109319,100.0,
68378-12-1,1381361,76152,,
68378-13-2,1008701,113204,0.1,propylene glycol
6839-75-4,1593981,71586903,10.0,dipropylene glycol
68391-29-7,1050831,109323,10.0,dipropylene glycol
68391-39-9,1484591,95572,10.0,dipropylene glycol
68398-18-5,1399071,109332,1.0,dipropylene glycol
68411-97-2,1306401,1088,100.0,
68419-46-5Z,1021731,1550577,10.0,dipropylene glycol
68441-68-9,1358671,110260,100.0,
68459-99-4,1020451,5376281,100.0,
68480-04-6,1458231,6437460,10.0,dipropylene glycol
68480-06-8,1013571,110365,100.0,
68480-08-0,1131221,109413,100.0,
68480-11-5,1059421,109415,100.0,
68480-14-8,1051351,109417,100.0,
68480-15-9,1007181,109418,100.0,
68480-26-2Z,1051211,88603364,100.0,
68480-27-3,1051521,5363202,100.0,
68480-28-4,1049541,110373,100.0,
68480-29-5,1044691,5367676,,
68489-09-8,1120861,11266244,100.0,
68489-14-5,1593861,11615984,100.0,
68527-74-2,1005631,109455,1.0,ethyl alcohol
68527-76-4,1043991,109457,1.0,ethyl alcohol
68527-77-5,1006901,109458,100.0,
68541-50-4,1368611,110529,100.0,
68555-28-2,1376131,109464,100.0,
68555-53-3,1047911,6437572,10.0,dipropylene glycol
68555-57-7,1004401,109467,100.0,
68555-58-8,1010271,50216,100.0,
68555-59-9,1050781,109468,100.0,
68555-60-2,1013851,110542,100.0,
68555-61-3,1046891,6437467,1.0,ethyl alcohol
68555-62-4E,1024131,6437468,100.0,
68555-63-5,1005581,110543,1.0,propylene glycol
68555-65-7,1047861,5363120,1.0,dipropylene glycol
68555-94-2,1051801,6437469,100.0,
68555-95-3,1005521,12537123,10.0,dipropylene glycol
68583-51-7,1655701,109479,100.0,
68585-09-1,1377261,163251,100.0,
68603-42-9,1048171,75492608,100.0,
68611-23-4,1023391,163259,10.0,dipropylene glycol
68683-20-5,1046231,111516,100.0,
68683-25-0,1004241,163261,100.0,
68697-67-6,1597161,20332432,,
68698-57-7,1002761,111351,100.0,
68698-58-8,1026721,5367687,1.0,dipropylene glycol
68698-59-9,1026911,5352460,1.0,dipropylene glycol
68705-63-5,1376441,6437648,100.0,
68738-96-5,1030831,3034897,100.0,
68738-99-8,1013971,3034893,10.0,dipropylene glycol
6876-13-7,1026521,10129,100.0,
68797-68-2,1018331,111369,100.0,
68804-02-4,1051281,53425201,100.0,
68820-35-9,1118311,5283357,0.1,dipropylene glycol
68845-00-1,1052361,111376,100.0,
68845-02-3,1046521,111378,100.0,
68845-36-3,1043231,111384,100.0,
68877-29-2,1010911,111394,100.0,
68892-05-7,1002131,6437677,100.0,
689-67-8,1418951,19633,100.0,
689-89-4,1037591,5323650,100.0,
68901-15-5,1038701,111727,10.0,dipropylene glycol
68901-22-4,1046681,111416,10.0,dipropylene glycol
68901-32-6,1019411,111418,100.0,
68908-82-7,1377241,163281,1.0,dipropylene glycol
68912-13-0,1008651,3034895,100.0,
68922-10-1,1015861,111440,100.0,
68926-75-0,1014231,111446,100.0,
68931-30-6,1428051,92862,100.0,
68938-58-9,1534801,6436990,100.0,
68959-28-4,1000391,11969488,100.0,
68966-86-9,1020751,106713,100.0,
68973-20-6,1419221,111989,1.0,propylene glycol
68991-97-9,1019731,112226,100.0,
69-65-8,1030941,6251,100.0,
69-72-7,1097271,338,100.0,
6901-97-9,1445561,24680,10.0,dipropylene glycol
69038-78-4,1048231,5273468,100.0,
69064-37-5,1552251,5352845,10.0,dipropylene glycol
6909-30-4,1450681,449290,100.0,
691-38-3,1230391,5326159,1.0,propylene glycol
69103-01-1,1017191,14235,100.0,
69103-20-4,1016491,94648,100.0,
69103-24-8,1018571,112240,100.0,
69104-96-7,1012451,5362661,100.0,
6911-51-9,1035881,23347,0.1,propylene glycol
69112-21-6,1444501,643139,10.0,dipropylene glycol
69121-78-4,1106431,5355855,100.0,
69134-53-8,1552261,13270883,100.0,
6915-15-7,1351371,525,100.0,
692-86-4,1004951,12729,100.0,
6920-22-5S,1133711,7017948,100.0,
693-54-9,1047071,12741,100.0,
693-80-1,1048311,5363289,100.0,
693-95-8,1037611,12748,0.1,dipropylene glycol
69300-15-8,1000801,3017923,10.0,dipropylene glycol
6931-54-0,1010731,93046,100.0,
69364-63-2,1655501,16492,100.0,
6938-45-0,1039481,23367,100.0,
6938-94-9,1299391,23368,100.0,
69382-62-3,1590721,33645,0.1,propylene glycol
6939-75-9,1039531,81359,,
69444-90-2,1593871,1042025,,
69486-14-2,1021951,6437737,10.0,dipropylene glycol
695-06-7,1006381,12756,10.0,dipropylene glycol
6963-44-6,1048781,81414,,
6963-52-6,1582671,243670,100.0,
6963-56-0,1022871,243675,100.0,
697-82-5,1160891,12769,,
6975-24-2,1376921,95595,100.0,
6975-60-6,1024541,228583,1.0,dipropylene glycol
6976-72-3,1025941,81464,100.0,
698-10-2,1008621,61199,0.01,dipropylene glycol
698-27-1,1037471,61200,1.0,dipropylene glycol
698-76-0,1006361,12777,10.0,dipropylene glycol
698-87-3,1011861,94185,100.0,
6982-72-5,1583541,13220327,0.1,propylene glycol
69830-91-7,1555351,10888889,100.0,
69830-92-8,1555341,12237820,10.0,dipropylene glycol
69834-10-2,1010851,112162,100.0,
69898-48-2,1381531,112172,0.01,propylene glycol
699-02-5,1205141,95294,100.0,
699-10-5,1036551,12779,0.1,propylene glycol
699-17-2,1435861,12780,100.0,
69925-33-3,1037421,21159448,100.0,
69929-16-4,1007191,50941,100.0,
69929-17-5,1061551,112185,100.0,
6994-20-3,1041291,5356261,100.0,
70-47-3,1039271,6267,100.0,
70-54-2,1107841,866,,
700-82-3,1026341,69694,100.0,
70024-92-9,1373561,6556,100.0,
701-70-2,1049101,92833,100.0,
7011-83-8,1010251,285097,100.0,
70172-07-5,1506901,6365665,10.0,dipropylene glycol
70214-77-6,1007301,172501,100.0,
70220-06-3,1079091,5364230,10.0,dipropylene glycol
70266-48-7,1596181,6438067,10.0,dipropylene glycol
70321-86-7,1096611,112412,,
70331-94-1,1096601,93405,,
7048-04-6,1078331,23462,,
705-73-7,1034171,61202,100.0,
705-86-2,1013411,12810,100.0,
706-14-9,1012281,12813,100.0,
7069-41-2,1451791,5283363,1.0,propylene glycol
707-29-9,1021771,69721,10.0,dipropylene glycol
7070-15-7,1001391,111255,100.0,
70786-44-6,1593891,586292,,
70788-30-6,1020711,116699,100.0,
70851-60-4,1019281,6437979,100.0,
70851-61-5,1024111,11332852,1.0,dipropylene glycol
71-00-1,1037461,6274,100.0,
71-23-8,1009211,1031,5.0,dipropylene glycol
71-36-3,1029131,263,10.0,dipropylene glycol
71-41-0,1003191,6276,10.0,dipropylene glycol
710-04-3,1009471,61204,100.0,
71048-82-3,1445021,5365916,1.0,dipropylene glycol
71077-31-1,1042691,116736,100.0,
71078-31-4,1455961,116740,10.0,dipropylene glycol
71118-98-4,1096651,15825653,100.0,
71159-90-5,1008641,6427135,1.0,triethyl citrate
71172-75-3,1597301,522404,100.0,
71298-42-5,1037741,62117,100.0,
713-95-1,1013351,12844,100.0,
71387-71-8,1619111,528704,1.0,propylene glycol
7143-69-3,1030611,251529,100.0,
71477-77-5,1078941,20561539,100.0,
7148-78-9,1384531,91340,100.0,
7149-26-0,1015571,23535,100.0,
7149-29-3,1032081,251530,10.0,dipropylene glycol
7149-32-8,1033701,251531,100.0,
7149-34-0,1375931,81573,100.0,
71500-37-3,1408951,51330,10.0,dipropylene glycol
7155-12-6,1025781,81591,100.0,
71566-49-9,1361741,160064,100.0,
71566-51-3,1018391,172843,1.0,dipropylene glycol
71566-53-5,1018231,172844,100.0,
71605-84-0,1427421,5862476,100.0,
71605-85-1,1026061,522422,100.0,
71648-34-5,1045461,570530,100.0,
71648-43-6,1005571,61000,2.0,
71660-03-2,1594291,524461,100.0,
71662-27-6,1432411,9815474,100.0,
71735-79-0,1021871,6441804,10.0,dipropylene glycol
71832-76-3,1024191,162452,10.0,dipropylene glycol
71902-01-7,1309001,172936,100.0,
71978-00-2,1117511,5352838,10.0,dipropylene glycol
71978-01-3,1639941,5352822,10.0,dipropylene glycol
72-17-3,1019021,23666456,100.0,
72-18-4,1055601,6287,100.0,
72-19-5,1254131,6288,,
72007-81-9,1049161,160065,100.0,
7207-49-0,1670801,9562584,100.0,
72089-08-8,1047491,166220,100.0,
72117-72-7,1430231,6441344,10.0,dipropylene glycol
7212-40-0,1382941,111274,100.0,
7212-44-4,1009031,8888,100.0,
7217-59-6,1046461,23642,1.0,propylene glycol
72175-33-8,1502851,166246,10.0,dipropylene glycol
72203-97-5,1552271,20837773,100.0,
72203-98-6,1552281,6428928,,
72207-94-4,1043981,155708,100.0,
72214-23-4,1048081,6112709,100.0,
72257-53-5,1131181,175002,100.0,
72258-83-4,1456091,5260295,,
72276-09-6,1080151,5352798,10.0,dipropylene glycol
723759-62-4,1600581,836904,100.0,
72402-00-7,1042791,20046,100.0,
72403-67-9,1004321,3085812,100.0,
72429-08-4,1061011,3085817,10.0,dipropylene glycol
72437-64-0,1576991,522458,,
72437-68-4,1581901,522459,0.01,
7244-82-8,1043941,81659,0.1,propylene glycol
72472-02-7,1584001,18539813,1.0,dipropylene glycol
7251-61-8,1047351,23686,0.1,dipropylene glycol
72541-09-4,1037251,93838,1.0,dipropylene glycol
72611-71-3,1576931,574811,1.0,dipropylene glycol
72724-82-4,1047971,3018362,100.0,
72779-06-7,1498611,166302,100.0,
72797-16-1,1022181,175170,0.1,propylene glycol
72797-17-2,1001351,3085845,0.1,dipropylene glycol
72797-28-5,1407531,3085846,100.0,
72845-33-1,1427041,175211,100.0,
72845-40-0,1483681,5281188,10.0,dipropylene glycol
72854-42-3,1437981,175220,100.0,
72881-27-7,1037801,5282724,10.0,dipropylene glycol
7289-40-9,1027021,545658,,
7289-52-3,1007711,23716,100.0,
72894-07-6,1408331,166341,10.0,dipropylene glycol
72894-12-3,1047881,166343,10.0,dipropylene glycol
72903-27-6,1612321,254555,100.0,
72927-85-6,1408261,175273,,
72928-51-9,1023031,166374,10.0,dipropylene glycol
72928-52-0,1436271,6429195,100.0,
72987-62-3,1047411,175366,0.1,propylene glycol
73-32-5,1253751,6306,,
73003-91-5,1025361,175381,100.0,
73019-15-5,1376491,6450452,100.0,
7306-12-9,1023751,81739,100.0,
7335-26-4,1043481,81784,100.0,
73398-84-2,1697901,175481,100.0,
73435-61-7,1127101,10176881,100.0,
73545-15-0,1448451,5365793,100.0,
73545-16-1,1440851,5978897,100.0,
73545-18-3,1026541,5364291,10.0,dipropylene glycol
73545-19-4E,1018281,101821778,100.0,
7360-38-5,1368651,110973,100.0,
7361-80-0,1477771,9316,100.0,
7367-81-9,1027691,5364532,100.0,
7367-82-0,1433111,5364399,100.0,
7367-83-1,1433281,5352371,100.0,
7367-85-3,1432971,5368064,100.0,
7367-88-6Z,1029361,6047581,100.0,
7367-90-0,1447761,110975,100.0,
7370-44-7,1044411,110976,100.0,
7370-92-5,1051181,110977,100.0,
73744-93-1,1552301,519764,100.0,
73757-27-4,1594301,162566,10.0,dipropylene glycol
737776-59-9,1558661,5406442,100.0,
737776-68-0,1558671,787930,100.0,
7384-98-7,1304651,94339,,
7392-19-0,1031471,522514,10.0,dipropylene glycol
74-79-3,1068131,6322,100.0,
74-93-1,1008781,878,0.01,propylene glycol
7403-42-1,1047261,81898,100.0,
74094-60-3,1523091,156273,10.0,dipropylene glycol
74094-61-4,1447131,560109,10.0,dipropylene glycol
74094-62-5,1586861,229153,10.0,dipropylene glycol
74094-63-6,1594071,44153717,10.0,dipropylene glycol
7416-35-5,1007251,92002,1.0,dipropylene glycol
7425-14-1,1033381,23906,100.0,
74338-72-0,1105861,9815427,100.0,
74356-31-3,1423321,3018500,,
74367-97-8,1038121,5362581,10.0,dipropylene glycol
7440-59-7,1249131,23987,100.0,
7440-66-6,1100201,23994,100.0,
74410-10-9,1374451,126537,10.0,dipropylene glycol
744251-93-2,1593721,11658617,0.1,propylene glycol
74431-24-6,1014731,688052,100.0,
7447-40-7,1099551,4873,100.0,
