TGSC ID,Concentration %,Solvent
1032641,100.0,
1032641,1.0,
1032651,10.0,dipropylene glycol
1032651,,
1032661,100.0,
1032681,10.0,dipropylene glycol
1032681,,
1032701,10.0,dipropylene glycol
1032701,,
1032711,1.0,dipropylene glycol
1032712,1.0,dipropylene glycol
1032712,1.0,ethyl alcohol
1032721,100.0,
1032731,,
1032741,10.0,dipropylene glycol
1032751,100.0,
1032761,100.0,
1032771,10.0,dipropylene glycol
1032771,,
1032781,100.0,
1032791,100.0,
1032791,,
1032801,100.0,
1032801,10.0,
1032811,100.0,
1032821,1.0,dipropylene glycol
1032821,,
1032831,0.1,dipropylene glycol
1032841,10.0,dipropylene glycol
1032841,,
1032851,100.0,
1032861,100.0,
1032871,100.0,
1032881,100.0,
1032891,10.0,dipropylene glycol
1032901,100.0,
1032921,100.0,
1032921,,
1032931,10.0,dipropylene glycol
1032941,10.0,dipropylene glycol
1032951,10.0,dipropylene glycol
1032961,100.0,
1032971,100.0,
1032981,100.0,
1032991,0.1,propylene glycol
1032991,0.1,
1033001,100.0,
1033001,,
1033021,10.0,dipropylene glycol
1033031,100.0,
1033051,10.0,dipropylene glycol
1033091,100.0,
1033101,100.0,
1033101,1.0,
1033131,100.0,
1033141,100.0,
1033141,,
1033151,100.0,
1033161,100.0,
1033161,,
1033181,100.0,
1033181,100.0,
1033181,,
1033201,100.0,
1033201,1.0,
1033211,10.0,dipropylene glycol
1033241,100.0,
1033251,1.0,dipropylene glycol
1033271,100.0,
1033291,100.0,
1033301,100.0,
1033321,100.0,
1033361,1.0,dipropylene glycol
1033371,100.0,
1033371,,
1033381,100.0,
1033391,100.0,
1033401,100.0,
1033401,,
1033411,100.0,
1033451,10.0,dipropylene glycol
1033451,,
1033551,100.0,
1033551,,
1033552,100.0,
1033552,,
1033561,10.0,water
1033571,10.0,dipropylene glycol
1033581,0.1,propylene glycol
1033701,100.0,
1033711,100.0,
1033721,100.0,
1033731,100.0,
1033751,100.0,
1033752,100.0,
1033771,100.0,
1033781,1.0,propylene glycol
1033791,100.0,
1033801,100.0,
1033811,100.0,
1033821,100.0,
1033831,100.0,
1033841,100.0,
1033851,1.0,propylene glycol
1033861,100.0,
1033871,50.0,dipropylene glycol
1033891,100.0,
1033901,100.0,
1033921,100.0,
1033941,100.0,
1033961,100.0,
1033971,10.0,dipropylene glycol
1033971,,
1033991,100.0,
1034001,100.0,
1034011,100.0,
1034021,100.0,
1034021,,
1034031,100.0,
1034031,1.0,
1034041,100.0,
1034051,100.0,
1034071,100.0,
1034081,100.0,
1034091,10.0,dipropylene glycol
1034091,,
1034101,1.0,dipropylene glycol
1034101,,
1034111,1.0,dipropylene glycol
1034121,100.0,
1034131,100.0,
1034131,1.0,
1034141,10.0,dipropylene glycol
1034141,,
1034151,10.0,dipropylene glycol
1034151,,
1034161,100.0,
1034171,100.0,
1034181,100.0,
1034181,1.0,
1034191,100.0,
1034201,100.0,
1034211,100.0,
1034221,100.0,
1034241,1.0,propylene glycol
1034241,1.0,propylene glycol
1034251,1.0,propylene glycol
1034251,,
1034261,1.0,propylene glycol
1034311,100.0,
1034321,100.0,
1034331,100.0,
1034341,0.1,triacetin
1034361,100.0,
1034371,100.0,
1034381,100.0,
1034391,100.0,
1034451,1.0,propylene glycol
1034451,,
1034461,100.0,
1034511,100.0,
1034521,100.0,
1034671,100.0,
1034681,100.0,
1034691,100.0,
1034701,100.0,
1034711,100.0,
1034721,100.0,
1034761,100.0,
1034811,100.0,
1034821,100.0,
1034831,100.0,
1034841,100.0,
1034851,100.0,
1034861,100.0,
1034871,100.0,
1034881,100.0,
1034881,,
1034891,100.0,
1034911,100.0,
1034911,,
1034921,100.0,
1034931,100.0,
1034941,0.1,propylene glycol
1034971,10.0,dipropylene glycol
1034991,100.0,
1035001,0.1,dipropylene glycol
1035011,1.0,dipropylene glycol
1035021,1.0,dipropylene glycol
1035031,1.0,dipropylene glycol
1035031,1.0,
1035121,1.0,dipropylene glycol
1035121,,
1035131,1.0,dipropylene glycol
1035181,100.0,
1035181,,
1035301,10.0,dipropylene glycol
1035331,0.1,propylene glycol
1035341,1.0,dipropylene glycol
1035341,1.0,
1035351,0.1,dipropylene glycol
1035361,100.0,
1035371,0.1,dipropylene glycol
1035381,100.0,
1035401,1.0,propylene glycol
1035411,0.1,propylene glycol
1035411,,
1035421,10.0,dipropylene glycol
1035421,,
1035431,0.1,dipropylene glycol
1035441,10.0,dipropylene glycol
1035441,,
1035461,100.0,
1035461,,
1035471,0.1,propylene glycol
1035471,,
1035481,0.1,dipropylene glycol
1035481,,
1035491,0.1,propylene glycol
1035491,0.1,
1035511,0.1,propylene glycol
1035521,,
1035531,100.0,
1035541,1.0,dipropylene glycol
1035551,0.1,propylene glycol
1035561,0.1,propylene glycol
1035571,100.0,
1035571,100.0,
1035581,100.0,
1035581,,
1035591,10.0,propylene glycol
1035611,0.1,propylene glycol
1035611,,
1035621,1.0,dipropylene glycol
1035621,,
1035631,0.1,propylene glycol
1035631,,
1035641,0.1,propylene glycol
1035641,,
1035651,1.0,dipropylene glycol
1035651,,
1035661,0.1,propylene glycol
1035661,0.1,propylene glycol
1035671,1.0,dipropylene glycol
1035671,,
1035681,100.0,
1035691,100.0,
1035701,100.0,
1035711,0.1,propylene glycol
1035721,0.1,propylene glycol
1035721,1.0,propylene glycol
1035741,0.1,dipropylene glycol
1035751,1.0,dipropylene glycol
1035761,0.1,dipropylene glycol
1035761,1.0,
1035771,0.1,propylene glycol
1035771,,
1035781,0.1,propylene glycol
1035781,1.0,ethyl alcohol
1035791,0.1,dipropylene glycol
1035801,0.01,propylene glycol
1035801,,
1035811,0.1,propylene glycol
1035811,,
1035821,100.0,
1035821,1.0,
1035831,100.0,
1035851,100.0,
1035861,100.0,
1035871,0.1,dipropylene glycol
1035871,,
1035881,0.1,propylene glycol
1035891,0.1,propylene glycol
1035901,0.1,dipropylene glycol
1035901,,
1035911,100.0,
1035911,,
1035921,1.0,dipropylene glycol
1035921,2.0,
1035931,10.0,dipropylene glycol
1035931,1.0,
1035941,10.0,dipropylene glycol
1035941,,
1035951,10.0,dipropylene glycol
1035961,0.1,dipropylene glycol
1035961,,
1035971,10.0,propylene glycol
1035971,1.0,
1035981,0.1,dipropylene glycol
1035991,0.1,dipropylene glycol
1036001,10.0,dipropylene glycol
1036001,,
1036011,0.1,dipropylene glycol
1036011,,
1036021,0.1,dipropylene glycol
1036021,,
1036031,0.1,dipropylene glycol
1036031,,
1036041,100.0,
1036051,0.1,dipropylene glycol
1036061,0.1,propylene glycol
1036061,,
1036071,10.0,dipropylene glycol
1036071,,
1036081,100.0,
1036091,100.0,
1036101,10.0,dipropylene glycol
1036101,,
1036111,0.1,propylene glycol
1036121,1.0,dipropylene glycol
1036121,,
1036131,100.0,
1036141,1.0,dipropylene glycol
1036141,,
1036151,1.0,dipropylene glycol
1036161,1.0,dipropylene glycol
1036171,100.0,
1036171,,
1036181,100.0,
1036191,100.0,
1036201,100.0,
1036201,,
1036221,100.0,
1036231,0.1,propylene glycol
1036241,0.1,propylene glycol
1036251,100.0,
1036261,0.1,dipropylene glycol
1036271,1.0,propylene glycol
1036281,25.0,dipropylene glycol
1036281,10.0,
1036291,10.0,dipropylene glycol
1036291,,
1036311,10.0,dipropylene glycol
1036321,0.1,propylene glycol
1036321,1.0,
1036331,1.0,propylene glycol
1036341,1.0,ethyl alcohol
1036351,10.0,dipropylene glycol
1036361,1.0,dipropylene glycol
1036371,100.0,
1036381,10.0,dipropylene glycol
1036391,10.0,dipropylene glycol
1036391,,
1036401,0.1,dipropylene glycol
1036401,1.0,ethyl alcohol
1036411,0.1,propylene glycol
1036421,0.1,propylene glycol
1036421,,
1036441,0.1,dipropylene glycol
1036451,0.1,propylene glycol
1036471,0.01,propylene glycol
1036481,1.0,dipropylene glycol
1036511,0.1,propylene glycol
1036531,0.1,propylene glycol
1036531,,
1036541,0.1,dipropylene glycol
1036541,,
1036551,0.1,propylene glycol
1036551,1.0,ethyl alcohol
1036561,10.0,dipropylene glycol
1036561,1.0,
1036571,10.0,dipropylene glycol
1036571,,
1036581,0.1,propylene glycol
1036581,1.0,
1036591,10.0,propylene glycol
1036601,0.1,dipropylene glycol
1036611,0.1,propylene glycol
1036621,0.1,propylene glycol
1036631,10.0,dipropylene glycol
1036631,,
1036641,10.0,dipropylene glycol
1036651,10.0,dipropylene glycol
1036651,,
1036661,100.0,
1036681,0.1,propylene glycol
1036691,10.0,propylene glycol
1036691,5.0,
1036701,0.1,propylene glycol
1036711,0.1,propylene glycol
1036721,0.1,propylene glycol
1036721,0.01,ethyl alcohol
1036731,,
1036731,,
1036741,0.1,propylene glycol
1036751,,
1036761,1.0,dipropylene glycol
1036761,1.0,
1036771,1.0,dipropylene glycol
1036771,,
1036781,0.1,propylene glycol
1036791,100.0,
1036801,100.0,
1036811,0.1,propylene glycol
1036811,,
1036821,0.1,dipropylene glycol
1036841,100.0,
1036851,0.1,propylene glycol
1036861,0.1,propylene glycol
1036871,10.0,propylene glycol
1036881,0.1,propylene glycol
1036881,1.0,
1036891,1.0,propylene glycol
1036901,10.0,propylene glycol
1036901,,
1036921,100.0,
1036931,10.0,dipropylene glycol
1036941,100.0,
1036941,,
1036951,0.1,propylene glycol
1036971,100.0,
1036981,100.0,
1036991,,
1037001,0.1,propylene glycol
1037011,0.1,propylene glycol
1037021,0.1,propylene glycol
1037031,100.0,
1037031,,
1037041,100.0,
1037051,0.1,propylene glycol
1037061,100.0,
1037071,0.1,dipropylene glycol
1037081,10.0,dipropylene glycol
1037091,,
1037091,1.0,
1037101,1.0,dipropylene glycol
1037111,0.1,propylene glycol
1037121,100.0,
1037131,0.1,dipropylene glycol
1037141,0.1,dipropylene glycol
1037161,100.0,
1037171,100.0,
1037171,,
1037181,10.0,dipropylene glycol
1037191,0.1,propylene glycol
1037201,1.0,dipropylene glycol
1037211,10.0,dipropylene glycol
1037221,1.0,dipropylene glycol
1037231,1.0,dipropylene glycol
1037231,,
1037241,0.1,propylene glycol
1037251,1.0,dipropylene glycol
1037262,100.0,
1037271,0.1,propylene glycol
1037281,1.0,propylene glycol
1037281,,
1037291,100.0,
1037301,100.0,
1037311,10.0,dipropylene glycol
1037311,,
1037321,1.0,propylene glycol
1037331,0.1,propylene glycol
1037331,,
1037341,100.0,
1037351,100.0,
1037371,1.0,propylene glycol
1037381,100.0,
1037391,0.1,propylene glycol
1037401,100.0,
1037411,0.1,propylene glycol
1037421,100.0,
1037431,100.0,
1037441,100.0,
1037451,,
1037461,100.0,
1037471,1.0,dipropylene glycol
1037481,100.0,
1037481,,
1037491,100.0,
1037501,1.0,
1037501,,
1037511,10.0,dipropylene glycol
1037511,,
1037521,0.1,propylene glycol
1037531,100.0,
1037541,10.0,dipropylene glycol
1037541,,
1037551,0.1,dipropylene glycol
1037561,100.0,
1037571,10.0,dipropylene glycol
1037591,100.0,
1037591,,
1037601,10.0,dipropylene glycol
1037611,0.1,dipropylene glycol
1037611,,
1037621,0.1,dipropylene glycol
1037621,1.0,
1037641,100.0,
1037641,,
1037651,10.0,dipropylene glycol
1037651,,
1037661,1.0,propylene glycol
1037661,,
1037671,10.0,dipropylene glycol
1037681,10.0,dipropylene glycol
1037691,100.0,
1037701,0.1,propylene glycol
1037711,0.1,dipropylene glycol
1037721,,
1037731,100.0,
1037741,100.0,
1037751,100.0,
1037761,1.0,dipropylene glycol
1037771,100.0,
1037781,100.0,
1037781,,
1037791,100.0,
1037801,10.0,dipropylene glycol
1037861,1.0,dipropylene glycol
1037871,100.0,
1037961,10.0,dipropylene glycol
1037981,100.0,
1037991,100.0,
1038011,10.0,propylene glycol
1038021,10.0,dipropylene glycol
1038021,5.0,
1038041,100.0,
1038041,,
1038051,1.0,dipropylene glycol
1038061,100.0,
1038071,,
1038081,0.1,dipropylene glycol
1038101,100.0,
1038111,10.0,dipropylene glycol
1038121,10.0,dipropylene glycol
1038121,,
1038141,1.0,dipropylene glycol
1038141,,
1038151,100.0,
1038151,,
1038161,100.0,
1038161,,
1038171,1.0,dipropylene glycol
1038171,,
1038181,100.0,
1038191,100.0,
1038201,100.0,
1038211,100.0,
1038221,100.0,
1038231,100.0,
1038241,100.0,
1038251,0.1,propylene glycol
1038261,100.0,
1038271,100.0,
1038281,100.0,
1038291,,
1038301,10.0,dipropylene glycol
1038301,2.0,
1038311,0.1,dipropylene glycol
1038321,0.1,dipropylene glycol
1038341,100.0,
1038351,0.1,triacetin
1038351,0.1,propylene glycol
1038371,0.1,propylene glycol
1038371,0.1,propylene glycol
1038391,0.1,dipropylene glycol
1038391,1.0,
1038421,0.1,propylene glycol
1038441,10.0,isopropyl myristate
1038441,1.0,
1038461,100.0,
1038491,10.0,dipropylene glycol
1038521,0.1,propylene glycol
1038521,1.0,ethyl alcohol
1038531,100.0,
1038581,,
1038591,10.0,dipropylene glycol
1038661,100.0,
1038671,0.1,dipropylene glycol
1038701,10.0,dipropylene glycol
1038711,100.0,
1038721,,
1038751,100.0,
1038761,100.0,
1038781,0.1,propylene glycol
1038811,100.0,
1038821,0.1,propylene glycol
1038831,0.1,propylene glycol
1038971,100.0,
1038981,100.0,
1038991,10.0,dipropylene glycol
1039001,100.0,
1039011,0.1,propylene glycol
1039091,100.0,
1039111,100.0,
1039151,1.0,propylene glycol
1039181,10.0,dipropylene glycol
1039271,100.0,
1039421,10.0,dipropylene glycol
1039461,100.0,
1039481,100.0,
1039491,100.0,
1039501,10.0,dipropylene glycol
1039511,100.0,
1039521,100.0,
1039531,,
1039541,10.0,dipropylene glycol
1039601,100.0,
1039611,100.0,
1039651,10.0,dipropylene glycol
1039711,10.0,dipropylene glycol
1039751,100.0,
1039851,0.01,propylene glycol
1039881,0.1,propylene glycol
1039911,100.0,
1039941,100.0,
1039981,,
1040001,10.0,dipropylene glycol
1040011,,
1040061,100.0,
1040071,100.0,
1040081,10.0,propylene glycol
1040091,100.0,
1040101,0.1,dipropylene glycol
1040121,100.0,
1040131,100.0,
1040141,100.0,
1040151,100.0,
1040161,,
1040171,100.0,
1040181,1.0,dipropylene glycol
1040191,100.0,
1040191,1.0,
1040201,100.0,
1040211,0.1,dipropylene glycol
1040221,100.0,
1040231,100.0,
1040241,10.0,dipropylene glycol
1040251,10.0,dipropylene glycol
1040271,100.0,
1040281,10.0,dipropylene glycol
1040301,10.0,dipropylene glycol
1040311,1.0,dipropylene glycol
1040341,0.1,dipropylene glycol
1040351,100.0,
1040361,100.0,
1040381,100.0,
1040391,100.0,
1040401,,
1040411,1.0,dipropylene glycol
1040421,0.1,propylene glycol
1040431,100.0,
1040471,1.0,dipropylene glycol
1040481,100.0,
1040511,100.0,
1040521,0.1,propylene glycol
1040531,100.0,
1040541,0.1,dipropylene glycol
1040561,,
1040581,100.0,
1040591,1.0,dipropylene glycol
1040631,0.1,dipropylene glycol
1040641,0.01,propylene glycol
1040681,10.0,dipropylene glycol
1040691,,
1040751,100.0,
1040871,,
1040881,100.0,
1041001,,
1041261,10.0,propylene glycol
1041291,100.0,
1041341,100.0,
1041371,100.0,
1041521,,
1041611,1.0,dipropylene glycol
1041641,,
1041651,100.0,
1041731,100.0,
1041741,100.0,
1041811,100.0,
1041841,,
1041851,1.0,dipropylene glycol
1041861,1.0,dipropylene glycol
1041871,100.0,
1041901,,
1041921,10.0,dipropylene glycol
1041931,100.0,
1041981,100.0,
1042061,0.1,propylene glycol
1042151,10.0,dipropylene glycol
1042161,10.0,dipropylene glycol
1042171,100.0,
1042201,,
1042281,100.0,
1042291,100.0,
1042351,0.1,triacetin
1042361,0.1,propylene glycol
1042381,,
1042391,0.01,propylene glycol
1042411,0.01,propylene glycol
1042421,0.1,propylene glycol
1042561,0.1,propylene glycol
1042571,10.0,dipropylene glycol
1042581,100.0,
1042591,100.0,
1042631,100.0,
1042632,100.0,
1042691,100.0,
1042761,1.0,dipropylene glycol
1042781,0.1,dipropylene glycol
1042791,100.0,
1042801,100.0,
1042821,100.0,
1042831,10.0,dipropylene glycol
1042861,10.0,dipropylene glycol
1043001,10.0,dipropylene glycol
1043011,100.0,
1043021,10.0,dipropylene glycol
1043041,0.01,propylene glycol
1043061,0.1,propylene glycol
1043071,0.1,propylene glycol
1043081,100.0,
1043101,100.0,
1043191,0.1,propylene glycol
1043221,100.0,
1043231,100.0,
1043261,100.0,
1043391,100.0,
1043411,0.1,propylene glycol
1043431,100.0,
1043461,1.0,dipropylene glycol
1043481,100.0,
1043501,100.0,
1043561,,
1043581,1.0,dipropylene glycol
1043591,100.0,
1043621,100.0,
1043711,100.0,
1043771,100.0,
1043801,0.1,propylene glycol
1043811,0.1,propylene glycol
1043811,0.1,
1043841,100.0,
1043851,100.0,
1043861,100.0,
1043871,,
1043881,10.0,dipropylene glycol
1043911,0.01,propylene glycol
1043931,0.1,propylene glycol
1043941,0.1,propylene glycol
1043951,0.1,propylene glycol
1043971,100.0,
1043981,100.0,
1043991,100.0,
1043991,1.0,ethyl alcohol
1044051,100.0,
1044061,100.0,
1044061,1.0,ethyl alcohol
1044071,100.0,
1044072,100.0,
1044201,0.1,propylene glycol
1044211,10.0,dipropylene glycol
1044321,1.0,propylene glycol
1044351,1.0,dipropylene glycol
1044351,,
1044361,,
1044371,100.0,
1044381,10.0,dipropylene glycol
1044411,100.0,
1044441,10.0,dipropylene glycol
1044441,1.0,
1044461,100.0,
1044501,10.0,dipropylene glycol
1044511,100.0,
1044551,100.0,
1044561,100.0,
1044591,10.0,dipropylene glycol
1044601,0.1,propylene glycol
1044631,100.0,
1044651,,
1044691,,
1044721,10.0,propylene glycol
1044731,100.0,
1044751,0.1,propylene glycol
1044761,0.1,dipropylene glycol
1044771,,
1044781,100.0,
1044801,100.0,
1044951,100.0,
1044952,100.0,
1044991,100.0,
1045071,100.0,
1045081,0.1,dipropylene glycol
1045091,100.0,
1045141,0.1,propylene glycol
1045151,100.0,
1045171,100.0,
1045181,100.0,
1045182,100.0,
1045191,100.0,
1045201,100.0,
1045211,10.0,dipropylene glycol
1045261,1.0,dipropylene glycol
1045321,100.0,
1045331,10.0,dipropylene glycol
1045381,100.0,
1045431,100.0,
1045451,0.1,propylene glycol
1045461,100.0,
1045471,100.0,
1045481,100.0,
1045491,,
1045511,1.0,dipropylene glycol
1045521,100.0,
1045531,10.0,dipropylene glycol
1045541,0.01,propylene glycol
1045561,100.0,
1045571,1.0,dipropylene glycol
1045581,0.1,dipropylene glycol
1045611,100.0,
1045621,10.0,dipropylene glycol
1045731,100.0,
1045881,100.0,
1045901,100.0,
1045911,100.0,
1045981,1.0,propylene glycol
1046011,10.0,dipropylene glycol
1046021,10.0,dipropylene glycol
1046101,100.0,
1046191,100.0,
1046211,100.0,
1046231,100.0,
1046251,100.0,
1046271,100.0,
1046271,,
1046301,100.0,
1046361,0.1,propylene glycol
1046371,100.0,
1046391,100.0,
1046421,100.0,
1046451,0.1,dipropylene glycol
1046461,1.0,propylene glycol
1046471,100.0,
1046491,100.0,
1046521,100.0,
1046551,100.0,
1046561,,
1046571,,
1046581,0.1,dipropylene glycol
1046591,10.0,dipropylene glycol
1046611,100.0,
1046631,100.0,
1046641,100.0,
1046651,,
1046661,,
1046671,1.0,dipropylene glycol
1046681,10.0,dipropylene glycol
1046691,10.0,dipropylene glycol
1046701,100.0,
1046711,100.0,
1046721,1.0,dipropylene glycol
1046751,100.0,
1046781,0.1,propylene glycol
1046791,10.0,dipropylene glycol
1046791,,
1046801,100.0,
1046821,,
1046851,100.0,
1046871,100.0,
1046891,10.0,dipropylene glycol
1046891,1.0,ethyl alcohol
1046911,100.0,
1046941,,
1046951,0.01,propylene glycol
1046991,0.1,propylene glycol
1047061,1.0,dipropylene glycol
1047071,100.0,
1047091,,
1047101,,
1047161,0.1,propylene glycol
1047171,,
1047181,100.0,
1047211,0.1,propylene glycol
1047231,100.0,
1047241,100.0,
1047251,100.0,
1047261,100.0,
1047291,,
1047321,100.0,
1047331,1.0,dipropylene glycol
1047341,100.0,
1047351,0.1,dipropylene glycol
1047361,100.0,
1047371,100.0,
1047381,0.01,propylene glycol
1047391,0.1,propylene glycol
1047401,0.1,propylene glycol
1047411,0.1,propylene glycol
1047431,100.0,
1047451,,
1047461,0.1,propylene glycol
1047491,100.0,
1047501,100.0,
1047511,100.0,
1047571,100.0,
1047581,1000.0,
1047641,100.0,
1047711,100.0,
1047721,0.1,dipropylene glycol
1047731,100.0,
1047791,100.0,
1047841,10.0,propylene glycol
1047841,1.0,
1047851,1.0,dipropylene glycol
1047851,1.0,
1047861,10.0,dipropylene glycol
1047861,1.0,
1047881,10.0,dipropylene glycol
1047891,100.0,
1047911,10.0,dipropylene glycol
1047921,,
1047931,100.0,
1047951,100.0,
1047961,100.0,
1047971,100.0,
1048021,10.0,dipropylene glycol
1048081,100.0,
1048091,100.0,
1048091,1.0,
1048111,100.0,
1048121,1.0,propylene glycol
1048131,10.0,dipropylene glycol
1048141,0.1,propylene glycol
1048161,10.0,dipropylene glycol
1048171,100.0,
1048181,1.0,dipropylene glycol
1048191,100.0,
1048191,1.0,ethyl alcohol
1048221,100.0,
1048231,100.0,
1048251,100.0,
1048261,10.0,dipropylene glycol
1048281,1.0,dipropylene glycol
1048311,100.0,
1048401,100.0,
1048481,100.0,
1048531,10.0,dipropylene glycol
1048551,,
1048571,100.0,
1048621,0.1,propylene glycol
1048781,,
1048801,0.1,propylene glycol
1048811,10.0,dipropylene glycol
1048831,100.0,
1048841,10.0,dipropylene glycol
1048861,100.0,
1048881,100.0,
1048891,1.0,propylene glycol
1048971,100.0,
1048981,100.0,
1048991,100.0,
1049021,100.0,
1049041,10.0,dipropylene glycol
1049071,,
1049091,100.0,
1049101,100.0,
1049131,0.01,propylene glycol
1049141,0.1,propylene glycol
1049161,100.0,
1049171,1.0,dipropylene glycol
1049201,10.0,dipropylene glycol
1049211,100.0,
1049231,100.0,
1049241,100.0,
1049431,10.0,dipropylene glycol
1049441,10.0,dipropylene glycol
1049481,100.0,
1049531,100.0,
1049541,100.0,
1049551,100.0,
1049571,0.1,propylene glycol
1049571,0.01,ethyl alcohol
1049601,,
1049631,0.1,propylene glycol
1049641,,
1049651,0.1,propylene glycol
1049661,100.0,
1049671,100.0,
1049681,100.0,
1049711,0.1,propylene glycol
1049721,100.0,
1049731,100.0,
1049741,100.0,
1049751,,
1049781,100.0,
1049791,100.0,
1049801,100.0,
1049811,100.0,
1049821,,
1049831,0.1,dipropylene glycol
1049841,0.1,propylene glycol
1049851,100.0,
1049861,0.01,propylene glycol
1049881,10.0,dipropylene glycol
1050151,10.0,dipropylene glycol
1050281,100.0,
1050371,10.0,dipropylene glycol
1050381,100.0,
1050391,100.0,
1050511,100.0,
1050691,100.0,
1050701,100.0,
1050721,100.0,
1050741,10.0,dipropylene glycol
1050751,100.0,
1050761,10.0,dipropylene glycol
1050771,100.0,
1050781,100.0,
1050791,100.0,
1050831,10.0,dipropylene glycol
1050841,100.0,
1050861,0.01,propylene glycol
1051051,100.0,
1051061,100.0,
1051101,,
1051161,100.0,
1051181,100.0,
1051201,100.0,
1051211,100.0,
1051241,1.0,propylene glycol
1051261,10.0,dipropylene glycol
1051281,100.0,
1051291,100.0,
1051301,10.0,dipropylene glycol
1051341,10.0,dipropylene glycol
1051351,100.0,
1051401,100.0,
1051411,100.0,
1051461,100.0,
1051481,100.0,
1051491,100.0,
1051501,1.0,dipropylene glycol
1051511,100.0,
1051521,100.0,
1051531,100.0,
1051611,100.0,
1051611,,
1051731,100.0,
1051741,,
1051801,100.0,
1051871,1.0,dipropylene glycol
1051871,1.0,
1051881,100.0,
1051921,10.0,dipropylene glycol
1051931,100.0,
1051941,100.0,
1051951,,
1052011,100.0,
1052011,1.0,
1052141,100.0,
1052141,,
1052201,10.0,dipropylene glycol
1052211,10.0,dipropylene glycol
1052231,100.0,
1052291,100.0,
1052331,,
1052351,100.0,
1052361,100.0,
1052371,100.0,
1052381,100.0,
1052411,100.0,
1052421,10.0,dipropylene glycol
1052441,10.0,dipropylene glycol
1052451,100.0,
1052461,,
1052511,10.0,dipropylene glycol
1052521,10.0,dipropylene glycol
1052701,10.0,dipropylene glycol
1052731,10.0,dipropylene glycol
1052741,10.0,dipropylene glycol
1052801,100.0,
1052811,100.0,
1052851,,
1052861,10.0,dipropylene glycol
1052881,1.0,dipropylene glycol
1053041,,
1053371,10.0,dipropylene glycol
1053541,1.0,dipropylene glycol
1053581,100.0,
1053601,10.0,dipropylene glycol
1053631,100.0,
1053721,100.0,
1053761,100.0,
1053771,100.0,
1053791,100.0,
1053801,100.0,
1053841,100.0,
1053861,100.0,
1053881,,
1053891,100.0,
1053941,,
1053991,100.0,
1054041,100.0,
1054141,100.0,
1054151,100.0,
1054161,100.0,
1054201,100.0,
1054311,100.0,
1054321,100.0,
1054331,100.0,
1054341,100.0,
1054341,1.0,
1054351,100.0,
1054371,100.0,
1054441,10.0,dipropylene glycol
1054501,100.0,
1054521,,
1054531,100.0,
1054601,100.0,
1054621,100.0,
1054771,10.0,dipropylene glycol
1054821,100.0,
1054851,1.0,dipropylene glycol
1055001,100.0,
1055241,1.0,dipropylene glycol
1055351,,
1055381,,
1055401,,
1055441,10.0,dipropylene glycol
1055511,100.0,
1055521,1.0,dipropylene glycol
1055551,10.0,dipropylene glycol
1055601,100.0,
1055621,100.0,
1055651,10.0,dipropylene glycol
1055831,10.0,dipropylene glycol
1055891,,
1055901,,
1055931,100.0,
1056011,100.0,
1056021,10.0,dipropylene glycol
1056021,,
1056041,,
1056141,100.0,
1056311,100.0,
1056311,,
1056341,0.1,propylene glycol
1056351,100.0,
1056351,,
1056361,10.0,dipropylene glycol
1056391,100.0,
1056411,1.0,propylene glycol
1056411,,
1056421,10.0,propylene glycol
1056421,,
1056461,1.0,propylene glycol
1056521,,
1056571,,
1056591,,
1056601,0.1,propylene glycol
1056611,,
1056631,0.1,propylene glycol
1056641,,
1056681,,
1056691,,
1056891,10.0,dipropylene glycol
1056901,10.0,dipropylene glycol
1056911,10.0,dipropylene glycol
1056961,10.0,dipropylene glycol
1056991,100.0,
1057001,100.0,
1057101,100.0,
1057181,100.0,
1057191,100.0,
1057211,100.0,
1057212,100.0,
1057241,100.0,
1057341,100.0,
1057431,1.0,dipropylene glycol
1057511,100.0,
1057521,0.1,propylene glycol
1057521,0.1,propylene glycol
1057561,10.0,dipropylene glycol
1057561,1.0,
1057601,100.0,
1057631,100.0,
1057661,100.0,
1057671,0.1,dipropylene glycol
1057711,100.0,
1057831,100.0,
1057891,100.0,
1057911,,
1057981,100.0,
1058041,100.0,
1058071,10.0,dipropylene glycol
1058081,100.0,
1058091,100.0,
1058171,,
1058201,100.0,
1058211,100.0,
1058341,100.0,
1058351,100.0,
1058441,100.0,
1058451,100.0,
1058471,100.0,
1058491,,
1058511,1.0,dipropylene glycol
1058521,,
1058551,100.0,
1058561,100.0,
1058571,1.0,dipropylene glycol
1058581,10.0,dipropylene glycol
1058591,,
1058661,100.0,
1058691,10.0,dipropylene glycol
1058721,100.0,
1058841,100.0,
1058851,100.0,
1058861,100.0,
1058881,100.0,
1058941,100.0,
1059161,100.0,
1059261,100.0,
1059281,10.0,dipropylene glycol
1059301,25.0,isopropyl palmitate
1059321,10.0,dipropylene glycol
1059331,10.0,dipropylene glycol
1059411,10.0,dipropylene glycol
1059421,100.0,
1059431,10.0,dipropylene glycol
1059521,100.0,
1059551,100.0,
1059751,10.0,dipropylene glycol
1060561,10.0,dipropylene glycol
1060611,1.0,dipropylene glycol
1060651,,
1060791,100.0,
1060801,,
1060831,100.0,
1060851,100.0,
1060921,100.0,
1061011,10.0,dipropylene glycol
1061241,100.0,
1061261,100.0,
1061361,100.0,
1061362,100.0,
1061371,10.0,dipropylene glycol
1061391,100.0,
1061401,100.0,
1061431,100.0,
