TGSC ID,TGSC OPL ID,Name,CAS Number,Other CAS Number,Deleted CAS Number,Concentration %,Concentration Min %,Concentration Max %,CID,Formula,Beilstein Number,CoE Number,Nikkaji Web,MDL,EC Number,ECHA Substance,FDA UNII,FDA Internal Number,FEMA Number,Molecular Weight,XlogP3-AA
1687951,5538-95-4,"N'-dodecylpropane-1,3-diamine",5538-95-4,,52907-39-8,,,,,C15 H34 N2,,,J210.585C,MFCD00014828,226-902-6,100.024.457,KD5RK5I4VZ,,,242.44998,4.8
1687961,27306-90-7,2-(2-dodecoxyethoxy)acetic acid (peg-12),27306-90-7,,,,,,,(C2 H4 O)n-C14 H28 O3,,,,,608-079-9,100.115.000,,,,,5.1
1687971,27306-90-7,2-(2-dodecoxyethoxy)acetic acid (peg-5),27306-90-7,,,,,,,(C2 H4 O)n-C14 H28 O3,,,,,608-079-9,100.115.000,,,,,5.1
1687971,220622-96-8,,220622-96-8,,288259-40-5,,,,,,,,,,606-920-4,100.109.048,,,,,
1687981,,,68439-50-9,,103819-01-8,,,,,,,,,,500-213-3,,,,,,
1687991,9002-92-0,2-dodecoxyethanol (peg-21),9002-92-0,,101008-55-3,,,,,(C2 H4 O)mult-C12 H26 O,,,J92.963H,,500-002-6,100.105.513,J89TKQ5R54,,,,5.1
1688001,9002-92-0,2-dodecoxyethanol (peg-25),9002-92-0,,101008-55-3,,,,,(C2 H4 O)mult-C12 H26 O,,,J92.963H,,500-002-6,100.105.513,J89TKQ5R54,,,,5.1
1688011,9002-92-0,2-dodecoxyethanol (peg-38),9002-92-0,,101008-55-3,,,,,(C2 H4 O)mult-C12 H26 O,,,J92.963H,,500-002-6,100.105.513,J89TKQ5R54,,,,5.1
1688021,9002-92-0,2-dodecoxyethanol (peg-50),9002-92-0,,101008-55-3,,,,,(C2 H4 O)mult-C12 H26 O,,,J92.963H,,500-002-6,100.105.513,J89TKQ5R54,,,,5.1
1688041,,,312601-97-1,,,,,,,,,,,,,,,,,,
1688061,817-01-6,"3-[2,3-dihydroxypropyl(dodecyl)amino]propane-1,2-diol",817-01-6,,,,,,,C18 H39 N O4,,,,,212-441-8,100.011.310,608730Q9OB,,,333.51263,3.2
1688071,59227-89-3,1-dodecylazepan-2-one,59227-89-3,,,,,,42981,C18 H35 N O,0167211,,J32.521J,MFCD00190580,261-668-9,100.056.044,1F3X9DRV9X,,,281.48315,5.9
1688081,,,68865-79-2,,,,,,,,,,,,,,,,,,
1688091,42492-22-8,(2S)-5-(diaminomethylideneamino)-2-(dodecanoylamino)pentanoic acid,42492-22-8,,,,,,,C18 H36 N4 O3,,,J33.534G,,255-851-2,100.050.756,65091WP61D,,,356.51052,3.5
1688101,21539-56-0,3-(dodecanoylamino)propanoic acid,21539-56-0,,,,,,,C15 H29 N O3,,,J446.535K,,410-320-6,100.100.994,QIT28H0U1N,,,271.40073,4.2
1688111,,,124285-43-4,,,,,,,,,,,,,,,,,,
1688121,148124-42-9,2-[carboxymethyl-[2-[carboxymethyl(dodecanoyl)amino]ethyl]amino]aceticacid,148124-42-9,,,,,,,C20 H36 N2 O7,,,J785.316E,,,,R8RG0UEB1Q,,,416.51532,1.4
1688131,,,851385-89-2,,,,,,,,,,,,,,,,,,
1688141,,,68920-59-2,,,,,,,,,,,,,,,,,,
1688151,48075-52-1,2-(2-dodecanoyloxypropanoyloxy)propanoic acid,48075-52-1,,,,,,,C18 H32 O6,,,,,,,256M2LC97E,,,344.44824,5.6
1688161,21539-57-1,3-[dodecanoyl(methyl)amino]propanoic acid,21539-57-1,,,,,,,C16 H31 N O3,,,,,,,8NYI527FHL,,,285.42767,4.4
1688171,58725-39-6,1-dodecanoylpyrrolidine-2-carboxylic acid,58725-39-6,,,,,,,C17 H31 N O3,,,,MFCD00522583,261-407-9,100.055.807,HDI505B669,,,297.43867,5.2
1688181,,,152129-78-7,,,,,,,,,,,,,,,,,,
1688191,16610-63-2,(1-hydroxy-1-phosphonododecyl)phosphonic acid,16610-63-2,,,,,,4395717,C12 H28 O7 P2,,,J647.530B,,425-230-2,100.102.369,S888WM4024,,,346.297084,1.6
1688201,31262-66-5,2-(dodecylamino)butanedioic acid,31262-66-5,,,,,,,C16 H31 N O4,,,J3.064.555C,,,,C7B0186P97,,,301.42687,2.2
1688201,45259-30-1,(2S)-2-(dodecylamino)butanedioic acid,45259-30-1,,,,,,,C16 H31 N O4,,,J3.166.245A,,,,86V08SSB2E,,,301.42687,2.2
1688221,18205-85-1,2-[2-[2-(dodecylamino)ethylamino]ethylamino]acetic acid;hydrochloride,18205-85-1,,,,,,,C18 H40 Cl N3 O2,,,,,242-094-8,100.038.253,CP44691OHU,,,365.9882,
1688221,36895-38-2,2-[2-(carboxymethylamino)ethylamino]ethyl-dodecylazanium;chloride,36895-38-2,,51621-85-3,,,,,C18 H40 Cl N3 O2,,,,,,,,,,365.9882,
1688231,,,287735-50-6,,,,,,,,,,,,,,SC667B999P,,,,
1688251,,N-(2-dodecyl-4-methylphenoxy)methanimine,50652-76-1,,,,,,,C20 H33 N O,,,,,,,,,,303.48921,10.0
1688261,,,68037-76-3,,924293-35-6,,,,,,,,,MFCD01324962,,,,,,,
1688271,139614-44-1,dodecyl-methyl-bis(trimethylsilyloxy)silane,139614-44-1,,,,,,,C19 H46 O2 Si3,,,,,,,5OHO78HI1D,,,390.82992,
1688281,62755-21-9,magnesium;2-[2-(2-dodecoxyethoxy)ethoxy]ethyl sulfate,62755-21-9,,,,,,,(C2 H4 O)mult-C12 H26 O4 S.1/2Mg,,,,,,,2OTJ9LF5UA,,,,
1688291,,,75765-49-0,,,,,,,,,,,,,,,,,,
1688311,,,959610-32-3,,,,,,,,,,,,,,,,,,
1688321,,,959610-44-7,,,,,,,,,,,,,,,,,,
1688331,,,959610-54-9,,,,,,,,,,,,,,,,,,
1689061,,,92113-73-0,,,,,,,,,,,,295-681-6,,,,,,
1689121,,,79777-31-4,,,,,,,,,,,,,,,,,,
1689141,,,34406-66-1,,,,,,,,,,,,,,MPJ2Q8WI8G,,,,
1689151,,,95461-48-6,,,,,,,,,,,,,,,,,,
1689161,,,103175-09-3,,,,,,,,,,,,,,,,,,
1689171,29894-35-7,,29894-35-7,,,,,,,,,,,,,,,,,,
1689181,,,86637-84-5,,,,,,,,,,,,,,,,,,
1689191,,,102051-00-3,,,,,,,,,,,,,,,,,,
1689201,,,12764-60-2,,,,,,,,,,,,,,,,,,
1689211,,,102033-55-6,,,,,,,,,,,,,,,,,,
1689211,,,63705-03-3,,,,,,,C18 H36 O2.1/2(C3 H8 O3)x-,,,,,,,,,,,
1689231,,,99570-00-0,,,,,,,,,,,,,,,,,,
1689241,,,99734-30-2,,,,,,,,,,,,,,,,,,
1689251,,,107615-51-0,,,,,,,,,,,,,,,,,,
1689261,,,95461-65-7,,,,,,,,,,,,,,,,,,
1689271,,,51033-38-6,,,,,,,,,,,,,,,,,,
1689321,32518-68-6,,32518-68-6,,,,,,,,,,,,,,,,,,
1689321,51158-08-8,,51158-08-8,,138860-92-1,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C21 H42 O4,,,,,,,,,,,
1689471,53910-28-4,,53910-28-4,,,,,,,C6 H6 Na2 O9 S,,,J355.061C,,,,T63WAQ8KTJ,,,300.15115856,
1689501,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1689501,,,5698-39-5,,,,,,,C32 H66 O9,,,,,,,,,,594.87082,
1689511,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1689511,,,4486-31-1,,,,,,,C30 H62 O8,,,,,,,,,,550.81774,
1689521,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1689531,,,55194-44-0,,,,,,,,,,,,,,,,,,
1689541,55194-07-5,,55194-07-5,,,,,,,C20 H40 O2,,,J1.156.151I,,,,,,,312.5372,8.6
1689551,209802-43-7,,209802-43-7,,,,,,,C26 H52 O2,,,J2.881.330I,,,,981F40Q9FF,,,396.69884,11.5
1689561,,,64364-10-9,,,,,,,,,,,,,,,,,,
1689591,,,68649-12-7,,,,,,,unspecified,,,,MFCD00677706,,,,,,,
1689601,564478-51-9,,564478-51-9,,,,,,,C56 H101 N O6,,,J2.377.604I,,,,41749C0203,,,884.42317,
1689631,63089-86-1,,63089-86-1,,68189-07-1,,,,,(C2 H4 O)mult-(C2 H4 O)mult-C78 H142 O10,,,,,,,,,,,
1689641,3964-70-3,,3964-70-3,,,,,,,C17 H34 O3,,,J2.042.962C,,,,MOA44P1WFT,,,286.45558,5.3
1689661,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1689681,26086-33-9,,26086-33-9,,,,,,,C30 H56 O6,,,J3.231.797I,,,,B952ZGW1IL,,,512.77152,9.4
1689691,7147-34-4,,7147-34-4,,,,,,,C30 H56 O7,,,J227.395K,,230-457-3,100.027.689,ZS6ME39S45,,,528.77072,8.4
1689751,61757-59-3,,61757-59-3,,100219-45-2,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1689751,,,68891-17-8,,,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1689761,69247-84-3,,69247-84-3,,,,,,,C34 H68 O2,,,,,,,3V20TC06U5,,,508.91436,15.7
1689781,,,68412-55-5,,,,,,,,,,,,,,,,,,
1689791,635-38-1,,635-38-1,,,,,,,C38 H67 N O5,,,,MFCD01632152,,,HB49XCT029,,,617.95499,
1689791,31229-74-0,,31229-74-0,,,,,,,C40 H71 N O5,,,,,250-520-9,100.045.913,,,,646.00887,
1689791,39379-66-3,,39379-66-3,,,,,,,C40 H71 N O5,,,J278.070D,,,,,,,646.00887,14.5
1689811,,,106483-04-9,,,,,,,,,,,,,,71R8Y8O5OU,,,,
1689881,,,68439-50-9,,103819-01-8,,,,,,,,,,500-213-3,,,,,,
1689891,,,68439-50-9,,103819-01-8,,,,,,,,,,500-213-3,,,,,,
1689901,,,68439-50-9,,103819-01-8,,,,,,,,,,500-213-3,,,,,,
1689911,9005-00-9,,9005-00-9,,106707-02-2,,,,,(C2 H4 O)mult-C18 H38 O,,,J110.984G,,500-017-8,100.105.527,,,,,8.4
1689911,13149-86-5,,13149-86-5,,,,,,,,,,,,,,,,,,
1689921,9005-00-9,,9005-00-9,,106707-02-2,,,,,(C2 H4 O)mult-C18 H38 O,,,J110.984G,,500-017-8,100.105.527,,,,,8.4
1689931,9005-00-9,,9005-00-9,,106707-02-2,,,,,(C2 H4 O)mult-C18 H38 O,,,J110.984G,,500-017-8,100.105.527,,,,,8.4
1689941,2420-29-3,,2420-29-3,,,,,,,C30 H62 O7,,,,,,,,,,534.81854,
1689941,9005-00-9,,9005-00-9,,106707-02-2,,,,,(C2 H4 O)mult-C18 H38 O,,,J110.984G,,500-017-8,100.105.527,,,,,8.4
1689951,9005-00-9,,9005-00-9,,106707-02-2,,,,,(C2 H4 O)mult-C18 H38 O,,,J110.984G,,500-017-8,100.105.527,,,,,8.4
1689961,,,68131-39-5,,113285-15-7,,,,,,,,,,500-195-7,,,,,,
1689971,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1689981,,,26636-40-8,,115281-94-2,,,,,(C2 H4 O)mult-C22 H46 O,,,,,,,9OLW99591B,,,,
1689991,,,26636-40-8,,115281-94-2,,,,,(C2 H4 O)mult-C22 H46 O,,,,,,,,,,,
1690001,,,26636-40-8,,115281-94-2,,,,,(C2 H4 O)mult-C22 H46 O,,,,,,,,,,,
1690011,,,26636-40-8,,115281-94-2,,,,,(C2 H4 O)mult-C22 H46 O,,,,,,,,,,,
1690041,,,302791-95-3,,,,,,,,,,,,,,,,,,
1690121,,,68439-49-6,,102381-15-7,,,,,,,,,,500-212-8,,,,,,
1690131,,,68439-49-6,,102381-15-7,,,,,,,,,,500-212-8,,,,,,
1690141,,,68439-49-6,,102381-15-7,,,,,,,,,,500-212-8,,,,,,
1690151,,,106233-09-4,,,,,,,,,,,,500-295-0,,,,,,
1690161,,,106233-09-4,,,,,,,,,,,,500-295-0,,,,,,
1690171,,,106233-09-4,,,,,,,,,,,,500-295-0,,,,,,
1690181,,,246159-37-5,,,,,,,,,,,,,,,,,,
1690191,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1690201,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1690211,,,9004-95-9,,111637-23-1,,,,,(C2 H4 O)mult-C16 H34 O,,,,,500-014-1,,,,,,
1690221,50643-20-4,,50643-20-4,,,,,,,C18 H39 O5 P,,,,,,,,,,366.478592,6.0
1690231,50643-20-4,,50643-20-4,,,,,,,C18 H39 O5 P,,,,,,,,,,366.478592,6.0
1690241,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690251,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690261,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690271,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690281,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690291,69364-63-2,,69364-63-2,,,,,,,(C2 H4 O)mult-C16 H34 O,,,,,,,,,,,7.3
1690301,24938-91-8,,24938-91-8,,10138-80-4,,,,,(C2 H4 O)mult-C13 H28 O,,,J294.674B,,,,36KKG1IWMU,,,,5.7
1690311,24938-91-8,,24938-91-8,,10138-80-4,,,,,(C2 H4 O)mult-C13 H28 O,,,J294.674B,,,,36KKG1IWMU,,,,5.7
1690321,,,68412-55-5,,,,,,,,,,,,,,,,,,
1690321,,,24938-91-8,,10138-80-4,,,,,(C2 H4 O)mult-C13 H28 O,,,J294.674B,,,,36KKG1IWMU,,,,5.7
1690331,,,68412-55-5,,,,,,,,,,,,,,,,,,
1690341,61757-59-3,,61757-59-3,,100219-45-2,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1690341,,,68891-17-8,,,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1690351,61757-59-3,,61757-59-3,,100219-45-2,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1690351,,,68891-17-8,,,,,,,(C2 H4 O)mult-C15 H30 O3.Na,,,,,,,,,,,
1690361,,,128482-55-3,,,,,,,,,,,,,,,,,,
1690371,,,53533-75-8,,,,,,,,,,,,,,5365FJ30SC,,,,
1690381,,,52292-17-8,,355131-77-0,,,,,(C2 H4 O)mult-C18 H38 O,,,,,,,,,,,
1690391,,,52292-17-8,,355131-77-0,,,,,(C2 H4 O)mult-C18 H38 O,,,,,,,,,,,
1690401,,,52292-17-8,,355131-77-0,,,,,(C2 H4 O)mult-C18 H38 O,,,,,,,,,,,
1690411,,,52292-17-8,,355131-77-0,,,,,(C2 H4 O)mult-C18 H38 O,,,,,,,,,,,
1690421,,,52292-17-8,,355131-77-0,,,,,(C2 H4 O)mult-C18 H38 O,,,,,,,,,,,
1690431,109292-17-3,,109292-17-3,,127646-41-7,,,,,(C5 H8 O2.C4 H6 O2.(C2 H4 O)mult-C21 H42 O)x-,,,,,,,,,,,
1690441,,,103777-69-1,,,,,,,,,,,,,,,,,,
1690451,101007-06-1,,101007-06-1,,,,,,,C26 H21 F6 N O5,9301805,,J550.692A,MFCD03695486,,,QUI1AZ37K6,,,541.4467892,6.8
1690461,131-72-6,,131-72-6,,,,,,5284389,C18 H24 N2 O6,,,J810I,MFCD00054268,,,OQU8KLU91P,,,364.39848,6.0
1690471,161050-58-4,,161050-58-4,,163442-56-6,,,,105010,C22 H28 N2 O3,8435860,,J981.614C,MFCD03792750,,,62A22651ZX,,,368.47676,4.6
1690481,97780-06-8,,97780-06-8,,,,,,91756,C15 H18 N6 06 S,8165260,,J367.438J,MFCD00486583,,,C54ZP2XRYX,,,314.41546,1.8
1690491,126833-17-8,,126833-17-8,,,,,,213031,C14 H17 Cl2 N O2,8996658,,J1.063.660D,MFCD03095700,,,Q68C3C9P1U,,,302.19889,4.4
1690521,140222-29-3,,140222-29-3,,,,,,,C81 H86 O21 Si,,,,,,,,,,1423.64492,
1690551,7003-89-6,,7003-89-6,,,,,,13837,C5 H13 Cl N,,,J933D,,,,8SUZ1123XX,,,122.61761,0.9
1690561,54364-63-5,,54364-63-5,,,,,,,C14 H24 O2,,,,MFCD01548193,,,JPB2NR5CZF,,,224.34368,4.3
1690581,102851-06-9,,102851-06-9,,,,,,91768,C26 H22 Cl F3 N2 O3,8092907,,J59.569A,MFCD00871307,,,R533F643E8,,,502.9201496,7.7
1690591,,,65996-64-7,,,,,,,,,,,,,,,,,,
1690601,208841-46-7,,208841-46-7,,,,,,,C10 H14 O2,,,J972.743D,,,,V11X9I39FC,,,166.21998,1.9
1690611,166584-27-6,,166584-27-6,,,,,,,C10 H14 O2,,,J972.740J,,,,5MFC49WM8L,,,166.21998,1.9
1690621,31089-96-0,,31089-96-0,,,,,,,C13 H20 O,,,J2.731.481C,,,,,,,192.3016,3.4
1690631,32669-00-4,,32669-00-4,,,,,,,C10 H16 O,,,,,,,,,,152.23672,2.5
1690641,,,401913-53-9,,,,,,,,,,,,,,,,,,
1690651,444880-09-5,"2-ethyl-4,4-dimethyl-1,3-oxathiane",444880-09-5,,,,,,,C8 H16 O S,,,,,,,,,,160.27972,2.5
1690661,502847-01-0,,502847-01-0,,,,,,,C15 H24 O,,,,,,,,,,220.35548,3.5
1690671,50652-80-7,,50652-80-7,,,,,,,C8 H14 O2,,,,,,,,,,142.19798,2.5
1690681,526218-21-3,,526218-21-3,,,,,,,C12 H24 O2,,,,,,,,,,200.32168,
1690691,54533-29-8,,54533-29-8,,,,,,,C10 H17 N O,,,,,259-204-5,100.053.803,RFD4894GVJ,,,167.25169,1.8
1690701,54992-90-4,,54992-90-4,,,,,,,C14 H24 O,,,J1.574.264J,,,,,,,208.34448,4.1
1690711,610271-60-8,,610271-60-8,,,,,,,C14 H18 O3,,,,,,,,,,234.29506,4.2
1690721,6784-08-3,,6784-08-3,,,,,,,C10 H16 S,,,J298.109B,,229-845-5,100.027.132,,,,168.30252,2.5
1690731,681433-04-5,,681433-04-5,,,,,,,C11 H20 O,,,,,,,,,,168.2796,3.4
1690741,68480-07-9,,68480-07-9,,,,,,,C14 H16 O3,,,J326.634F,,270-883-7,100.064.419,AQ4BKG5JMP,,,232.27912,3.3
1690751,68526-85-2,,68526-85-2,,,,,,,C9 H20 O2,,,,,271-234-0,100.064.739,,,,160.2568,1.8
1690761,,,68937-31-5,,,,,,,,,,,,273-062-1,,,,,,
1690771,,,68987-81-5,,,,,,,,,,,,,,,,,,
1690781,710-40-7,,710-40-7,,,,,,,C12 H19 N,,,J183.704D,,,,,,,177.29043,4.2
1690791,71701-33-2,,71701-33-2,,,,,,,C37 H40 N2 O3,,,J33.348D,,275-875-7,100.068.956,,,,560.7374,10.9
1690801,,,727414-17-7,,,,,,,,,,,,,,,,,,
1690811,,,72869-74-0,,,,,,,,,,,,276-953-3,,,,,,
1690831,80819-94-9,,80819-94-9,,,,,,,C10 H14 S,,,J947.768C,,,,,,,166.28658,3.0
1690841,,,811412-48-3,,,,,,,C11 H20 O,,,,,,,,,,168.2796,
1690851,815580-59-7,,815580-59-7,,,,,,,C11 H18 O2,,,,,,,,,,182.26286,2.8
1690861,,,820975-49-3,,,,,,,C17 H30 O3,,,,,,,,,,282.4237,
1690871,,,823178-41-2,,,,,,,C17 H28 O2,,,,,,,,,,264.40856,
1690881,85099-51-0,,85099-51-0,,106908-58-1,,,,,C37 H68 N2 O4,,,J1.800.348A,,,,,,,604.95976,10.9
1690901,15165-67-0,,15165-67-0,,,,,,,C9 H8 Cl2 O3,3203102,,J293.375F,MFCD00144036,,,0UD1MQP96O,,,235.06436,3.4
1690911,210631-68-8,,210631-68-8,,,,,,,C16 H17 N3 O5 S,,,,MFCD09953760,,,W4934JAQ65,,,363.39349,0.7
1690921,3060-89-7,,3060-89-7,,,,,,18290,C9 H11 Br N2 O2,2103964,,J7.673B,MFCD00017799,221-301-5,100.019.365,4251089P3L,,,259.10307,2.4
1690931,55285-14-8,,55285-14-8,,73468-61-8,,,,41384,C20 H32 N2 O3 S,1397995,,J1.070G,MFCD00128058,259-565-9,100.054.132,V1DGN4AK6G,,,380.55164,5.7
1690941,82560-54-1,,82560-54-1,,88650-68-4,,,,54886,C20 H30 N2 O5 S,8347990,,J42.319J,MFCD00210247,,,807671FRZY,,,410.5341,4.2
1690951,65907-30-4,,65907-30-4,,78320-89-5,,,,47759,C18 H26 N2 O5 S,8396473,,J21.613E,MFCD00078698,265-974-3,100.059.959,WZI2IZ80UY,,,382.48022,4.7
1690961,135459-81-3,,135459-81-3,,,,,,,C26 H44 O2,,,,,,,,,,388.63508,
1690971,76703-62-3,,76703-62-3,,,,,,6440554,C23 H19 Cl F3 N O3,9809008,,J2.564.612F,,,,GOI9BD654Y,,,449.8562396,6.1
1690991,,,854737-08-9,,,,,,,C11 H18 O2,,,,,,,,,,182.26286,
1691001,86198-35-8,,86198-35-8,,,,,,,C13 H28 O2,,,J260.937A,,289-204-0,100.081.065,,,,216.36456,4.2
1691011,,,862111-34-0,,,,,,,C10 H18 O,,,,,,,,,,154.25266,
1691021,86460-54-0,,86460-54-0,,,,,,,C7 H15 N O,,,,,,,,,,129.20275,2.1
1691031,1192738-48-9,,1192738-48-9,,,,,,,C11 H22 O2,,10011.0,,,,,T06GQL0RJ0,,,186.29474,3.0
1691051,,,888744-18-1,,,,,,,C10 H18 O,,,,,,,,,,154.25266,
1691061,90145-47-4,,90145-47-4,,,,,,,C10 H15 N,,,,,,,,,,149.23655,2.8
1691091,,,90989-95-0,,,,,,,,,,,,292-754-4,,,,,,
1691101,,,916887-53-1,,,,,,,,,,,,,,,,,,
1691131,950919-28-5,,950919-28-5,,,,,,,C12 H14 O3,,,J2.497.034E,,700-012-2,100.225.022,,,,206.24118,2.6
1691141,96840-56-1,,96840-56-1,,,,,,,C12 H18 O3,,,J2.514.058C,,,,,,,210.27306,2.4
1691161,,,133636-82-5,,,,,,,C15 H22 O,,,,,,,,,,218.33954,
1691201,,,68333-78-8,,,,,,,,,,,MFCD00674048,269-788-3,,,,,,
1691211,460-73-1,,460-73-1,,220035-33-6,,,,,C3 H3 F5,,,J28.345B,MFCD00069108,419-170-6,100.101.793,TA9UOF49CY,,,134.048926,2.5
1691221,,,29117-02-0,,,,,,,(C3 H6 O)mult-C8 H18 O,,,,,,,B1ML6JO7Z2,,,,
1691231,,,29117-02-0,,,,,,,(C3 H6 O)mult-C8 H18 O,,,,,,,,,,,
1691241,,,29117-02-0,,,,,,,(C3 H6 O)mult-C8 H18 O,,,,,,,,,,,
1691251,26264-14-2,,26264-14-2,,,,,,,C3 H8 O2,,,,,,,J91.396K,,,76.09516,-0.3
1691261,,,66828-20-4,,,,,,,,,,,,,,,,,,
1691281,6640-74-0,,6640-74-0,,,,,,226937,C13 H26 O2,,,,,,,,,,214.34862,4.9
1691291,1319128-52-3,,1319128-52-3,,,,,,,C41 H78 N2 O5,,,,,,,690VHX6497,,,679.08266,
1691301,1179975-39-3,,1179975-39-3,,,,,,,C14 H28 O,,,,,,,12270T54N1,,,212.37636,5.4
1691561,1190427-41-8,,1190427-41-8,,,,,,,C12 H15 N O4,,,,,,,V2354F532Y,,,237.25535,0.8
1691571,61630-32-8,,61630-32-8,,,,,,,C21 H28 O4,5126061,,J58.244A,MFCD00890870,,,,,,344.45096,2.7
1691581,,,210545-23-6,,,,,,,,,,,,205-846-6,,,,,,
1691591,307976-92-7,,307976-92-7,,,,,,,C28 H34 O 5,,,J2.229.783J,,,,XWE55W00O1,,,386.57818,4.9
1691601,5968-70-7,,5968-70-7,,,,,,11386458,C32 H50 O4,,,J38.465H,MFCD03788773,,,5M3483EOU5,,,498.7473,8.3
1691611,2497-02-1,,2497-02-1,,,,,,,C8 H11 N3 O3,,,J125.811G,MFCD00005206,219-678-6,100.017.890,K9T7JPU4ML,,,197.19427,-0.7
1691621,379685-96-8,,379685-96-8,,,,,,,C16 H19 F3 N2 O4,,,,,,,95SP8380V9,,,360.3334396,2.5
1691631,,,221378-54-7,,,,,,,,,,,,,,,,,,
1691651,,,165800-53-3,,,,,,,,,,,,,,,,,,
1691661,,,174333-76-7,,,,,,,,,,,,,,,,,,
1691671,121684-92-2,,121684-92-2,,,,,,,C32 H62 O15,,,,,,,XLW9XG1719,,,686.83414,
1691681,,,227200-23-9,,,,,,,,,,,,,,,,,,
1692211,,,165586-98-1,,,,,,,,,,,,,,,,,,
1692291,30861-27-9,,30861-27-9,,,,,,,C19 H22 O9,,,J17.941H,,,,Y27M69Y8ES,,,394.37714,-1.3
1692451,,,165800-56-6,,,,,,,,,,,,,,,,,,
1692461,,,151841-65-5,,1158652-08-4,,,,,,,,,,430-650-4,,32S296KGN1,,,,
1692471,54182-58-0,,54182-58-0,,,,,,,C11 H60 Al9 O55 S8,,,,,259-018-4,100.053.636,XX73205DH5,,,1571.9090474,
1692481,,,162260-09-5,,,,,,,,,,,,500-680-3,,,,,,
1692561,74333-44-1,,74333-44-1,,,,,,6365712,C2 H7 N O2 P,,,,,,,G4888SY0QO,,,108.056952,-1.3
1692571,1071-28-9,,1071-28-9,,,,,,120985,C3 H10 N O4 P,1763687,,J629.648C,,,,D5J0Q2CM4V,,,155.090262,-4.4
1692581,,,222400-34-2,,,,,,,,,,,,,,,,,,
1692621,,,156715-41-2,,,,,,,,,,,,,,,,,,
1692631,,,156715-45-6,,,,,,,,,,,,,,,,,,
1692641,,,169590-82-3,,,,,,,,,,,,,,,,,,
1692651,,,169590-84-5,,,,,,,,,,,,,,,,,,
1692871,115909-22-3,,115909-22-3,,,,,,,C36 H48 O19,,,,MFCD09752673,,,8G0I99W72T,,,784.76336,-1.4
1692881,53448-53-6,,53448-53-6,,,,,,,C5 H10 O4,,,J295.958E,,258-560-9,100.053.220,8XWR7NN42F,,,134.1315,-1.4
1692971,584-85-0,,584-85-0,,1145-43-3,,,,112072,C10 H16 N4 O3,089932,,J28.566H,,209-545-0,100.008.679,HDQ4N37UGV,,,240.26312,-4.0
1693031,86601-86-7,,86601-86-7,,,,,,,C42 H82 O2,,,,,,,8S6VL5XOO0,,,619.11394,
1693041,,,172399-14-3,,,,,,,,,,,,,,,,,,
1693361,463-52-5,,463-52-5,,,,,,,C H4 N2,878149,,J231.841E,MFCD11501605,,,M8KP3Q82AG,,,44.05688,-0.8
1693371,213464-77-8,,213464-77-8,,,,,,,C16 H20 N6 O6 S,11343666,,J3.178.741F,MFCD09027340,,,RO0AIV9EYN,,,424.4376,1.6
1693751,,,246865-42-9,,,,,,,,,,,,,,,,,,
1694001,,,193892-43-2,,,,,,,,,,,,,,,,,,
1694051,1351668-35-3,,1351668-35-3,,,,,,,C46 H56 N4 O5,,,,,,,A072BZ4KM3,,,744.97632,
1694061,866428-02-6,,866428-02-6,,,,,,,C22 H29 N5 O7 S,,,,,,,C065OPR7CA,,,507.56753,
1694071,,,113089-56-8,,,,,,,,,,,,,,,,,,
1694181,534-69-0,,534-69-0,,,,,,,C10 H17 N O9 S2,,,,,,,,,,359.37529,-1.1
1694191,20196-67-2,,20196-67-2,,,,,,,C30 H42 N2 O15 S2,,,,MFCD00017497,243-582-3,100.039.606,Z0BYE1900W,,,734.79674,
