Stimulus,Descriptors
40348-72-9,sweet;musty;fruity
40379-24-6,sweet;floral;herbal;fruity;violet;woody;cumin
404-86-4,herbal;mild;warm
4049-38-1,bland
40527-42-2,floral;spicy;heliotrope;sweet
40596-76-7,floral;citronella;citrus;lemon;grapefruit
406488-30-0,rhubarb;guava;bitter;tropical;grapefruit
40654-82-8,floral;musty;earthy;sweet
40716-66-3,floral;green;woody;citrus;waxy
4075-81-4,bland
4077-47-8,sweet;vegetable;musty;meaty;sugar burnt sugar;mushroom;caramellic;potato;cocoa;fruity;wasabi;coffee;moldy;beany;nut skin;brandy
40785-62-4,earthy;animal;natural;musk
40789-98-8S,fried;meaty;sulfurous;coffee;onion;beefy;roasted;gassy;chocolate
40790-04-3,fresh;spicy;green
40853-53-0,herbal;fresh;woody;minty;rosemary
40853-56-3,herbal;minty;fresh;woody
40878-72-6Z,sulfurous;burnt;cabbage;onion cooked onion;cooked
40878-73-7,sulfurous
409-02-9,nutty;coffee;filbert;roasted;hazelnut;ketonic
40910-49-4,sweet;natural;floral;herbal;fresh;muguet;tropical
40917-00-8,phenolic;cognac;fruity;green
40918-97-6,sweet;spicy;cinnamon;cassia;floral;rose;cinnamyl;balsamic;jasmin
40923-64-6,plum;fruity;kiwi;creamy;green;lactonic;gooseberry;citrus;peach;waxy
40942-73-2,floral;jasmin;magnolia
41035-07-8,sweet;woody;creamy;coconut
4104-45-4,vegetable;cheesy;sulfurous;ripe
41114-00-5,sweet;honey
4112-89-4,sweet;spicy;floral;honey;sausage smoked sausage;powdery;phenolic;balsamic;woody;chemical
41199-19-3,animal;woody old wood;amber;earthy;musk
41239-48-9,sweet;herbal;caramellic
4124-63-4,cabbage
41247-05-6,odorless
41270-80-8,grape;fruity
4128-17-0,oily;waxy
41414-75-9,woody;powdery;sandalwood
41453-56-9,sweet;fatty;melon;cucumber;tallow;green;waxy
41496-43-9,dry;cyclamen;sweet;aldehydic;costus;floral;melon;fruity;amber;powdery;fresh;orange;green;woody;citrus
41519-18-0,herbal;winey;fruity;fresh;angelica
41519-23-7,sweet;mango;fruity;violet leaf;apple;pear;green;tomato leaf;tropical
41547-22-2,fruity
41610-76-8,floral;woody;fresh;bergamot
41653-97-8,fatty;greasy
41654-15-3,sweet;woody;fruity;creamy
41654-19-7,caramellic;fruity;estery
4166-20-5S,sweet;molasses;sugar burnt sugar;fatty;caramellic;fruity;bread baked;sugar brown sugar;tropical;toffee
41669-30-1,bland
41678-36-8,woody;pine;herbal
41724-19-0,natural;cedar;herbal;fruity;absinthe;raspberry;woody;juniper;pine
4173-41-5,fatty;herbal;fruity;green;hay
4175-66-0,roasted;nutty
4177-16-6,nutty
4180-23-8,sweet;anise;mimosa;licorice
41803-21-8,roasted;vegetable;nutty
41816-03-9,spicy;rhubarb;floral;fruity;zesty;fresh;woody
41820-22-8,garlic;alliaceous;onion;fresh;green;gassy
41847-88-5,rose;hyacinth;green
41890-92-0,sweet;floral;sandalwood;woody;soapy
41892-32-4,sweet;onion;fruity;onion cooked onion
41892-36-8,fruity;fresh
4192-77-2,floral;honey;balsamic
41981-71-9,nutty;green
42075-42-3,fruity;sharp
42075-45-6,sweet;sulfurous;fruity;cabbage;tropical
42078-65-9,sweet;herbal;winey
4208-49-5,caramellic;jammy;fruity
4208-57-5,balsamic
42134-50-9SR,soapy;fruity;citrus;fatty
4221-98-1,terpenic;spicy;medicinal
4221-99-2,winey;oily
42288-75-5,floral;honey;rose
4230-97-1,sweet;metallic;fatty;fruity;pineapple;watercress;green;tropical;soapy;waxy
42348-12-9,caramellic;sweet;maple
42370-07-0,herbal;camphoreous;apple;woody;minty
42436-07-7,vegetable;rose;honey;floral;melon;tropical;kiwi;beany;green;sweet pea;waxy
42474-44-2,onion;sulfurous
4253-89-8,meaty;sulfurous;alliaceous;cabbage;onion
42604-12-6,dry;ambergris;cedar;dusty;amber;woody
4265-16-1,nutty;fruity;almond bitter almond
4265-25-2,burnt;phenolic
4265-97-8,musty;fatty;fruity;oily;fresh;green;tropical;waxy
4276-68-0,fruity;green;mango
42822-86-6,herbal;minty;eucalyptus
42824-62-4,dry;warm;woody old wood;amber;woody
42919-64-2,garlic;cabbage;sulfurous
42968-14-9,camphoreous;fruity;berry
42998-51-6,apple;fruity;winey
43039-98-1,popcorn;nutty;bready;cereal
43052-87-5,sweet;metallic;spicy;plum;berry;floral;fruity;apple;green;woody;minty
431-03-8,sweet;caramellic;creamy;pungent;buttery
4312-99-6,metallic;vegetable;musty;dirty;mushroom;broccoli;chicken;herbal;savory;cabbage;fishy;earthy
4313-02-4,fried
4313-03-5,vegetable;aldehydic;fatty;cinnamon;oily;green
43160-78-7,fatty
432-25-7,sweet;clean;rose;herbal;fruity;tobacco;saffron;green;tropical
43219-68-7,fruity
4342-60-3,sweaty;castoreum;cedar;cumin;leathery
4346-18-3,sweet;floral
4351-10-4,fatty;green
4351-54-6,sweet;cherry;banana;fruity;cooling;jammy;ethereal
4353-01-9E,spicy;cinnamon
4359-47-1,metallic;chrysanthemum;fruity;radish;green;gardenia
4359-54-0,sweet
4359-57-3,aldehydic;fatty;fresh;orange;citrus
4360-47-8,spicy;cinnamon;cassia
4361-23-3,floral;woody;violet;leathery
4362-22-5,floral;earthy;mushroom;green
4364-06-1,spicy;cinnamon;herbal;fresh;green
437770-28-0,floral;citronella;grapefruit;citrus
4385-48-2,coumarinic;green
4395-92-0,aldehydic;foliage;cortex;green;earthy;cumin
4396-62-7,meaty;pungent
4404-45-9,green;sharp
4407-36-7,sweet;spicy;powdery;cinnamyl;balsamic;green;hyacinth
4410-99-5,rubbery;sulfurous
4411-89-6,sweet;musty;cortex;cocoa;honey;nutty;floral;powdery;radish;narcissus;beany
4426-79-3S,green
443-79-8,odorless
4430-31-3,sweet;vanilla;herbal;coconut;creamy;coumarinic;tonka;milky;woody;lactonic
4430-36-8,cabbage;radish
4430-39-1,radish
4430-42-6,cabbage;radish
4433-36-7,sweet;floral;rose;balsamic;woody
4437-20-1,coffee roasted coffee;meaty;sulfurous;chicken;potato;coffee;cabbage;onion;roasted;meaty roasted meaty
4437-22-3,coffee;nutty;earthy
4437-51-8,caramellic;nutty;almond toasted almond;buttery
4440-65-7,vegetable;leafy;melon;apple;green;tomato;tropical;sharp
4442-79-9,floral;rose;cooling;dewy;green;peony;lily;waxy
444880-09-5,tagette;currant bud black currant bud;sulfurous;herbal;onion;minty;sage
4455-13-4,tropical;fruity;sulfurous;green
4466-24-4,sweet;fruity;spicy;winey
4493-42-9,pear;lemon;fruity;waxy
4500-58-7,roasted;smoky;meaty;sulfurous
4501-58-0,leafy;herbal;amber;green;woody
45019-28-1,lamb;meaty;chicken;pork
4502-00-5,buttery
4532-64-3,meaty;sulfurous;alliaceous;coffee;beefy
4536-23-6,lard;fatty;chicken;fruity;acidic;savory;oily;roasted;chicken fat;cheesy
4573-50-6,peppermint;minty;pungent
458-36-6,sweet;vanilla;custard;cookie;barley roasted barley;bready;bread crust;bread baked;grain toasted grain;dairy;graham cracker
4586-22-5,woody;earthy;spicy
459-80-3,dry;sweet;greasy;weedy;acidic;green;moldy;woody
4602-84-0,sweet;linden;floral;fresh;mild;angelica
4606-15-9,sweet;floral;honey;rose;apricot
462-18-0,may;blossom
4621-04-9,metallic;rose red rose;weedy;dusty;green;leathery
4625-90-5,woody;celery;herbal;lactonic
463-40-1,fatty;faint
4630-07-3RSR,sweet;dry;oily;fresh;orange;citrus;green;woody;grapefruit
4630-82-4,sweet;estery;berry;fruity;pineapple;cooling;milky;minty
464-15-3,borneol;mild
464-43-7,camphoreous;earthy;pine;balsamic
464-45-9,peppery;camphoreous;balsamic;woody;pine
464-48-2,camphoreous
464-49-3,medicinal;mentholic;herbal;camphoreous;cooling;phenolic;green;woody;minty
4643-25-8,ethereal
4643-27-0,yeasty;metallic;earthy;mushroom;horseradish;fruity;pineapple;jammy;bready;tropical
465-24-7,woody;mossy
465-28-1,pleasant;mild
465-31-6,mentholic;musty;minty;camphoreous
4673-31-8,sweet;musty;earthy;green;woody;beany
4674-50-4,sweet;grapefruit peel;peely;orange;citrus;woody;grapefruit;gardenia
4675-87-0,oily;green
469-61-4,sweet;woody;fresh;cedar
4691-65-0,odorless
4695-62-9,thujonic;mentholic;herbal;terpenic;pine;camphoreous;cooling;fresh;balsamic;cedar;earthy;woody
470-67-7,herbal;terpenic;eucalyptus;cooling;camphoreous;green;minty;pine
470-82-6,camphoreous;herbal;eucalyptus;medicinal
4707-47-5,oakmoss;phenolic;mossy;woody;earthy
471-15-8,herbal;warm
471-34-1,odorless
471-84-1,camphoreous
472-66-2,medicinal;berry;fruity;oily;camphoreous;cooling;woody;soapy;orris
472-97-9,spicy;warm;mossy;woody;earthy
4728-82-9,sweet;ripe;fruity;pineapple;apricot;green;peach;waxy
473-03-0,amber;ambergris;woody;labdanum
473-13-2,amber
473-15-4,woody;green
473-62-1,camphoreous;spruce;fir needle;pine
473-67-6,herbal;ozone;fresh;balsamic;pine
4732-13-2,herbal;spicy;carrot
473438-39-0,fruity;grapefruit;peely;green;citrus
4747-07-3,sweet;painty;herbal;fruity;lavender
4748-78-1,sweet;anise;almond bitter almond;fruity;cherry
475-20-7,sweet;medicinal;rose;fir needle;woody
4755-83-3,musk
477-43-0,nutty
477218-42-1,musk
478695-70-4,warm;fruity;apple;powdery;creamy;fresh;musk
4795-57-7,odorless
479547-57-4,herbal;earthy;melon;pine
4798-44-1,rummy;green;ethereal
4798-44-1S,metallic;earthy;green
481-34-5,herbal;woody
4819-67-4,foliage;floral;rose;herbal;oily;coconut;green;jasmin
4826-62-4,mandarin;herbal;fruity;orange;green;citrus
4829-04-3,sweet;onion;sulfurous;onion cooked onion
483-76-1,dry;herbal;thyme;woody
483-77-2,herb;spice
484-12-8,dry;musty;herbal
484-31-1,woody;spicy
4861-58-9,hazelnut roasted hazelnut;fermented;meaty;fatty;cranberry;bloody;barley roasted barley;chicken coup;corn
4861-85-2,sweet;cortex;floral;honey;rose;powdery;honeysuckle
4864-61-3,aldehydic;fatty;rose;herbal;apple;anisic;fresh;green;citrus;bergamot;woody;minty;grapefruit;waxy
487-11-6,floral;spicy
488-10-8,spicy;floral;herbal;woody;celery;citrus;jasmin
4883-60-7,dry;spicy;clean;nutty;powdery;phenolic;tobacco;woody
4884-24-6,aldehydic;fruity;green;woody;minty
489-40-7,woody;balsamic
489-86-1SRS,rose tea rose;woody;guaiacwood
490-03-9,currant bud black currant bud;cornmint;leafy;mentholic;herbal;buchu;phenolic;woody;minty
4900-30-5,hydrocarbon;citrus
4906-24-5,sweet;buttery;estery;banana;fruity;pineapple;apple;creamy;chemical;pungent;ketonic
491-02-1,mentholic
491-04-3,herbal
491-09-8,minty;phenolic;sharp
491-35-0,sweet;floral;herbal;oily;burnt
4927-36-0,spicy;peppery;floral;rose;woody
4927-39-3,floral;woody;vetiver;waxy
4938-52-7,metallic;spicy;mushroom;fruity;oily;tomato;green;earthy;acrylate
494-08-6,vanilla
494-90-6,musty;nutty;coffee;earthy;pungent
4940-11-8,sweet;caramel;jam;strawberry;cotton;candy
4941-78-0,musk
4948-28-1,camphoreous;fir needle;incense;woody;pine
495-40-9,camphoreous;hazelnut;walnut;cherry
495-60-3,fresh;spicy;sharp
495-61-4,woody;balsamic
495-62-5,opoponax;spicy;banana;terpenic;fruity;balsamic;green;woody;tropical;myrrh;citrus
495-76-1,sweet;vanilla;powdery
4951-48-8,sweet;floral;herbal;rose;peony
49576-57-0,fruity;green
4959-35-7,fresh;citrus
496-77-5,sweet;nutty;pungent;buttery
496-78-6,chemical;phenolic
497-03-0,strong;green;fruit
497-19-8,odorless
497-23-4,buttery
49773-24-2,sulfurous;fruity;green;ethereal;minty
498-00-0,sweet;vanilla;caramellic;coconut;powdery;creamy;phenolic;tonka;milky;graham cracker
498-02-2,sweet;vanilla
498-15-7,sweet
498-16-8,herbal
4984-01-4,woody;pine;herbal
499-12-7,dry;musty;vegetable;nutty;toasted
499-44-5,woody;phenolic;mossy
499-54-7,caramellic;sugar brown sugar;molasses;maple
499-70-7,spearmint;cooling;green;woody;minty
499-71-8,minty
499-74-1,minty;spearmint
499-75-2,spicy;herbal;smoky;camphoreous;cooling;woody;thyme
4996-48-9,caramellic;winey;fennel
50-21-5,odorless
50-70-4,odorless
50-81-7,mild;grassy
500-02-7,spicy;herbal;woody;cumin;caraway
5009-32-5,baked;fruity
501-19-9,carnation;spicy
501-52-0,sweet;fatty;cinnamon;floral;rose;musk
501-92-8,herbal;phenolic;medicinal
501-94-0,floral;fruity;sweet
501-98-4,balsamic
502-26-1,fatty;waxy
502-47-6,vegetable;fatty;floral;citronella;smoky;grassy;tobacco;green;waxy
502-61-4,vegetable;floral;herbal;lavender;neroli;green;bergamot;woody;myrrh;citrus
502-65-8,oriental;balsam
502-69-2,floral;herbal;oily;jasmin;celery;woody
502-72-7,natural;animal;greasy;powdery;musk
502-99-8,floral;fruity;cloth laundered cloth
503-74-2,sweaty;sour;pungent;ripe;fatty;fruity;acidic;tropical;dairy;cheesy
503-93-5,minty
50306-14-4,earthy
50306-18-8,metallic;marine;mushroom;green
50343-36-7,fruity;green
50363-43-4,sulfurous;tomato;alliaceous
50373-36-9,tea;floral;herbal;rose;fruity;lavender;green;geranium
505-10-2,sweet;vegetable;meaty;sulfurous;savory;soup;onion;cooked
505-20-4,sulfurous
505-23-7,roasted;alliaceous
505-29-3,fermented;solvent;sulfurous;mushroom;garlic;onion;seafood
505-32-8,floral;herbal;green
505-57-7,sweet;vegetable;almond bitter almond;leafy;plum;fruity;apple;green
505-79-3,vegetable;metallic;sulfurous;horseradish;rooty;radish;earthy;pungent
505-90-8,green;fatty
5058-19-5,green
506-14-9,amber
50607-64-2,sweet;grape;fruity;green;cumin;citrus
50623-57-9,floral;orange;apricot;rose
50626-02-3,fruity;cherry
507-09-5,roasted;burnt;meaty;cooked
507-70-0,camphoreous;woody;pine;balsamic
50746-09-3,sweet;fruity;sulfurous
50746-10-6,coffee roasted coffee;sulfurous;caramellic;catty;onion;tropical;meaty roasted meaty
5077-67-8,malty;musty;sweet;butterscotch;grain;coffee;brown
50816-18-7,magnolia;petal;floral;rose;ambrette;dewy;peony
50862-12-9,apple;fruity
50888-63-6,sweet;earthy
5090-41-5,fatty
5090-63-1,fruity;citrus;grapefruit
50980-84-2,sweet;fruity;buttery
51-67-2,dirty;meaty;rubbery;phenolic;cooked
511-02-4,terpenic;sage clary sage;amber;green;woody
511-59-1,woody
51100-54-0,vegetable;mushroom;fungal;cheesy;ketonic;waxy
51115-63-0,floral;herbal;orchid;balsamic;green;woody
51115-64-1,rummy;spicy;fruity;apricot;pear;apple;gooseberry;tropical
51115-67-4,cooling;minty;mentholic
51115-70-9,cooling;minty
51115-77-6,cooling
51154-96-2,sweet;coconut;creamy;milky;waxy;lactonic
51193-77-2,nutty
512-13-0,clean;minty;eucalyptus;herbal;cooling;camphoreous;green;woody;earthy;pine
512-61-8,woody
513-44-0,mustard;vegetable;sulfurous;cooked
513-49-5,fishy;ammonia
513-53-1,sulfurous
513-85-9,creamy;buttery;fruity
513-86-0,sweet;fatty;creamy;milky;dairy;buttery
5132-75-2,fruity;fatty
51325-37-2,citrus;green
51352-68-2,milky;tropical;fruity;dairy
5137-52-0,tobacco;animal;balsamic;chocolate
51371-47-2,floral;rose
514-10-3,acetic;mild
51411-24-6,linden flower;magnolia;floral;grape;fruity;muguet;green;lily
5146-66-7,metallic;aldehydic;nitrile;lemon;citrus
515-00-4,sweet;medicinal;herbal;camphoreous;cooling;balsamic;woody;minty;pine
515-03-7RRS,sweet;weedy;sage clary sage;amber;balsamic;woody
515-13-9,sweet
515-17-3,woody
515-69-5,floral;peppery;clean;balsamic
51532-26-4,rose;herbal;cognac;fruity
51534-36-2,fatty;floral;green;citrus;waxy
51534-66-8S,musty;sulfurous;fruity;onion;green;tropical
51566-62-2,metallic;floral;fresh;lemon;citrus;waxy
51580-86-0,chlorine;mild
51595-91-6,woody;vetiver
516-06-3,odorless
51608-18-5,apricot;coconut;creamy;coumarinic;peach;lactonic
51647-38-2,sulfurous
51652-47-2,rose;fatty;waxy
5166-53-0,sweet;fruity;cheesy;berry
51685-40-6,green
5173-69-3,musty;earthy;humus
5173-70-6,musty;earthy;dirty;humus
51755-66-9,metallic;vegetable;spicy;sulfurous;leafy;wasabi;green;earthy;pungent
51755-70-5,roasted;fatty;cooked;green
51755-72-7,onion;sharp
51755-83-0,coffee roasted coffee;meaty;sulfurous;chicken;savory;fruity;fruit tropical fruit
51755-85-2,vegetable;spicy;sulfurous;green;tropical;pungent
5182-36-5,natural;floral;fresh;green;citrus;gardenia
52-89-1,odorless
52-90-4,sulfury
520-74-1,sweet;anise;methyl;chavicol
52019-78-0,metallic;mushroom;berry;ripe;green;earthy;astringent
5205-07-2,fruity
5205-11-8,tea;ylang;fruity;balsamic;chocolate
5208-59-3,floral;herbal;woody;balsamic
5208-93-5,woody
52210-18-1,sweet;berry;floral;violet;woody
523-47-7,woody;green
523-80-8,herbal;parsley
52392-64-0,sweet;spicy;cocoa;fruity;balsamic
524-06-1,odorless
5240-32-4,dry;natural;herbal;immortelle;woody;hay;acorn
52435-37-7,floral;cucumber;fresh;green
52474-60-9,aldehydic;ozone;muguet;citrus;grapefruit
52475-86-2,herbal;aldehydic;clean;ozone
52475-89-5,aldehydic;clean;fruity;ozone;fresh outdoors;orange
52514-66-6,sweet;vanilla;smoky;creamy
52514-67-7,sweet;vanilla;creamy;phenolic
52517-67-6,floral;fresh;citrus
52557-97-8,natural;fruity;fir needle;balsamic;green;woody;pine
52558-99-3,garlic
5258-11-7,flower
526-75-0,musty;chemical;phenolic
526-83-0,odorless
526214-70-0,flowery
526214-71-1,flowery
526214-73-3,flowery;fresh
527-60-6,coffee;phenolic
52704-36-6,caramellic;buttery;fatty
5271-38-5,meaty;sulfurous
5273-85-8,floral;spicy
52745-93-4,caprylic;fatty
52788-71-3,sweet;floral;rose;fruity;raspberry
52789-73-8,sweet;fig;floral;honey;rose;fruity;nutty
528-43-8,bitter
5287-45-6,sulfurous;smoky;skunk;onion;leek
52884-63-6,sulfurous
529-01-1,sweet;herbal;fruity
529-20-4,cherry
5292-21-7,musty;fatty;caramellic;acetic;honey;acidic;powdery;cheesy;sharp
530-59-6,odorless
53018-24-9,sweet;herbal;melon;fruity;green
53046-97-2,sweet;vegetable;melon;cucumber;oily;honeydew;green;waxy
53053-51-3,sulfurous;fruity;pineapple;cabbage;cheesy
53082-57-8,rose;fruity;winey
53082-58-9,seedy;floral;chamomile;woody;celery
531-26-0,clove;spicy;balsamic
531-59-9,sweet;balsamic;tonka
53163-97-6,roasted;nutty
532-08-1,clove;cinnamon
532-32-1,odorless
532-87-6,almost odorless
5320-75-2,fruity;spicy;balsamic;buttery
53243-59-7,lemon;citralva;citral;citric
53243-60-0,lemon;citrus
53263-56-2,caramellic;sweet
53263-58-4,malty;caramellic
53282-12-5,sweet
5329-14-6,bland
533-18-6,fruit dried fruit;floral;sweet;medicinal
5331-14-6,metallic;mushroom;floral;watercress;green;gardenia
5331-32-8SRS,camphoreous;woody;pine;balsamic
5333-83-5,roasted;meaty;beefy roasted beefy;grilled
53338-05-9,sweet;herbal;amber;lavender;fresh
5337-68-8,sulfurous
53398-78-0,fruity;rummy;green
53398-80-4,banana unripe banana;rhubarb;pulpy;fruity;apple;pear;powdery;creamy;green;tropical
53398-83-7,fermented;fatty;ripe;banana;cortex;fruity;orchid;apricot;grassy;apple;green
53398-85-9,sweet;sweaty;berry;fruity;acidic;apple;pear;fresh;green
53398-86-0,natural;clean;herbal;cognac;green;waxy
53398-87-1,berry;fruity;grassy;pear;kiwi;artichoke;green;tropical
53399-81-8S,estery;spicy;fatty;ripe;chrysanthemum;fruity;pineapple;privet;cooling;banana ripe banana;green;tropical
534-15-6,sweet;hay new mown hay;green;ethereal;alcoholic;sharp
534-22-5,acetone;chocolate;ethereal
53447-45-3,flowery;fresh
53447-46-4,flowery;fresh
53447-47-5,sweet;flowery
53447-48-6,sweet;flowery
53448-07-0,aldehydic;fatty;fruity;orange peel;fresh;green;citrus;waxy
53475-15-3S,sulfurous;fatty;potato;oily;milky;earthy
53488-14-5,floral;sweet;green
5349-62-2,sweet;sugar burnt sugar;spicy;fruity;woody
53498-32-1,vegetable;rose red rose;nutty;beany;green;geranium;earthy;nut skin
5350-03-8,fatty;oily;waxy
53538-27-5,sulfurous
5355-63-5,sweet;creamy;fruity
53562-86-0,fruity
53584-56-8,
536-50-5,sweet;floral;nutty;powdery;hawthorn
536-59-4,sweet;spicy;floral;violet;cardamom;orange peel;green;woody;waxy;cumin;aromatic
536-60-7,spicy;herbal;leathery;cumin;caraway
536-78-7,tobacco;oakmoss;leathery
5362-56-1,aldehydic;apple cooked apple;spicy;cognac;grassy;apple;fresh;green;ethereal;woody;pungent
53626-94-1,sulfurous;fruity;passion fruit;durian;tropical
53751-40-9,sweet;berry;floral;rose;fresh
53767-93-4,bergamot;lavender;lime;citrus
538-23-8,odorless
538-86-3,ylang;floral;fruity;green;ethereal;hyacinth
53823-06-6,algae
53833-30-0,vegetable;earthy;creamy;green
53833-32-2,roasted;burnt
53833-33-3,herbal;minty;vegetable;green
53834-70-1,tropical
53897-60-2,sulfurous;garlic;fruity;alliaceous;onion;onion green onion
539-30-0,tropical;fruity;pineapple
539-52-6,woody
539-82-2,sweet;berry;fruity;pineapple;acidic;apple;green;tropical
539-88-8,sweet;rhubarb;berry;floral;melon;fruity;pineapple;green;waxy
539-90-2,sweet;rummy;bubble gum;berry;fruit overripe fruit;ripe;fruity;pineapple;apple;candy;cherry;tutti frutti
5392-40-5,lemon;sweet;sharp
53939-28-9,waxy
53950-85-9,sweet;natural;warm;green;woody;minty;hay
53956-04-0,bland
5396-89-4,floral;fruity;sweet;banana
540-07-8,sweet;estery;fatty;cognac;fruity;pineapple;apple;pear;green;waxy
540-18-1,sweet;banana;fruity;pineapple;cherry;tropical
540-42-1,sweet;rummy;estery;bubble gum;banana;fruity;tutti frutti;green;ethereal;tropical;pungent
540-63-6,meaty;sulfurous
540-97-6,odorless
5405-41-4,grape;fruity;green;tropical;apple skin;waxy
5405-58-3,sweet;herbal;fruity;green;ethereal;waxy
5406-12-2,floral;lily;heliotrope;lilac
5406-58-6,sweet;camphoreous;hawthorn;sandalwood;woody
54082-68-7,aldehydic;floral;muguet;green;watery;hyacinth;waxy
54089-83-7,sweet;metallic;floral;muguet;lily;citrus
541-31-1,garlic;onion;sulfurous;onion green onion
541-35-5,nutty
541-47-9,phenolic;dairy;green
541-58-2,coffee;tea;beefy;barley roasted barley
541-85-5S,sweet;herbal;oily
541-91-3,sweet;natural;animal;fatty;floral;powdery;soapy;musk
5413-49-0,caramellic;oily
5413-60-5,floral;woody;green;cedar;soapy;pine
5418-86-0,musty;earthy;mushroom;truffle
542-46-1,dry;sweet;animal;clean;musk
542-55-2,sweet;chemical;fruity;ethereal
542-85-8,mustard;garlic;pungent
5420-98-4,sweet;spicy;cinnamon;warm;candy
5421-00-1,floral;honey;sweet;chocolate
5421-12-5,floral;herbal;green
5421-17-0,sweet;foliage;rose;floral;honey;fruity;winey;powdery;green;waxy
5421-27-2,fruity;fatty;waxy
5426-78-8,leafy;cortex;rose;fresh;green
54290-12-9,alkane
543-39-5,floral;lavender;fresh;citrus
543-49-7,sweet;floral;herbal;fruity;fresh;lemongrass;green;citrus
54300-08-2,hazelnut roasted hazelnut;nutty
54300-09-3,hazelnut roasted hazelnut;popcorn;caramellic
54300-10-6,roasted;green;aromatic
54306-00-2,fruity;apple green apple;green
5434-57-1,sweet;musty;fatty;floral;fruity;green;woody
54340-90-8,herbal;cortex;green;nasturtium
5435-64-3,dry;aldehydic;natural;fatty;weedy;grassy;green;citrus
5436-21-5,musty;nutty;ethereal;bitter;alcoholic
54393-36-1,sweet;herbal;earthy
544-12-7,leafy;green
544-35-4,oily;fruity;fatty
544-40-1,vegetable;rubbery;rose;herbal;garlic;violet leaf;horseradish;alliaceous;savory;grassy;onion;green;geranium
544-63-8,fatty;pineapple;coconut;citrus peel;soapy;waxy
54410-83-2,nutty;leafy;green
54411-06-2,earthy;fruity;berry
5442-00-2,floral;muguet;balsamic;green;geranium;minty
5444-75-7,ethereal
54440-17-4,marine;herbal;phenolic;saffron;tobacco;woody;leathery
544409-58-7,plastic;earthy;rubbery
54464-57-2,dry;ambergris;cedar;woody old wood;phenolic;woody;ketonic
544714-08-1,minty;cool
54484-73-0,natural;floral;green;fungal;earthy
5451-52-5,floral;orangeflower;honeysuckle
5451-80-9,fruity;apple green apple
5451-88-7,floral;strawberry;fruity
5451-95-6,sweet;orange;balsamic;minty;wintergreen;myrrh
5452-07-3,strawberry;fruity;raspberry;plum
5452-75-5,floral
5454-09-1,sweet;fruity;rose;waxy
5454-11-5,floral;apricot;rose
5454-19-3,rummy;fatty;cognac;fruity;ethereal
5454-21-7,herbal;fruity;apricot;sage
5454-26-2,fruity
5454-28-4,fruity;winey;oily;grassy;pear;licorice;green;starfruit;tropical
54546-26-8,spicy;herbal;basil;chamomile;green
5455-24-3,buttery;creamy;fatty
5457-70-5,sweet;cocoa;caramellic;cognac;fruity;winey;green;waxy
5458-59-3,banana;cognac;fruity;coconut
546-49-6,herbal;minty;honey;berry
546-79-2,spicy;herbal;eucalyptus;terpenic;cooling;green;minty
546-80-5,cedar;thujonic
546-93-0,odorless
5461-02-9,fruity;waxy
5461-06-3,floral;oily;fruity;green
5461-08-5,plum;berry;fruity;jammy;powdery;tropical;heliotrope
5462-06-6,sweet;anise;basil;anisic;raspberry;green;fennel
54644-28-9,sulfurous
54653-25-7,fruity;pineapple
5466-06-8,animal;meaty;sulfurous;grape;fruity;skunk
5468-06-4,floral;earthy;sweet
547-60-4,spicy
547-61-5,woody;fennel;balsamic;warm
547-63-7,sweet;floral;fruity;pineapple;apple;ethereal;tutti frutti
5471-51-2,sweet;seedy;ripe;berry;floral;jammy;raspberry;woody
54717-12-3,roasted;sulfurous;cooked
54717-14-5,alliaceous
54717-17-8,fried;sulfurous;fatty;alliaceous;onion;roasted;scallion;leek
54814-64-1,sweet;herbal;fruity;coconut;creamy;peach;lactonic
54815-13-3,floral;aldehydic;rose
54830-99-8,cedar;herbal;green;licorice;woody;pine
548774-80-7,fruity;sulfurous
54889-48-4,spicy;fatty;fruity;oily;green;woody;citrus
549-56-4,odorless
54934-99-5,smoky;meaty;bacon
54947-74-9,musty;fatty;plastic;creamy;lactonic;milky;dairy;waxy
54957-02-7,meaty;sulfurous;fatty;brothy;burnt;roasted
54982-83-1,sweet;animal;clean;musk;waxy
55013-32-6,sweet;vanilla;spicy;coconut
5502-75-0,clean;magnolia;floral;grassy;fresh;muguet;cumin
55023-56-8,woody;animal
55031-15-7,sweet;musty;nutty;brown;peanut;roasted;hazelnut;peanut roasted peanut;nut skin;chocolate
55041-85-5,solvent;amine;smoky;worty;grass;hay
55050-40-3,juicy;aldehydic;floral;bois de rose;lemongrass;lemon
55066-48-3,floral;rose;honey;fresh;muguet;green;geranium;lily;tropical
55066-49-4,aldehydic;fresh;green;lily;woody;waxy
55066-56-3,sweet;herbal;animal;tobacco
551-08-6,vegetable;herbal;lovage;green;celery
551-93-9,grape;sweet
552-02-3,sweet;minty;herbal;fruity;green;tropical
5524-05-0,mentholic;herbal;minty
55253-28-6,camphoreous;herbal;minty
554-12-1,rummy;strawberry;fruity;apple;fresh
554-14-3,sulfurous;alliaceous;onion;green;roasted
55418-52-5,sweet;cotton candy;berry;floral;fruity;powdery;jammy;raspberry;heliotrope
55444-65-0,apple;fruity
55449-44-0,fruity;dairy
55487-20-2,sulfurous
555-10-2,terpenic;minty
5550-12-9,odorless
5552-30-7,rooty;cedarwood;raspberry;woody;orris
