Experiment,ROI#,Xpos,Ypos
114L,63,-1657.10923076923,1100.29076923077
114L,64,-1322.80666666667,529.686666666667
114L,65,-1568.29411764706,1555.76117647059
114L,66,-1644.74461538462,476.564615384615
114L,67,-1619.39090909091,372.464545454545
114L,68,-1492.47666666667,729.123333333333
114L,69,-1177.76181818182,1600.74545454545
114L,70,-1025.14,647.902857142857
114L,71,-1110.868,1660.82
114L,72,-1147.9275,1301.3875
114L,73,-1400.2,964.28
114L,74,-828.68,1835.29846153846
114L,75,-943.777777777778,859.104444444445
114L,76,-653.056666666667,1413.75666666667
114L,77,-1250.45076923077,1346.20923076923
114L,78,-1491.7325,819.1675
114L,79,-1430.81714285714,892.84
114L,80,-1507.36,928.56
114L,81,-1136.50235294118,883.384705882353
114L,82,-1069.79,571.36
114L,83,-1043.0,401.69
114L,84,-1275.18,601.977142857143
114L,85,-1242.43666666667,800.563333333333
114L,86,-1476.51090909091,610.327272727273
114L,87,-1524.22777777778,880.933333333333
114L,88,-1051.93,812.47
114L,89,-859.297142857143,1616.17
114L,90,-1629.03125,590.33625
114L,91,-565.245,1314.7825
114L,92,-954.81625,1719.98125
114L,93,-1214.04384615385,2022.82846153846
114L,94,-1126.34666666667,1908.87555555556
114L,95,-730.45,1779.1425
114L,96,-813.0525,1198.6925
114L,97,-812.308333333333,1915.325
114L,98,-1905.69212121212,311.03696969697
114L,99,-1717.71111111111,1055.56444444444
114L,100,-1328.76,1437.57
114L,101,-1382.34,1635.02222222222
114L,102,-1798.41185185185,777.080740740741
114L,103,-1826.45866666667,686.854666666667
114L,104,-1691.91333333333,967.256666666667
114L,105,-1917.14777777778,665.621111111111
114L,106,-1607.8225,718.705
114L,107,-900.12,1298.51714285714
114L,108,-600.468888888889,541.593333333333
114L,109,-1003.708,1069.05866666667
114L,110,-846.54,892.84
114L,111,-1737.15866666667,399.904
114L,112,-228.584,1789.412
114L,113,-1473.426,1541.158
114L,114,-1195.80222222222,1778.89444444444
114L,115,-1076.16857142857,1576.62285714286
114L,116,-1430.562,1744.762
114L,117,-716.649090909091,1427.01636363636
114L,118,-1400.2,1227.715
114L,119,-1465.68666666667,1037.70444444444
114L,120,-710.605555555555,1551.67555555556
114L,121,-1498.43,1273.00285714286
114L,122,-1932.56538461538,479.999230769231
114L,123,-1657.384,1556.04133333333
114L,124,-721.52,1860.852
114L,125,-1873.06476190476,1086.74857142857
114L,126,-891.19,517.78
114L,127,-969.575555555556,1994.20666666667
114L,128,-648.095555555556,1029.76666666667
114L,129,-1039.03111111111,1890.02333333333
114L,130,-1617.76727272727,1073.06363636364
114L,131,-1352.57333333333,998.015555555555
114L,132,-1092.45846153846,1825.68153846154
114L,133,-1873.49,600.134444444445
114L,134,-1537.12666666667,1188.52222222222
114L,135,-971.56,1776.91
114L,136,-1683.57866666667,686.854666666667
114L,137,-1805.02666666667,524.924
114L,138,-967.438461538462,1868.27076923077
114L,139,-1650.24,1163.29142857143
114L,140,-951.4675,468.665
114R,1,1301.76285714286,1392.92
114R,2,1189.5,830.33
114R,3,1314.52,1223.25
114R,4,1164.77076923077,486.181538461538
114R,5,1073.41,1821.56
114R,6,1171.64,1151.81
114R,7,1158.88285714286,964.28
114R,8,809.975,1887.04666666667
114R,9,1019.83,830.33
114R,10,948.39,874.98
114R,11,644.77,2129.00714285714
114R,12,925.172,1839.42
114R,13,573.33,1062.51
114R,14,984.921818181818,2149.53454545455
114R,15,1635.107,1248.254
114R,16,873.973333333333,1680.66444444444
114R,17,952.217142857143,1964.44
114R,18,475.1,2301.5475
114R,19,829.552307692308,2192.49846153846
114R,20,1717.74384615385,631.122307692308
114R,21,1639.572,978.568
114R,22,1048.60444444444,1173.63888888889
114R,23,585.507272727273,681.767272727273
114R,24,1010.9,2050.168
114R,25,1388.93666666667,1032.74333333333
114R,26,1716.37,1008.93
114R,27,1555.63,1017.86
114R,28,1534.79333333333,412.604444444445
114R,29,870.004444444445,648.753333333333
114R,30,1010.9,571.36
114R,31,1200.49076923077,1649.82923076923
114R,32,812.2075,1573.7525
114R,33,689.42,1687.61
114R,34,662.63,1410.78
114R,35,1496.09666666667,1163.71666666667
114R,36,321.229230769231,1328.34923076923
114R,37,1246.05666666667,1532.82333333333
114R,38,1341.31,991.07
114R,39,758.6275,712.0075
114R,40,1397.86666666667,1194.47555555556
114R,41,1430.61,1125.02
114R,42,780.9525,944.1875
114R,43,1345.775,595.173333333333
114R,44,552.493333333333,816.935
114R,45,1502.05,1357.2
114R,46,1072.41777777778,1236.14888888889
114R,47,918.623333333333,1122.04333333333
114R,48,1227.4525,1466.5925
114R,49,1252.01,758.89
114R,50,741.376363636364,577.854545454545
114R,51,900.168,955.35
114R,52,999.534545454546,990.258181818182
114R,53,612.026666666667,1230.19555555556
114R,54,1025.94,1556.48
114R,55,814.44,1307.192
114R,56,1019.83,1267.9
114R,57,698.35,1294.69
114R,58,1075.84545454545,972.398181818182
114R,59,853.732,742.816
114R,60,655.9325,765.5875
114R,61,1375.244,1253.612
114R,62,1171.64,549.035
114R,63,1331.00615384615,1721.95615384615
114R,64,1652.66933333333,382.044
114R,65,1310.055,488.013333333333
114R,66,1377.03,848.19
114R,67,1082.34,1719.50285714286
114R,68,939.46,788.656666666667
114R,69,1000.97777777778,1777.90222222222
114R,70,901.755555555555,1309.57333333333
114R,71,1248.18285714286,1017.86
114R,72,800.407142857143,2069.04857142857
114R,73,900.763333333334,1050.60333333333
114R,74,633.855555555555,1577.47333333333
114R,75,1144.85,1276.83
114R,76,1299.63666666667,889.863333333333
114R,77,1265.405,1200.925
114R,78,903.74,1241.11
114R,79,850.16,830.33
114R,80,900.168,601.722
114R,81,932.316,445.149333333333
114R,82,1144.85,687.45
114R,83,1085.31666666667,889.863333333333
114R,84,1296.66,660.66
114R,85,1478.832,1064.296
114R,86,948.39,723.17
114R,87,948.39,1616.17
114R,88,1396.16571428571,410.62
114R,89,617.98,2228.768
114R,90,1480.36285714286,767.82
114R,91,1477.4925,1247.8075
114R,92,1457.4,880.082857142857
114R,93,792.115,1113.11333333333
114R,94,655.684444444444,1138.91111111111
114R,95,1249.38352941176,1881.44352941176
114R,96,920.226153846154,531.518461538462
114R,97,1298.8925,1122.7875
114R,98,1579.44333333333,1473.29
114R,99,1668.148,1076.798
114R,100,903.74,1473.29
114R,101,1436.1380952381,1550.25809523809
114R,102,1438.16615384615,1458.86461538462
114R,103,1234.15,1116.09
114R,104,1296.66,816.935
114R,105,943.287142857143,2099.66571428571
114R,106,1385.96,1482.22
114R,107,1151.79555555556,1077.39333333333
114R,108,1107.06923076923,2007.02923076923
114R,109,1076.982,1367.916
114R,110,1582.42,901.77
114R,111,1416.57714285714,571.36
114R,112,1028.76,1321.48
114R,113,1475.26,492.776
114R,114,1161.71777777778,1746.15111111111
114R,115,1138.1525,1408.5475
114R,116,871.592,2143.04
114R,117,1562.93636363636,1233.80363636364
114R,118,1126.99,441.875
114R,119,970.077142857143,1339.34
114R,120,233.245833333334,2291.12916666667
114R,121,1287.73,1598.31
114R,122,1124.55454545455,644.423636363636
114R,123,792.115,508.85
114R,124,824.645714285714,908.148571428571
114R,125,1088.29333333333,732.1
114R,126,1305.59,776.75
114R,127,493.952222222222,1085.33111111111
114R,128,857.514117647059,2004.36235294118
114R,129,190.963636363636,1957.94545454545
114R,130,1340.49818181818,1068.19272727273
114R,131,1614.568,719.002666666667
114R,132,1595.815,695.487
114R,133,1461.865,715.728333333333
114R,134,1100.2,1196.46
114R,135,1039.67444444444,792.625555555555
