Stimulus,Experiment,ImagePath
798_9.31e-11,114L,images/114_indole.csv
798_9.31e-11,114R,images/114_indole.csv
7991_5.47e-12,111L,images/111_valeric_acid.csv
7991_5.47e-12,111R,images/111_valeric_acid.csv
7991_5.47e-12,112L,images/112_valeric_acid.csv
7991_5.47e-12,112R,images/112_valeric_acid.csv
7991_5.47e-12,113L,images/113_valeric_acid.csv
7991_5.47e-12,113R,images/113_valeric_acid.csv
7991_5.47e-12,114L,images/114_valeric_acid.csv
7991_5.47e-12,114R,images/114_valeric_acid.csv
8007_6.32e-10,111L,images/111_butylamine.csv
8007_6.32e-10,111R,images/111_butylamine.csv
8007_6.32e-10,112L,images/112_butylamine.csv
8007_6.32e-10,112R,images/112_butylamine.csv
8007_6.32e-10,113L,images/113_butylamine.csv
8007_6.32e-10,113R,images/113_butylamine.csv
8007_6.32e-10,114L,images/114_butylamine.csv
8007_6.32e-10,114R,images/114_butylamine.csv
8063_2.41e-09,111L,images/111_valeraldehyde.csv
8063_2.41e-09,111R,images/111_valeraldehyde.csv
8063_2.41e-09,112L,images/112_valeraldehyde.csv
8063_2.41e-09,112R,images/112_valeraldehyde.csv
8063_2.41e-09,114L,images/114_valeraldehyde.csv
8063_2.41e-09,114R,images/114_valeraldehyde.csv
8063_2.41e-10,113L,images/113_valeraldehyde.csv
8063_2.41e-10,113R,images/113_valeraldehyde.csv
8093_1.42e-10,111L,images/111_2-octanone.csv
8093_1.42e-10,111R,images/111_2-octanone.csv
8093_1.42e-10,112L,images/112_2-octanone.csv
8093_1.42e-10,112R,images/112_2-octanone.csv
8093_1.42e-10,113L,images/113_2-octanone.csv
8093_1.42e-10,113R,images/113_2-octanone.csv
8093_1.42e-10,114L,images/114_2-octanone.csv
8093_1.42e-10,114R,images/114_2-octanone.csv
8094_8.93e-11,111L,images/111_heptanoic_acid.csv
8094_8.93e-11,111R,images/111_heptanoic_acid.csv
8094_8.93e-11,112L,images/112_heptanoic_acid.csv
8094_8.93e-11,112R,images/112_heptanoic_acid.csv
8094_8.93e-11,113L,images/113_heptanoic_acid.csv
8094_8.93e-11,113R,images/113_heptanoic_acid.csv
8094_8.93e-11,114L,images/114_heptanoic_acid.csv
8094_8.93e-11,114R,images/114_heptanoic_acid.csv
8103_6.72e-10,111L,images/111_1-hexanol.csv
8103_6.72e-10,111R,images/111_1-hexanol.csv
8103_6.72e-10,112L,images/112_1-hexanol.csv
8103_6.72e-10,112R,images/112_1-hexanol.csv
8103_6.72e-10,113L,images/113_1-hexanol.csv
8103_6.72e-10,113R,images/113_1-hexanol.csv
8103_6.72e-10,114L,images/114_1-hexanol.csv
8103_6.72e-10,114R,images/114_1-hexanol.csv
8130_2.67e-09,112L,images/112_heptanal.csv
8130_2.67e-09,112R,images/112_heptanal.csv
8130_2.67e-09,113L,images/113_heptanal.csv
8130_2.67e-09,113R,images/113_heptanal.csv
8130_2.67e-09,114L,images/114_heptanal.csv
8130_2.67e-09,114R,images/114_heptanal.csv
8130_2.67e-10,111L,images/111_heptanal.csv
8130_2.67e-10,111R,images/111_heptanal.csv
8143_7.39e-10,113L,images/113_octylamine.csv
8143_7.39e-10,113R,images/113_octylamine.csv
8143_7.39e-11,111L,images/111_octylamine.csv
8143_7.39e-11,111R,images/111_octylamine.csv
8143_7.39e-11,112L,images/112_octylamine.csv
8143_7.39e-11,112R,images/112_octylamine.csv
8143_7.39e-11,114L,images/114_octylamine.csv
8143_7.39e-11,114R,images/114_octylamine.csv
8314_5.47e-12,111L,images/111_2-methylbutyric_acid.csv
8314_5.47e-12,111R,images/111_2-methylbutyric_acid.csv
8314_5.47e-12,112L,images/112_2-methylbutyric_acid.csv
8314_5.47e-12,112R,images/112_2-methylbutyric_acid.csv
8314_5.47e-12,113L,images/113_2-methylbutyric_acid.csv
8314_5.47e-12,113R,images/113_2-methylbutyric_acid.csv
8314_5.47e-12,114L,images/114_2-methylbutyric_acid.csv
8314_5.47e-12,114R,images/114_2-methylbutyric_acid.csv
8438_2.29e-12,111L,images/111_piperonal.csv
8438_2.29e-12,111R,images/111_piperonal.csv
8438_2.29e-12,112L,images/112_piperonal.csv
8438_2.29e-12,112R,images/112_piperonal.csv
8438_2.29e-12,114L,images/114_piperonal.csv
8438_2.29e-12,114R,images/114_piperonal.csv
8438_2.29e-13,113L,images/113_piperonal.csv
8438_2.29e-13,113R,images/113_piperonal.csv
8500_6.88e-12,111L,images/111_4-methylacetophenone.csv
8500_6.88e-12,111R,images/111_4-methylacetophenone.csv
8500_6.88e-12,112L,images/112_4-methylacetophenone.csv
8500_6.88e-12,112R,images/112_4-methylacetophenone.csv
8500_6.88e-12,113L,images/113_4-methylacetophenone.csv
8500_6.88e-12,113R,images/113_4-methylacetophenone.csv
8500_6.88e-12,114L,images/114_4-methylacetophenone.csv
8500_6.88e-12,114R,images/114_4-methylacetophenone.csv
853433_7.63e-13,111L,images/111_isoeugenol.csv
853433_7.63e-13,111R,images/111_isoeugenol.csv
853433_7.63e-13,112L,images/112_isoeugenol.csv
853433_7.63e-13,112R,images/112_isoeugenol.csv
853433_7.63e-13,113L,images/113_isoeugenol.csv
853433_7.63e-13,113R,images/113_isoeugenol.csv
853433_7.63e-13,114L,images/114_isoeugenol.csv
853433_7.63e-13,114R,images/114_isoeugenol.csv
8635_1.22e-13,111L,images/111_methyl_anthranilate.csv
8635_1.22e-13,111R,images/111_methyl_anthranilate.csv
8635_1.22e-13,112L,images/112_methyl_anthranilate.csv
8635_1.22e-13,112R,images/112_methyl_anthranilate.csv
8635_1.22e-13,113L,images/113_methyl_anthranilate.csv
8635_1.22e-13,113R,images/113_methyl_anthranilate.csv
8635_1.22e-13,114L,images/114_methyl_anthranilate.csv
8635_1.22e-13,114R,images/114_methyl_anthranilate.csv
8785_1.43e-10,111L,images/111_benzyl_acetate.csv
8785_1.43e-10,111R,images/111_benzyl_acetate.csv
8785_1.43e-10,112L,images/112_benzyl_acetate.csv
8785_1.43e-10,112R,images/112_benzyl_acetate.csv
8785_1.43e-10,113L,images/113_benzyl_acetate.csv
8785_1.43e-10,113R,images/113_benzyl_acetate.csv
8785_1.43e-10,114L,images/114_benzyl_acetate.csv
8785_1.43e-10,114R,images/114_benzyl_acetate.csv
8858_9.24e-10,111L,images/111_4-methyl-3-penten-2-one.csv
8858_9.24e-10,111R,images/111_4-methyl-3-penten-2-one.csv
8858_9.24e-10,112L,images/112_4-methyl-3-penten-2-one.csv
8858_9.24e-10,112R,images/112_4-methyl-3-penten-2-one.csv
8858_9.24e-10,113L,images/113_4-methyl-3-penten-2-one.csv
8858_9.24e-10,113R,images/113_4-methyl-3-penten-2-one.csv
8858_9.24e-10,114L,images/114_4-methyl-3-penten-2-one.csv
8858_9.24e-10,114R,images/114_4-methyl-3-penten-2-one.csv
8892_2.12e-11,111L,images/111_hexanoic_acid.csv
8892_2.12e-11,111R,images/111_hexanoic_acid.csv
8892_2.12e-11,112L,images/112_hexanoic_acid.csv
8892_2.12e-11,112R,images/112_hexanoic_acid.csv
8892_2.12e-11,113L,images/113_hexanoic_acid.csv
8892_2.12e-11,113R,images/113_hexanoic_acid.csv
8892_2.12e-11,114L,images/114_hexanoic_acid.csv
8892_2.12e-11,114R,images/114_hexanoic_acid.csv
8908_1.10e-09,111L,images/111_hexyl_acetate.csv
8908_1.10e-09,111R,images/111_hexyl_acetate.csv
8908_1.10e-09,112L,images/112_hexyl_acetate.csv
8908_1.10e-09,112R,images/112_hexyl_acetate.csv
8908_1.10e-09,113L,images/113_hexyl_acetate.csv
8908_1.10e-09,113R,images/113_hexyl_acetate.csv
8908_1.10e-09,114L,images/114_hexyl_acetate.csv
8908_1.10e-09,114R,images/114_hexyl_acetate.csv
90787_3.13e-09,111L,images/111_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-09,111R,images/111_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-09,112L,images/112_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-09,112R,images/112_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-10,113L,images/113_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-10,113R,images/113_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-10,114L,images/114_5-methyl_heptan-3-one_oxime.csv
90787_3.13e-10,114R,images/114_5-methyl_heptan-3-one_oxime.csv
9261_1.47e-09,111L,images/111_pyrazine.csv
9261_1.47e-09,111R,images/111_pyrazine.csv
9261_1.47e-09,112L,images/112_pyrazine.csv
9261_1.47e-09,112R,images/112_pyrazine.csv
9261_1.47e-09,113L,images/113_pyrazine.csv
9261_1.47e-09,113R,images/113_pyrazine.csv
9261_1.47e-09,114L,images/114_pyrazine.csv
9261_1.47e-09,114R,images/114_pyrazine.csv
93111_9.16e-12,111L,images/111_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-12,111R,images/111_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-12,112L,images/112_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-12,112R,images/112_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-13,113L,images/113_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-13,113R,images/113_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-13,114L,images/114_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
93111_9.16e-13,114R,images/114_5-ethyl-4-hydroxy-2-methyl-3(2H)-furanone.csv
