CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3
10544-63-5,Ethyl trans-2-butenoate,Fruity,Tropical-Fruit,Caramel
7367-88-6,Ethyl trans-2-decenoate,Fruity,Green,Apple
27829-72-7,Ethyl trans-2-hexenoate,Fruity,Juicy,Green
76649-16-6,Ethyl trans-4-decenoate,Green,Pear,Oily
539-82-2,Ethyl valerate,Fruity,Pineapple,Tropical-Fruit
121-32-4,Ethyl vanillin,Gourmand,Vanilla,Caramel
188417-26-7,Ethyl vanillin isobutyrate,Gourmand,Sweet,Chocolate
68527-76-4,Ethyl vanillin propylene glycol acetal,Gourmand,Spicy,Vanilla
67952-68-5,"Ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",Earthy,Woody,Mossy
105-95-3,Ethylene brassylate,Musk like,Soft,Floral
54982-83-1,Ethylene dodecanedioate,Musk like,Powdery,Fruity
470-82-6,Eucalyptol,Herbal,Camphoraceous,Minty
8000-48-4,Eucalyptus absolute,Herbal,Camphoraceous,Aromatic
85203-56-1,Eucalyptus citriodora oil,Herbal,Fresh,Citrus
68991-29-7,"Eucalyptus citriodora oil, acetylated",Herbal,Eucalyptus,Lemongrass
85203-56-1,Eucalyptus citriodora terpenes,Herbal,Fresh,Citrus
8000-48-4,Eucalyptus dives extract,Herbal,Camphoraceous,Aromatic
8000-48-4,Eucalyptus dives oil,Herbal,Camphoraceous,Aromatic
8000-48-4,"Eucalyptus dives oil, rectified",Herbal,Camphoraceous,Aromatic
97926-40-4,Eucalyptus globulus absolute,Herbal,Camphoraceous,Aromatic
97926-40-4,Eucalyptus globulus oil,Herbal,Camphoraceous,Aromatic
97926-40-4,"Eucalyptus globulus oil, rectified",Herbal,Camphoraceous,Aromatic
8000-48-4,Eucalyptus oil,Herbal,Camphoraceous,Aromatic
8000-48-4,"Eucalyptus oil, rectified",Herbal,Camphoraceous,Green
92201-64-4,Eucalyptus radiata oil,Herbal,Camphoraceous,Aromatic
97-53-0,Eugenol,Spicy,Clove,Floral
93-28-7,Eugenyl acetate,Floral,Spicy,Fruity
93-15-2,Eugenyl methyl ether,Spicy,Clove,Tea
10402-33-2,Eugenyl phenylacetate,Spicy,Floral,Honey
1137739-11-7,Evodia rutaecarpa oil,Green,Sharp,Fruity
7070-15-7,"exo-2-[(1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl)oxy]ethanol",Woody,Cedarwood,Pine
19317-11-4,Farnesal,Minty,Floral,Aldehydic
4602-84-0,Farnesol,Floral,Warm,Powdery
29548-30-9,Farnesyl acetate,Floral,Rose,Green
1195-79-5,Fenchone,Aromatic,Woody,Minty
1632-73-1,Fenchyl alcohol,Herbal,Woody,Pine
8006-84-6,Fennel bitter oleoresin,Anisic,Herbal,Spicy
8006-84-6,"Fennel oil, bitter",Anisic,Herbal,Spicy
8006-84-6,"Fennel oil, sweet",Anisic,Herbal,Spicy
8006-84-6,Fennel sweet oleoresin,Anisic,Herbal,Spicy
68990-15-8,Fenugreek absolute,Spicy,Herbal,Balsamic
68990-15-8,Fenugreek extract,Spicy,Herbal,Balsamic
68990-15-8,Fenugreek oleoresin,Spicy,Aromatic,Balsamic
68990-15-8,Fenugreek tincture,Spicy,Herbal,Balsamic
8021-28-1,Fir absolute,Woody,Fresh,Resinous
8024-15-5,Fir balsam,Balsamic,Fresh,Woody
8024-15-5,Fir balsam absolute,Woody,Fresh,Resinous
8024-15-5,Fir balsam resinoid,Woody,Fresh,Resinous
8021-28-1,Fir balsam resinoid from needles,Woody,Fresh,Resinous
8024-15-5,"Fir needle oil, Canadian",Woody,Fresh,Resinous
8021-28-1,"Fir needle oil, Chinese",Woody,Fresh,Resinous
8021-29-2,"Fir needle oil, Siberian",Aromatic,Pine,Woody
8021-29-2,"Fir needle oil, Siberian, rectified",Aromatic,Pine,Woody
85085-34-3,"Fir, Abies balsamea extract",Woody,Green,Herbal
8021-28-1,"Fir, Abies balsamea, absolute",Woody,Fresh,Resinous
92128-34-2,"Fir, Abies pectinata, concrete",Woody,Green,Herbal
68916-09-6,Flouve absolute,Woody,Tonka,Sweet
68916-09-6,Flouve oil,Woody,Mossy,Sweet
58567-11-6,Formaldehyde cyclododecyl ethyl acetal,Woody,Amber,Dry
64-18-6,Formic acid,Acidic,Sharp,Fruity
68855-38-9,"Formic acid, reaction products with boron trifluoride and [1S-",Acidic,Neutral,Dry
"","(1.alpha.,3a.beta.,4.alpha.,8a.beta.)]-decahydro-",,,
68917-51-1,Fucus vesiculosus absolute,Marine,Fresh,Green
68917-51-1,Fucus vesiculosus resinoid,Marine,Fresh,Green
99343-90-5,"Furan, tetrahydro-2,4-dimethyl-4-phenyl-, (2R,4R)-rel-",Citrus,Rhubarb,Green
98-01-1,Furfural,Food Like,Bread,Coffee
623-17-6,Furfuryl acetate,Fruity,Banana,Sweet
98-02-2,Furfuryl mercaptan,Food Like,Coffee,Roasted
1438-91-1,Furfuryl methyl sulfide,Sulfurous,Onion,Vegetable
13678-68-7,Furfuryl thioacetate,Food Like,Sulfurous,Roasted
8013-75-0,"Fusel oil, refined",Fruity,Sweet,Woody
8024-40-6,Galangal root extract,Spicy,Fresh,Camphoraceous
8024-40-6,Galangal root oleoresin,Spicy,Fresh,Camphoraceous
8023-91-4,Galbanum absolute,Green,Herbal,Vegetable
8023-91-4,Galbanum CO2 extract,Green,Herbal,Vegetable
8023-91-4,Galbanum gum,Green,Herbal,Vegetable
8023-91-4,Galbanum oil,Green,Herbal,Vegetable
8023-91-4,"Galbanum oil, rectified",Green,Herbal,Vegetable
8023-91-4,Galbanum resin,Green,Herbal,Vegetable
8023-91-4,Galbanum resinoid,Green,Herbal,Vegetable
706-14-9,gamma-Decalactone,Fruity,Sweet,Peach
2305-05-7,gamma-Dodecalactone,Fruity,Oily,Peach
105-21-5,gamma-Heptalactone,Fruity,Peach,Coconut
695-06-7,gamma-Hexalactone,Fruity,Coconut,Herbal
79-76-5,gamma-Ionone,Woody,Floral,Powdery
7011-83-8,gamma-Methyldecalactone,Floral,Gardenia,Fruity
104-61-0,gamma-Nonalactone,Fruity,Creamy,Coconut
104-50-7,gamma-Octalactone,Fruity,Sweet,Balsamic
104-67-6,gamma-Undecalactone,Fruity,Oily,Peach
108-29-2,gamma-Valerolactone,Herbal,Sweet,Tobacco
683748-01-8,Gardenia tahitensis absolute,Floral,Sweet,Milky
683748-01-8,Gardenia tahitensis oil,Floral,Sweet,Milky
8000-78-0,Garlic oil,Food Like,Garlic,Green
129316-65-0,Genet absolute,Balsamic,Sweet,Honey
97676-22-7,Gentian absolute,Herbal,Vegetable,Woody
97676-22-7,Gentian root extract,Herbal,Vegetable,Woody
141-27-5,Geranial,Citrus,Sharp,Lemon
459-80-3,Geranic acid,Green,Floral,Woody
106-24-1,Geraniol,Floral,Rose,Geranium
8000-46-2,Geranium absolute,Floral,Rose,Minty
68916-42-7,"Geranium absolute, bourbon",Floral,Rose,Minty
8000-46-2,Geranium concrete,Floral,Geranium,Green
8000-46-2,Geranium oil,Floral,Geranium,Green
68917-31-7,Geranium oil terpenes,Floral,Rose,Geranium
8000-46-2,"Geranium oil, African",Floral,Geranium,Green
68916-42-7,"Geranium oil, bourbon, distn. residues",Floral,Rose,Minty
68916-44-9,"Geranium oil, rectified",Floral,Rose,Minty
8000-46-2,"Geranium oil, rectified",Floral,Geranium,Green
68916-43-8,"Geranium oil, saponified",Floral,Geranium,Rose
105-87-3,Geranyl acetate,Floral,Rose,Fruity
94-48-4,Geranyl benzoate,Floral,Green,Ylang
106-29-6,Geranyl butyrate,Fruity,Sweet,Tropical-Fruit
56172-46-4,Geranyl crotonate,Gourmand,Caramel,Nutty
70851-60-4,Geranyl dihydrolinalool,Floral,Rose,Balsamic
40267-72-9,Geranyl ethyl ether,Fruity,Green,Light
105-86-2,Geranyl formate,Floral,Green,Rose
10032-02-7,Geranyl hexanoate,Floral,Rose,Oily
2345-26-8,Geranyl isobutyrate,Floral,Fruity,Fresh
109-20-6,Geranyl isovalerate,Green,Melon,Herbal
1113-21-9,Geranyl linalool,Floral,Rose,Soft
2565-82-4,Geranyl methyl ether,Floral,Rose,Green
65405-73-4,Geranyl oxyacetaldehyde,Floral,Rose,Ozonic
10402-47-8,Geranyl pentanoate,Fruity,Floral,Rose
102-22-7,Geranyl phenylacetate,Fruity,Honey,Sweet
105-90-8,Geranyl propionate,Floral,Fruity,Tropical-Fruit
7785-33-3,Geranyl tiglate,Floral,Geranium,Green
8007-08-7,Ginger,Spicy,Ginger,Citrus
8007-08-7,Ginger absolute,Spicy,Ginger,Citrus
8007-08-7,Ginger CO2 extract,Spicy,Ginger,Citrus
8007-08-7,Ginger extract,Spicy,Ginger,Citrus
8007-08-7,Ginger oil,Spicy,Ginger,Citrus
8007-08-7,"Ginger oil, rectified",Spicy,Ginger,Citrus
8007-08-7,Ginger oleoresin,Spicy,Ginger,Citrus
8007-08-7,Ginger terpeneless,Spicy,Ginger,Citrus
8023-92-5,Gingergrass oil,Herbal,Green,Woody
68990-07-8,"Glycerides, wheat germ-oil mono-, di- and tri-",Herbal,Green,Floral
39668-74-1,"Glycine, N-[[5-methyl-2-(1-methylethyl)cyclohexyl]carbonyl]-, ethyl ester",Herbal,Minty,Cooling
90320-21-1,Grains of paradise extract,Spicy,Peppery,Dry
8016-20-4,"Grapefruit absolute, white",Citrus,Grapefruit,Bitter
8016-20-4,Grapefruit essence oil,Citrus,Fresh,Sharp
8016-20-4,Grapefruit extract,Citrus,Fresh,Sharp
8016-20-4,Grapefruit flower oil,Citrus,Grapefruit,Fresh
8016-20-4,Grapefruit oil,Citrus,Fresh,Sharp
8016-20-4,Grapefruit oil,Citrus,Fresh,Sharp
68917-32-8,Grapefruit oil terpenes,Citrus,Grapefruit,Lemon
8016-20-4,"Grapefruit oil,  (low furocoumarins)",Citrus,Fresh,Sharp
68916-46-1,"Grapefruit oil, folded",Citrus,Grapefruit,Fruity
8016-20-4,"Grapefruit oil, rectified",Citrus,Fresh,Sharp
68916-46-1,"Grapefruit oil, terpeneless",Citrus,Grapefruit,Fruity
8016-23-7,Guaiac wood oil,Woody,Smoky,Spicy
90244-88-5,Guaiac wood oil saponified,Woody,Smoky,Spicy
8016-23-7,"Guaiac wood oil, rectified",Woody,Smoky,Spicy
90-05-1,Guaiacol,Spicy,Smoky,Animal Like
4125-43-3,Guaiacol allyl ether,Spicy,Woody,Smoky
61789-17-1,Guaiacwood acetate,Woody,Rose,Tea
613-70-7,Guaiacyl acetate,Spicy,Woody,Smoky
134-28-1,Guaiyl acetate,Woody,Nutty,Smoky
8030-55-5,Gurjun balsam,Woody,Warm,Powdery
8030-55-5,Gurjun balsam oil,Woody,Warm,Powdery
8030-55-5,Gurjun extract,Woody,Warm,Powdery
8030-55-5,Gurjun oil,Woody,Warm,Powdery
8030-55-5,"Gurjun oil, rectified",Woody,Warm,Powdery
8031-00-3,Hay absolute,Herbal,Hay,Sweet
8031-00-3,Hay oil,Herbal,Hay,Sweet
8023-95-8,Helichrysum absolute,Tobacco like,Floral,Spicy
85665-35-6,"Helichrysum arenarium, ext.",Floral,Fruity,Herbal
8023-95-8,Helichrysum extract,Tobacco like,Floral,Spicy
8023-95-8,Helichrysum oil,Tobacco like,Floral,Spicy
8023-95-8,"Helichrysum oil, pyrogenated",Tobacco like,Floral,Spicy
111-71-7,Heptanal,Aldehydic,Fresh,Green
10032-05-0,Heptanal dimethyl acetal,Green,Fruity,Orange
111-14-8,Heptanoic acid,Acidic,Fatty,Burnt
112-06-1,Heptyl acetate,Fruity,Green,Citrus
111-70-6,Heptyl alcohol,Aldehydic,Green,Fruity
5870-93-9,Heptyl butyrate,Fruity,Apple,Pear
10094-40-3,Hex-2-enyl acetate (isomer unspecified),Green,Sweet,Fruity
1708-82-3,Hex-3-enyl acetate,Green,Floral,Fresh
109-29-5,Hexadecanolide,Musk like,Sweet,Powdery
6051-03-2,Hexahydro-3H-benzofuran-2-one,Tobacco like,Hay,Powdery
66-25-1,Hexanal,Aldehydic,Green,Fruity
1429808-42-3,"Hexanal, 6-(2,4,4-trimethylcyclopentylidene)-, (6E)-",Ozonic,Marine,Green
142-62-1,Hexanoic acid,Acidic,Cheesy,Oily
816-19-3,"Hexanoic acid, 2-ethyl-, methyl ester",Fruity,Floral,Violet
104986-28-9,"Hexanoic acid, 6-(acetyloxy)-, ethyl ester",Powdery,Fruity,Raspberry
6728-26-3,Hexen-2-al,Green,Aldehydic,Floral
5434-57-1,"Hexyl 2,2-dimethylpropanoate",Floral,Sweet,Green
10032-15-2,Hexyl 2-methylbutyrate,Fruity,Green,Pear
142-92-7,Hexyl acetate,Fruity,Green,Apple
111-27-3,Hexyl alcohol,Fruity,Green,Apple
6789-88-4,Hexyl benzoate,Woody,Fresh,Balsamic
2639-63-6,Hexyl butyrate,Fruity,Green,Pineapple
629-33-4,Hexyl formate,Fruity,Apple,Plum
6378-65-0,Hexyl hexanoate,Fruity,Floral,Pear
2349-07-7,Hexyl isobutyrate,Fruity,Sweet,Apple
10032-13-0,Hexyl isovalerate,Fruity,Sweet,Green
1117-55-1,Hexyl octanoate,Fruity,Green,Fresh
5421-17-0,Hexyl phenylacetate,Floral,Sweet,Green
2445-76-3,Hexyl propionate,Fruity,Green,Pear
6259-76-3,Hexyl salicylate,Floral,Sweet,Herbal
16930-96-4,Hexyl tiglate,Fruity,Fresh,Green
68917-43-1,Hibawood oil,Woody,Cedarwood,Fresh
91745-97-0,Hinoki wood oil,Aromatic,Peppery,Grapefruit
91745-97-0,Hinoki leaf oil,Aromatic,Peppery,Grapefruit
8022-91-1,Ho bark oil,Floral,Woody,Herbal
8022-91-1,Ho leaf oil,Floral,Woody,Herbal
8022-91-1,Ho wood,Floral,Woody,Herbal
8022-91-1,Ho wood oil,Floral,Woody,Herbal
91052-92-5,Honey distillate,Gourmand,Honey,Waxy
8023-93-6,Honeysuckle absolute,Floral,Honeysuckle,Sweet
8060-28-4,Hop extract,Aromatic,Fruity,Herbal
8060-28-4,Hop extract solid,Aromatic,Fruity,Herbal
8007-04-3,Hop oil,Herbal,Spicy,Green
68956-56-9,"Hydrocarbons, terpene processing by-products",Citrus,Lime,Lavender
107-75-5,Hydroxycitronellal,Floral,Muguet,Aldehydic
7779-94-4,Hydroxycitronellal diethyl acetal,Floral,Muguet,Green
141-92-4,Hydroxycitronellal dimethyl acetal,Floral,Fresh,Lily
68908-82-7,"Hydroxycitronellal, indole condensation products",Floral,Jasmin,warm
68527-79-7,Hydroxycitronellal-Indole (Schiff base),Floral,Jasmin,Animal Like
89-43-0,Hydroxycitronellal-methyl anthranilate (Schiff base),Floral,Neroli,Warm
107-74-4,Hydroxycitronellol,Floral,Green,Rose
3301-94-8,"Hydroxynonanoic acid, delta-lactone",Fruity,Coconut,Spicy
8006-83-5,Hyssop oil,Aromatic,Herbal,Camphoraceous
647828-16-8,"Indeno[4,3a-b]furan,decahydro-2,2,7,7,8,9,9-heptamethyl-",Amber,Woody,Musk Like
365411-50-3,"Indeno[4,5-d]-1,3-dioxin,4,4a,5,6,7,8,9,9b-octahydro-7,7,8,9,9-pentamethyl-",Musk like,Powdery,Dry
120-72-9,Indole,Floral,Jasmin,Animal Like
8013-90-9,Ionone (mixed isomers),Floral,Violet,Sweet
1048028-77-8,Iris germanica absolute,Floral,Powdery,Violet
1048028-77-8,Iris germanica CO2 extract,Floral,Powdery,Violet
1048028-77-8,Iris germanica concrete,Floral,Powdery,Violet
1048028-77-8,Iris germanica extract,Floral,Powdery,Violet
1048028-77-8,Iris germanica resinoid,Floral,Powdery,Violet
8002-73-1,Iris pallida absolute,Powdery,Violet,Floral
8002-73-1,Iris pallida concrete,Powdery,Violet,Floral
8002-73-1,Iris pallida oil,Powdery,Violet,Floral
8002-73-1,"Iris pallida oil, rectified",Powdery,Violet,Floral
8002-73-1,Iris pallida resinoid,Powdery,Violet,Floral
8002-73-1,Iris pallida tincture,Powdery,Violet,Floral
90045-91-3,Iris pseudacorus extract,Floral,Violet,Powdery
1335-94-0,Irone,Floral,Violet,Woody
123-92-2,Isoamyl acetate,Fruity,Vanilla,Pear
123-51-3,Isoamyl alcohol,Fruity,Apple,Pear
94-46-2,Isoamyl benzoate,Fruity,Balsamic,Apple
106-27-4,Isoamyl butyrate,Fruity,Sweet,Banana
7779-65-9,Isoamyl cinnamate,Spicy,Warm,Cinnamon
110-45-2,Isoamyl formate,Fruity,Green,Apple
2198-61-0,Isoamyl hexanoate,Fruity,Pineapple,Green
659-70-1,Isoamyl isovalerate,Fruity,Banana,Apple
2035-99-6,Isoamyl octanoate,Fruity,Pineapple,Chocolate
102-19-2,Isoamyl phenylacetate,Fruity,Chocolate,Honey
105-68-0,Isoamyl propionate,Fruity,Apricot,Pineapple
87-20-7,Isoamyl salicylate,Floral,Balsamic,Green
124-76-5,Isoborneol,Herbal,Fresh,Pine
85586-67-0,Isobornyl 2-methylpropionate,Herbal,Camphoraceous,Fruity
125-12-2,Isobornyl acetate,Herbal,Pine,Green
1200-67-5,Isobornyl formate,Woody,Camphoraceous,Pine
7779-73-9,Isobornyl isovalerate,Woody,Apple,dry
5331-32-8,Isobornyl methyl ether,Herbal,Pine,Woody
2756-56-1,Isobornyl propionate,Herbal,Fresh,Pine
589-66-2,Isobutyl 2-butenoate,Fruity,Melon,Tropical-Fruit
105-01-1,Isobutyl 3-(2-furan)propionate,Fruity,Pineapple,Pear
110-19-0,Isobutyl acetate,Fruity,Banana,Pear
78-83-1,Isobutyl alcohol,Fruity,Sharp,Light
7779-81-9,Isobutyl angelate,Herbal,Green,Spicy
7779-77-3,Isobutyl anthranilate,Fruity,Grape,Floral
120-50-3,Isobutyl benzoate,Floral,Powdery,Gourmand
539-90-2,Isobutyl butyrate,Fruity,Sweet,Peach
122-67-8,Isobutyl cinnamate,Fruity,Sweet,Balsamic
105-79-3,Isobutyl hexanoate,Fruity,Sweet,Pineapple
97-85-8,Isobutyl isobutyrate,Fruity,Pineapple,Peach
65505-24-0,Isobutyl N-methylanthranilate,Fruity,Grapefruit,Floral
102-13-6,Isobutyl phenylacetate,Floral,Rose,Honey
540-42-1,Isobutyl propionate,Fruity,Sweet,Fermented
87-19-4,Isobutyl salicylate,Floral,Herbal,Spicy
78-84-2,Isobutyraldehyde,Green,Floral,Aldehydic
79-31-2,Isobutyric acid,Acidic,Pungent,Fruity
66068-84-6,"Isocamphenyl cyclohexanol, mixed isomers",Woody,Balsamic,Sandalwood
13794-73-5,Isocedranone,Woody,Cedarwood,Amber
1335-66-6,Isocyclocitral,Green,Fresh,Herbal
69103-24-8,Isodecyl acetate,Herbal,Citrus,Green
97-54-1,Isoeugenol,Spicy,Clove,Floral
4194-00-7,Isoeugenol benzoate,Balsamic,Spicy,Floral
93-29-8,Isoeugenyl acetate,Spicy,Floral,Clove
120-11-6,Isoeugenyl benzyl ether,Spicy,Powdery,Floral
93-16-3,Isoeugenyl methyl ether,Spicy,Clove,Floral
120-24-1,Isoeugenyl phenylacetate,Herbal,Aromatic,Spicy
37677-14-8,Isohexenyl cyclohexenyl carboxaldehyde,Aldehydic,Citrus,Orange
11050-62-7,Isojasmone,Floral,Waxy,Jasmin
14727-47-0,Isolongifolanone,Woody,Fresh,Dry
1135-66-6,Isolongifolene,Woody,Amber,Incense
23787-90-8,Isolongifolene ketone,Woody,Dry,Amber
33407-62-4,Isolongifolene ketone,Woody,Dry,Amber
26619-69-2,Isolongifolene oxide,Woody,Patchouli,Musty
79-89-0,iso-Methyl-beta-ionone,Floral,Violet,Powdery
40379-24-6,Isononyl acetate (isomer unspecified),Floral,Herbal,Fruity
27458-94-2,Isononyl alcohol (isomer unspecified),Green,Geranium,Camphoraceous
65155-45-5,Isononyl propionate,Floral,Lavender,Herbal
41519-18-0,Isopentyl 2-methylcrotonate (E),Floral,Chamomile,Fruity
505-32-8,Isophytol,Floral,Jasmin,Fresh
79915-74-5,Isopropoxy ethyl salicylate,Floral,Balsamic,Cherry-Blossom
66576-71-4,Isopropyl 2-methylbutyrate,Fruity,Pear,Pineapple
108-21-4,Isopropyl acetate,Fruity,Sweet,Banana
939-48-0,Isopropyl benzoate,Fruity,Sweet,Floral
638-11-9,Isopropyl butyrate,Fruity,Sweet,Pineapple
7780-06-5,Isopropyl cinnamate,Balsamic,Fruity,Spicy
2311-46-8,Isopropyl hexanoate,Fruity,Pineapple,Berry
32665-23-9,Isopropyl isovalerate,Fruity,Apple,Pineapple
125109-85-5,Isopropylphenylbutanal,Floral,Fresh,Marine
1333-53-5,Isopropylquinoline,Green,Leafy,Vegetable
89-79-2,Isopulegol,Minty,Herbal,Sweet
57576-09-7,Isopulegyl acetate,Minty,Peppermint,Sweet
120-58-1,Isosafrole,Spicy,Sweet,Herbal
27458-92-0,Isotridecan-1-ol,Floral,Rose,Soft
69103-23-7,Isotridecyl acetate,Floral,Sweet,Fruity
503-74-2,Isovaleric acid,Acidic,Cheesy,Fruity
90131-24-1,Jambu oleoresin,Citrus,Herbal,Fruity
8022-96-6,Jasmine absolute,Floral,Sweet,Jasmin
8022-96-6,Jasmine CO2 extract,Floral,Sweet,Jasmin
8022-96-6,Jasmine concrete,Floral,Sweet,Jasmin
8022-96-6,Jasmine concrete (waxes twice extracted),Floral,Sweet,Jasmin
8022-96-6,Jasmine oil,Floral,Sweet,Jasmin
1034798-23-6,Jasmine sambac absolute,Floral,Sweet,Jasmin
1034798-23-6,Jasmine sambac CO2 extract,Floral,Sweet,Jasmin
1034798-23-6,Jasmine sambac oil,Floral,Sweet,Jasmin
1034798-23-6,Jasmine sambac tincture,Floral,Sweet,Jasmin
8022-96-6,Jasmine spiritus,Floral,Sweet,Jasmin
8002-68-4,Juniper berry absolute,Spicy,Balsamic,Woody
8002-68-4,Juniper berry CO2 extract,Spicy,Balsamic,Woody
8002-68-4,Juniper berry extract,Spicy,Balsamic,Woody
8002-68-4,Juniper berry oil,Spicy,Balsamic,Woody
8002-68-4,"Juniper berry oil, rectified",Spicy,Balsamic,Woody
91053-31-5,"Juniper, Juniperus mexicana, ext., acetylated",Spicy,Balsamic,Woody
100209-33-4,"Juniper, Juniperus virginiana, ext., epoxidized",Woody,Spicy,Balsamic
936843-30-0,Kaempferia galanga root CO2 extract,Spicy,Ginger,Citrus
7785-26-4,l-.alpha.-Pinene,Aromatic,Pine,Earthy
18172-67-3,l-.beta.-Pinene,Herbal,Pine,Woody
8016-26-0,Labdanum absolute,Amber,Woody,Dry
8016-26-0,"Labdanum absolute, pyrogenated",Amber,Woody,Dry
8016-26-0,Labdanum concrete,Amber,Woody,Dry
8016-26-0,Labdanum distillate,Amber,Woody,Dry
8016-26-0,Labdanum extract,Amber,Woody,Dry
68917-77-1,Labdanum extract ambreine,Amber,Sweet,Warm
8016-26-0,Labdanum gum,Amber,Woody,Dry
8016-26-0,Labdanum oil,Amber,Woody,Dry
8016-26-0,Labdanum oleoresin,Amber,Woody,Dry
8016-26-0,Labdanum resinoid,Amber,Woody,Dry
73138-66-6,"Labdanum, ext., Et esters",Amber,Woody,Dry
21280-29-5,Lactoscatone,Animal like,Creamy,Jasmin
5655-61-8,laevo-Bornyl acetate,Woody,Herbal,Pine
2102-59-2,laevo-Carveol,Minty,Herbal,Balsamic
1205-42-1,laevo-Carvyl acetate,Minty,Fresh,Dry
90046-17-6,Lantana camara oil,Floral,Cassis,Fruity
8007-48-5,Laurel leaf absolute,Camphoraceous,Spicy,Green
8007-48-5,Laurel leaf oil,Camphoraceous,Spicy,Green
112-54-9,Lauric aldehyde,Citrus,Mandarin,Fresh
112-66-3,Lauryl acetate,Floral,Citrus,Fresh
112-53-8,Lauryl alcohol,Floral,Soft,Waxy
8022-15-9,Lavandin abrailis oil (low coumarin),Floral,Lavender,Hay
8022-15-9,Lavandin abrialis,Floral,Lavender,Hay
8022-15-9,Lavandin abrialis oil,Floral,Lavender,Herbal
8022-15-9,Lavandin absolute,Floral,Lavender,Herbal
8022-15-9,Lavandin concrete,Floral,Lavender,Herbal
8022-15-9,Lavandin extract,Floral,Lavender,Hay
8022-15-9,Lavandin grosso,Floral,Lavender,Herbal
8022-15-9,Lavandin grosso absolute,Floral,Lavender,Hay
8022-15-9,Lavandin grosso concrete,Floral,Lavender,Herbal
8022-15-9,Lavandin grosso oil,Floral,Lavender,Herbal
8022-15-9,Lavandin oil,Floral,Lavender,Herbal
8022-15-9,Lavandin oil (super low coumarins),Floral,Lavender,Hay
68916-93-8,Lavandin oil acetylated,Herbal,Floral,Powdery
25905-14-0,Lavandulyl acetate,Citrus,Bergamot,Herbal
93165-50-5,Lavendar oil,Herbal,Lavender,Fresh
8000-28-0,Lavender,Herbal,Lavender,Fresh
8000-28-0,Lavender absolute,Herbal,Lavender,Fresh
8000-28-0,Lavender concrete,Herbal,Lavender,Fresh
8000-28-0,Lavender extract,Herbal,Lavender,Fresh
8000-28-0,Lavender oil,Herbal,Lavender,Fresh
8000-28-0,Lavender oil (low coumarin),Floral,Aromatic,Fresh
8000-28-0,"Lavender oil, rectified",Herbal,Lavender,Fresh
464-45-9,l-Borneol,Herbal,Camphoraceous,Pine
5794-04-7,l-Camphene,Camphoraceous,Woody,Pine
6485-40-1,L-Carvone,Minty,Green,Fresh
7540-51-4,l-Citronellol,Floral,Rose,Fresh
25225-08-5,l-Cyclocitronellene formate,Woody,Pine,Apple
8008-56-8,Lemon absolute folded (5X),Citrus,Lemon,Fruity
8008-56-8,Lemon essence oil,Citrus,Lemon,Fruity
8008-56-8,Lemon oil,Citrus,Lemon,Fruity
8008-56-8,Lemon oil folded (10x),Citrus,Lemon,Fruity
8008-56-8,Lemon oil folded (5X),Citrus,Lemon,Fruity
68917-33-9,Lemon oil terpenes,Citrus,Lemon,Orange
8008-56-8,"Lemon oil, distilled",Citrus,Lemon,Fruity
8008-56-8,"Lemon oil, expressed",Citrus,Lemon,Fruity
68916-89-2,"Lemon oil, furocoumarin free",Citrus,Lemon,Fruity
68648-39-5,"Lemon oil, terpeneless",Citrus,Lemon,Fruity
8008-56-8,"Lemon oil, washed",Citrus,Lemon,Fruity
102242-62-6,Lemon pepper CO2 Extract,Citrus,Grapefruit,Peppery
102242-62-6,Lemon pepper extract,Citrus,Grapefruit,Peppery
72869-82-0,Lemongrass oil terpenes,Citrus,Lemon,Herbal
8007-02-1,"Lemongrass oil, East Indian",Citrus,Lemon,Herbal
8007-02-1,"Lemongrass oil, rectified",Citrus,Lemon,Herbal
8007-02-1,"Lemongrass oil, West Indian",Citrus,Lemon,Herbal
123-76-2,Levulinic acid,Gourmand,Caramel,Fruity
7787-20-4,l-Fenchone,Herbal,Earthy,Camphoraceous
97676-23-8,Licorice root absolute,Gourmand,Licorice,Smoky
97676-23-8,Licorice root extract,Anisic,Licorice,Smoky
91-51-0,Lilial-methyl anthranilate (Schiff base),Floral,Neroli,Muguet
8008-26-2,Lime oil,Citrus,Lime,Green
8008-26-2,Lime oil folded,Citrus,Lime,Green
68917-71-5,Lime oil terpenes,Citrus,Lime,Lemon
68916-83-6,"Lime oil, cold pressed, furocoumarin free",Citrus,Lime,Green
8008-26-2,"Lime oil, expressed",Citrus,Lime,Green
8008-26-2,"Lime oil, expressed, rectified",Citrus,Lime,Fresh
68916-84-7,"Lime oil, terpeneless",Citrus,Lime,Green
78-70-6,Linalool,Floral,Fresh,Lavender
1365-19-1,Linalool oxide,Herbal,Earthy,Berry
14049-11-7,Linalool oxide pyranoid,Floral,Sweet,Honey
115-95-7,Linalyl acetate,Floral,Bergamot,Lavender
7149-26-0,Linalyl anthranilate,Floral,Neroli,Ylang
126-64-7,Linalyl benzoate,Floral,Tuberose,Lily
78-36-4,Linalyl butyrate,Fruity,Bergamot,Banana
78-37-5,Linalyl cinnamate,Floral,Hyacinth,Muguet
