CID,Name,MW,SMILES,IUPACName,abraham-2013,arctander-1960,bozza-cabinet,bushdid-2014,chae-2019,datta-cabinet,davison-2007,dravnieks-1985,enantiomers,flavornet,fleischmann-cabinet,fragrance-db,gerkin-cabinet,goodscents,gras,haddad-2008,leffingwell,mainland-cabinet,mainland-intensity,mainland-receptors,prestwick,rinberg-glomeruli,scott-2014,senselab,sigma-2014,smith-cabinet,sobel-2013,superscent,wakayama-2019
875,tartaric acid,150.09,C(C(C(=O)O)O)(C(=O)O)O,"2,3-dihydroxybutanedioic acid",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
876,dl-methionine,149.21,CSCCC(C(=O)O)N,2-amino-4-methylsulfanylbutanoic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
878,methanethiol,48.11,CS,methanethiol,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
880,methylglyoxal,72.06,CC(=O)C=O,2-oxopropanal,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
887,methanol,32.042,CO,methanol,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
888,magnesium ion,24.305,[Mg+2],magnesium(2+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
896,melatonin,232.28,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
931,naphthalene,128.17,C1=CC=C2C=CC=CC2=C1,naphthalene,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
936,nicotinamide,122.12,C1=CC(=CN=C1)C(=O)N,pyridine-3-carboxamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
938,nicotinic acid,123.11,C1=CC(=CN=C1)C(=O)O,pyridine-3-carboxylic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
943,nitrate,62.005,[N+](=O)([O-])[O-],nitrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
948,nitrous oxide,44.013,[N-]=[N+]=O,nitrous oxide,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
949,"n,n-dimethylaniline",121.18,CN(C)C1=CC=CC=C1,"N,N-dimethylaniline",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
957,1-octanol,130.231,CCCCCCCCO,octan-1-ol,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1
964,3-hydroxypyruvic acid,104.06,C(C(=O)C(=O)O)O,3-hydroxy-2-oxopropanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
978,4-aminobenzoic acid,137.14,C1=CC(=CC=C1C(=O)O)N,4-aminobenzoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
980,4-nitrophenol,139.11,C1=CC(=CC=C1[N+](=O)[O-])O,4-nitrophenol,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,hexadecanal,240.42,CCCCCCCCCCCCCCCC=O,hexadecanal,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
985,palmitic acid,256.43,CCCCCCCCCCCCCCCC(=O)O,hexadecanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
989,dl-pantolactone,130.14,CC1(COC(=O)C1O)C,"3-hydroxy-4,4-dimethyloxolan-2-one",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
993,pentofuranose,150.13,C(C1C(C(C(O1)O)O)O)O,"5-(hydroxymethyl)oxolane-2,3,4-triol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,dl-phenylalanine,165.19,C1=CC=C(C=C1)CC(C(=O)O)N,2-amino-3-phenylpropanoic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
995,phenanthrene,178.23,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,phenanthrene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,phenol,94.11,C1=CC=C(C=C1)O,phenol,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
997,phenylpyruvic acid,164.16,C1=CC=C(C=C1)CC(=O)C(=O)O,2-oxo-3-phenylpropanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
998,phenylacetaldehyde,120.15,C1=CC=C(C=C1)CC=O,2-phenylacetaldehyde,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0
999,phenylacetic acid,136.15,C1=CC=C(C=C1)CC(=O)O,2-phenylacetic acid,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0
1001,phenethylamine,121.18,C1=CC=C(C=C1)CCN,2-phenylethanamine,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1003,dihydrogen phosphate,96.987,OP(=O)(O)[O-],dihydrogen phosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1004,phosphoric acid,97.995,OP(=O)(O)O,phosphoric acid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1017,phthalic acid,166.13,C1=CC=C(C(=C1)C(=O)O)C(=O)O,phthalic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1030,"1,2-propanediol",76.09,CC(CO)O,"propane-1,2-diol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1031,1-propanol,60.096,CCCO,propan-1-ol,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0
1032,propionic acid,74.079,CCC(=O)O,propanoic acid,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1045,"1,4-diaminobutane",88.15,C(CCN)CN,"butane-1,4-diamine",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1046,pyrazinamide,123.11,C1=CN=C(C=N1)C(=O)N,pyrazine-2-carboxamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1048,pyrazole,68.08,C1=CNN=C1,1H-pyrazole,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1049,pyridine,79.1,C1=CC=NC=C1,pyridine,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
1060,pyruvic acid,88.06,CC(=O)C(=O)O,2-oxopropanoic acid,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
1068,dimethyl sulfide,62.14,CSC,methylsulfanylmethane,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0
1091,selenious acid,128.99,O[Se](=O)O,selenous acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1102,spermidine,145.25,C(CCNCCCN)CN,"N'-(3-aminopropyl)butane-1,4-diamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1103,spermine,202.34,C(CCNCCCN)CNCCCN,"N,N'-bis(3-aminopropyl)butane-1,4-diamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1110,succinic acid,118.09,C(CC(=O)O)C(=O)O,butanedioic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1117,sulfate,96.07,[O-]S(=O)(=O)[O-],sulfate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1119,sulfur dioxide,64.07,O=S=O,sulfur dioxide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,taurine,125.15,C(CS(=O)(=O)O)N,2-aminoethanesulfonic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1127,tetrahydrothiophene,88.17,C1CCSC1,thiolane,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1133,mercaptoacetic acid,92.12,C(C(=O)O)S,2-sulfanylacetic acid,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1136,4-methyl-5-thiazoleethanol,143.21,CC1=C(SC=N1)CCO,"2-(4-methyl-1,3-thiazol-5-yl)ethanol",0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1140,toluene,92.14,CC1=CC=CC=C1,toluene,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1145,trimethylamine n-oxide,75.11,C[N+](C)(C)[O-],"N,N-dimethylmethanamine oxide",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1146,trimethylamine,59.11,CN(C)C,"N,N-dimethylmethanamine",0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
1150,tryptamine,160.22,C1=CC=C2C(=C1)C(=CN2)CCN,2-(1H-indol-3-yl)ethanamine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1153,dl-tyrosine,181.19,C1=CC(=CC=C1CC(C(=O)O)N)O,2-amino-3-(4-hydroxyphenyl)propanoic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,uracil,112.09,C1=CNC(=O)NC1=O,"1H-pyrimidine-2,4-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1176,urea,60.056,C(=O)(N)N,urea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1182,dl-valine,117.15,CC(C)C(C(=O)O)N,2-amino-3-methylbutanoic acid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1183,vanillin,152.15,COC1=C(C=CC(=C1)C=O)O,4-hydroxy-3-methoxybenzaldehyde,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
1213,23333-91-7,182.3,CC1CCCC2(C1(CCCC2)O)C,"4,8a-dimethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-4a-ol",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,ibotenic acid,158.11,C1=C(ONC1=O)C(C(=O)O)N,"2-amino-2-(3-oxo-1,2-oxazol-5-yl)acetic acid",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,vanillylmandelic acid,198.17,COC1=C(C=CC(=C1)C(C(=O)O)O)O,2-hydroxy-2-(4-hydroxy-3-methoxyphenyl)acetic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,menthol,156.26,CC1CCC(C(C1)O)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-ol,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
1302,23981-80-8,230.26,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,2-(6-methoxynaphthalen-2-yl)propanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1317,"1,10-diaminodecane",172.31,C(CCCCCN)CCCCN,"decane-1,10-diamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1344,1-(2-aminoethyl)pyrrolidine,114.19,C1CCN(C1)CCN,2-pyrrolidin-1-ylethanamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1491,"2,4-dihydroxybenzoic acid",154.12,C1=CC(=C(C=C1O)O)C(=O)O,"2,4-dihydroxybenzoic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1567,2-mercaptoethanol,78.129,C(CS)O,2-sulfanylethanol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1626,102-83-0,186.34,CCCCN(CCCC)CCCN,"N',N'-dibutylpropane-1,3-diamine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,"3-amino-1,2,4-triazole",84.08,C1=NNC(=N1)N,"1H-1,2,4-triazol-5-amine",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,5-methoxytryptamine,190.24,COC1=CC2=C(C=C1)NC=C2CCN,2-(5-methoxy-1H-indol-3-yl)ethanamine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1892,etofylline,224.22,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,"7-(2-hydroxyethyl)-1,3-dimethylpurine-2,6-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1981,acemetacin,415.8,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,2-[2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]acetyl]oxyacetic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1983,acetaminophen,151.16,CC(=O)NC1=CC=C(C=C1)O,N-(4-hydroxyphenyl)acetamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1986,acetazolamide,222.3,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1989,acetohexamide,324.4,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,1-(4-acetylphenyl)sulfonyl-3-cyclohexylurea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2082,albendazole,265.33,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,methyl N-(6-propylsulfanyl-1H-benzimidazol-2-yl)carbamate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2083,salbutamol,239.31,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2122,althiazide,383.9,C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"6-chloro-1,1-dioxo-3-(prop-2-enylsulfanylmethyl)-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2123,altretamine,210.28,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,"2-N,2-N,4-N,4-N,6-N,6-N-hexamethyl-1,3,5-triazine-2,4,6-triamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2141,amifostine,214.23,C(CN)CNCCSP(=O)(O)O,2-(3-aminopropylamino)ethylsulfanylphosphonic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2145,aminoglutethimide,232.28,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,"3-(4-aminophenyl)-3-ethylpiperidine-2,6-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2148,4-aminohippuric acid,194.19,C1=CC(=CC=C1C(=O)NCC(=O)O)N,2-[(4-aminobenzoyl)amino]acetic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2151,4-aminoantipyrine,203.24,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,"4-amino-1,5-dimethyl-2-phenylpyrazol-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2159,amisulpride,369.5,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,4-amino-N-[(1-ethylpyrrolidin-2-yl)methyl]-5-ethylsulfonyl-2-methoxybenzamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2162,amlodipine,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,"3-O-ethyl 5-O-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2170,amoxapine,313.8,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,"8-chloro-6-piperazin-1-ylbenzo[b][1,4]benzoxazepine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2187,anastrozole,293.4,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,"2-[3-(2-cyanopropan-2-yl)-5-(1,2,4-triazol-1-ylmethyl)phenyl]-2-methylpropanenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2194,anethole trithione,240.4,COC1=CC=C(C=C1)C2=CC(=S)SS2,5-(4-methoxyphenyl)dithiole-3-thione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2196,aniracetam,219.24,COC1=CC=C(C=C1)C(=O)N2CCCC2=O,1-(4-methoxybenzoyl)pyrrolidin-2-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2202,anthralin,226.23,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,"1,8-dihydroxy-10H-anthracen-9-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2206,antipyrine,188.23,CC1=CC(=O)N(N1C)C2=CC=CC=C2,"1,5-dimethyl-2-phenylpyrazol-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2214,acetovanillone,166.17,CC(=O)C1=CC(=C(C=C1)O)OC,1-(4-hydroxy-3-methoxyphenyl)ethanone,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
2244,aspirin,180.16,CC(=O)OC1=CC=CC=C1C(=O)O,2-acetyloxybenzoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2247,astemizole,458.6,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,1-[(4-fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl]benzimidazol-2-amine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2249,atenolol,266.34,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2265,azathioprine,277.27,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2266,azelaic acid,188.22,C(CCCC(=O)O)CCCC(=O)O,nonanedioic acid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2284,baclofen,213.66,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,4-amino-3-(4-chlorophenyl)butanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2310,bemegride,155.19,CCC1(CC(=O)NC(=O)C1)C,"4-ethyl-4-methylpiperidine-2,6-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2315,bendroflumethiazide,421.4,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,"3-benzyl-1,1-dioxo-6-(trifluoromethyl)-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2333,benzbromarone,424.1,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,"(3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2337,benzocaine,165.19,CCOC(=O)C1=CC=C(C=C1)N,ethyl 4-aminobenzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2343,benzthiazide,431.9,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,"3-(benzylsulfanylmethyl)-6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2345,benzyl benzoate,212.24,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,benzyl benzoate,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2346,benzyl isothiocyanate,149.21,C1=CC=C(C=C1)CN=C=S,isothiocyanatomethylbenzene,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2355,bergapten,216.19,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,"4-methoxyfuro[3,2-g]chromen-7-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2375,bicalutamide,430.4,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,N-[4-cyano-3-(trifluoromethyl)phenyl]-3-(4-fluorophenyl)sulfonyl-2-hydroxy-2-methylpropanamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2378,bifonazole,310.4,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,1-[phenyl-(4-phenylphenyl)methyl]imidazole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2391,bisacodyl,361.4,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,[4-[(4-acetyloxyphenyl)-pyridin-2-ylmethyl]phenyl] acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2446,bromopride,344.25,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Br,4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2448,bromperidol,420.3,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,4-[4-(4-bromophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2466,bufexamac,223.27,CCCCOC1=CC=C(C=C1)CC(=O)NO,2-(4-butoxyphenyl)-N-hydroxyacetamide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2471,bumetanide,364.4,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
