CID,Name,MW,SMILES,IUPACName,abraham-2013,arctander-1960,bozza-cabinet,bushdid-2014,chae-2019,datta-cabinet,davison-2007,dravnieks-1985,enantiomers,flavornet,fleischmann-cabinet,fragrance-db,gerkin-cabinet,goodscents,gras,haddad-2008,leffingwell,mainland-cabinet,mainland-intensity,mainland-receptors,prestwick,rinberg-glomeruli,scott-2014,senselab,sigma-2014,smith-cabinet,sobel-2013,superscent,wakayama-2019
161949,1-methoxy-1-methylcyclododecane,212.37,CC1(CCCCCCCCCCC1)OC,1-methoxy-1-methylcyclododecane,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161960,5-methyl-3-butyltetrahydropyran-4-yl acetate,214.3,CCCCC1COCC(C1OC(=O)C)C,(3-butyl-5-methyloxan-4-yl) acetate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161993,chrysanthal,164.24,CCCC1C2CC(C1C=O)C=C2,3-propylbicyclo[2.2.1]hept-5-ene-2-carbaldehyde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162002,cedryl formate,250.38,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC=O,"[(1S,2R,5S,7R,8R)-2,6,6,8-tetramethyl-8-tricyclo[5.3.1.01,5]undecanyl] formate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162027,40910-49-4,226.35,CCOC(C)OC(C)(CCC=C(C)C)C=C,"3-(1-ethoxyethoxy)-3,7-dimethylocta-1,6-diene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162030,magnolione,210.31,CCCCCC1C(CCC1=O)CC(=O)C,3-(2-oxopropyl)-2-pentylcyclopentan-1-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162053,"7-methoxy-3,7-dimethyloctan-2-ol",188.31,CC(CCCC(C)(C)OC)C(C)O,"7-methoxy-3,7-dimethyloctan-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162061,(methoxymethoxy)cyclododecane,228.37,COCOC1CCCCCCCCCCC1,methoxymethoxycyclododecane,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162184,63187-91-7,228.33,CC1CCC(C2(C1)OCC(O2)CO)C(C)C,"(9-methyl-6-propan-2-yl-1,4-dioxaspiro[4.5]decan-3-yl)methanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162239,propyl 2-methylbutanoate,144.21,CCCOC(=O)C(C)CC,propyl 2-methylbutanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162248,37172-02-4,224.34,CCC(C)C1CCCCC1(C=C)OC(=O)C,(2-butan-2-yl-1-ethenylcyclohexyl) acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162249,dihydrojasmonate,226.31,CCCCCCC1C(CCC1=O)C(=O)OC,methyl 2-hexyl-3-oxocyclopentane-1-carboxylate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162267,2-methyldodecanal,198.34,CCCCCCCCCCC(C)C=O,2-methyldodecanal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162268,5-cyclohexadecen-1-one,236.39,C1CCCCCC(=O)CCCC=CCCCC1,cyclohexadec-5-en-1-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
162275,methyl 2-[(phenylmethylene)amino]benzoate,239.27,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2,methyl 2-(benzylideneamino)benzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162292,1-(4-methylthiazol-5-yl)ethanone,141.19,CC1=C(SC=N1)C(=O)C,"1-(4-methyl-1,3-thiazol-5-yl)ethanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162293,"2,4-dimethyl-5-ethylthiazole",141.24,CCC1=C(N=C(S1)C)C,"5-ethyl-2,4-dimethyl-1,3-thiazole",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162294,"1,5-dimethylhex-5-enyl acetate",170.25,CC(CCCC(=C)C)OC(=O)C,6-methylhept-6-en-2-yl acetate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162309,38462-23-6,229.36,CC(=CCCC(=CCCC1=CC=NC=C1)C)C,"4-(4,8-dimethylnona-3,7-dienyl)pyridine",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162363,"cyclopentanone, 2-heptylidene-",180.29,CCCCCCC=C1CCCC1=O,2-heptylidenecyclopentan-1-one,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162392,9-decenal,154.25,C=CCCCCCCCC=O,dec-9-enal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162409,40203-73-4,140.18,COC(=O)C=C1CCCC1,methyl 2-cyclopentylideneacetate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162413,"acetic acid, isononyl ester",186.29,CC(C)CCCCCCOC(=O)C,7-methyloctyl acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162418,"4,8-dimethylnon-7-en-2-ol",170.29,CC(CCC=C(C)C)CC(C)O,"4,8-dimethylnon-7-en-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162452,ambrinol,194.31,CC1(CCC=C2C1CCC(C2)(C)O)C,"2,5,5-trimethyl-1,3,4,4a,6,7-hexahydronaphthalen-2-ol",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162458,methyl n-formylanthranilate,179.17,COC(=O)C1=CC=CC=C1NC=O,methyl 2-formamidobenzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162476,41610-76-8,212.28,CC(=O)OC(C)(CCC1C(O1)(C)C)C=C,"[5-(3,3-dimethyloxiran-2-yl)-3-methylpent-1-en-3-yl] acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162479,"3,7-dimethyloct-1-en-2-ol",156.26,CC(C)CCCC(C)C(=C)O,"3,7-dimethyloct-1-en-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162481,41724-19-0,178.27,CC1CC2C3CCC(C3)C2CC1=O,"5-methyltricyclo[6.2.1.02,7]undecan-4-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162493,(2-phenylethoxy)acetaldehyde,164.2,C1=CC=C(C=C1)CCOCC=O,2-(2-phenylethoxy)acetaldehyde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162500,"2-penten-1-ol, 1-acetate, (2z)-",128.17,CCC=CCOC(=O)C,pent-2-enyl acetate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162512,42370-07-0,166.26,CC(=O)C1C2CCC(C2)C1(C)C,"1-(3,3-dimethyl-2-bicyclo[2.2.1]heptanyl)ethanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162566,"2-octenal, 2-methyl-",140.22,CCCCCC=C(C)C=O,2-methyloct-2-enal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162595,50607-64-2,233.31,CCCC(C)C=NC1=CC=CC=C1C(=O)OC,methyl 2-(2-methylpentylideneamino)benzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162626,2-methylbutyl salicylate,208.25,CCC(C)COC(=O)C1=CC=CC=C1O,2-methylbutyl 2-hydroxybenzoate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162627,2-methylbutyl butyrate,158.24,CCCC(=O)OCC(C)CC,2-methylbutyl butanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163236,isobutyl beta-2-furylacrylate,194.23,CC(C)COC(=O)C=CC1=CC=CO1,2-methylpropyl 3-(furan-2-yl)prop-2-enoate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163259,68611-23-4,264.4,CCC(=O)CCC1C(=CCCC1(C)C)C.C#CCO,"prop-2-yn-1-ol;1-(2,6,6-trimethylcyclohex-2-en-1-yl)pentan-3-one",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163261,mono((acetyloxy)methyl)octanol acetate,244.33,CCCCCCCC(COC(=O)C)OC(=O)C,2-acetyloxynonyl acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163263,sclareol,308.5,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,"(1R,2R,4aS,8aS)-1-[(3R)-3-hydroxy-3-methylpent-4-enyl]-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163400,84029-93-6,228.37,CCOC(C)OC(C)(CCCC(C)C)C=C,"3-(1-ethoxyethoxy)-3,7-dimethyloct-1-ene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163414,"n,2-dimethyl-n-phenylbutanamide",191.27,CCC(C)C(=O)N(C)C1=CC=CC=C1,"N,2-dimethyl-N-phenylbutanamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163418,84681-92-5,182.3,CCC1(C2(CCCC1(CC2)C)C)O,"8-ethyl-1,5-dimethylbicyclo[3.2.1]octan-8-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163529,scentenal,194.27,COC1CC2CC1C3C2CC(C3)C=O,"8-methoxytricyclo[5.2.1.02,6]decane-4-carbaldehyde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163546,87641-24-5,182.26,CC1OCC2(CC3CCC2C3)CO1,"2-methylspiro[1,3-dioxane-5,2'-bicyclo[2.2.1]heptane]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163588,2-methylpentyl 2-methylvalerate,200.32,CCCC(C)COC(=O)C(C)CCC,2-methylpentyl 2-methylpentanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
163620,93981-50-1,214.3,CCOC(=O)OC1C(CCC(C1C)C)C,"ethyl (2,3,6-trimethylcyclohexyl) carbonate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164355,134123-93-6,187.28,CCC1=CC=C(C=C1)CC(C)(C)C#N,"3-(4-ethylphenyl)-2,2-dimethylpropanenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164422,2-t-butylcyclohexyloxy-2-butanol,228.37,CCC(COC1CCCCC1C(C)(C)C)O,1-(2-tert-butylcyclohexyl)oxybutan-2-ol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164547,but-2-enedioate,114.06,C(=CC(=O)[O-])C(=O)[O-],but-2-enedioate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164623,2-hydroxy-3-methylpentanoic acid,132.16,CCC(C)C(C(=O)O)O,2-hydroxy-3-methylpentanoic acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164652,etilefrine hydrochloride,217.69,CCNCC(C1=CC(=CC=C1)O)O.Cl,3-[2-(ethylamino)-1-hydroxyethyl]phenol;hydrochloride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164739,levonordefrin,183.2,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,"4-[(1R,2S)-2-amino-1-hydroxypropyl]benzene-1,2-diol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
164888,(+)-cis-verbenol,152.23,CC1=C[C@H]([C@@H]2C[C@H]1C2(C)C)O,"(1R,2R,5R)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165193,(s)-(-)-propranolol hydrochloride,295.8,CC(C)NC[C@@H](COC1=CC=CC2=CC=CC=C21)O.Cl,(2S)-1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol;hydrochloride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165224,4430-39-1,189.3,CSCCCCCCN=C=S,1-isothiocyanato-6-methylsulfanylhexane,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165266,myrtanal,152.237,CC1(C2CCC(C1C2)C=O)C,"6,6-dimethylbicyclo[3.1.1]heptane-2-carbaldehyde",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165337,2-methylpropanoate,87.1,CC(C)C(=O)[O-],2-methylpropanoate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165542,pridinol methanesulfonate,391.5,CS(=O)(=O)O.C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,"1,1-diphenyl-3-piperidin-1-ylpropan-1-ol;methanesulfonic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165675,(+)-menthol,156.26,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,"(1S,2R,5S)-5-methyl-2-propan-2-ylcyclohexan-1-ol",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
166220,72089-08-8,196.33,CC1=CCC(C1(C)C)CCC(C)CO,"2-methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)butan-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166222,72117-72-7,220.35,CCC(=O)C(=CC1C(=CCCC1(C)C)C)C,"2-methyl-1-(2,6,6-trimethylcyclohex-2-en-1-yl)pent-1-en-3-one",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166246,72175-33-8,208.25,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3,methyl 3-(2-bicyclo[2.2.1]hept-5-enyl)-3-methyloxirane-2-carboxylate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166257,72214-23-4,196.29,CC(=CCCC(C)(C)OC(=O)C)C=C,"2,6-dimethylocta-5,7-dien-2-yl acetate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166302,prenyl senecioate,168.23,CC(=CCOC(=O)C=C(C)C)C,3-methylbut-2-enyl 3-methylbut-2-enoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166341,(decyloxy)acetaldehyde,200.32,CCCCCCCCCCOCC=O,2-decoxyacetaldehyde,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166343,methyl 2-(nonylideneamino)benzoate,275.4,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC,methyl 2-(nonylideneamino)benzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166354,72927-84-5,285.29,COC1=C(C=CC(=C1)C=NC2=CC=CC=C2C(=O)OC)O,methyl 2-[(4-hydroxy-3-methoxyphenyl)methylideneamino]benzoate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166364,72928-14-4,222.32,CC1=CCCC(C1)C(=O)CC(=O)CC(C)C,"5-methyl-1-(3-methylcyclohex-3-en-1-yl)hexane-1,3-dione",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166371,decyl isovalerate,242.4,CCCCCCCCCCOC(=O)CC(C)C,decyl 3-methylbutanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166374,"1,2,3,4,5,6,7,8-octahydro-8,8-dimethyl-2-naphthonitrile",189.3,CC1(CCCC2=C1CC(CC2)C#N)C,"8,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalene-2-carbonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166406,3-dodecyldihydrofuran-2(3h)-one,254.41,CCCCCCCCCCCCC1CCOC1=O,3-dodecyloxolan-2-one,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166450,buccoxime,167.25,CC12CCCC(C1=NO)(CC2)C,"N-(1,5-dimethyl-8-bicyclo[3.2.1]octanylidene)hydroxylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166504,78649-62-4,184.27,CCCCC1COC2(O1)CCCC2,"3-butyl-1,4-dioxaspiro[4.4]nonane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166517,79915-74-5,224.25,CC(C)OCCOC(=O)C1=CC=CC=C1O,2-propan-2-yloxyethyl 2-hydroxybenzoate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166523,"5-methyl-2-(1-methylbutyl)-5-propyl-1,3-dioxane",214.34,CCCC(C)C1OCC(CO1)(C)CCC,"5-methyl-2-pentan-2-yl-5-propyl-1,3-dioxane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
166527,80858-47-5,204.31,C1CCC(CC1)OCCC2=CC=CC=C2,2-cyclohexyloxyethylbenzene,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167606,"ethanamine, conjugate acid",46.09,[H+].CCN,ethanamine;hydron,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167656,ac1l50cn,102.2,[H+].CCN(CC)CC,"N,N-diethylethanamine;hydron",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167812,curcumenol,234.33,C[C@H]1CC[C@@H]2[C@]13CC(=C(C)C)[C@](O3)(C=C2C)O,"(1S,2S,5S,8R)-2,6-dimethyl-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167980,urapidil hydrochloride,423.9,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,"6-[3-[4-(2-methoxyphenyl)piperazin-1-yl]propylamino]-1,3-dimethylpyrimidine-2,4-dione;hydrochloride",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168696,ctk5c0629,206.32,CCC(=O)C=CC1C(=C)CCCC1(C)C,"1-(2,2-dimethyl-6-methylidenecyclohexyl)pent-1-en-3-one",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168965,cyclohexanecarboxylate,127.16,C1CCC(CC1)C(=O)[O-],cyclohexanecarboxylate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168993,pizotifen malate,429.5,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(C(C(=O)O)O)C(=O)O,"2-hydroxybutanedioic acid;1-methyl-4-(6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-2-ylidene)piperidine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169068,ethylhexanediol,146.23,CCCCCC(CC)(O)O,"octane-3,3-diol",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169110,2-acetyl-2-thiazoline,129.18,CC(=O)C1=NCCS1,"1-(4,5-dihydro-1,3-thiazol-2-yl)ethanone",0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
169211,30897-75-7,164.24,CC1(C2CC=C(C1C2)CC=O)C,"2-(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)acetaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169223,isobutyl nonanoate,214.34,CCCCCCCCC(=O)OCC(C)C,2-methylpropyl nonanoate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169321,isooctyl acetate,172.26,CC(C)CCCCCOC(=O)C,6-methylheptyl acetate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169563,2-hydroxy-2-phenylacetaldehyde,136.15,C1=CC=C(C=C1)C(C=O)O,2-hydroxy-2-phenylacetaldehyde,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169665,7-methyloctanal,142.24,CC(C)CCCCCC=O,7-methyloctanal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169812,36779-84-7,210.36,CC(C)C1CCC(CC1)CC(C)C(=O)C,3-methyl-4-(4-propan-2-ylcyclohexyl)butan-2-one,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169818,"2,6-dimethylhept-6-en-1-ol",142.24,CC(CCCC(=C)C)CO,"2,6-dimethylhept-6-en-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169830,5-ethylthiophene-2-carbaldehyde,140.2,CCC1=CC=C(S1)C=O,5-ethylthiophene-2-carbaldehyde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170239,linalyl mercaptan,170.32,CC(=CCCC(C)(C=C)S)C,"3,7-dimethylocta-1,6-diene-3-thiol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170284,"3,7-dimethyloctanenitrile",153.26,CC(C)CCCC(C)CC#N,"3,7-dimethyloctanenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170344,etifenin,322.36,CCC1=C(C(=CC=C1)CC)NC(=O)CN(CC(=O)O)CC(=O)O,"2-[carboxymethyl-[2-(2,6-diethylanilino)-2-oxoethyl]amino]acetic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170367,aceclidine hydrochloride,205.68,CC(=O)OC1CN2CCC1CC2.Cl,1-azabicyclo[2.2.2]octan-3-yl acetate;hydrochloride,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170623,hexyl tetradecanoate,312.5,CCCCCCCCCCCCCC(=O)OCCCCCC,hexyl tetradecanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170687,42824-62-4,210.36,C1CCCCCC2COCC2CCCC1,"1,3,3a,4,5,6,7,8,9,10,11,12,13,13a-tetradecahydrocyclododeca[c]furan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170755,decyl mercaptoacetate,232.38,CCCCCCCCCCOC(=O)CS,decyl 2-sulfanylacetate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170833,isopulegol,154.25,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,"(1R,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
170948,propylene glycol dibutyrate,216.27,CCCC(=O)OCC(C)OC(=O)CCC,2-butanoyloxypropyl butanoate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170977,1-decen-3-ol,156.26,CCCCCCCC(C=C)O,dec-1-en-3-ol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
