essential_oil,smiles
"Pennyroyal oil, American",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pennyroyal oil, American",CC1(C)C2CCC(=C)C1C2
"Pennyroyal oil, American",CC(C)=CCCC(=C)C=C
"Pennyroyal oil, Europe",C[C@@H]1CCC(=C(C)C)C(=O)C1
"Pennyroyal oil, Europe",CC(C)C1CCC(C)CC1=O
"Pennyroyal oil, Europe",CC(C)C1CCC(C)CC1=O
"Pennyroyal oil, Europe",CC1CCC(C(C)=C)C(=O)C1
"Pennyroyal oil, Europe",CC1=CC[C@@H](CC1)C(C)(C)O
"Pennyroyal oil, Europe",CC1=CCC2CC1C2(C)C
"Pennyroyal oil, Europe",CC1(C)C2CCC(=C)C1C2
"Pennyroyal oil, Europe",CC(C)=CCCC(C)(O)C=C
"Pennyroyal oil, Europe",CC(=C)[C@H]1CCC(=CC1)C
"Pepper, black, oil",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pepper, black, oil",CC(=C)[C@@H]1CCC(=CC1)C
"Pepper, black, oil",CC1=CCC2C(C1)C2(C)C
"Pepper, black, oil",CC1=CCC2CC1C2(C)C
"Pepper, black, oil",CC1(C)C2CCC(=C)C1C2
"Pepper, black, oil",CC(C)=CCCC(=C)C=C
"Pepper, black, oil",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Pepper, black, oil",CC(C)=CC\C=C(/C)C1CCC(=CC1)C
"Pepper, black, oil",CC(C)=C1CCC(=CC1)C
"Pepper, black, oil",CC(C)=CCCC(C)(O)C=C
"Pepper, black, oleoresin",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pepper, black, oleoresin",CC1=CCC2C(C1)C2(C)C
"Pepper, black, oleoresin",CC(=C)[C@@H]1CCC(=CC1)C
"Pepper, black, oleoresin",CC1(C)C2CCC(=C)C1C2
"Pepper, black, oleoresin",CC1=CCC2CC1C2(C)C
"Pepper, black, oleoresin",CC(C)=CC\C=C(/C)C1CCC(=CC1)C
"Pepper, black, oleoresin",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Pepper, black, oleoresin",CC(C)=C1CCC(=CC1)C
"Pepper, black, oleoresin",CC(C)=CCCC(C)(O)C=C
Peppermint oil,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
Peppermint oil,CC(C)[C@@H]1CC[C@@H](C)CC1=O
Peppermint oil,CC(C)C1CCC(C)CC1OC(C)=O
Peppermint oil,C[C@@H]1CCc2c(C)coc2C1
Peppermint oil,CC(C)C1CCC(C)CC1=O
Peppermint oil,CC(=C)[C@H]1CCC(=CC1)C
Peppermint oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Peppermint oil,C[C@@H]1CCC(=C(C)C)C(=O)C1
Peppermint oil,CC1(C)C2CCC(=C)C1C2
Peppermint oil,CC1=CCC2CC1C2(C)C
Peppermint oil,CC(C)=CCCC(C)(O)C=C
Peppermint oil,CC1(C)C2CCC(C2)C1=C
Peppermint oil,CC(C)=CC/C=C(/C)C=C
Peppermint oil,CC(C)=CCCC(=C)C=C
Peppermint oil,CC(=C)C1CC=C(C)C(=O)C1
Peppermint oil,CCCC/C=C/CCO
Peppermint oil,CC(C)=C1CCC(=CC1)C
Peppermint oil,CC(C)=CC\C=C(/C)C=C
"Peppermint oil, terpeneless",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
"Peppermint oil, terpeneless",CC(C)[C@@H]1CC[C@@H](C)CC1=O
"Peppermint oil, terpeneless",CC(C)C1CCC(C)CC1OC(C)=O
"Peppermint oil, terpeneless",C[C@@H]1CCc2c(C)coc2C1
"Peppermint oil, terpeneless",CC(C)C1CCC(C)CC1=O
"Peppermint oil, terpeneless",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Peppermint oil, terpeneless",C[C@@H]1CCC(=C(C)C)C(=O)C1
"Peppermint oil, terpeneless",CC(=C)C1CC=C(C)C(=O)C1
Perilla oil,CC(=C)C1CCC(=CC1)C=O
Perilla oil,CC(=C)[C@H]1CCC(=CC1)C
Perilla oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Perilla oil,CC1=CCC2CC1C2(C)C
Perilla oil,CC(C)=CCCC(C)(O)C=C
Perilla oil,CC1(C)C2CCC(C2)C1=C
Perilla oil,CC1(C)C2CCC(=C)C1C2
Petitgrain bergamot oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Petitgrain bergamot oil,CC(C)=CCCC(C)(O)C=C
Petitgrain bergamot oil,CC(=C)[C@H]1CCC(=CC1)C
Petitgrain bergamot oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Petitgrain bergamot oil,CC1=CC[C@@H](CC1)C(C)(C)O
Petitgrain bergamot oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Petitgrain bergamot oil,CC(C)=CCCC(=C)C=C
Petitgrain bergamot oil,CC1(C)C2CCC(=C)C1C2
Petitgrain bergamot oil,CC(C)=CC\C=C(/C)C=C
Petitgrain bergamot oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Petitgrain bergamot oil,CC(C)=CCC\C(C)=C/CO
Petitgrain bergamot oil,CC(C)=CC/C=C(/C)C=C
Petitgrain bergamot oil,C[C@@H](CCO)CCC=C(C)C
Petitgrain bergamot oil,CC(C)=CCC\C(C)=C\C=O
Petitgrain bergamot oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Petitgrain bergamot oil,CC(C)=C1CCC(=CC1)C
Petitgrain bergamot oil,CC1=CCC2CC1C2(C)C
Petitgrain bergamot oil,CC(C)=CCC\C(C)=C\CO
Petitgrain bergamot oil,CC(C)=CCC\C(C)=C/C=O
Petitgrain bigarade oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Petitgrain bigarade oil,CC(C)=CCCC(C)(O)C=C
Petitgrain bigarade oil,CC1=CC[C@@H](CC1)C(C)(C)O
Petitgrain bigarade oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Petitgrain bigarade oil,CC(=C)[C@H]1CCC(=CC1)C
Petitgrain bigarade oil,CC(C)=CCC\C(C)=C\CO
Petitgrain bigarade oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Petitgrain bigarade oil,CC(C)=CCCC(=C)C=C
Petitgrain bigarade oil,CC1(C)C2CCC(=C)C1C2
Petitgrain bigarade oil,CC(C)=CC\C=C(/C)C=C
Petitgrain bigarade oil,CC(C)=CCC\C(C)=C/CO
Petitgrain bigarade oil,CC1=CCC2C(C1)C2(C)C
Petitgrain bigarade oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Petitgrain bigarade oil,CC(C)=CC/C=C(/C)C=C
Petitgrain bigarade oil,CC(C)=CCC\C(C)=C\C=O
Petitgrain bigarade oil,CC(C)=CCC\C(C)=C/C=O
Petitgrain bigarade oil,CC(C)=C1CCC(=CC1)C
Petitgrain bigarade oil,CC1=CCC2CC1C2(C)C
Petitgrain lemon oil,CC(=C)[C@H]1CCC(=CC1)C
Petitgrain lemon oil,CC1(C)C2CCC(=C)C1C2
Petitgrain lemon oil,CC(C)=CCC\C(C)=C\C=O
Petitgrain lemon oil,CC(C)=CCC\C(C)=C/C=O
Petitgrain lemon oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Petitgrain lemon oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Petitgrain lemon oil,CC(C)=CCC\C(C)=C/CO
Petitgrain lemon oil,CC(C)=CC\C=C(/C)C=C
Petitgrain lemon oil,CC(C)=CCC\C(C)=C\CO
Petitgrain lemon oil,CC(C)=CCCC(C)(O)C=C
Petitgrain lemon oil,CC(C)=CCCC(=C)C=C
Petitgrain lemon oil,CC(C)=CCCC(C)=O
Petitgrain lemon oil,CC1=CCC2CC1C2(C)C
Petitgrain lemon oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Petitgrain lemon oil,C[C@H](CCC=C(C)C)CC=O
Petitgrain lemon oil,CC1=CCC2C(C1)C2(C)C
Petitgrain lemon oil,CC(C)=CCCC(C)(OC(C)=O)C=C
Petitgrain lemon oil,CC(C)=CCC\C(C)=C/1CCC(=CC1)C
Petitgrain lemon oil,CC(C)=C1CCC(=CC1)C
Petitgrain mandarin oil,CNc1ccccc1C(=O)OC
Petitgrain mandarin oil,CC(C)C1=CCC(=CC1)C
Petitgrain mandarin oil,CC(=C)[C@H]1CCC(=CC1)C
Petitgrain mandarin oil,CC(C)c1ccc(C)cc1
Petitgrain mandarin oil,CC1(C)C2CCC(=C)C1C2
Petitgrain mandarin oil,CC1=CCC2CC1C2(C)C
Petitgrain mandarin oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Petitgrain mandarin oil,CC(C)=C1CCC(=CC1)C
Petitgrain mandarin oil,CC(C)=CCCC(C)(O)C=C
Petitgrain mandarin oil,CC(C)=CCCC(=C)C=C
Petitgrain mandarin oil,CC(C)c1ccc(C)cc1O
"Petitgrain oil terpeneless, Paraguay",CC(C)=CCCC(C)(OC(C)=O)C=C
"Petitgrain oil terpeneless, Paraguay",CC(C)=CCCC(C)(O)C=C
"Petitgrain oil terpeneless, Paraguay",CC1=CC[C@@H](CC1)C(C)(C)O
"Petitgrain oil terpeneless, Paraguay",CC(=O)OC/C=C(C)/CCC=C(C)C
"Petitgrain oil terpeneless, Paraguay",CC(C)=CCC\C(C)=C\CO
"Petitgrain oil terpeneless, Paraguay",CC(=O)OC\C=C(C)/CCC=C(C)C
"Petitgrain oil terpeneless, Paraguay",CC(C)=CCC\C(C)=C/CO
"Petitgrain oil terpeneless, Paraguay",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Petitgrain oil terpeneless, Paraguay",CC(C)=C1CCC(=CC1)C
"Petitgrain oil terpenes, Paraguay",CC(C)=CCCC(C)(O)C=C
"Petitgrain oil terpenes, Paraguay",CC(C)=CC\C=C(/C)C=C
"Petitgrain oil terpenes, Paraguay",CC(C)=CCCC(=C)C=C
"Petitgrain oil terpenes, Paraguay",CC1(C)C2CCC(=C)C1C2
"Petitgrain oil terpenes, Paraguay",CC(=C)[C@H]1CCC(=CC1)C
"Petitgrain oil terpenes, Paraguay",CC(C)=CCCC(C)(OC(C)=O)C=C
"Petitgrain oil terpenes, Paraguay",CC(C)=CCC\C(C)=C\CO
"Petitgrain oil terpenes, Paraguay",CC(=O)OC/C=C(C)/CCC=C(C)C
"Petitgrain oil terpenes, Paraguay",CC(C)=CC/C=C(/C)C=C
"Petitgrain oil terpenes, Paraguay",CC(C)=CCC\C(C)=C/CO
"Petitgrain oil terpenes, Paraguay",CC1=CCC2CC1C2(C)C
"Petitgrain oil terpenes, Paraguay",CC(=O)OC\C=C(C)/CCC=C(C)C
"Petitgrain oil terpenes, Paraguay",CC(C)=C1CCC(=CC1)C
"Petitgrain oil terpenes, Paraguay",CC1=CCC2C(C1)C2(C)C
"Petitgrain oil, Paraguay",CC(C)=CCCC(C)(OC(C)=O)C=C
"Petitgrain oil, Paraguay",CC(C)=CCCC(C)(O)C=C
"Petitgrain oil, Paraguay",CC1=CC[C@@H](CC1)C(C)(C)O
"Petitgrain oil, Paraguay",CC(=O)OC/C=C(C)/CCC=C(C)C
"Petitgrain oil, Paraguay",CC(C)=CCC\C(C)=C\CO
"Petitgrain oil, Paraguay",CC(C)=CC\C=C(/C)C=C
"Petitgrain oil, Paraguay",CC(C)=CCCC(=C)C=C
"Petitgrain oil, Paraguay",CC(=O)OC\C=C(C)/CCC=C(C)C
"Petitgrain oil, Paraguay",CC1(C)C2CCC(=C)C1C2
"Petitgrain oil, Paraguay",CC(C)=CCC\C(C)=C/CO
"Petitgrain oil, Paraguay",CC(=C)[C@H]1CCC(=CC1)C
"Petitgrain oil, Paraguay",CC(C)=CC/C=C(/C)C=C
"Petitgrain oil, Paraguay",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Petitgrain oil, Paraguay",CC(C)=C1CCC(=CC1)C
"Petitgrain oil, Paraguay",CC1=CCC2C(C1)C2(C)C
"Petitgrain oil, Paraguay",CC(C)=CCC\C(C)=C\C=O
"Petitgrain oil, Paraguay",CC1=CCC2CC1C2(C)C
"Petitgrain oil, Paraguay",CC(C)=CCC\C(C)=C/C=O
Pimenta leaf oil,COc1cc(CC=C)ccc1O
Pimenta leaf oil,COc1ccc(CC=C)cc1OC
Pimenta leaf oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Pimenta leaf oil,CC(C)c1ccc(C)cc1
Pimenta leaf oil,CC(C)=C1CCC(=CC1)C
Pimenta leaf oil,CC1=CCC2CC1C2(C)C
Pimenta leaf oil,CC(C)=CCCC(=C)C=C
Pimenta leaf oil,CC(=C)[C@H]1CCC(=CC1)C
Pimenta leaf oil,CC(C)=CC\C=C(/C)C=C
Pine needle oil,CC(=C)[C@H]1CCC(=CC1)C
Pine needle oil,CC1=CCC2CC1C2(C)C
Pine needle oil,CC1(C)C2CCC(C2)C1=C
Pine needle oil,CC1(C)C2CCC(=C)C1C2
Pine needle oil,CC(=O)OC1CC2CCC1(C)C2(C)C
Pine needle oil,CC1=CC[C@@H](CC1)C(C)(C)O
Pine needle oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Pine needle oil,CC1(C)C2CCC1(C)C(O)C2
Pine needle oil,CC(C)=CCCC(=C)C=C
Pine needle oil,CC1(C)CCCC2(C)C3CCC(C13)C2=C
Pine needle oil,CC(C)=C1CCC(=CC1)C
Pine needle oil,CC(C)=CCCC(C)(O)C=C
Pine needle oil,CC1=CCC2C(C1)C2(C)C
"Pine needle, dwarf, oil",CC1=CCC2CC1C2(C)C
"Pine needle, dwarf, oil",CC(=C)[C@H]1CCC(=CC1)C
"Pine needle, dwarf, oil",CC1=CCC2C(C1)C2(C)C
"Pine needle, dwarf, oil",CC1(C)C2CCC(=C)C1C2
"Pine needle, dwarf, oil",CC1(C)C2CCC(C2)C1=C
"Pine needle, dwarf, oil",CC(C)=CCCC(=C)C=C
"Pine needle, dwarf, oil",CC(C)=C1CCC(=CC1)C
"Pine needle, dwarf, oil",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pine needle, dwarf, oil",CC(=O)OC1CC2CCC1(C)C2(C)C
"Pine needle, dwarf, oil",C[C@@H]1CC[C@H]2C(C)(C)C3C[C@@]12CC=C3C
"Pine needle, dwarf, oil",CC(C)=CC\C=C(/C)C=C
"Pine needle, dwarf, oil",CC(C)=CCCC(C)(O)C=C
"Pine needle, dwarf, oil",CC1(C)CCCC2(C)C3CCC(C13)C2=C
"Pine needle, dwarf, oil",CC(C)=CC/C=C(/C)C=C
"Pine scotch, oil",CC1=CCC2CC1C2(C)C
"Pine scotch, oil",CC1=CCC2C(C1)C2(C)C
"Pine scotch, oil",CC(=C)[C@H]1CCC(=CC1)C
"Pine scotch, oil",CC(=O)OC1CC2CCC1(C)C2(C)C
"Pine scotch, oil",CC1(C)C2CCC(=C)C1C2
"Pine scotch, oil",CC1(C)C2CCC(C2)C1=C
"Pine scotch, oil",CC(C)=CCCC(=C)C=C
"Pine scotch, oil",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pine scotch, oil",CC(C)c1ccc(C)cc1
"Pine scotch, oil",CC(C)[C@H]1CC=C(C)C=C1
"Pine scotch, oil",CC1(C)C2CCC1(C)C(O)C2
"Pine scotch, oil",CC(C)=CCCC(C)(O)C=C
"Pine scotch, oil",CC(C)=C1CCC(=CC1)C
Pine tar oil,CC(=C)C1CCC(=CC1)C
Pine tar oil,CC(=O)OC1CC2CCC1(C)C2(C)C
Pine tar oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Pine tar oil,CC(C)c1ccc(C)cc1
"Pine, extract",CC(=C)C1CCC(=CC1)C
"Pine, extract",CC(=O)OC1CC2CCC1(C)C2(C)C
"Pine, extract",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pine, extract",CC(C)c1ccc(C)cc1
"Pine, Pinus pinaster, extract",CC(=C)[C@H]1CCC(=CC1)C
"Pine, Pinus pinaster, extract",CC(=O)OC1CC2CCC1(C)C2(C)C
"Pine, Pinus pinaster, extract",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Pine, Pinus pinaster, extract",CC(C)c1ccc(C)cc1
Pinus nigra oil,CC1=CCC2CC1C2(C)C
Pinus nigra oil,CC(=C)[C@H]1CCC(=CC1)C
Pinus nigra oil,CC1(C)C2CCC(=C)C1C2
Pinus nigra oil,CC1(C)C2CCC(C2)C1=C
Ravensara aromatica oil,CC(=C)[C@H]1CCC(=CC1)C
Ravensara aromatica oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ravensara aromatica oil,COc1ccc(CC=C)cc1
Ravensara aromatica oil,CC(C)=CCCC(=C)C=C
Ravensara aromatica oil,CC1=CCC2C(C1)C2(C)C
Ravensara aromatica oil,CC1=CCC2CC1C2(C)C
Ravensara aromatica oil,CC(C)C1(O)CCC(=CC1)C
Ravensara aromatica oil,CC(C)C1=CC=C(C)CC1
Ravensara aromatica oil,CC(C)=CCCC(C)(O)C=C
Ravensara aromatica oil,CC1(C)C2CCC(=C)C1C2
Ravensara aromatica oil,CC(C)C1=CCC(=CC1)C
Ravensara aromatica oil,CC(C)[C@H]1CC=C(C)C=C1
Ravensara aromatica oil,CC1(C)C2CCC(C2)C1=C
Ravensara aromatica oil,CC(C)c1ccc(C)cc1
Ravensara aromatica oil,CC(C)=CC/C=C(/C)C=C
Ravensara aromatica oil,CC(C)=C1CCC(=CC1)C
Ravensara aromatica oil,CC(C)=CC\C=C(/C)C=C
Rose absolute,OCCc1ccccc1
Rose absolute,C[C@@H](CCO)CCC=C(C)C
Rose absolute,CC(=O)OCCc1ccccc1
Rose absolute,CC(C)=CCC\C(C)=C\CO
Rose absolute,COc1cc(CC=C)ccc1O
Rose absolute,CC(C)=CCC\C(C)=C/CO
Rose absolute,COc1ccc(CC=C)cc1OC
Rose absolute,CC(C)=CCCC(=C)C=C
Rose absolute,CC1=CCC2CC1C2(C)C
Rose absolute,CC(=C)C1CCC(=CC1)C
Rose absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Rose absolute,CC(C)=CCCC(C)(O)C=C
Rose absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Rose absolute,OCCc1ccccc1
Rose absolute,C[C@@H](CCO)CCC=C(C)C
Rose absolute,CC(=O)OCCc1ccccc1
Rose absolute,CC(C)=CCC\C(C)=C\CO
Rose absolute,COc1cc(CC=C)ccc1O
Rose absolute,CC(C)=CCC\C(C)=C/CO
Rose absolute,COc1ccc(CC=C)cc1OC
Rose absolute,CC(C)=CCCC(=C)C=C
Rose absolute,CC1=CCC2CC1C2(C)C
Rose absolute,CC(=C)C1CCC(=CC1)C
Rose absolute,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Rose absolute,CC(C)=CCCC(C)(O)C=C
Rose absolute,CC(=O)OC/C=C(C)/CCC=C(C)C
Rose oil,C[C@@H](CCO)CCC=C(C)C
Rose oil,CC(C)=CCC\C(C)=C\CO
Rose oil,CC(C)=CCC\C(C)=C/CO
Rose oil,CC(C)=CCCC(C)(O)C=C
Rose oil,COc1ccc(CC=C)cc1OC
Rose oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Rose oil,OCCc1ccccc1
Rose oil,COc1cc(CC=C)ccc1O
Rose oil,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Rose oil,CC(=O)OCCc1ccccc1
Rose oil,CC(C)=CCC\C(C)=C\C=O
Rose oil,CC1=CCC2CC1C2(C)C
Rose oil,CC(C)=CCC\C(C)=C/C=O
Rose oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Rose oil,CC(C)=CCCC(=C)C=C
Rose oil,CC(=O)OC\C=C(C)/CCC=C(C)C
Rose oil,CC1(C)C2CCC(C2)C1=C
Rosemary oil,CC1=CCC2CC1C2(C)C
Rosemary oil,CC1(C)C2CCC1(C)C(=O)C2
Rosemary oil,CC1(C)C2CCC(=C)C1C2
Rosemary oil,CC1(C)C2CCC(C2)C1=C
Rosemary oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Rosemary oil,CC(=C)[C@H]1CCC(=CC1)C
Rosemary oil,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2
Rosemary oil,CC1=CC[C@@H](CC1)C(C)(C)O
Rosemary oil,CC(C)=CCCC(=C)C=C
Rosemary oil,CC(C)c1ccc(C)cc1
Rosemary oil,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
Rosemary oil,CC(C)=CCCC(C)(O)C=C
Rosemary oil,CC1=CCC2C(C1)C2(C)C
Rosemary oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Rosemary oil,CC(C)=C1CCC(=CC1)C
Rosemary oil,CC(C)=CC\C=C(/C)C=C
Rosemary oil,CCCCCC(O)C=C
Rosemary oil,CC(C)=CC/C=C(/C)C=C
Rosemary oil,COc1ccc(CC=C)cc1OC
Rosemary oleoresin,CC1=CCC2CC1C2(C)C
Rosemary oleoresin,CC1(C)C2CCC1(C)C(=O)C2
Rosemary oleoresin,CC1(C)C2CCC(=C)C1C2
Rosemary oleoresin,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Rosemary oleoresin,CC1(C)C2CCC(C2)C1=C
Rosemary oleoresin,CC(=C)[C@H]1CCC(=CC1)C
Rosemary oleoresin,CC(C)=CCCC(=C)C=C
Rosemary oleoresin,CC(C)=CCCC(C)(O)C=C
Rosewood oil,CC(C)=CCCC(C)(O)C=C
Rosewood oil,CC1=CC[C@@H](CC1)C(C)(C)O
Rosewood oil,CC(C)(O)C1CCC(C)(O1)C=C
Rosewood oil,CC(C)=CCC\C(C)=C\CO
Rosewood oil,CC(=C)C1CCC(=CC1)C
Rosewood oil,CC1=CCC2CC1C2(C)C
Rosewood oil,CC(C)=C1CCC(=CC1)C
Rosewood oil,CC(C)=CCC\C(C)=C/CO
Rosewood oil,CC(C)=CCCC(=C)C=C
Rosewood oil,CC1(C)C2CCC(=C)C1C2
Rosewood oil,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Rue oil,CCCCCCCC(C)=O
Rue oil,CCCCCCCCCC(C)=O
Rue oil,CCCCCCCCCOC(C)=O
Rue oil,CCCCCCCCCC(C)O
Rue oil,CC(=C)[C@H]1CCC(=CC1)C
Rue oil,CC(C)=CCCC(C)(O)C=C
Rue oil,CC1=CCC2CC1C2(C)C
Rum ether,CCOC(C)=O
Rum ether,CCOC=O
Rum ether,CC(O)=O
Rum ether,CC=O
Rum ether,CCC(O)=O
Rum ether,O=Cc1occc1
Sage Dalmatian oil,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
Sage Dalmatian oil,CC1(C)C2CCC1(C)C(=O)C2
Sage Dalmatian oil,CC(C)[C@@]12C[C@H]1[C@H](C)C(=O)C2
Sage Dalmatian oil,CC1(C)C2CCC(C2)C1=C
Sage Dalmatian oil,CC1=CCC2CC1C2(C)C
Sage Dalmatian oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Sage Dalmatian oil,CC1(C)C2CCC(=C)C1C2
Sage Dalmatian oil,CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2
Sage Dalmatian oil,CC(=C)[C@H]1CCC(=CC1)C
Sage Dalmatian oil,CC(C)C1(O)CCC(=CC1)C
Sage Dalmatian oil,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
Sage Dalmatian oil,CC(C)=CCCC(=C)C=C
Sage Dalmatian oil,CC(C)c1ccc(C)cc1
Sage Dalmatian oil,CC(C)=CCCC(C)(O)C=C
Sage Dalmatian oil,CC(C)=CC/C=C(/C)C=C
Sage Dalmatian oil,CC(C)=C1CCC(=CC1)C
Sage Dalmatian oil,CC(C)=CC\C=C(/C)C=C
Sage Dalmatian oil,CCCCCC(O)C=C
"Sage oil, Spanish",CC1(C)C2CCC1(C)C(=O)C2
"Sage oil, Spanish",CC1=CCC2CC1C2(C)C
"Sage oil, Spanish",CC1(C)C2CCC(C2)C1=C
"Sage oil, Spanish",CC1(C)C2CCC(=C)C1C2
"Sage oil, Spanish",CC(C)=CCCC(=C)C=C
"Sage oil, Spanish",CC(=C)[C@H]1CCC(=CC1)C
"Sage oil, Spanish",CC1(C)C2CCC1(C)C(O)C2
"Sage oil, Spanish",CC(=O)OC1CC2CCC1(C)C2(C)C
"Sage oil, Spanish",CC(C)c1ccc(C)cc1
"Sage oil, Spanish",CC1=CC[C@@H](CC1)C(C)(C)O
"Sage oil, Spanish",CC(=O)OC(C)(C)C1CCC(=CC1)C
"Sage oil, Spanish",CC(C)=CCCC(C)(O)C=C
"Sage oil, Spanish",C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
"Sage oil, Spanish",CC(C)=CCCC(C)(OC(C)=O)C=C
"Sage oil, Spanish",CC(C)=CC/C=C(/C)C=C
"Sage oil, Spanish",CC(C)=C1CCC(=CC1)C
"Sage oil, Spanish",CC(C)=CC\C=C(/C)C=C
Sandalwood oil,CC(/CO)=C/CCC1(C)C2CC3C(C2)C13C
Sandalwood oil,CC(/CO)=C/CCC1(C)C2CCC(C2)C1=C
Sandalwood oil,CC(/CO)=C\CC[C@]1(C)[C@H]2CC[C@H](C2)C1=C
Sandalwood oil,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Sandalwood oil,CC(C)=CC\C=C(/C)C1CCC(=CC1)C
Sandalwood oil,CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
"Sandalwood oil, Australian",CC(/CO)=C/CCC1(C)C2CC3C(C2)C13C
"Sandalwood oil, Australian",CC(/CO)=C/CCC1(C)C2CCC(C2)C1=C
"Sandalwood oil, Australian",CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
"Sandalwood oil, Australian",CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
"Sandalwood oil, Australian",CC(/CO)=C\CC[C@]1(C)[C@H]2CC[C@H](C2)C1=C
"Sandalwood oil, Australian",CC(C)=CCCC(=C)[C@@H]1CCC(=CC1)C
Sassafras oil,C=CCc1ccc2OCOc2c1
Sassafras oil,COc1cc(CC=C)ccc1O
Sassafras oil,COc1ccc(CC=C)cc1OC
Sassafras oil,CC1(C)C2CCC(C2)C1=C
Sassafras oil,CC1=CCC2CC1C2(C)C
Sassafras oil,CC(=C)C1CCC(=CC1)C
Sassafras oil,CC1(C)C2CCC(=C)C1C2
Savory summer oil,CC(C)C1=CCC(=CC1)C
Savory summer oil,CC(C)c1ccc(C)c(O)c1
Savory summer oil,CC(C)c1ccc(C)cc1
Savory summer oil,CC(C)C1=CC=C(C)CC1
Savory summer oil,CC(C)=CCCC(=C)C=C
Savory summer oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Savory summer oil,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
Savory summer oil,CC(C)[C@H]1CC=C(C)C=C1
Savory summer oil,CC(=C)[C@H]1CCC(=CC1)C
Savory summer oil,CCCCCC(O)C=C
Savory summer oil,CC(C)=CCCC(C)(O)C=C
Savory summer oil,CC(C)c1ccc(C)cc1O
Savory summer oil,CC1(C)C2CCC(C2)C1=C
Savory summer oil,CC(C)=C1CCC(=CC1)C
