Stimulus,Odor Percepts,Odor Modifiers,Flavor Percepts,Flavor Modifiers
7848,characteristic;offensive;cabbage,,onion;cabbage;natural;sweet;gassy,
7852,ammonia,strong,ammonia,
7858,mustard;pungent,,mustard;pungent,
7888,,,melon;floral;waxy;green;tropical;sweet;lily,
7894,,,ammonia;unpleasant,
7895,characteristic;acetone,,woody;pungent;potato;ether;ethereal;fruity;sweet;wine;banana;alcohol;fishy,
7896,odorless,,odorless;bitter,
7909,ketonic;camphor;pleasant,faint,green;herbal;fruity;solvent;spicy;dairy,sharp
7915,ester;pleasant;fruity;sweet;aromatic;hedonic;unpleasant,,ethereal;fruity;sweet;banana;chemical,
7916,,,grape;ethereal;fruity;sweet;skin;acetic;berry,
7918,vinegar;acetic;pungent,strong,vinegar,sharp
7921,,,woody;cocoa;herbal;sweet;warm;tobacco,
7929,sweet;aromatic,,plastic,
7936,,,green,
7937,pyridine;peppermint,,bread;woody;savory;nutty;cocoa;amine;oil,
7938,,,green;nutty;cocoa;roasted;beef;coffee,
7943,,,fruity,
7945,,,pineapple;tutti frutti;fruity;sweet;apple;sour,
7947,sweet;aromatic;distinctive;peculiar,,,
7957,,,fresh;green;ethereal;yeast;fermented,mild
7958,sweet;peppermint,mild,pineapple;metallic;green;fruity;banana,
7962,benzene,faint,,
7964,benzene;characteristic;amine;almond;aromatic;unpleasant,mild;penetrating;weak;faint,,
7966,camphor,,camphor;phenolic;menthol,
7967,acetone;peppermint;reminiscent,,acetone;minty;cool,
7969,repulsive;garlic,penetrating,repulsive;garlic,penetrating
7974,,,corn;amine;chip;seafood;taco;fishy,
7975,unpleasant,strong,bitter;sweaty,
7976,,,green;nutty;cocoa;chocolate;roasted;popcorn;hazelnut;peanut,
7981,,,pineapple;peach;green;fruity;sweet;apple;pear,
7983,,,pineapple;floral;peach;fruity;sweet;apple;banana;pear;berry,
7986,odorless,,fruity;oil,faint
7991,butyric;acid;unpleasant,penetrating,putrid;cheese;pungent;rancid;sickening;sweaty;acidic;animal,
7997,fruity;pear;pleasant,mild,floral;solvent;fruity;pear;raspberry;celery;red;fusel;bitter,
8003,gasoline;pleasant,,alkane,
8007,fishy;ammonia;amine,,fishy;ammonia,
8012,cabbage;skunk;garlic;obnoxious,strong;heavy,savory;onion;garlic;sulfur;egg;coffee,
8013,,,savory;meaty;sulfur,
8021,fishy;ammonia,,fishy;ammonia,
8025,fruity,,rose;pungent;green;ethereal;cognac;alcohol;bitter,
8026,sweet;rum,,ether,
8027,chloroform;agreeable;empyreumatic,,sweet;nutty;ethereal;warm,
8028,ether;fruity,faint,,
8030,aromatic;benzene,slight,alliaceous;garlic,
8038,rose;floral;solvent;fruity;nail polish;pear;currant;hyacinth,,floral;tropical;ethereal;herbal;fruity;sweet;apple;banana;bitter,
8042,odorless,,cinnamon;dairy;oil;fatty,faint
8048,,,brandy;waxy;grape;fruity;oil;sweet;apple;pear,
8049,,,quince;wine;melon;fruity,mild
8050,,,wine;fruity;floral;oil,
8051,characteristic;spicy;banana;fruity,penetrating,woody;cheese;blue;green;nutty;cinnamon;coconut;herbal;fruity;spicy;sweet;soapy,
8052,,,green;earthy;ethereal;fruity;dry;plum;apple;wine;blackcurrant,
8058,gasoline,,alkane,
8060,,,fishy;ammonia,
8063,acrid;pungent,strong;powerful,bread;pungent;nutty;almond;fruity;malt;oil;berry;fermented;bitter,
8067,offensive;garlic,strong,meaty;savory;fatty;roasted;vegetable;sulfur,
8073,,,green;ethereal;fruity;sweet;berry;rum;bitter,
8077,,,onion;cabbage;ripe;roasted;rubber;garlic;greasy;gassy;carbide;sulfur,
8082,floral;amine;sweet;animal;pepper,heavy,sweet;animal;floral;bitter,heavy
8085,amine,,bitter,
8091,orange;wine;fruity,powerful,waxy;green;herbal;fruity;sweet;wine;vegetable;orange;aldehydic,
8092,,,violet;waxy;green;cucumber;leafy,
8093,floral;pleasant;cheese;unripe;green;fruity;fatty;apple;bitter,,woody;mold;earthy;weedy;herbal;natural;fragrant;fatty;gasoline;soapy;bitter,
8094,rancid;disagreeable;tallow,faint,floral;cheese;rancid;sweaty;apricot;sour,
8102,,,fishy;ammonia;musty,
8103,characteristic;alcohol;pleasant;sweet,,resin;flowery;green;ethereal;herbal;oil;fruity;sweet;banana;alcohol;grassy;fusel,
8105,,,bitter,
8106,,,meaty;fatty;roasted;garlic;burnt;sulfur,
8109,,,fruity,
8118,,,onion;garlic,
8122,,,waxy,mild
8125,,,gasoline,
8129,aromatic;fragrant;fatty,faint,violet;musty;woody;green;coconut;herbal;peony;sweet;chemical;strawberry;leafy,
8130,fruity;pungent;fatty,penetrating,fresh;citrus;rancid;nutty;green;herbal;fatty;wine;lee;ozone;aldehydic,
8137,,,violet;melon;floral;cucumber;green;leaf,
8138,,,rose;floral;fungal;citrus;waxy;earthy;fatty;soapy,
8139,floral;oil;fatty;wine;reminiscent,,creamy;waxy;coconut;fatty;mushroom;soapy,
8141,gasoline,,gasoline;alkane,
8158,coconut;fatty,slight,cheese;cultured;green;waxy;fatty;dairy;dirty;sour,
8159,,,woody;fresh;floral;green;ripe;fruity;pear;rum;apricot,
8160,sweet;fruity;pleasant,,,
8163,,strong,creamy;rose;floral;fresh;waxy;green;fruity;fatty;orris;iris;orange,
8164,,,waxy;green;earthy;herbal;mushroom,
8167,,,pineapple;rose;fresh;citrus;waxy;orange;laundered;clean;oil;soapy,
8169,,,floral;waxy;cucumber;green;herbal;plum;apple,
8174,flowery;floral;fruity;sweet;orange,,rose;floral;watery;waxy;clean;oil;fatty;sweet;orange,
8175,floral;citrus;waxy;fatty;sweet;orange,penetrating;pronounced,floral;waxy;citrus;orange;tallow;fried;sweet;soapy;aldehydic,penetrating
8176,,,rose;floral;waxy;cucumber;fruity;orange,
8180,,,creamy;cheese;waxy;coconut;oil;fatty,
8181,,,fatty;oil;waxy,
8182,,,alkane,
8184,citrus,,rose;fresh;floral;waxy;clothes;citrus;clean;mandarin;soapy,
8185,,,fresh;floral;citrus;waxy;clean;ozone,
8186,,,fresh;floral;pungent;citrus;waxy;green;laundered;oil;fatty;sweet;soapy;aldehydic,
8187,,,rose;citrus;waxy;fruity;mandarin;fatty;soapy;aldehydic,
8193,floral;delicate;characteristic;repulsive;fatty;unpleasant,,waxy;earthy;coconut;honey;fatty;soapy,
8194,,,lily;floral;citrus;green;waxy;fatty;soapy;aldehydic,
8201,,,waxy;oil;fatty,
8205,,,fresh;waxy;laundered;clean;sweet,
8207,,,musty,
8209,,,coconut;orris;fruity;waxy,
8221,,faint,bland;oil,
8222,odorless,,alkane;waxy,
8246,,,bitter,
8257,,,earthy;herbal;oil,
8274,,,bitter,
8275,caramel,slight,bitter,
8294,floral;fruity;bergamot;sweet;lavender;pear;reminiscent,,woody;citrus;green;fruity;bergamot;sweet;lavender,
8298,,,musty;minty;menthol;spicy;cool,
8299,,,pungent;ethereal;herbal;malt;sweet;buttery;caramel,
8314,,,cheese;pungent;sweaty;buttery;roquefort;acid;strawberry;fermented;sour,
8347,,,woody;vetiver;floral;sandal;powdery;dry;sweet;rooty,
8361,,,sweet;fruity;balsam,mild
8363,,,honey;herbal;oil;clean;sweet;balsam,
8365,,,minty;floral;sweet;spicy;balsam;wintergreen,
8369,fresh;characteristic;fragrant;fruity;cakes;butterscotch;reminiscent;solution;strawberry;caramel;baked,,bread;candy;fruity;sweet;cotton;jam;caramel;baked,
8375,soup,,soup,
8400,sweet;vanilla;nondescript,,vanilla;medicinal;floral;bitter,
8403,,,,
8405,,,benzaldehyde;herbal;sweet;balsam;anise,
8418,aromatic,weak,,
8419,,,vanilla;creamy;woody;floral;minty;sweet;cherry;caramel,
8432,,,rose;fresh;floral;green;weedy;fruity;sweet;gardenia,
8434,odorless,,phenolic,mild
8438,floral,,vanilla;violet;flowery;coconut;powdery;sweet;heliotrope;anise;bitter,
8452,distinctive;peppermint;ethereal,,minty;cool,
8456,,,,
8467,vanilla;vanillin,intense;strong,vanilla;creamy;floral;sweet;caramel,
8468,,,vanilla;creamy;beany;powdery;sweet;astringent;dairy;milky,
8469,fruity;strawberry,strong,floral;tropical;fruity;sweet;berry;strawberry;caramel,
8471,fishy;ammonia,strong,fishy;ammonia,
8478,,mild,bitter,
8486,,,bitter,
8499,,,melon;herbal;fruity;sweet;balsam;anise,
8500,,,hawthorn;floral;mimosa;coumarin;acetophenone;almond;fruity;spicy;sweet;cherry;bitter,
8549,odorless,,bitter,
8577,,,bitter,
8582,,,odorless,
8593,odorless,,bitter,
8615,,,rose;floral;grape;honey;sweet;iris;orange,
8631,,,bitter,
8635,grape;orange;blossom,,flowery;peach;lime;grape;honey;fruity;grapefruit;strawberry;lemon;medicinal;orange;bitter;neroli,
8644,,,bitter,
8655,,,woody;floral;plastic;tonka;sweet,mild
8658,,,hawthorn;vanilla;floral;powdery;almond;acetophenone;sweet;guaiacol;bitter,
8691,,,bitter,
8695,,,bitter,
8698,,mild,balsamic;amber;fruity;balsam,mild
8702,,,sweet,
8712,,,meaty;savory;onion;rubber;garlic;sulfur;egg,
8714,,,bitter,
8723,,,green;onion;fruity;oil;malt;wine;roasted;fishy,
8737,,,odorless,
8738,,transient;mild,creamy;waxy;fruity;dairy;fermented;mushroom,
8748,,,earthy;musty;pungent;woody,
8752,,,sweet,
8759,,,can;odorless,
8763,,,savory;chemical;oil;bitter,
8767,,,rose;fresh;floral;waxy;honey;sweet,
8768,,,medicinal;almond;bitter;dry,
8785,light;flowery;fresh;floral;characteristic;muguet;fruity;jasmine;sweet;pear;reminiscent;gardenia;lily,powerful,fresh;floral;apricot;fruity;jasmine;plum;apple;boiled;sweet;cherry;vegetable;bitter,
8792,,,rose;minty;floral;peach;fruity;sweet;apricot;bitter,
8794,aromatic,,,
8797,,,animal;narcissus;phenolic;floral,
8804,,,sweet,
8813,,,bitter,
8815,anethole;reminiscent;anise,,vanilla;minty;fennel;green;herbal;licorice;spicy;sweet;alcohol;sassafras;anise,
8821,pungent;plastic;acrid;hot;sour,penetrating,acrylate;fruity;plastic,harsh
8831,odorless,,ester,mild
8833,,,rose;floral;citrus;powdery;spicy;geranium;red;bitter,
8834,,,rose;floral;waxy;green;fruity;bitter;neroli,
8835,,,rose;floral;waxy;green;tropical;fruity;sweet;geranium,
8842,rose;fresh,,rose;floral;waxy;citrus;leather;green;geranium;bitter,
8857,pineapple;brandy;characteristic;ether;fruity;fragrant;reminiscent,,pineapple;brandy;green;weedy;ethereal;grape;fruity;sweet;aromatic;balsam;anise,
8858,peppermint;spearmint;honey;unpleasant,,pungent;earthy;sweet;chemical;acrylic;vegetable,
8863,,,rose;floral;acetate;waxy;green;lily,
8868,green;fruity;pleasant;rum,,fresh;green;onion;fruity;fatty;apple,
8878,,,pineapple;waxy;fruity;sweet;wine;banana;cognac;berry;apricot;fusel,
8883,,,,
8892,characteristic;goat,,cheese;pungent;oil;fatty;sweaty;sour,
8900,gasoline,,sweet;alkane;ethereal,
8907,odorless,,bland;oil;fatty,
8908,ester;fruity;pearl;sweet,,green;herbal;fruity;sweet;apple;banana;pear;grassy;bitter,
8914,floral;oil;citronella,,rose;dusty;floral;fresh;green;clean;oil;fatty;wet;orange;bitter,
8918,,,waxy;green;tropical;clean;fruity;sweet;gardenia;soapy;bitter,
8969,,,bitter,
8973,,,sweet,
8988,odorless,,sweet,
8998,,,sweet,
9012,,,green;savory;earthy;smoky;caramel;burnt,
9013,,,sweet,
9015,caramel;phenolic,,phenolic;bitter,
9016,sweet;nutty;clover,,fennel;green;mown;hay;sweet;new;bitter,
9017,,,rose;woody;floral;dusty;citrus;green;tropical;fragrant;fruity;lemon,
9020,,,odorless,
9024,,,rose;floral;green;powdery;fruity;sweet;jasmine;pear;berry,
9025,,,nutmeg;coconut;fruity;spicy;acid;hazelnut;neroli,
9028,,,odorless,
9060,,,sweet,
9062,,,sweet,
9064,,,bitter,
9210,,,bitter,
9256,,,nutty;meaty;pyridine,
9261,,,pungent;corn;sweet;roasted;barley;hazelnut,
9290,odorless,,odorless,
9291,,,caramel,
9301,,,bitter,
9317,acetic,slight,sweet,
9336,,,bitter,
9433,ammonia,slight,bitter,
9473,,,hawthorn;metallic;floral;sweet;jam;strawberry;bitter,
9475,,,bitter,
9589,,,hawthorn;woody;savory;nutty;phenolic;dry;sweet;popcorn,
9603,,,bitter,
9609,ethereal;garlic,,meaty;ethereal;sulfur;coffee,
9649,odorless,,bitter,
9862,green;fatty;citrus,powerful,lemongrass;musty;citrus;green;nutty;hazelnut;apple;rubber;strawberry;mushroom;pepper;bitter,
9895,,,rose;minty;tropical;clean;herbal;fruity;oxide;sweet;saffron;damascone;tobacco,
10037,,,,
10052,,,bitter,
10106,lime;minty;oil,,minty;pine;green;camphor;terpene;spicy;cool;cooling,
10112,odorless,,odorless,
10133,,,bitter,
10214,,,sweet,
10224,,,spicy;herbal,
10225,,,,
10231,,,spicy;woody,
10238,,,sweet,
10239,,,odorless,
10248,,,spicy;flowery,
10251,,,bitter,
10281,,,,
10282,fresh;pungent,,herbal,
10315,,,cherry,
10329,,,,
10331,,,bitter,
10340,odorless,,odorless,
10341,,,buttery,
10353,,,woody;pine;lime;terpenic;sweet,
10357,,,sweet,
10362,,,spearmint;herbal;minty;floral,
10364,thyme;medicinal;smoky,,woody;camphor;spicy;caraway;thyme,
10393,,,sweet;floral;fruity,mild
10402,,,floral;green;smoky;fatty;grassy,
10403,,,bitter,
10405,,,,
10407,,,green;citrus,
10408,,,woody;herbal;oil;fatty;jasmine;celery,
10430,rancid;disagreeable;cheese,,cheese;feet;pungent;rancid;tropical;sweaty;stinky;acid;animal;sour,
10448,,,soy;soup;potato;onion;earthy;sweet;garlic;vegetable;sulfur,
10451,,,roasted;alliaceous,
10452,,,onion;solvent;garlic;fishy;pyridine;sulfur,
10453,,,,
10484,,,savory;meaty;roasted;cooked,
10511,,,bitter,
10512,,,bitter,
10518,,,bitter,
10534,,,woody,
10535,,,bitter,
10542,,,sweet,
10550,,,camphor;minty;cool,
10558,,,savory;vegetable;mustard;cooked,
10582,,,woody;minty;pine;sweet;cool;balsam;medicinal,
10586,,,spicy;flowery;floral;pepper,mild
10621,,,sweet,
10657,pleasant,slight,,
10659,,,parsley,faint
10680,,,bitter,
10687,,,musty;chemical;phenolic,
10690,,,sweet,
10698,,,phenolic,mild
10703,,,,
10709,,,bitter,
10712,,,sweet,
10722,,,cherry,
10724,,,bitter,
10748,,,sweet;balsamic;tonka;balsam,
10766,,,bitter,
10778,,,sweet;medicinal;floral;fruity,
10795,green;aromatic;vegetable,,hay;mown;green;ether;sweet;alcohol;new,sharp
10797,,,ethereal;acetone;chocolate,
10812,,,,
10817,,,hawthorn;floral;nutty;powdery;sweet,
10819,,,linalool;pungent;green;fatty;terpineol,
10823,,,meaty;spicy;oakmoss;tobacco;floral;citrus;peanut;musty;woody;earthy;fatty;wine;vegetable;caramel;green;nutty;leather;herbal;fruity;smoky,
10830,,,bitter,
10850,,,odorless,
10866,characteristic,mild,bitter,
10869,,,metallic;floral;hyacinth;green;ethereal;fruity;ylang,
10873,,,pineapple;fruity,powerful
10882,,,pineapple;green;tropical;nutty;herbal;fruity;dry;sweet;apple;fishy;yeast,
10883,,,pineapple;floral;green;fruity;sweet;berry;rhubarb,
10885,,,pineapple;fruity;sweet;apple;berry;rum,
10886,,,ester;pineapple;rose;fresh;floral;green;fruity;fatty;sweet;apple;pear,
10890,,,pineapple;tropical;fruity;sweet;banana;cherry,
10895,,,green;tutti frutti;ether;fruity;sweet;banana;bitter,
10902,,,savory;sulfur,
10919,,,bitter,
10925,,,savory;onion;glue,
10927,,,nutty,
10931,,,green;dairy;phenolic;alcohol,
10934,,,mold;rubber;roasted;barley;tea;beef;coffee,
10943,,,,
10947,sweet;animal;musk,soft;powerful,musk;floral;powdery;natural;fatty;sweet;animal,
10957,,,floral;ether;fruity;sweet;chemical,
10966,,,savory;garlic;mustard;pungent,
10975,,,fresh;floral;citrus;lavender,
10976,,,fresh;floral;citrus;green;earthy;fried;herbal;fruity;oil;sweet;lemon;mushroom;grassy;bitter,
10979,,,,
10983,,,bitter,
10994,,,bitter,
11002,,,rose;violet;green;herbal;leaf;geranium;grassy,
11005,rancid,faint,cheese;waxy;coconut;oil;fatty;burnt;soapy,harsh
11006,odorless,,alkane,
11020,,,bitter,
11027,,,cedarleaf,
11029,odorless,,odorless,
11038,,,floral,
11039,,,pineapple;flowery;floral;fruity;apple,
11047,,,bitter,
11069,,,bitter,
11079,odorless,,bitter,
11086,,,sweet;foxy;grape,
11095,,,can;bitter;reduce,
11107,,,bitter,
11114,,,bitter,
11118,,,sweet,
11124,sweet;fruity;rum,,strawberry;fresh;fruity;apple;rum,harsh
11126,,,green;onion;alliaceous;roasted;sulfur,
11128,,,bitter,
11129,,,orange,
11142,pleasant,,turpentine;minty,
11160,,,pineapple;apple;fruity,strong
11167,horseradish,,horseradish;savory;mustard;pungent,
11168,onion,,sulfur,
11173,,,green;nutty;herbal;fruity;oil;cooked;lavender,
11176,,,sweet;apple;fruity;bitter,
11199,odorless,,odorless,
11230,pine,,turpentine;nutmeg;musty;woody;earthy;sweet;pepper,
11251,acetone,,camphor,
11265,,,minty,
11333,,,sweet,
11335,,,coffee;cresol;phenolic;sweet;medicinal;rooty,
11339,,,hawthorn;nutty;coumarin;powdery;honey;phenolic;sweet;anisic;burnt,
11340,,,floral,
11363,,,plastic;savory;honey;buttery;pepper,
11368,,,bitter,
11370,,,spicy,
11387,,,grassy,
11406,,,sweet;floral;berry;cherry,
11419,characteristic;peppermint;acetone,weak,peppermint;minty;cool,
11428,,,nutty;herbal;fruity;oil;sweet,
11430,odorless,,odorless,
11449,,,green;dill;cooked;buttery;broccoli,
11458,,,sweet,
11461,,,spicy,
11463,sweet;pine,,woody;fresh;pine;plastic;citrus;sweet,
11467,,,lilac;terpineol,
11468,,,musty;woody;dry,
11505,,,floral,mild
11508,,,green;cocoa;fruity;wine;cognac;fusel,
11509,,,waxy;ether;grape;fruity;sweet;rum,
11514,,,green;fruity;sweet;apple;banana;raspberry,
11517,,,ether;herbal;fruity;buttery;dank,
11520,,,herbal;bitter,powerful
11523,,,,
11525,,,animal;musty,
11527,,,melon;woody;minty;citrus;nutty;earthy;herbal;oil;moss;spicy;mushroom,
11529,,,rose;earthy;fruity;sweet;banana;strawberry;red,weak
11543,,,pungent,
11552,acrid;apple,penetrating;powerful,peach;chocolate;ethereal;fatty;malt;aldehydic;sour,
11558,,,tonka;nutty;coumarin;solvent;oil;sweet;tobacco,
11559,,,floral,
11567,,,medicinal;camphor;minty;cool,
11569,,,anisic,
11576,,,sweet;fermented;fruity;brandy,
11579,,,acetoin;fruity;sweet;buttery;acidic;caramel,
11583,characteristic;acetone;pungent,,ethereal;ether,
11593,,,buttery;fruity,
11613,,,meaty;woody;floral;pungent;citrus;green;nutty;earthy;herbal;fruity;fatty;spicy;wine;vegetable;sulfur,
11614,,,plum;rum;fruity;brandy,
11617,garlic,,metallic;savory;onion;horseradish;garlic;sulfur,
11622,,,waxy;savory;nutty;coconut;earthy;herbal;fatty;dairy;milky,
11635,fuel,,alkane,
11686,,,,
11732,,,fruity,
11747,creamy;diacetyl;sweet;buttery;dairy;popcorn;quinone;fermented,,creamy;cheese;pungent;nutty;sweet;buttery;caramel,
11820,,,bitter,
11850,,,sweet,
11887,,,sweet,
11902,,,fungal;fruity;sweet;mushroom;tobacco,
11980,,,plum,
11982,,,sweet;savory;earthy;herbal,
12020,,,pungent;green;tropical;earthy;fruity;oxide;horseradish;buttery;wet;fishy;vegetable;bitter,
12025,,,,
12038,,,vanilla;flowery;metallic;smoky;powdery;phenolic;fruity;sweet;guaiacol;burnt,
12041,,,floral,
12044,,,pineapple;citrus;fruity;sweet;pear,
12072,,,minty;herbal;menthol;spicy;spearmint,
12097,,,sugar;almond;spicy;maple;caramel;burnt,
12101,,,musty,
12105,,,benzaldehyde;phenolic;fruity;sweet;cherry,
12146,amyl;reminiscent;acetate,,sweet;ethereal;musty;fruity,
12150,,,hawthorn;nutty;phenolic;plastic,mild
12170,,,horseradish;banana;fruity;sweet,
12178,,,ether;solvent;spicy;wine;alcohol;medicinal,
12180,apple,,ester;pineapple;floral;cheese;ether;fruity;sweet;apple;banana,
12198,,,acetic;fruity,
12206,,,pineapple;green;nutty;fruity;sweet;apple,
12209,,,fruity;sweet;banana;apple;pear;overripe;juice;peanut,
12217,,,sweet;pineapple;apricot;fruity,
12230,,,meaty;cabbage;spicy;sulfur;coffee;floral;citrus;tomato;fishy;pyridine;woody;earthy;fatty;wine;garlic;vegetable;green;nutty;herbal;fruity,
12232,garlic;onion;sulfur,intense;diffuse,putrid;meaty;woody;floral;citrus;green;nutty;onion;cabbage;earthy;fruity;herbal;fatty;spicy;wine;garlic;vegetable;sulfur,
12247,,,,
12256,,,,
12257,pleasant,,tropical;cocoa;ethereal;solvent;fruity,
12264,,,garlic;vegetable;sulfur,
12266,,,meaty;savory;gravy;ethereal;roasted;bacon;chemical;beef,
12278,fruity;nonresidual,mild,tropical;herbal;fruity,
12293,,,pineapple;petrol;green;tropical;fruity;sweet;roasted;garlic;juice;berry,
12294,,,pineapple;green;fruity;wine;berry;grassy,
12297,,,wine;chemical,
12327,,,waxy;coconut;fatty;cognac;soapy,
12329,,,nutty,mild
12344,,,cheese;fruity;oil;fatty;dairy,
12348,banana,persistent,banana;ethereal;fruity,
12366,,,creamy;waxy;fruity;balsam;milky,mild
12367,,,creamy;cheese;citrus;cucumber;waxy;green;fruity;orange,
12377,,,meaty;pungent;green;earthy;onion;cooked;garlic;burnt;sulfur,
12386,,,sulfur,
12388,hydrocarbon,,alkane,
12389,,,alkane;waxy,mild
12391,,,alkane;waxy,
12395,,,,
12397,,,,
12398,fuel,,alkane,
12401,fuel,,alkane;bland,
12403,odorless,,alkane;waxy,
12405,odorless,,alkane;waxy,
12406,,,,
12506,,,brown;savory;ether;fruity;sweet;maple;rum;caramel,
12507,,,sweet,
12508,,,pineapple;ether;fruity;sweet;banana;bitter,
12514,,,nutty;sulfur,
12518,,,savory;roasted;meaty;beef,
12523,,,,
12529,,,unripe;green;earthy;ethereal;fruity;banana,powerful
12530,,,woody;waxy,
12533,,,oil,
12534,odorless,,alkane;waxy,
12560,odorless,,bitter,
12566,,,minty;fennel;floral;waxy;spicy;wintergreen;anise,
12570,,,medicinal;smoky;phenolic,
12571,,,melon;tropical;ripe;fruity;sweet;berry,
12578,,,spicy;woody;herbal,
12580,,,medicinal;phenolic,
12581,,,,
12587,,,floral;cheese;pungent,
12592,,,,
12599,,,sweet,
12600,,,sweet,
12613,,,mango;green;tropical;ripe;fruity;sweet;apple;jam,
12729,,,creamy;musty;waxy;green;clean;fruity;cognac;soapy,
12741,,,floral;peach;fruity;fatty;orange,
12748,,,meaty;green;nutty;tomato;roasted;vegetable,
12756,,,onion;coconut;herbal;coumarin;sweet;tobacco,
12777,,,peach;tonka;tropical;coconut;fatty;sweet;dairy,
12779,,,metallic;green;savory;cabbage;vegetable;sulfur,
12780,,,spicy;caramel,
12810,,,creamy;fresh;peach;coconut;oil;fruity;sweet;buttery;plum;dairy;apricot,
12813,,,fresh;peach;waxy;coconut;oil;fruity;fatty;sweet;buttery;lactone;caramel,strong
12844,fresh;fruity;oil,powerful,creamy;metallic;fresh;peach;cheese;coconut;oil;fruity;sweet;buttery,
12947,,,bitter,
12988,,,sweet;fruity,
12997,,,,
13006,,,nutty;skin;broth;maple;sweet;caramel;acorn,
13016,,,lamb;savory;roasted;chicken;beef;pork;burnt,
13136,,,odorless,
13144,,,odorless,
13187,,,fresh;green;earthy;weedy;herbal;fragrant;fruity;sweet;fishy;hot;milky;soapy,
