CIDs,High or Low Conc.,FOV,cell,delF
8063,h,2,96,0.14318983717655445
8063,h,2,97,0.10191893719772942
8063,h,2,98,0.154880796765545
8063,h,2,99,0.03029788563025967
8063,h,2,100,0.18561913021659648
8063,h,2,101,0.033940463212999004
8063,h,2,102,0.10418972811405425
8063,h,2,103,0.1990257017539575
8063,h,2,104,0.11247125075635246
8063,h,2,105,0.029414242058878094
8063,h,2,106,0.0824077966756036
8063,h,2,107,0.1276448075418761
8063,h,2,108,0.045403062291928135
8063,h,2,109,0.012761522863508887
8063,h,2,110,0.0487847510762561
8063,h,2,111,-0.01240682071704092
8063,h,2,112,0.04664143433601111
8063,h,2,113,0.11533107183499748
8063,h,2,114,0.07631558401252952
8063,h,2,115,0.10556379672269427
8063,h,2,116,0.11845324300859622
8063,h,2,117,0.14085705476695717
8063,h,2,118,-0.0026967230532559208
8063,h,2,119,0.3958184213204367
8063,h,2,120,0.10387581525493567
8063,h,2,121,0.03586163741287432
8063,h,2,122,0.0716314818105585
8063,h,2,123,0.20684249683761158
8063,l,2,0,0.2341712746627663
8063,l,2,1,0.25085823338001045
8063,l,2,2,0.07704063942838009
8063,l,2,3,0.16990258520331672
8063,l,2,4,0.0831496483590518
8063,l,2,5,0.34640759038979146
8063,l,2,6,0.24569319172637968
8063,l,2,7,0.13171791935807836
8063,l,2,8,0.05549671572661156
8063,l,2,9,0.07093708986329111
8063,l,2,10,0.09723380741376848
8063,l,2,11,0.12716832870864891
8063,l,2,12,-0.012836050555293082
8063,l,2,13,0.15254765438933057
8063,l,2,14,0.12943883006321924
8063,l,2,15,0.16464432425491982
8063,l,2,16,0.09626019823114618
8063,l,2,17,0.06924981883065211
8063,l,2,18,0.15086938304725747
8063,l,2,19,0.2039983055527058
8063,l,2,20,-0.026056975149645566
8063,l,2,21,0.10110603234469788
8063,l,2,22,0.1550705122348867
8063,l,2,23,0.1608566131033056
8063,l,2,24,0.14262678520683628
8063,l,2,25,0.06401147129875856
8063,l,2,26,0.14580672284964125
8063,l,2,27,0.32610764228527894
8063,l,2,28,0.13932811489925281
8063,l,2,29,0.19511553152065594
8063,l,2,30,0.020235860602740584
8063,l,2,31,0.06893934653950837
8063,l,2,32,0.05394839227932058
8063,l,2,33,-0.011009112641327893
8063,l,2,34,0.0682268593118782
8063,l,2,35,0.15610792569749665
8063,l,2,36,0.03293397127292022
8063,l,2,37,-0.006151216169220657
8063,l,2,38,0.04214765542348112
8063,l,2,39,0.19301919377708923
8063,l,2,40,-0.012638570672768848
8063,l,2,41,0.12169193230902138
8063,l,2,42,0.08660417722962717
8063,l,2,43,0.128689733383869
8063,l,2,44,0.06464586026935354
8063,l,2,45,0.047641419484796256
8063,l,2,46,0.19512835810987725
8063,l,2,47,0.13420504620504978
8063,l,2,48,-0.03290495057619197
8063,l,2,49,0.07243076634022343
8063,l,2,50,-0.07105075056997377
8063,l,2,51,0.16748497492160067
8063,l,2,52,0.09387698566631202
8063,l,2,53,0.14702123287089996
8063,l,2,54,0.20049040613122146
8063,l,2,55,-0.07196571745108991
8063,l,2,56,0.1585865390669503
8063,l,2,57,0.18234664972283554
8063,l,2,58,-0.05244248195263757
8063,l,2,59,0.10851921693168261
8063,l,2,60,0.1910138127155022
8063,l,2,61,0.14388727298204504
8063,l,2,62,0.07781093485871332
8063,l,2,63,0.03970234830747375
8063,l,2,64,0.06841717944164848
8063,l,2,65,0.07123994918735393
8063,l,2,66,0.08021946245778784
8063,l,2,67,0.012091026401251781
8063,l,2,68,0.012091026401251781
8063,l,2,69,0.10070534595447721
8063,l,2,70,0.10678896758230903
8063,l,2,71,-0.018641861901169423
8063,l,2,72,0.038299265925411705
8063,l,2,73,0.1075719215015843
8063,l,2,74,0.025071587005070135
8063,l,2,75,-0.0051948062764560765
8063,l,2,76,0.007715118270478841
8063,l,2,77,0.024578281312149355
8063,l,2,78,0.01101272147096291
8063,l,2,79,0.020181433375931066
8063,l,2,80,0.019207229408196958
8063,l,2,81,0.055973803814699095
8063,l,2,82,0.05348948504699815
8063,l,2,83,0.03839436374611548
8063,l,2,84,0.04543475073095856
8063,l,2,85,0.0464015733280754
8063,l,2,86,0.013525138139790517
8063,l,2,87,0.036190764954928546
8063,l,2,88,-0.03969525266851051
8063,l,2,89,-0.0082821032444994
8063,l,2,90,-0.007875933696825314
8063,l,2,91,-0.004394529985332897
8063,l,2,92,0.03928843140912879
8063,l,2,93,-0.006083433666811171
8063,l,2,94,0.06541492212607929
8063,l,2,95,0.17041636392491996
8063,l,2,96,0.014322503438266965
8063,l,2,97,-0.02055763042069982
8063,l,2,98,0.07514793705398348
8063,l,2,99,-0.00377660880362884
8063,l,2,100,0.02218050330093405
8063,l,2,101,0.012240590915532874
8063,l,2,102,0.1393155090920992
8063,l,2,103,0.05867677085310583
8063,l,2,104,0.09457434040823172
8063,l,2,105,-0.01177930150342508
8063,l,2,106,0.03170288216624222
8063,l,2,107,0.16676106806923388
8063,l,2,108,-0.026689943422898894
8063,l,2,109,0.020548087274059785
8063,l,2,110,-0.02089169346217069
8063,l,2,111,-0.02239874600543081
8063,l,2,112,-0.05325963946071588
8063,l,2,113,0.04841041186683239
8063,l,2,114,-0.02347216538023265
8063,h,3,0,0.5583908142744289
8063,h,3,1,0.07915218751285343
8063,h,3,2,0.07508918794140222
8063,h,3,3,0.3382225547441866
8063,h,3,4,0.0027205969267832973
8063,h,3,5,0.20066611178369193
8063,h,3,6,1.4234601060945484
8063,h,3,7,0.391915582994136
8063,h,3,8,0.33091193672196717
8063,h,3,9,0.1504378912463481
8063,h,3,10,0.3711420279214839
8063,h,3,11,0.10358024514948856
8063,h,3,12,0.19825418429918248
8063,h,3,13,0.046553889960964934
8063,h,3,14,0.134116377724518
8063,h,3,15,0.07181373615079155
8063,h,3,16,0.08041531353217479
8063,h,3,17,0.3695906312441963
8063,h,3,18,0.025921316809948015
8063,h,3,19,0.0468390761431267
8063,h,3,20,0.047205888119062706
8063,h,3,21,0.0701235209204927
8063,h,3,22,0.032259923965937326
8063,h,3,23,-0.06489272941962321
8063,h,3,24,-0.022026790870231676
8063,h,3,25,0.07510301825047541
8063,h,3,26,0.11840930594439189
8063,h,3,27,0.1968242058539431
8063,h,3,28,0.14448874089425215
8063,h,3,29,-0.04353105344427821
8063,h,3,30,0.0037838200730144268
8063,h,3,31,0.014059895181667137
8063,h,3,32,0.017625621455959372
8063,h,3,33,0.098450338309836
8063,h,3,34,-0.05262199966982502
8063,h,3,35,0.15627855850947703
8063,h,3,36,-0.10618048059942123
8063,h,3,37,0.18415929075309584
8063,h,3,38,0.32561982357528774
8063,h,3,39,0.0913654439204571
8063,h,3,40,-0.05036939486106603
8063,h,3,41,0.2686292146383196
8063,h,3,42,0.05326452674341988
8063,h,3,43,0.006340334609610783
8063,h,3,44,0.1947015326322363
8063,l,3,0,0.018399489992381113
8063,l,3,1,0.016016843389003933
8063,l,3,2,-0.020087327331398064
8063,l,3,3,0.08306257511014552
8063,l,3,4,0.10333191551505645
8063,l,3,5,0.15499614702445266
8063,l,3,6,0.1729328702275905
8063,l,3,7,0.19563867158698564
8063,l,3,8,0.04728381112107894
8063,l,3,9,-0.058713114100424284
8063,l,3,10,0.24685477131822622
8063,l,3,11,0.10984627269828641
8063,l,3,12,-0.050075146604974335
8063,l,3,13,-0.03863309531936127
8063,l,3,14,-0.030552377433136185
8063,l,3,15,-0.0006109917608030554
8063,l,3,16,-0.05931074111000536
8063,l,3,17,0.5000637306908376
8063,l,3,18,-0.018027405799877935
8063,l,3,19,0.1629913265028852
8063,l,3,20,-0.0727536524195996
8063,l,3,21,-0.04993150985505187
8063,l,3,22,0.16450898893429675
8063,l,3,23,0.5564512047992776
8063,l,3,24,0.057062944802677484
8063,l,3,25,0.2763885194990759
8063,l,3,26,0.19850695148279698
8063,l,3,27,0.13142199723768472
8063,l,3,28,0.10041274954426722
8063,l,3,29,0.037200805766378194
8063,l,3,30,0.04555599255424647
8063,l,3,31,0.44689146414851083
8063,l,3,32,0.5131702268521144
8063,l,3,33,0.06622123855631674
8063,l,3,34,0.41325655674321465
8063,l,3,35,1.0101958660684256
8063,l,3,36,0.5588806279221062
8063,l,3,37,-0.04831476655707654
8063,l,3,38,0.10923181573604984
8063,l,3,39,0.03737223959452696
8063,l,3,40,0.13143774266876143
8063,l,3,41,0.292568935892322
8063,l,3,42,0.08878884908533478
8063,l,3,43,0.09579040879976926
8063,l,3,44,0.5001076453857104
8063,l,3,45,0.4714371902494838
8063,l,3,46,0.2339288798916268
8063,l,3,47,0.029119290826156025
8063,l,3,48,0.0046922240701020084
8063,l,3,49,-0.07097367985533475
8063,l,3,50,0.09228063811132543
8063,l,3,51,-0.005464720338081712
8063,l,3,52,0.24051462477617594
8063,l,3,53,0.10021778958438887
8063,l,3,54,0.4317359430849061
8063,l,3,55,0.3625048142538955
8063,l,3,56,0.8213469263400528
8063,l,3,57,0.350591995276232
8063,l,3,58,0.19700971583155927
8063,l,3,59,0.014107700655718822
8063,l,3,60,0.03440164486900339
8063,l,3,61,-0.044587399826228925
8063,l,3,62,0.6209697907944632
8063,l,3,63,0.29999432793411757
8063,l,3,64,0.22741419956480766
8063,l,3,65,0.16873834620305872
8063,l,3,66,0.039343355982934265
8063,l,3,67,-0.13799896161057193
8063,l,3,68,0.09918061540856382
8063,l,3,69,0.16345938429897097
8063,l,3,70,-0.0482125585841309
8063,l,3,71,0.01506552301982784
8063,l,3,72,0.24209451810742413
8063,l,3,73,0.07762341383618211
8063,l,3,74,0.06370387245249139
8063,l,3,75,-0.05308070037823126
8063,l,3,76,0.0541212886866814
8063,l,3,77,-0.011016338892668709
8063,l,3,78,-0.05417567964229772
8063,l,3,79,-0.1064340622984713
8063,l,3,80,-0.021432230634856598
8063,l,3,81,0.048459708049057686
8063,l,3,82,0.1649844148821883
8063,l,3,83,0.13984480666703314
8063,l,3,84,0.27642764836281164
8063,l,3,85,0.031919171944287394
8063,l,3,86,0.24701540982186562
8063,l,3,87,-0.043462460456709935
8063,l,3,88,0.0971413913694991
8063,l,3,89,-0.05891696063097659
8063,l,3,90,-0.1012811876778752
8130,h,1,0,0.30888814692250954
8130,h,1,1,0.30888814692250954
8130,h,1,2,-0.008217028978927612
8130,h,1,3,0.01733467896152772
8130,h,1,4,0.02365672104242464
8130,h,1,5,0.08285968215742141
8130,h,1,6,0.003777980559875558
8130,h,1,7,-0.11091902047478891
8130,h,1,8,-0.12774548355762158
8130,h,1,9,0.07083040955263598
8130,h,1,10,-0.14371484569398513
8130,h,1,11,-0.05406588432749113
8130,h,1,12,-0.1365468551091407
8130,h,1,13,-0.046730720518253686
8130,h,1,14,-0.020207066567982473
8130,h,1,15,-0.011554425840765275
8130,h,1,16,-0.07680643121584674
8130,h,1,17,0.0021565121149181537
8130,h,1,18,-0.022086070286404802
8130,h,1,19,-0.005427180905083748
8130,h,1,20,-0.05020831476911016
8130,h,1,21,-0.03600360916747197
8130,h,1,22,-0.004682456106678223
8130,h,1,23,0.04343869717308733
8130,h,1,24,-0.0027707434177161364
8130,h,1,25,0.03134077416050012
8130,h,1,26,-0.11611956743601992
8130,h,1,27,-0.014343194125420275
8130,h,1,28,-0.029161072452480886
8130,h,1,29,0.10248788112864249
8130,h,1,30,-0.0817083867588483
8130,h,1,31,-0.030378132630675875
8130,h,1,32,-0.2038990503224798
8130,h,1,33,0.05119010256442516
8130,h,1,34,0.13905842747545435
8130,h,1,35,-0.05190891612168804
8130,h,1,36,0.0846175502544727
8130,h,1,37,-0.021861598201921895
8130,h,1,38,-0.1422679919421307
8130,h,1,39,0.0321570393399912
8130,h,1,40,-0.09649984413049405
8130,h,1,41,-0.1394667610513377
8130,h,1,42,-0.01813441060329273
8130,h,1,43,0.0023129396056369503
8130,h,1,44,-0.13165030878691872
8130,h,1,45,-0.05780661591956223
8130,h,1,46,0.03371177010849605
8130,h,1,47,0.0443291279999674
8130,h,1,48,0.05664486434291677
8130,h,1,49,0.06416650930362577
8130,h,1,50,-0.009870619181285484
8130,h,1,51,-0.06920832268566081
8130,h,1,52,-0.033981942994239865
8130,h,1,53,0.028343647882700496
8130,h,1,54,-0.02199623158501302
8130,h,1,55,0.1371356394184326
8130,h,1,56,-0.050802394043033224
8130,h,1,57,-0.032375042527551176
8130,h,1,58,-0.03485269331099831
8130,h,1,59,-0.008505085512030788
8130,h,1,60,0.02995527011946168
8130,h,1,61,-0.008374949569561524
8130,h,1,62,0.022060282040007383
8130,h,1,63,-0.008546789897025115
8130,h,1,64,0.13019987771448124
8130,h,1,65,-0.03202013550405834
8130,h,1,66,0.15871222193200682
8130,h,1,67,-0.11557509845261038
8130,h,1,68,-0.034532782212278734
8130,h,1,69,-0.02150009082894691
8130,h,1,70,-0.027714593580578945
8130,h,1,71,0.09387969666295141
8130,h,1,72,0.033866915823172056
8130,h,1,73,-0.09714452096550652
8130,h,1,74,-0.03288006957096447
8130,h,1,75,-0.032258762262155516
8130,h,1,76,-0.02824091511592883
8130,h,1,77,0.06975753129872062
8130,l,1,0,0.007196238416071526
8130,l,1,1,0.46776096949384355
8130,l,1,2,0.09748440507014479
8130,l,1,3,0.025305382526143144
8130,l,1,4,0.03010816532617504
8130,l,1,5,-0.04170131022623636
8130,l,1,6,-0.020583783930466667
8130,l,1,7,0.11635326445454826
8130,l,1,8,0.07565279538578547
8130,l,1,9,-0.0016952784987236645
8130,l,1,10,0.04230211390549433
8130,l,1,11,0.08605810052989088
8130,l,1,12,0.15342241104791263
8130,l,1,13,0.05638930301643227
8130,l,1,14,0.12377458086363584
8130,l,1,15,0.03592842610630576
8130,l,1,16,0.006655643345219875
8130,l,1,17,0.014605964557543654
8130,l,1,18,0.015345896316205067
8130,l,1,19,0.03773092647339011
8130,l,1,20,0.06957792219601694
8130,l,1,21,0.05945733262973731
8130,l,1,22,-0.015528049408414004
8130,l,1,23,-0.004211406515181346
8130,l,1,24,0.006706783687341791
8130,l,1,25,0.1262363357423624
8130,l,1,26,0.08096954192997609
8130,l,1,27,0.1304785028050196
8130,l,1,28,-0.02299650239534203
8130,l,1,29,0.013834122801689374
8130,l,1,30,-0.028579450938940338
8130,l,1,31,-0.007575484322923224
8130,l,1,32,0.031696609929206684
8130,l,1,33,0.20937808347624517
8130,l,1,34,0.13850534592464533
8130,l,1,35,0.09513523066506378
8130,l,1,36,0.04381367204013448
8130,l,1,37,-0.018770513520350588
8130,l,1,38,0.07422572642098778
8130,l,1,39,0.2959625594260677
8130,l,1,40,0.040287392923490976
8130,l,1,41,-0.001293763579102421
8130,l,1,42,0.025846748631885876
8130,l,1,43,0.13687768582811813
8130,l,1,44,0.011377324072912686
8130,l,1,45,0.08513806545887159
8130,l,1,46,0.15109954645389287
8130,l,1,47,0.0906400716681635
8130,l,1,48,0.05834952307784091
8130,l,1,49,0.16009944278558427
8130,l,1,50,0.041889733662634654
8130,l,1,51,0.019933987076693017
8130,l,1,52,0.13870055132822076
8130,h,2,0,0.4927142948465331
8130,h,2,1,0.9722337001498825
8130,h,2,2,0.38788655486642115
8130,h,2,3,0.618218591271169
8130,h,2,4,-0.06973404279704151
8130,h,2,5,0.5147863311103781
8130,h,2,6,0.3664243757534808
8130,h,2,7,0.6282177318507908
8130,h,2,8,0.5744233912230925
8130,h,2,9,0.5744233912230925
8130,h,2,10,0.39673777320651665
8130,h,2,11,0.622656946144804
8130,h,2,12,0.4227715829521217
8130,h,2,13,0.27125762228671874
8130,h,2,14,0.043262106605864055
8130,h,2,15,0.1674201940226457
8130,h,2,16,0.051504429328924704
8130,h,2,17,0.10087788045270701
8130,h,2,18,0.0749076577136326
8130,h,2,19,0.2091194824940205
8130,h,2,20,0.012992807293540567
8130,h,2,21,0.0406948470106032
8130,h,2,22,0.31454481949579133
8130,h,2,23,0.13451112592728123
8130,h,2,24,0.14702145767811356
8130,h,2,25,0.04061348409263087
8130,h,2,26,0.21043421307586607
8130,h,2,27,0.11659606142267187
8130,h,2,28,0.2322958047197108
8130,h,2,29,-0.06693126526862277
8130,h,2,30,-0.025334453737735463
8130,h,2,31,0.07943968797950686
8130,h,2,32,0.20786457729055438
8130,h,2,33,0.016556637228075433
8130,h,2,34,-0.044007083646745694
8130,h,2,35,0.058443240762307
8130,h,2,36,-0.04684337376368445
8130,h,2,37,0.06958466798216661
8130,h,2,38,0.18538047098303687
8130,h,2,39,0.03701377851004816
8130,h,2,40,0.04237662598064057
8130,h,2,41,0.013877968727939392
8130,h,2,42,-0.04093312658106137
8130,h,2,43,0.012200931951628085
8130,h,2,44,0.04325424814569587
8130,h,2,45,0.16199605684535195
8130,h,2,46,0.1594962535393476
8130,h,2,47,0.04160265440881466
8130,h,2,48,-0.00424712212412762
8130,h,2,49,0.06218023551170567
8130,h,2,50,-0.0210563976985374
8130,h,2,51,0.05385525625586063
8130,h,2,52,0.34498279730321296
8130,h,2,53,0.27572995912192605
8130,h,2,54,0.03268432044627679
8130,h,2,55,0.05933547126918074
8130,h,2,56,-0.022046850306365936
8130,h,2,57,0.27833062599932373
8130,h,2,58,0.19546792799600732
8130,h,2,59,0.0019518798841913975
8130,h,2,60,-0.0037927989966142256
8130,h,2,61,-0.024620100132035805
8130,h,2,62,0.20826138497183674
8130,h,2,63,-0.060369670017138895
8130,h,2,64,0.24578362843963072
8130,h,2,65,0.06469017353165156
8130,h,2,66,0.18453455127633253
8130,h,2,67,0.08829568048552222
8130,h,2,68,0.2359969016785983
8130,h,2,69,0.08509152833768231
8130,h,2,70,-0.13412429933401188
8130,h,2,71,0.05605007984085516
8130,h,2,72,0.11624238262807714
8130,h,2,73,-0.025396964138408158
8130,h,2,74,-0.04926772114920299
8130,h,2,75,0.10521740522048324
8130,h,2,76,0.08501292889220648
8130,h,2,77,0.003548344744061993
8130,h,2,78,0.12196664874137542
8130,h,2,79,-0.03908364722451456
8130,h,2,80,0.10180484766062427
8130,h,2,81,0.11288093055308324
8130,h,2,82,-0.1107268597825311
8130,h,2,83,0.15920598745858458
8130,h,2,84,0.19715982756841735
8130,h,2,85,0.021876370019486325
8130,h,2,86,0.0842041040889372
8130,h,2,87,0.15544663023095737
8130,h,2,88,0.09167418418216607
8130,h,2,89,0.09167418418216607
8130,h,2,90,0.016544852900546813
8130,h,2,91,0.1899993775099965
8130,h,2,92,0.02859779701013766
8130,h,2,93,-0.04169571629342304
8130,h,2,94,-0.013820046408754207
8130,h,2,95,0.01481268479059035
8130,h,2,96,0.10586278353533529
8130,h,2,97,0.005337796051796645
8130,h,2,98,-0.02491023344801782
8130,h,2,99,0.013109378976728162
8130,h,2,100,0.060059431988004175
8130,h,2,101,0.00781289619402348
8130,h,2,102,0.04867666306994528
8130,h,2,103,0.1550196372823652
8130,h,2,104,0.057305383644643264
8130,h,2,105,-0.006086525359364522
8130,h,2,106,0.009844631562719875
8130,h,2,107,0.14317086296903306
8130,h,2,108,0.05804410017447
8130,h,2,109,-0.05594751627755686
8130,h,2,110,0.10519307027695281
8130,h,2,111,-0.004495193806527217
8130,h,2,112,0.05247008682544472
8130,h,2,113,0.027880724653338646
8130,h,2,114,0.032354357273016346
8130,h,2,115,0.08024904729273595
8130,h,2,116,0.07560170084772921
8130,h,2,117,-0.046022028297204344
8130,h,2,118,0.003856593420834813
8130,h,2,119,0.17059108450686358
8130,h,2,120,-0.025798299166229628
8130,h,2,121,0.002256236402472261
8130,h,2,122,-0.0009645475751090029
8130,h,2,123,0.13111162168376955
8130,l,2,0,0.41359173627938767
8130,l,2,1,0.2931356012010387
8130,l,2,2,0.14407411188519584
8130,l,2,3,0.4898855670599003
8130,l,2,4,0.02079364783976756
8130,l,2,5,0.2869893702018824
8130,l,2,6,0.22366318401252874
8130,l,2,7,0.19410873567902906
8130,l,2,8,0.08933809650933063
8130,l,2,9,0.03539348276987204
8130,l,2,10,0.1844821603084795
8130,l,2,11,0.06476687631623768
8130,l,2,12,0.016559930460328037
8130,l,2,13,0.0589272045695324
8130,l,2,14,0.13948476231313342
8130,l,2,15,0.34731410128752715
8130,l,2,16,0.013814824740592991
8130,l,2,17,0.0790898721204181
8130,l,2,18,-0.056731693759590064
8130,l,2,19,0.006654699778040771
8130,l,2,20,0.5106807436603025
8130,l,2,21,0.06666567500408174
8130,l,2,22,0.08161489945628726
8130,l,2,23,0.05950573704122908
8130,l,2,24,0.06861074288460182
8130,l,2,25,0.13718436917629626
8130,l,2,26,0.46547815440234014
8130,l,2,27,0.016978143500751688
8130,l,2,28,0.11171502159213208
8130,l,2,29,0.1792568259173147
8130,l,2,30,0.07554151937744513
8130,l,2,31,0.02779544035659527
8130,l,2,32,0.024391722290495466
8130,l,2,33,-0.027622598606983642
8130,l,2,34,0.024339717252819998
8130,l,2,35,0.2201943903608381
8130,l,2,36,0.02030415696588282
8130,l,2,37,-0.03586481232521214
8130,l,2,38,0.01646123649580104
8130,l,2,39,0.11026732106660465
8130,l,2,40,0.14670023388661338
8130,l,2,41,0.09941769263088163
8130,l,2,42,0.08167036720523378
8130,l,2,43,0.015525688147037966
8130,l,2,44,0.1872361259213355
8130,l,2,45,0.08822556268906051
8130,l,2,46,0.011599354554385372
8130,l,2,47,-0.0025712709261792636
8130,l,2,48,-0.039339105875741326
8130,l,2,49,0.044730698621527544
8130,l,2,50,-0.038909090349022714
8130,l,2,51,0.11516441802003267
8130,l,2,52,0.07550362926365355
8130,l,2,53,0.12650811207909485
8130,l,2,54,0.0940143705639397
8130,l,2,55,-0.1257086834909462
8130,l,2,56,0.19081565582402468
8130,l,2,57,0.18284159210612916
8130,l,2,58,-0.0006389869818241856
8130,l,2,59,0.11389675144074722
8130,l,2,60,0.004790563392280414
8130,l,2,61,-0.05156116276980305
8130,l,2,62,-0.02820982934830321
8130,l,2,63,0.02064300954537283
8130,l,2,64,0.00401071429754709
8130,l,2,65,0.10226330895297253
8130,l,2,66,0.02459400141073802
8130,l,2,67,0.009325786458365562
8130,l,2,68,0.009325786458365562
8130,l,2,69,0.10299382962939561
8130,l,2,70,0.026314839831913895
8130,l,2,71,-0.13897776729899375
8130,l,2,72,0.15010710384273165
8130,l,2,73,0.08749040505815793
8130,l,2,74,-0.02034149873222698
8130,l,2,75,-0.05581919356054235
8130,l,2,76,-0.01994176701345407
8130,l,2,77,-0.019509433555071856
8130,l,2,78,0.023952709091224367
8130,l,2,79,-0.042356701604146
8130,l,2,80,-0.08899852842749666
8130,l,2,81,-0.06877292803031537
8130,l,2,82,-0.03984450765449008
8130,l,2,83,-0.01545152023717654
8130,l,2,84,0.03496150593005447
8130,l,2,85,0.005965630676763434
8130,l,2,86,0.013637540712738816
8130,l,2,87,0.0023930233095613425
8130,l,2,88,-0.07430213210933338
8130,l,2,89,0.03818803020760963
8130,l,2,90,-0.024385825474584035
8130,l,2,91,0.008946103512407046
8130,l,2,92,-0.013437194875256136
8130,l,2,93,-0.01894442455504353
8130,l,2,94,0.03563515226251536
8130,l,2,95,0.15641308490137845
8130,l,2,96,0.0063946145689883814
8130,l,2,97,-0.01013534236357494
8130,l,2,98,0.0786713297900055
8130,l,2,99,0.08490943958300091
8130,l,2,100,0.029469880445052905
8130,l,2,101,0.01595863198041385
8130,l,2,102,0.04290328017074493
8130,l,2,103,0.04705157743172531
8130,l,2,104,0.02790811935212407
8130,l,2,105,0.05649900345126222
8130,l,2,106,-0.001819183155095443
8130,l,2,107,0.11332098295005781
8130,l,2,108,0.05503498161981248
8130,l,2,109,0.009028520075815342
8130,l,2,110,-0.029772625422952174
8130,l,2,111,-0.09116199054558194
8130,l,2,112,0.016924349541810043
8130,l,2,113,-0.012290117115320194
8130,l,2,114,0.001945142041067556
8130,h,3,0,0.12626529155608107
8130,h,3,1,-0.11058146999306262
8130,h,3,2,0.07266392813350997
8130,h,3,3,0.002356121329732886
8130,h,3,4,0.005640528509149453
8130,h,3,5,-0.029625232941871277
8130,h,3,6,0.6791576448774934
8130,h,3,7,-0.054271695439217185
8130,h,3,8,0.03255382360558647
8130,h,3,9,-0.023136019355007215
8130,h,3,10,-0.05007907973750636
8130,h,3,11,-0.007842990391746532
8130,h,3,12,-0.21758434090300377
8130,h,3,13,-0.0925705218515697
8130,h,3,14,-0.06393947222726988
8130,h,3,15,-0.09028029845933812
8130,h,3,16,-0.03750192514043229
8130,h,3,17,-0.0029465055732173394
8130,h,3,18,0.032309812800209864
8130,h,3,19,-0.025646054880100567
8130,h,3,20,0.05619503712622985
8130,h,3,21,-0.029708840341062425
8130,h,3,22,-0.10682014268550725
8130,h,3,23,-0.021142678601287525
8130,h,3,24,0.038644857187017455
8130,h,3,25,-0.0765571623998197
8130,h,3,26,-0.04131076816705857
8130,h,3,27,0.04649404469465536
8130,h,3,28,0.03517643712976325
8130,h,3,29,0.01872628288988033
8130,h,3,30,-0.011421716391830622
8130,h,3,31,0.05260323750838845
8130,h,3,32,-0.03325196851511393
8130,h,3,33,-0.015600295560631288
8130,h,3,34,0.092579188717093
8130,h,3,35,-0.022005112188270882
8130,h,3,36,0.009405604812854839
8130,h,3,37,-0.02153753109280829
8130,h,3,38,-0.10829505047210915
8130,h,3,39,-0.027524918876343406
8130,h,3,40,0.0066789753752371905
8130,h,3,41,0.21797947257703293
8130,h,3,42,0.01451631207585496
8130,h,3,43,0.05363547652816173
8130,h,3,44,0.08655811014654229
8130,l,3,0,0.015709206809687803
8130,l,3,1,0.227393588201104
8130,l,3,2,0.01226399400607719
8130,l,3,3,0.012769625985069309
8130,l,3,4,0.13747861535895736
8130,l,3,5,0.16729825408712873
8130,l,3,6,0.1997026984235173
8130,l,3,7,0.18636855668074306
8130,l,3,8,0.051232590543602706
8130,l,3,9,0.291163820093679
8130,l,3,10,0.13529221094924854
8130,l,3,11,0.1378071375685906
8130,l,3,12,0.13365087240901233
8130,l,3,13,0.07322927143703895
8130,l,3,14,0.123067510191516
8130,l,3,15,0.23437516401869907
8130,l,3,16,0.17242382211743637
8130,l,3,17,0.10951543041799826
8130,l,3,18,0.2431822512863664
8130,l,3,19,0.0014828817294793896
8130,l,3,20,0.09519780422721387
8130,l,3,21,0.2130555321937445
8130,l,3,22,0.13847625660947002
8130,l,3,23,0.11312698127127645
8130,l,3,24,0.002481631238615846
8130,l,3,25,0.10733856524130508
8130,l,3,26,0.33740285811394416
8130,l,3,27,0.22492624433890715
8130,l,3,28,0.3062714697539603
8130,l,3,29,0.22700632882324615
8130,l,3,30,0.12416472234260957
8130,l,3,31,0.06918617507374274
8130,l,3,32,0.24761560788626705
8130,l,3,33,0.1782887034535006
8130,l,3,34,0.06665426922854974
8130,l,3,35,-0.0033787566451173195
8130,l,3,36,-0.047100756907828216
8130,l,3,37,-0.07442174094210569
8130,l,3,38,-0.018679792074650033
8130,l,3,39,0.024750186096912357
8130,l,3,40,-0.021969308296664825
8130,l,3,41,0.045828084889349335
8130,l,3,42,0.26014839354361813
8130,l,3,43,0.33860624542335005
8130,l,3,44,0.09083160240284895
8130,l,3,45,0.10129117071338817
8130,l,3,46,-0.05998099463980346
8130,l,3,47,-0.02427230770036518
8130,l,3,48,0.07343796991968427
8130,l,3,49,-0.0017696525012915326
8130,l,3,50,-0.03373384298628104
8130,l,3,51,-0.00480361368673873
8130,l,3,52,0.06982380864466667
8130,l,3,53,0.04155492381452915
8130,l,3,54,0.07234873031139509
8130,l,3,55,0.10062009864918792
8130,l,3,56,-0.0030618067634106834
8130,l,3,57,0.1394040520373198
8130,l,3,58,0.29810652237604585
8130,l,3,59,0.01910550444029734
8130,l,3,60,0.13325952189109624
8130,l,3,61,0.03500861611166234
8130,l,3,62,-0.04025298208846159
8130,l,3,63,-0.08991081327602124
8130,l,3,64,0.03681321688119536
8130,l,3,65,-0.08321119576732734
8130,l,3,66,0.25488451613705004
8130,l,3,67,-0.03396975039591516
8130,l,3,68,0.021236607394355633
8130,l,3,69,-0.011209378814549186
