CID,Primary Odor,Sub Odor,Strength
957,Fragrant/Fruity,Citrus,medium
957,Fragrant/Fruity,Green,medium
957,Fruity,Citrus,medium
957,Grassy/Woody,Woody,medium
957,Green,Green,medium
957,Lemon,Citrus,medium
957,Lemon,Sweet,medium
957,Metallic,Metallic,medium
957,Minty,Sweet,medium
957,Nature,Floral,medium
957,Non-citrusfruity,Sweet,medium
957,NoseFeel,Metallic,medium
957,Nutty,Nutty,medium
957,Popcorn,Burnt,medium
957,Popcorn,Fatty,medium
957,Popcorn,Nutty,medium
957,Popcorn,Woody,medium
957,Sickening,Burnt,medium
957,Solvent/Hydrocarbon,Chemical,medium
957,Sweet,Sweet,medium
957,Sweet,Sweet Organic Chemical,medium
957,Terpenes/Pine/Lemon,Sweet,medium
957,Waxy,Waxy,medium
957,Woody,Woody,medium
964,Lemon,Sour,medium
964,Sharp/Pungent,Sour,medium
964,Sulphur/Cabbage/Garlic,Cabbage,medium
964,Vegetables,Cabbage,medium
964,Vegetables,Radish,medium
971,Odorless,,
977,Odorless,,
978,Odorless,,
980,Odorless,,
984,Grassy/Woody,Cardboard,medium
984,Non-fooditems,Cardboard,medium
985,Dairy,Creamy,low
985,Popcorn,Fatty,low
985,Waxy,Waxy,low
994,Odorless,,
996,Chemical/Hydrocarbon,Medicinal,high
996,Chemical/Hydrocarbon,Plastic,high
996,Chemical/Hydrocarbon,Rubbery,high
996,Foul,Sickening,high
996,Fuel/GasStation/Solvent,Plastic,high
996,Fuel/GasStation/Solvent,Rubbery,high
996,Marshy/Septic/Sulphurous,Rubbery,high
996,Medicinal/Alcohol,Medicinal,high
996,Medicinal/Phenolic,Medicinal,high
996,Medicinal/Phenolic,Phenolic,high
996,Minty,Medicinal,high
996,Non-fooditems,Plastic,high
996,Solvent/Hydrocarbon,Plastic,high
996,Solvent/Hydrocarbon,Rubbery,high
996,Woody,Medicinal,high
996,Woody,Phenolic,high
997,Caramel,Honey,medium
997,Dryfruit,Almond,medium
997,Fragrant,Sweet,medium
997,Fragrant/Fruity,Green,medium
997,Green,Green,medium
997,Lemon,Acid,medium
997,Lemon,Sweet,medium
997,Medicinal/Phenolic,Phenolic,medium
997,Minty,Sweet,medium
997,Non-citrusfruity,Sweet,medium
997,Nutty,Almond,medium
997,Popcorn,Almond,medium
997,Sharp/Pungent,Acid,medium
997,Sickening,Acid,medium
997,Sweet,Sweet,medium
997,Terpenes/Pine/Lemon,Sweet,medium
997,Vegetation,Weed,medium
997,Woody,Phenolic,medium
998,Beverage,Winey,high
998,Caramel,Chocolate,high
998,Caramel,Honey,high
998,Chocolate,Chocolate,high
998,Chocolate,Cocoa,high
998,Citrus,Grapefruit,high
998,Citrus,Lemon,high
998,Citrus,Orange,high
998,Dryfruit,Apricot,high
998,Earthy,Earthy,high
998,Earthy/Musty/Moldy,Earthy,high
998,Earthy/Musty/Moldy,Earthy/ Musty,high
998,Floral,Floral,high
998,Floral,Rose,high
998,Food,Cocoa,high
998,Food,Vegetable,high
998,Foul,Fermented,high
998,Fragrant,Floral,high
998,Fragrant,Orange,high
998,Fragrant,Rose,high
998,Fragrant,Sweet,high
998,Fragrant/Fruity,Green,high
998,Fruity,Apple,high
998,Fruity,Apricot,high
998,Fruity,Berry,high
998,Fruity,Cherry,high
998,Fruity,Grape,high
998,Fruity,Grapefruit,high
998,Fruity,Lemon,high
998,Fruity,Melon,high
998,Fruity,Peach,high
998,Green,Green,high
998,Lemon,Lemon,high
998,Lemon,Sweet,high
998,Minty,Sweet,high
998,Nature,Floral,high
998,Nature,Plant,high
998,Non-citrusfruity,Cherry,high
998,Non-citrusfruity,Sweet,high
998,Nutty,Peanut,high
998,Popcorn,Earthy,high
998,Sharp/Pungent,Earthy,high
998,Softfloral,Powdery,high
998,Sweet,Chocolate,high
998,Sweet,Lemon,high
998,Sweet,Sweet,high
998,Terpenes/Pine/Lemon,Lemon,high
998,Terpenes/Pine/Lemon,Sweet,high
998,Vegetables,Lemon,high
998,Vegetation,Hawthorn,high
998,Vegetation,Hyacinth,high
998,Woody/Resinous,Earthy,high
999,Aromatic,Herbal,high
999,Beverage,Winey,high
999,Caramel,Chocolate,high
999,Caramel,Honey,high
999,Chocolate,Chocolate,high
999,Dairy,Cheese,high
999,Drywoods,Tobacco,high
999,Earthy/Musty/Moldy,Earthy/ Musty,high
999,Earthy/Musty/Moldy,Musty,high
999,Earthy/Musty/Moldy,Musty/Moldy,high
999,Floral,Floral,high
999,Floral,Rose,high
999,Food,Meaty,high
999,Foul,Disagreeable,high
999,Fragrant,Floral,high
999,Fragrant,Herbal,high
999,Fragrant,Rose,high
999,Fragrant,Sweet,high
999,Fragrant/Fruity,Green,high
999,Fruity,Raspberry,high
999,Fruity,Strawberry,high
999,Grassy/Woody,Sweet Tobacco,high
999,Green,Green,high
999,Herbaceous,Herbal,high
999,Herbaceous,Tobacco,high
999,Lemon,Sour,high
999,Lemon,Sweet,high
999,Minty,Sweet,high
999,Nature,Floral,high
999,Nauseating,Disgusting,high
999,Non-citrusfruity,Strawberry,high
999,Non-citrusfruity,Sweet,high
999,Non-vegetarian,Meaty,high
999,People&animals,Animal,high
999,People&animals,Civet,high
999,Popcorn,Musty,high
999,Sharp/Pungent,Musty,high
999,Sharp/Pungent,Sour,high
999,Softfloral,Powdery,high
999,Sweet,Chocolate,high
999,Sweet,Sweet,high
999,Sweet,Vanilla,high
999,Terpenes/Pine/Lemon,Sweet,high
999,Tobaccosmoke,Sweet Tobacco,high
999,Tobaccosmoke,Tobacco,high
999,Vegetation,Herbal,high
999,Waxy,Waxy,high
999,Woody,Vanilla,high
999,Woody/Resinous,Herbal,high
999,Woody/Resinous,Musty,high
1001,Ammonia,Ammonia,high
1001,Ammonia,Fishy,high
1001,Fishy/Ammonia,Ammonia,high
1001,Fishy/Ammonia,Fishy,high
1001,Fishy/Rancid,Fishy,high
1001,Food,Fishy,high
1004,Odorless,,
1030,Odorless,,
1031,Beverage,Tequila,medium
1031,Chemical/Hydrocarbon,Alcohol,medium
1031,Chemical/Hydrocarbon,Fusel,medium
1031,Earthy,Earthy,medium
1031,Earthy/Musty/Moldy,Earthy,medium
1031,Earthy/Musty/Moldy,Earthy/ Musty,medium
1031,Earthy/Musty/Moldy,Musty,medium
1031,Earthy/Musty/Moldy,Musty/Moldy,medium
1031,Foul,Fermented,medium
1031,Fragrant,Sweet,medium
1031,Fragrant/Fruity,Fruity,medium
1031,Fruity,Apple,medium
1031,Fruity,Pear,medium
1031,Lemon,Fruity,medium
1031,Lemon,Sweet,medium
1031,Medicinal/Alcohol,Alcohol,medium
1031,Microbiological,Yeasty,medium
1031,Minty,Sweet,medium
1031,Nature,Fruity,medium
1031,Non-citrusfruity,Sweet,medium
1031,Nutty,Peanut,medium
1031,Popcorn,Earthy,medium
1031,Popcorn,Musty,medium
1031,Pungent,Alcohol,medium
1031,Rancid,Yeasty,medium
1031,Rancid/Putrid,Yeasty,medium
1031,Sharp/Pungent,Earthy,medium
1031,Sharp/Pungent,Musty,medium
1031,Sweet,Fruity,medium
1031,Sweet,Sweet,medium
1031,Terpenes/Pine/Lemon,Sweet,medium
1031,Woody/Resinous,Earthy,medium
1031,Woody/Resinous,Musty,medium
1032,Caramel,Soy Sauce,high
1032,Dairy,Cheese,high
1032,Dairy,Dairy,high
1032,Fishy/Rancid,Rancid,high
1032,Foul,Disagreeable,high
1032,Foul,Pungent,high
1032,Lemon,Acid,high
1032,NoseFeel,Pungent,high
1032,Pungent,Pungent,high
1032,Rancid,Rancid,high
1032,Rancid,Vinegar,high
1032,Rancid/Putrid,Rancid,high
1032,Sharp/Pungent,Acid,high
1032,Sharp/Pungent,Pungent,high
1032,Sharp/Pungent,Rancid,high
1032,Sharp/Pungent,Vinegar,high
1032,Sickening,Acid,high
1032,Sickening,Pungent,high
1045,Fishy/Rancid,Rotten Fish,high
1045,People&animals,Animal,high
1045,Rotten,Rotten,high
1045,Rotten,Rotten Fish,high
1045,Sulphur/Cabbage/Garlic,Rotten,high
1049,Ammonia,Ammonia,very high
1049,Ammonia,Fishy,very high
1049,Burnt,Burnt,very high
1049,Fishy/Ammonia,Ammonia,very high
1049,Fishy/Ammonia,Fishy,very high
1049,Fishy/Rancid,Fishy,very high
1049,Food,Fishy,very high
1049,Foul,Sickening,very high
1049,Lemon,Sour,very high
1049,Popcorn,Burnt,very high
1049,Putrid/DeadAnimal,Putrid,very high
1049,Rancid/Putrid,Putrid,very high
1049,Sharp/Pungent,Putrid,very high
1049,Sharp/Pungent,Sour,very high
1049,Sickening,Burnt,very high
1049,Sickening,Putrid,very high
1054,Odorless,,
1057,Odorless,,
1060,Beverage,Winey,medium
1060,Caramel,Caramel,medium
1060,Chemical/Hydrocarbon,Acetic,medium
1060,Dairy,Creamy,medium
1060,Food,Meaty,medium
1060,Fragrant/Fruity,Green,medium
1060,Grassy/Woody,"'Grassy(Green, Sharp)'",medium
1060,Green,Green,medium
1060,Lemon,Acid,medium
1060,Lemon,Sharp,medium
1060,Lemon,Sour,medium
1060,Non-vegetarian,Meaty,medium
1060,NoseFeel,Sharp,medium
1060,Restaurant,Coffee,medium
1060,Sharp/Pungent,Acid,medium
1060,Sharp/Pungent,Sharp,medium
1060,Sharp/Pungent,Sour,medium
1060,Sickening,Acid,medium
1060,Sickening,Sharp,medium
1060,Sweet,Caramel,medium
1060,Woody,Coffee,medium
1066,Odorless,,
1068,Alliaceous,Onion,high
1068,Ammonia,Fishy,high
1068,Chemical/Hydrocarbon,Sulphurous,high
1068,Dairy,Creamy,high
1068,Fishy/Ammonia,Fishy,high
1068,Fishy/Rancid,Fishy,high
1068,Food,Fishy,high
1068,Food,Food,high
1068,Food,Vegetable,high
1068,Fragrant,Sweet,high
1068,Fragrant/Fruity,Fruity,high
1068,Fragrant/Fruity,Green,high
1068,Fruity,Berry,high
1068,Green,Green,high
1068,Lemon,Fruity,high
1068,Lemon,Sweet,high
1068,Marshy/Septic/Sulphurous,Onion,high
1068,Marshy/Septic/Sulphurous,Sulphurous,high
1068,Minty,Sweet,high
1068,Nature,Fruity,high
1068,Nature,Sea,high
1068,Nature,Sulphurous,high
1068,Non-citrusfruity,Sweet,high
1068,Popcorn,Corn,high
1068,Rotten,Rotten Vegetables,high
1068,Sickening,Onion,high
1068,Sickening,Sulphurous,high
1068,Sulphur/Cabbage/Garlic,Cabbage,high
1068,Sulphur/Cabbage/Garlic,Corn,high
1068,Sulphur/Cabbage/Garlic,Rotten Vegetables,high
1068,Sulphur/Cabbage/Garlic,Sulphurous,high
1068,Sweet,Fruity,high
1068,Sweet,Sweet,high
1068,Terpenes/Pine/Lemon,Sweet,high
1068,Vegetables,Cabbage,high
1068,Vegetables,Onion,high
1068,Vegetables,Radish,high
1068,Vegetables,Tomato,high
1091,Odorless,,
1110,Odorless,,
1123,Odorless,,
1127,Chemical/Hydrocarbon,Sulphurous,high
1127,Foul,Stench,high
1127,Marshy/Septic/Sulphurous,Sulphurous,high
1127,Nature,Sulphurous,high
1127,Sickening,Sulphurous,high
1127,Sulphur/Cabbage/Garlic,Cabbage,high
1127,Sulphur/Cabbage/Garlic,Sulphurous,high
1127,Vegetables,Cabbage,high
1136,Bakery,Bready,medium
1136,Chemical/Hydrocarbon,Sulphurous,medium
1136,Cooked,Cooked,medium
1136,Food,Meaty,medium
1136,Fruity,Juicy,medium
1136,Marshy/Septic/Sulphurous,Sulphurous,medium
1136,Microbiological,Yeasty,medium
1136,Nature,Sulphurous,medium
1136,Non-fooditems,Oily,medium
1136,Non-vegetarian,Beefy,medium
1136,Non-vegetarian,Brothy,medium
1136,Non-vegetarian,Meaty,medium
1136,Nutty,Nutty,medium
1136,Popcorn,Fatty,medium
1136,Popcorn,Nutty,medium
1136,Popcorn,Oily,medium
1136,Rancid,Yeasty,medium
1136,Rancid/Putrid,Fatty/ Oily,medium
1136,Rancid/Putrid,Yeasty,medium
1136,Restaurant,Beefy,medium
1136,Sickening,Sulphurous,medium
1136,Sulphur/Cabbage/Garlic,Sulphurous,medium
1140,Chemical/Hydrocarbon,Benzene,
1140,Chemical/Hydrocarbon,Paint,
1140,Fragrant,Sweet,
1140,Lemon,Sweet,
1140,Minty,Sweet,
1140,Non-citrusfruity,Sweet,
1140,Solvent/Hydrocarbon,Paint,
1140,Sweet,Sweet,
1140,Terpenes/Pine/Lemon,Sweet,
1145,Ammonia,Fishy,
1145,Fishy/Ammonia,Fishy,
1145,Fishy/Rancid,Fishy,
1145,Food,Fishy,
1146,Ammonia,Fishy,very high
1146,Fishy/Ammonia,Fishy,very high
1146,Fishy/Rancid,Fishy,very high
1146,Fishy/Rancid,Rancid,very high
1146,Fishy/Rancid,Rotten Fish,very high
1146,Food,Fishy,very high
1146,Food,Meaty,very high
1146,Fragrant/Fruity,Fruity,very high
1146,Lemon,Fruity,very high
1146,Microbiological,Sweaty,very high
1146,Nature,Fruity,very high
1146,Non-fooditems,Oily,very high
1146,Non-vegetarian,Meaty,very high
1146,Popcorn,Oily,very high
1146,Rancid,Rancid,very high
1146,Rancid/Putrid,Rancid,very high
1146,Rancid/Putrid,Sweaty,very high
1146,Rotten,Rotten,very high
1146,Rotten,Rotten Fish,very high
1146,Sharp/Pungent,Rancid,very high
1146,Sharp/Pungent,Sweaty,very high
1146,Sulphur/Cabbage/Garlic,Rotten,very high
1146,Sweet,Fruity,very high
1175,Odorless,,
1176,Odorless,,
1182,Odorless,,
1183,Caramel,Caramel,medium
1183,Caramel,Chocolate,medium
1183,Chocolate,Chocolate,medium
1183,Dairy,Creamy,medium
1183,Fragrant,Sweet,medium
1183,Lemon,Sweet,medium
1183,Medicinal/Phenolic,Phenolic,medium
1183,Minty,Sweet,medium
1183,Non-citrusfruity,Sweet,medium
1183,Sweet,Caramel,medium
1183,Sweet,Chocolate,medium
1183,Sweet,Sweet,medium
1183,Sweet,Vanilla,medium
1183,Terpenes/Pine/Lemon,Sweet,medium
1183,Woody,Phenolic,medium
1183,Woody,Vanilla,medium
1206,Odorless,,
1213,Earthy,Earthy,very high
1213,Earthy/Musty/Moldy,Earthy,very high
1213,Earthy/Musty/Moldy,Earthy/ Musty,very high
1213,Other,Humus,very high
1213,Popcorn,Earthy,very high
1213,Sharp/Pungent,Earthy,very high
1213,Waste,Dirt,very high
1213,Woody/Resinous,Earthy,very high
1245,Fragrant,Sweet,
1245,Lemon,Sweet,
1245,Minty,Sweet,
1245,Non-citrusfruity,Sweet,
1245,Sweet,Sweet,
1245,Sweet,Vanilla,
1245,Terpenes/Pine/Lemon,Sweet,
1245,Woody,Vanilla,
1254,Lemon,Cool,
1254,Minty,Cool,
1254,Minty,Menthol,
1254,Pungent,Cool,
1254,Sweet,Minty,
1254,Terpenes/Pine/Lemon,Minty,
1302,Odorless,,
1480,Odorless,,
1486,Odorless,,
1491,Medicinal/Phenolic,Phenolic,low
1491,Other,Mild,low
1491,Woody,Phenolic,low
1639,Odorless,,
1727,Odorless,,
1752,Medicinal/Phenolic,Phenolic,
1752,Woody,Phenolic,
1775,Odorless,,
1839,Odorless,,
1983,Odorless,,
1986,Odorless,,
1989,Odorless,,
2078,Odorless,,
2153,Odorless,,
2164,Odorless,,
2176,Odorless,,
2200,Odorless,,
2214,Burnt,Burnt,low
2214,Dryfruit,Almond,low
2214,Earthy/Musty/Moldy,Earthy/ Musty,low
2214,Earthy/Musty/Moldy,Musty,low
2214,Earthy/Musty/Moldy,Musty/Moldy,low
2214,Floral,Floral,low
2214,Fragrant,Floral,low
2214,Fragrant,Sweet,low
2214,Lemon,Sweet,low
2214,Minty,Sweet,low
2214,Nature,Floral,low
2214,Non-citrusfruity,Sweet,low
2214,Nutty,Almond,low
2214,Other,Powerful,low
2214,Popcorn,Almond,low
2214,Popcorn,Burnt,low
2214,Popcorn,Musty,low
2214,Restaurant,Coffee,low
2214,Sharp/Pungent,Musty,low
2214,Sickening,Burnt,low
2214,Sweet,Sweet,low
2214,Sweet,Vanilla,low
2214,Terpenes/Pine/Lemon,Sweet,low
2214,Vegetation,Hawthorn,low
2214,Woody,Coffee,low
2214,Woody,Vanilla,low
2214,Woody/Resinous,Musty,low
2242,Odorless,,
2244,Odorless,,
2256,Odorless,,
2268,Odorless,,
2286,Odorless,,
2314,Odorless,,
2319,Odorless,,
2328,Odorless,,
2336,Odorless,,
2337,Odorless,,
2345,Aromatic,Herbal,low
2345,Balsamic,Balsamic,low
2345,Dairy,Cheese,low
2345,Dryfruit,Almond,low
2345,Floral,Floral,low
2345,Fragrant,Floral,low
2345,Fragrant,Herbal,low
2345,Fragrant,Sweet,low
2345,Fragrant/Fruity,Fruity,low
2345,Fruity,Cherry,low
2345,Fruity,Pineapple,low
2345,Fruity,Strawberry,low
2345,Herbaceous,Herbal,low
2345,Lemon,Fruity,low
2345,Lemon,Sweet,low
2345,Minty,Sweet,low
2345,Nature,Floral,low
2345,Nature,Fruity,low
2345,Non-citrusfruity,Cherry,low
2345,Non-citrusfruity,Pineapple,low
2345,Non-citrusfruity,Strawberry,low
2345,Non-citrusfruity,Sweet,low
2345,Non-fooditems,Oily,low
2345,Nutty,Almond,low
2345,Popcorn,Almond,low
2345,Popcorn,Oily,low
2345,Sweet,Fruity,low
2345,Sweet,Sweet,low
2345,Terpenes/Pine/Lemon,Sweet,low
2345,Vegetation,Herbal,low
2345,Woody/Resinous,Herbal,low
2346,Buildingmaterials&construction,Dusty,medium
2346,Chemical/Hydrocarbon,Medicinal,medium
2346,Earthy,Dusty,medium
2346,Food,Vegetable,medium
2346,Medicinal/Alcohol,Medicinal,medium
2346,Medicinal/Phenolic,Medicinal,medium
2346,Minty,Medicinal,medium
2346,Non-fooditems,Oily,medium
2346,Popcorn,Oily,medium
2346,Sulphur/Cabbage/Garlic,Cabbage,medium
2346,Vegetables,Cabbage,medium
2346,Vegetables,Horseradish,medium
2346,Vegetables,Radish,medium
2346,Vegetables,Watercress,medium
2346,Woody,Medicinal,medium
2355,Odorless,,
2450,Odorless,,
2479,Odorless,,
2482,Odorless,,
2513,Odorless,,
2519,Odorless,,
2529,Odorless,,
2537,Chemical/Hydrocarbon,Medicinal,medium
2537,Medicinal/Alcohol,Medicinal,medium
2537,Medicinal/Phenolic,Medicinal,medium
2537,Minty,Camphor,medium
2537,Minty,Medicinal,medium
2537,Sweet,Minty,medium
2537,Terpenes/Pine/Lemon,Minty,medium
2537,Woody,Medicinal,medium
2551,Odorless,,
2566,Odorless,,
2682,Clean,Clean,low
2682,Floral,Floral,low
2682,Food,Grease,low
2682,Fragrant,Floral,low
2682,Fragrant/Fruity,Fruity,low
2682,Lemon,Fruity,low
2682,Nature,Floral,low
2682,Nature,Fruity,low
2682,Non-fooditems,Oily,low
2682,Popcorn,Oily,low
2682,Sweet,Fruity,low
2682,Waxy,Waxy,low
2712,Odorless,,
2714,Odorless,,
2719,Odorless,,
2720,Odorless,,
2724,Odorless,,
2758,Aromatic,Herbal,high
2758,Chemical/Hydrocarbon,Medicinal,high
2758,Fragrant,Herbal,high
2758,Herbaceous,Eucalyptus,high
2758,Herbaceous,Herbal,high
2758,Medicinal/Alcohol,Medicinal,high
2758,Medicinal/Phenolic,Medicinal,high
2758,Minty,Camphor,high
2758,Minty,Eucalyptus,high
2758,Minty,Medicinal,high
2758,Sweet,Eucalyptus,high
2758,Terpenes/Pine/Lemon,Eucalyptus,high
2758,Vegetation,Herbal,high
2758,Woody,Medicinal,high
2758,Woody/Resinous,Herbal,high
2775,Odorless,,
2788,Odorless,,
2812,Odorless,,
2879,Bakery,Smokey,high
2879,Beverage,Mimosa,high
2879,Chemical/Hydrocarbon,Medicinal,high
2879,Floral,Narcissus,high
2879,Medicinal/Alcohol,Medicinal,high
2879,Medicinal/Phenolic,Medicinal,high
2879,Medicinal/Phenolic,Phenolic,high
2879,Minty,Medicinal,high
2879,People&animals,Animal,high
2879,People&animals,Smokey,high
2879,Popcorn,Smokey,high
2879,Sickening,Smokey,high
2879,Smokey,Smokey,high
2879,Woody,Medicinal,high
2879,Woody,Phenolic,high
2879,Woody,Smokey,high
2879,Woody/Resinous,Smokey,high
2907,Odorless,,
2910,Odorless,,
2912,Odorless,,
2943,Odorless,,
2955,Odorless,,
2969,Citrus,Citrus,medium
2969,Dairy,Cheese,medium
2969,Fishy/Rancid,Rancid,medium
2969,Foul,Unpleasant,medium
2969,Fragrant/Fruity,Citrus,medium
2969,Fruity,Citrus,medium
2969,Lemon,Citrus,medium
2969,Lemon,Sour,medium
2969,Popcorn,Fatty,medium
2969,Rancid,Rancid,medium
2969,Rancid/Putrid,Rancid,medium
2969,Sharp/Pungent,Rancid,medium
2969,Sharp/Pungent,Sour,medium
2969,Waxy,Waxy,medium
2998,Odorless,,
3016,Odorless,,
3025,Odorless,,
3030,Odorless,,
3037,Odorless,,
3055,Odorless,,
3092,Odorless,,
3102,Aromatic,Herbal,medium
3102,Balsamic,Balsamic,medium
3102,Buildingmaterials&construction,Metallic,medium
3102,Dryfruit,Apricot,medium
3102,Floral,Geranium,medium
3102,Floral,Rose,medium
3102,Fragrant,Geranium,medium
3102,Fragrant,Herbal,medium
3102,Fragrant,Rose,medium
3102,Fragrant,Sweet,medium
3102,Fruity,Apricot,medium
3102,Fruity,Peach,medium
3102,Herbaceous,Herbal,medium
3102,Lemon,Sweet,medium
3102,Metallic,Metallic,medium
3102,Minty,Sweet,medium
3102,Non-citrusfruity,Sweet,medium
3102,NoseFeel,Metallic,medium
3102,Softfloral,Powdery,medium
3102,Sweet,Sweet,medium
3102,Terpenes/Pine/Lemon,Sweet,medium
3102,Vegetation,Herbal,medium
3102,Woody/Resinous,Herbal,medium
3117,Odorless,,
3120,Odorless,,
3168,Odorless,,
3225,Odorless,,
3279,Odorless,,
3283,Chemical/Hydrocarbon,Ether,
3284,Odorless,,
3286,Odorless,,
3295,Odorless,,
3314,Aromatic,Clove,medium
3314,Bakery,Smokey,medium
3314,Buildingmaterials&construction,Woody,medium
3314,Caramel,Honey,medium
3314,Dry,Dry,medium
3314,Food,Spices,medium
3314,Foul,Pungent,medium
3314,Fragrant,Sweet,medium
3314,Grassy/Woody,Woody,medium
3314,Lemon,Sweet,medium
3314,Medicinal/Phenolic,Phenolic,medium
3314,Minty,Spices,medium
3314,Minty,Sweet,medium
3314,Non-citrusfruity,Sweet,medium
3314,Non-vegetarian,Bacon,medium
3314,Non-vegetarian,Ham,medium
3314,NoseFeel,Pungent,medium
3314,Other,Strong,medium
3314,People&animals,Smokey,medium
3314,Popcorn,Smokey,medium
3314,Popcorn,Woody,medium
3314,Pungent,Pungent,medium
3314,Salty,Savory,medium
3314,Sharp/Pungent,Pungent,medium
3314,Sickening,Pungent,medium
3314,Sickening,Smokey,medium
3314,Smokey,Smokey,medium
3314,Spices,Allspice,medium
3314,Spices,Cinnamyl,medium
3314,Spices,Clove,medium
3314,Spices,Spices,medium
3314,Sweet,Sweet,medium
3314,Terpenes/Pine/Lemon,Sweet,medium
3314,Woody,Phenolic,medium
3314,Woody,Smokey,medium
3314,Woody,Woody,medium
3314,Woody/Resinous,Smokey,medium
3314,Woody/Resinous,Spices,medium
3331,Odorless,,
3366,Odorless,,
3385,Odorless,,
3392,Odorless,,
3435,Odorless,,
3440,Odorless,,
3444,Odorless,,
3450,Odorless,,
3485,Chemical/Hydrocarbon,Medicinal,medium
3485,Foul,Pungent,medium
3485,Medicinal/Alcohol,Medicinal,medium
3485,Medicinal/Phenolic,Medicinal,medium
3485,Minty,Medicinal,medium
3485,NoseFeel,Pungent,medium
3485,Pungent,Pungent,medium
3485,Sharp/Pungent,Pungent,medium
3485,Sickening,Pungent,medium
3485,Woody,Medicinal,medium
3496,Odorless,,
3512,Odorless,,
3611,Buildingmaterials&construction,Woody,medium
3611,Grassy/Woody,Woody,medium
3611,Medicinal/Phenolic,Phenolic,medium
3611,Popcorn,Woody,medium
3611,Woody,Phenolic,medium
3611,Woody,Woody,medium
3637,Odorless,,
3639,Odorless,,
3647,Odorless,,
3696,Odorless,,
3715,Odorless,,
3728,Odorless,,
3739,Odorless,,
3776,Bakery,Buttery,medium
3776,Buildingmaterials&construction,Woody,medium
3776,Caramel,Buttery,medium
3776,Chemical/Hydrocarbon,Alcohol,medium
3776,Dairy,Buttery,medium
3776,Earthy/Musty/Moldy,Earthy/ Musty,medium
3776,Earthy/Musty/Moldy,Musty,medium
3776,Earthy/Musty/Moldy,Musty/Moldy,medium
3776,Grassy/Woody,Woody,medium
3776,Medicinal/Alcohol,Alcohol,medium
3776,Popcorn,Musty,medium
3776,Popcorn,Woody,medium
3776,Pungent,Alcohol,medium
3776,Sharp/Pungent,Musty,medium
3776,Woody,Woody,medium
3776,Woody/Resinous,Musty,medium
3883,Odorless,,
3893,Buildingmaterials&construction,Metallic,medium
3893,Metallic,Metallic,medium
3893,NoseFeel,Metallic,medium
3893,Popcorn,Fatty,medium
3893,Waxy,Waxy,medium
3902,Odorless,,
4053,Odorless,,
4101,Odorless,,
4114,Odorless,,
4133,Aromatic,Aromatic,medium
4133,Aromatic,Herbal,medium
4133,Beverage,Beer,medium
4133,Beverage,Root beer,medium
4133,Food,Spices,medium
4133,Fragrant,Aromatic,medium
4133,Fragrant,Herbal,medium
4133,Fragrant,Sweet,medium
4133,Herbaceous,Herbal,medium
4133,Lemon,Sweet,medium
4133,Medicinal/Phenolic,Phenolic,medium
4133,Minty,Aromatic,medium
4133,Minty,Camphor,medium
4133,Minty,Peppermint,medium
4133,Minty,Spices,medium
4133,Minty,Sweet,medium
4133,Non-citrusfruity,Aromatic,medium
4133,Non-citrusfruity,Sweet,medium
4133,Spices,Spices,medium
4133,Sweet,Minty,medium
4133,Sweet,Sweet,medium
4133,Sweet,Vanilla,medium
4133,Terpenes/Pine/Lemon,Minty,medium
4133,Terpenes/Pine/Lemon,Sweet,medium
4133,Vegetation,Herbal,medium
4133,Woody,Phenolic,medium
4133,Woody,Vanilla,medium
4133,Woody/Resinous,Aromatic,medium
4133,Woody/Resinous,Herbal,medium
4133,Woody/Resinous,Spices,medium
4138,Odorless,,
4159,Odorless,,
4170,Odorless,,
4173,Odorless,,
4201,Odorless,,
4276,Balsamic,Balsamic,medium
4276,Buildingmaterials&construction,Woody,medium
4276,Food,Spices,medium
4276,Grassy/Woody,Woody,medium
4276,Minty,Spices,medium
4276,Popcorn,Warm,medium
4276,Popcorn,Woody,medium
4276,Spices,Spices,medium
4276,Sweet,Warm,medium
4276,Woody,Woody,medium
4276,Woody/Resinous,Spices,medium
4411,Odorless,,
