Stimulus,CID,Rep,Name,Conditions,SourceFile
8902_0,8902,0,dipropylamine,,dipropylamine_SG21.csv
8908_0,8908,0,hexyl acetate,,hexylacetate_es3.csv
8914_0,8914,0,1-nonanol,,1_nonanol_OH3.csv
9007_0,9007,0,3-methoxyphenol,,3_methoxyphenol_SG26.csv
9233_0,9233,0,norbornane,1/20 in mineral oil,norbornane_polycy.csv
9234_0,9234,0,7-oxabicyclo[2.2.1]heptane,1/20 in mineral oil,7_oxabicycloheptane_polycy.csv
9266_0,9266,0,cyclooctane,,cyclo_octane_expa.csv
92831_0,92831,0,ethyl lactate,,ethyllactate_Alc+Es.csv
93009_0,93009,0,L-bornyl acetate,1/20 in mineral oil,bornylacetate_polycy.csv
93009_1,93009,1,L-bornyl acetate,,L-bornylacetate_SG11.csv
931_0,931,0,naphthalene,,naphthalene_SG1.csv
94060_0,94060,0,lavandulol,,lavandulol_C10Alcs.csv
957_0,957,0,1-octanol,,1_octanol_alc1.csv
957_1,957,1,1-octanol,13.6 ppm,1_octanol_alc2.csv
98471_0,98471,0,2-acetylcyclopentanone,,2_acetylcyclopentanone_SG16.csv
99873_0,99873,0,2-methylcyclopropanecarboxylic acid,,2_mecycpropcarbacid_SG19.csv
