CID A,CID B,Subject,Rep,IA,IAmix,IB,IBmix,IAB,PA,PB,PAB
1183,7765,14,1,5.5,6.1,6.4,6.4,8.0,5.4,6.0,6.0
1183,7765,20,1,5.3,6.4,6.5,4.9,5.3,5.4,4.1,5.4
1183,7765,21,1,4.0,5.2,7.0,7.0,5.2,6.9,3.7,6.7
1183,7765,23,1,2.8,4.8,3.1,3.7,5.9,7.1,4.3,9.4
1183,7765,25,1,3.9,7.8,7.9,0.0,7.3,9.0,1.3,4.6
1183,7765,26,1,7.3,5.5,6.2,7.8,7.3,8.3,5.3,7.2
1183,7765,27,1,5.2,4.7,6.4,4.8,6.7,8.3,5.2,7.4
1183,7765,29,1,4.7,4.7,4.3,4.7,5.3,8.1,6.0,8.0
1183,7765,35,1,3.3,5.8,4.2,5.9,6.0,5.6,7.1,5.7
1183,7765,37,1,4.0,5.6,4.0,4.0,6.0,6.5,5.0,8.0
1183,7765,39,1,1.2,1.2,1.8,2.3,4.8,4.0,5.3,7.2
1183,7765,40,1,5.2,2.1,5.1,5.6,5.6,7.7,5.7,5.7
1183,7765,45,1,4.3,5.4,3.4,1.4,4.3,2.5,3.3,2.8
1183,7765,46,1,2.0,3.4,2.9,4.4,8.0,9.6,6.0,9.3
1183,7765,48,1,6.8,6.5,8.0,6.8,5.7,5.7,5.4,7.5
1183,7765,49,1,5.4,7.6,6.3,6.3,7.3,6.3,4.3,5.4
1183,7765,51,1,3.4,6.1,5.4,3.2,6.3,7.6,4.8,6.5
1183,7765,53,1,2.6,3.6,5.3,5.6,5.3,5.2,6.3,6.4
1183,7765,54,1,1.0,1.7,5.0,2.5,5.0,7.0,5.0,9.0
1183,7765,57,1,3.6,4.9,5.1,6.1,5.0,5.0,4.9,5.0
1183,7765,59,1,7.1,8.5,6.8,4.8,7.8,4.3,2.3,2.8
1183,7765,60,1,5.1,6.4,5.9,7.4,5.1,6.6,5.7,7.8
1183,7765,61,1,1.9,2.0,4.2,4.2,3.0,8.2,4.3,8.2
1183,7765,62,1,1.5,1.7,8.2,3.3,6.5,8.7,2.7,7.4
1183,7765,63,1,2.7,4.1,6.1,4.6,4.9,7.2,2.4,7.0
1183,7765,66,1,4.5,1.8,5.8,2.3,8.8,4.6,5.3,3.5
2758,179,1,1,7.5,9.0,5.0,7.5,9.0,3.5,2.8,4.0
2758,179,5,1,6.4,7.4,5.4,5.4,7.5,7.6,5.6,6.5
2758,179,9,1,3.4,4.1,1.4,2.2,6.4,4.5,4.5,4.0
2758,179,11,1,6.5,7.8,4.8,6.2,6.0,5.4,5.0,7.0
2758,179,13,1,6.3,6.0,5.1,5.3,6.4,5.2,5.0,4.9
2758,179,17,1,6.6,5.0,4.0,2.0,6.0,9.1,8.2,9.5
2758,179,20,1,6.3,6.0,5.1,5.3,6.4,5.2,5.0,4.9
2758,179,23,1,7.0,8.4,6.5,8.1,8.0,5.5,4.4,5.0
2758,179,26,1,8.5,11.0,6.5,1.3,8.6,5.4,2.5,6.6
2758,179,27,1,6.6,7.3,4.4,4.4,5.7,6.8,7.5,7.1
2758,179,28,1,6.9,6.2,5.6,5.0,6.2,5.1,4.2,5.0
2758,179,29,1,5.2,5.7,5.2,5.2,5.4,7.0,6.0,7.0
2758,179,32,1,6.0,4.8,4.6,3.9,5.0,5.0,4.5,4.0
2758,179,33,1,6.0,4.8,6.0,3.6,6.0,4.0,1.0,2.0
2758,179,34,1,5.7,6.8,4.6,2.3,6.6,5.8,6.6,5.4
2758,179,37,1,8.4,5.9,3.4,3.4,5.0,6.5,4.5,5.0
2758,179,38,1,3.6,3.8,6.8,5.8,7.3,5.9,6.8,5.8
2758,179,39,1,6.0,6.0,7.0,10.5,7.0,7.0,9.0,8.0
2758,179,45,1,1.6,2.6,1.3,2.4,1.4,2.6,2.3,2.8
2758,179,46,1,7.8,5.9,8.6,2.2,6.0,6.4,9.5,6.6
2758,179,47,1,8.5,4.3,3.0,4.5,9.0,6.0,3.0,1.0
2758,179,48,1,8.5,6.4,6.5,8.1,7.6,3.5,4.7,3.6
2758,179,49,1,6.4,6.7,5.6,5.6,6.5,2.2,0.5,2.8
2758,179,51,1,6.4,7.7,6.5,3.9,6.5,4.6,6.3,3.8
2758,179,52,1,6.0,5.4,5.6,5.3,5.6,5.4,5.0,5.1
2758,179,56,1,6.0,4.8,1.0,1.8,7.0,4.0,6.0,4.0
2758,179,58,1,4.4,0.9,4.9,5.4,5.0,4.7,4.4,4.7
2758,179,59,1,8.6,6.5,7.7,5.4,7.8,1.8,2.0,1.5
2758,179,60,1,5.0,6.0,5.1,3.8,5.0,8.0,7.6,6.0
2758,179,64,1,6.0,0.6,5.1,5.1,5.3,3.2,5.4,4.2
2758,7463,2,1,5.0,4.8,5.6,5.0,5.5,4.0,3.6,5.5
2758,7463,5,1,6.5,5.2,5.5,3.3,5.8,6.5,3.6,4.5
2758,7463,6,1,5.0,1.5,2.5,0.3,8.8,5.4,4.6,1.3
2758,7463,7,1,7.5,9.0,1.5,1.7,5.0,8.4,6.6,4.9
2758,7463,11,1,2.4,3.0,5.5,6.6,7.5,4.4,6.4,2.5
2758,7463,13,1,4.4,4.2,5.5,5.8,6.5,5.0,2.8,5.5
2758,7463,15,1,6.0,5.1,6.5,3.9,6.6,4.8,3.6,4.6
2758,7463,16,1,1.5,0.8,3.8,1.0,5.6,2.5,5.5,3.4
2758,7463,17,1,4.6,5.8,3.0,3.8,5.8,4.5,4.0,3.2
2758,7463,20,1,8.5,11.0,4.8,6.0,5.0,1.6,4.6,4.0
2758,7463,23,1,8.0,8.0,6.0,6.3,5.0,2.7,3.0,5.6
2758,7463,25,1,5.5,5.0,7.8,4.7,2.0,4.2,4.6,5.0
2758,7463,26,1,7.0,3.5,3.0,0.8,5.0,3.0,6.4,3.7
2758,7463,27,1,7.5,9.8,3.5,4.6,5.7,2.3,4.5,4.4
2758,7463,29,1,4.9,6.9,8.4,10.9,5.6,6.5,5.5,5.4
2758,7463,31,1,4.0,4.0,6.8,7.5,8.5,4.0,3.7,5.6
2758,7463,33,1,6.5,5.9,5.5,4.1,5.0,4.4,4.2,5.0
2758,7463,34,1,7.8,5.9,7.5,3.8,5.4,5.5,3.5,3.8
2758,7463,36,1,4.4,6.6,3.1,4.3,5.0,3.9,4.6,6.0
2758,7463,39,1,4.6,6.9,3.4,4.8,5.0,5.6,6.0,6.0
2758,7463,44,1,2.1,2.1,3.6,4.0,5.6,5.0,3.8,6.0
2758,7463,45,1,6.4,5.8,3.4,2.6,5.3,5.2,6.0,5.4
2758,7463,46,1,3.6,2.9,5.5,2.8,5.9,3.6,4.0,4.4
2758,7463,47,1,6.4,9.6,5.8,8.7,4.0,6.5,3.8,8.0
2758,7463,49,1,3.1,4.7,2.2,3.3,6.0,7.0,4.4,4.4
2758,7463,52,1,5.2,5.7,4.1,4.5,6.4,4.1,5.0,6.5
2758,7463,54,1,5.4,4.9,5.0,4.5,7.6,5.5,3.0,5.4
2758,7463,55,1,6.6,5.3,4.6,2.3,3.5,5.5,5.4,4.5
2758,7463,56,1,6.7,6.7,4.6,9.2,7.6,4.5,5.2,5.2
2758,7463,63,1,5.3,6.4,4.6,5.1,8.2,7.1,5.3,7.0
2758,7742,1,1,4.0,4.0,7.8,7.8,6.0,4.0,4.5,4.9
2758,7742,3,1,8.0,6.4,6.0,5.4,8.5,6.0,4.0,6.3
2758,7742,5,1,5.0,3.5,8.0,6.4,5.0,7.7,4.0,5.0
2758,7742,9,1,5.0,6.0,7.0,7.7,6.5,5.0,6.0,3.4
2758,7742,12,1,5.0,6.0,8.6,9.5,8.4,5.4,6.2,3.4
2758,7742,14,1,2.2,2.0,6.0,5.4,6.4,6.4,5.2,6.5
2758,7742,15,1,8.4,6.7,6.4,5.1,6.0,2.3,4.4,5.0
2758,7742,16,1,5.2,1.3,4.2,2.1,6.0,7.6,2.2,3.9
2758,7742,19,1,3.6,4.5,5.4,6.5,5.1,2.7,4.2,3.6
2758,7742,21,1,4.0,5.0,5.8,7.0,7.6,6.0,4.6,3.8
2758,7742,24,1,9.0,9.0,5.4,5.4,8.2,1.0,2.5,7.4
2758,7742,25,1,7.0,5.6,5.5,4.4,7.6,4.0,5.4,5.2
2758,7742,26,1,6.4,1.9,5.4,3.2,5.0,5.3,4.7,4.0
2758,7742,28,1,2.6,3.4,4.0,4.8,6.0,4.0,6.0,4.0
2758,7742,30,1,5.0,6.5,10.0,11.0,7.0,5.0,2.0,5.0
2758,7742,32,1,2.4,2.4,7.0,7.0,5.0,3.2,4.0,8.0
2758,7742,33,1,8.0,6.4,5.3,4.2,9.4,4.0,6.6,5.2
2758,7742,34,1,3.2,1.6,5.5,3.9,8.0,7.2,2.6,4.0
2758,7742,38,1,4.4,6.2,3.0,3.8,7.4,2.4,6.0,5.4
2758,7742,41,1,5.0,7.0,9.4,11.0,7.4,6.5,8.4,5.4
2758,7742,45,1,5.0,4.0,2.0,1.6,6.6,4.6,9.2,5.6
2758,7742,46,1,2.7,1.4,4.7,3.3,7.0,7.6,8.0,4.4
2758,7742,48,1,5.4,8.1,4.6,6.0,4.7,6.3,5.0,5.5
2758,7742,51,1,2.6,3.9,5.0,7.0,6.5,5.2,5.1,6.0
2758,7742,53,1,2.3,2.3,3.8,3.8,7.4,7.8,6.0,4.9
2758,7742,54,1,6.0,4.8,7.0,6.0,6.9,5.0,6.0,6.0
2758,7742,55,1,5.0,2.5,4.4,3.3,6.6,5.2,6.5,4.6
2758,7742,59,1,4.4,7.5,2.6,3.9,7.0,8.6,5.1,6.0
2758,7742,62,1,6.0,6.0,6.4,10.2,6.8,3.0,6.2,8.0
2758,7742,64,1,7.2,8.3,5.0,5.5,10.0,6.3,4.4,0.0
2758,10882,1,1,6.5,3.9,5.0,3.5,4.9,6.4,8.5,7.4
2758,10882,2,1,6.5,3.3,6.5,0.0,6.3,9.5,6.6,7.6
2758,10882,6,1,3.0,2.7,3.5,4.2,6.0,6.8,6.5,6.5
2758,10882,7,1,5.9,2.4,5.7,4.0,4.6,7.0,5.5,5.2
2758,10882,9,1,6.5,7.8,7.2,2.9,7.8,4.7,4.3,4.5
2758,10882,11,1,5.8,4.6,5.5,5.0,6.0,6.0,4.5,7.0
2758,10882,12,1,7.6,0.0,8.0,6.4,6.0,2.3,3.0,5.0
2758,10882,13,1,7.0,2.1,6.8,8.8,7.2,4.5,6.1,6.5
2758,10882,14,1,8.9,9.8,8.5,8.9,9.0,5.5,6.0,5.5
2758,10882,17,1,6.8,5.1,7.0,5.6,6.4,9.8,8.8,9.8
2758,10882,20,1,3.7,1.9,6.4,5.1,4.7,5.5,5.5,5.5
2758,10882,22,1,6.5,4.2,6.6,5.3,6.2,5.8,5.6,6.4
2758,10882,29,1,7.0,3.5,7.5,4.5,7.0,4.0,3.0,6.0
2758,10882,30,1,7.0,6.0,6.0,5.7,5.5,4.4,5.2,5.2
2758,10882,33,1,7.8,4.7,8.1,6.5,7.0,4.0,5.0,5.0
2758,10882,36,1,8.0,0.0,7.9,7.5,7.5,5.0,4.8,5.2
2758,10882,39,1,8.0,5.2,6.0,5.4,7.0,7.5,8.0,8.0
2758,10882,44,1,7.1,4.3,7.2,5.0,5.7,5.8,5.4,6.1
2758,10882,46,1,6.5,3.3,5.2,3.6,4.7,7.7,7.2,8.3
2758,10882,49,1,7.4,11.0,6.5,8.5,7.5,5.5,4.6,4.7
2758,10882,51,1,5.0,8.5,5.5,1.1,4.8,5.1,4.5,7.6
2758,10882,53,1,5.5,0.0,8.3,5.0,6.7,4.3,6.8,6.8
2758,10882,54,1,5.0,2.5,5.1,6.1,5.0,9.7,9.7,9.5
2758,10882,57,1,6.5,3.9,5.7,4.3,6.0,5.7,5.5,5.7
2758,10882,58,1,5.2,1.0,5.5,1.7,4.6,6.0,5.5,7.0
2758,10882,59,1,5.7,4.8,7.5,7.5,7.3,3.2,2.8,2.6
2758,10882,61,1,6.2,6.2,7.4,7.0,6.2,9.8,1.9,9.8
2758,10882,63,1,5.5,6.9,5.2,6.5,4.9,2.3,2.5,3.9
2758,10882,64,1,7.5,2.6,7.3,0.7,5.9,3.5,5.7,6.3
2758,10882,66,1,9.8,3.9,9.8,5.9,8.5,7.3,9.2,7.7
2758,61592,2,1,4.4,4.4,2.6,2.6,6.6,7.6,5.6,6.7
2758,61592,3,1,6.8,6.5,3.1,3.3,6.0,7.4,4.9,7.0
2758,61592,3,2,6.0,5.7,3.1,3.1,5.2,6.0,5.0,6.1
2758,61592,5,2,5.7,5.1,5.3,2.4,5.4,5.3,3.1,5.4
2758,61592,6,2,4.4,4.8,1.0,1.7,4.0,6.0,5.0,5.2
2758,61592,7,1,2.0,2.0,7.0,8.8,9.0,5.0,3.0,6.0
2758,61592,9,1,5.5,2.2,3.6,4.7,6.0,4.4,4.0,5.0
2758,61592,9,2,5.1,5.1,6.3,8.2,7.2,4.0,3.0,3.6
2758,61592,12,1,8.1,6.5,8.0,8.0,9.0,2.0,2.0,2.0
2758,61592,12,2,7.2,5.8,6.8,6.8,7.1,2.3,2.3,3.0
2758,61592,13,1,6.5,5.2,5.0,1.5,6.5,6.0,7.0,6.5
2758,61592,14,1,5.0,5.8,4.2,5.7,6.6,5.5,2.0,5.6
2758,61592,19,2,7.0,6.3,6.3,3.2,7.2,5.4,3.0,5.3
2758,61592,21,1,7.2,8.6,1.0,1.0,5.9,6.0,5.2,8.2
2758,61592,21,2,8.2,7.4,4.2,2.1,7.8,3.3,3.0,4.1
2758,61592,23,2,6.6,6.9,5.1,9.2,7.3,4.3,2.1,5.3
2758,61592,25,1,7.1,5.0,5.1,0.0,6.8,5.4,4.6,6.0
2758,61592,25,2,6.3,6.3,6.3,0.0,6.2,4.6,4.2,4.6
2758,61592,27,1,7.2,7.9,5.2,5.2,6.3,7.7,5.2,7.7
2758,61592,27,2,9.0,8.1,4.4,4.4,8.0,6.0,5.0,6.0
2758,61592,28,1,7.4,4.4,2.7,2.2,5.5,4.6,3.5,7.5
2758,61592,29,1,5.0,5.0,4.4,2.2,5.2,7.5,5.5,7.5
2758,61592,29,2,5.5,4.7,6.0,6.0,6.0,7.0,7.6,7.0
2758,61592,30,1,3.0,3.5,3.6,3.8,4.4,4.3,4.5,5.0
2758,61592,32,1,6.2,4.3,4.2,4.2,5.0,6.9,4.2,7.4
2758,61592,32,2,4.1,5.3,3.6,4.3,5.3,7.7,5.0,6.6
2758,61592,33,2,7.0,8.4,5.0,4.0,5.0,5.0,4.0,5.0
2758,61592,34,1,5.4,6.5,5.6,2.2,4.5,6.6,5.5,6.5
2758,61592,34,2,8.3,5.8,4.5,2.3,6.3,5.6,5.6,6.4
2758,61592,35,1,7.1,3.6,4.6,4.6,5.7,4.1,4.6,3.5
2758,61592,36,2,9.0,7.7,6.3,6.3,5.2,5.1,5.0,8.8
2758,61592,37,1,4.6,3.2,3.6,2.5,5.0,5.0,5.0,5.0
2758,61592,37,2,7.0,4.9,4.0,4.0,6.0,8.0,3.0,8.0
2758,61592,38,2,7.3,5.8,5.5,7.2,7.3,7.2,6.6,8.1
2758,61592,39,1,7.0,9.1,4.0,4.4,5.0,8.0,7.0,7.9
2758,61592,39,2,7.1,7.1,5.0,4.0,7.8,8.0,6.6,8.0
2758,61592,40,2,7.0,7.0,5.6,2.8,7.0,6.0,4.7,6.0
2758,61592,41,1,7.5,11.0,4.6,4.1,7.4,3.6,4.9,3.2
2758,61592,45,1,6.0,7.8,3.0,3.5,2.8,2.3,2.5,2.6
2758,61592,45,2,4.3,2.2,2.8,1.1,4.2,3.2,3.0,3.7
2758,61592,47,2,9.7,4.9,9.7,9.7,9.4,5.0,4.2,3.0
2758,61592,49,2,7.2,5.0,5.3,2.1,7.3,5.3,1.6,0.4
2758,61592,50,1,9.0,5.4,7.0,7.0,8.0,0.0,3.0,4.2
2758,61592,51,2,5.0,4.5,5.0,4.0,5.4,5.3,5.0,5.4
2758,61592,52,1,5.8,5.5,3.7,3.0,5.3,5.7,5.2,5.6
2758,61592,53,1,6.6,5.3,1.4,1.4,6.6,5.1,5.0,5.0
2758,61592,53,2,3.1,4.3,1.6,1.6,6.7,4.2,4.8,4.2
2758,61592,54,1,5.0,6.3,1.0,1.5,5.6,8.8,5.0,8.0
2758,61592,55,1,6.0,4.2,3.5,1.4,5.5,4.4,2.4,4.5
2758,61592,57,1,5.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0
2758,61592,57,2,5.4,4.9,5.4,4.9,5.3,5.4,5.1,5.3
2758,61592,59,2,7.7,9.2,6.9,5.2,8.0,2.2,2.7,2.6
2758,61592,61,1,6.0,5.4,0.6,0.9,4.0,9.0,5.0,9.0
2758,61592,61,2,5.3,6.1,5.3,5.3,7.6,9.3,1.6,9.6
2758,61592,62,1,8.9,2.2,6.0,2.1,8.7,8.0,9.2,6.6
2758,61592,63,1,6.6,8.3,6.5,4.9,8.0,2.1,2.8,2.3
2758,61592,63,2,5.0,2.5,4.0,5.0,4.4,4.7,5.0,5.6
2758,61592,64,1,5.4,0.5,0.0,0.0,3.8,5.4,5.0,5.4
2758,61592,65,2,8.6,4.3,7.4,2.2,8.3,4.6,3.4,4.6
2758,61592,66,2,7.6,6.8,5.2,2.6,0.7,6.5,4.8,5.2
2758,61653,1,1,8.5,2.6,6.0,6.6,8.5,1.8,6.7,2.4
2758,61653,5,1,6.2,11.0,5.3,3.4,6.8,6.0,4.3,5.3
2758,61653,6,1,3.0,2.4,4.0,2.8,3.4,6.0,6.0,5.5
2758,61653,7,1,2.0,2.0,8.0,4.0,9.0,5.0,5.0,2.0
2758,61653,11,1,5.8,4.1,7.8,9.0,7.8,5.0,1.3,1.0
2758,61653,12,1,8.5,10.2,8.6,4.3,7.8,1.4,1.3,2.1
2758,61653,13,1,7.0,4.9,7.0,7.4,7.0,7.0,4.7,5.3
2758,61653,16,1,7.7,9.6,7.6,11.0,6.8,1.2,2.7,4.3
2758,61653,17,1,3.0,3.6,6.3,5.7,6.7,8.6,1.2,3.3
2758,61653,19,1,7.0,3.5,7.4,8.1,8.0,5.0,4.0,2.5
2758,61653,22,1,3.5,3.9,2.5,2.5,5.6,5.4,3.4,4.5
2758,61653,26,1,8.5,4.3,6.3,8.2,8.2,7.2,5.3,6.4
2758,61653,28,1,5.3,6.4,6.7,2.7,6.1,7.4,1.2,6.6
2758,61653,32,1,1.2,1.3,2.0,2.6,7.0,5.5,4.8,4.0
2758,61653,33,1,6.0,3.0,6.0,4.8,5.0,5.0,1.0,3.0
2758,61653,34,1,5.8,0.6,9.4,4.7,9.4,6.4,0.4,1.3
2758,61653,35,1,5.5,3.9,5.2,6.5,8.8,5.1,3.7,2.8
2758,61653,39,1,7.0,4.9,4.1,4.9,7.6,7.0,4.5,6.0
2758,61653,41,1,7.1,5.0,6.6,5.9,6.9,4.9,4.0,4.9
2758,61653,46,1,8.2,4.9,8.4,4.2,7.0,7.2,6.0,7.4
2758,61653,48,1,8.6,8.2,6.7,7.0,7.5,3.7,6.0,4.7
2758,61653,53,1,5.1,5.1,6.3,8.2,8.1,4.7,4.8,4.5
2758,61653,54,1,4.0,5.2,5.0,4.0,5.0,5.0,4.9,5.0
2758,61653,55,1,5.4,2.7,3.3,4.0,5.3,5.0,6.0,4.3
2758,61653,57,1,6.0,3.6,5.2,4.7,5.9,5.3,5.7,5.5
2758,61653,60,1,5.3,2.7,5.1,3.8,5.1,6.9,6.1,5.4
2758,61653,62,1,7.0,6.0,6.9,4.8,8.2,4.2,3.7,6.1
2758,61653,63,1,7.0,8.8,5.7,7.1,6.0,1.3,1.7,2.0
2758,61653,64,1,5.7,0.9,4.6,4.6,5.0,5.5,4.2,6.1
2758,61653,66,1,4.4,3.1,8.8,7.0,5.4,6.3,2.2,4.5
2879,8093,1,1,9.6,8.6,9.4,8.5,8.3,2.2,1.5,2.8
2879,8093,2,1,5.8,4.4,3.8,2.9,7.6,2.7,4.5,2.4
2879,8093,9,1,8.2,9.4,9.5,8.6,9.4,1.4,0.2,0.7
2879,8093,12,1,8.0,11.0,9.0,11.0,9.0,0.0,1.0,0.0
2879,8093,13,1,6.5,3.3,6.8,7.1,6.4,4.0,6.0,5.7
2879,8093,14,1,6.5,7.2,7.0,5.6,8.0,2.0,3.0,2.0
2879,8093,16,1,7.2,10.8,7.7,9.6,8.2,2.3,4.6,4.6
2879,8093,19,1,6.5,8.5,8.0,7.6,7.5,3.0,1.5,2.0
2879,8093,24,1,3.1,4.3,7.0,3.5,5.3,3.0,3.5,4.3
2879,8093,27,1,8.5,1.7,7.7,7.7,9.5,3.3,4.0,5.3
2879,8093,28,1,6.6,8.3,7.6,5.3,8.4,0.2,0.2,0.1
2879,8093,29,1,8.0,8.4,6.5,5.2,5.9,0.0,0.0,0.0
2879,8093,30,1,4.1,4.9,6.0,6.9,7.2,0.1,0.2,0.2
2879,8093,34,1,3.2,0.6,8.6,4.3,9.5,6.5,1.4,0.6
2879,8093,35,1,5.6,6.2,5.8,7.8,5.0,0.5,2.4,0.3
2879,8093,36,1,7.7,10.8,8.5,10.2,9.1,4.6,4.2,2.2
2879,8093,39,1,7.0,7.0,8.0,5.6,7.0,4.1,6.0,4.8
2879,8093,41,1,7.8,7.0,6.7,8.7,6.8,0.2,2.2,1.6
2879,8093,44,1,7.5,6.4,6.8,6.1,6.0,0.4,1.1,2.7
2879,8093,47,1,9.5,11.0,9.1,6.8,10.0,0.0,1.0,0.0
2879,8093,48,1,7.3,5.5,8.5,9.4,7.8,4.5,2.7,2.5
2879,8093,49,1,6.6,7.3,6.4,7.0,7.3,0.5,0.4,0.5
2879,8093,50,1,7.0,1.8,6.5,5.2,6.3,0.9,5.5,3.2
2879,8093,52,1,7.9,9.1,8.0,8.8,7.9,0.5,3.0,3.5
2879,8093,53,1,2.3,3.7,6.7,0.0,5.4,0.9,3.8,0.8
2879,8093,55,1,5.7,5.4,4.5,0.0,5.5,0.0,3.1,1.3
2879,8093,56,1,5.0,5.5,5.5,5.0,9.8,3.0,2.1,0.1
2879,8093,60,1,7.9,5.5,6.2,5.0,7.0,4.7,6.0,4.5
2879,8093,61,1,4.5,4.7,6.6,6.3,5.6,3.5,1.5,2.7
2879,8093,64,1,6.9,7.6,7.0,7.0,7.5,0.0,3.4,0.1
2879,61592,1,1,7.8,9.4,5.9,5.3,6.0,1.5,1.9,0.9
2879,61592,2,1,5.4,2.7,7.3,3.7,6.7,2.6,1.6,2.7
2879,61592,3,1,5.0,5.0,4.9,4.4,4.7,3.6,6.6,3.6
2879,61592,6,1,5.9,6.5,6.0,5.4,5.4,6.9,5.8,6.4
2879,61592,7,1,7.0,8.8,7.0,7.0,7.0,0.0,1.0,0.0
2879,61592,11,1,6.3,5.0,6.3,7.6,6.0,2.4,3.0,3.0
2879,61592,12,1,7.1,7.1,7.0,3.5,8.0,1.8,2.2,1.4
2879,61592,13,1,7.2,6.5,6.5,5.5,7.0,5.0,6.0,5.5
2879,61592,19,1,5.9,5.3,6.8,5.4,6.9,3.4,4.0,2.5
2879,61592,20,1,6.6,5.0,6.4,4.8,7.6,3.2,3.4,2.5
2879,61592,22,1,5.5,2.8,5.4,5.4,5.4,3.4,3.5,4.4
2879,61592,23,1,6.8,8.8,7.6,9.5,8.1,0.4,3.4,0.2
2879,61592,25,1,8.1,9.7,7.7,3.1,8.6,0.9,1.7,1.4
2879,61592,28,1,5.1,5.9,6.5,5.2,5.8,4.4,5.2,4.4
2879,61592,29,1,5.4,5.4,5.2,5.7,5.7,0.0,0.5,0.0
2879,61592,32,1,7.0,5.3,7.2,5.8,6.1,1.3,0.9,2.2
2879,61592,33,1,8.0,6.4,7.1,8.5,7.0,1.0,2.1,2.0
2879,61592,34,1,9.4,8.5,7.7,10.8,8.3,0.5,1.4,1.3
2879,61592,37,1,6.8,8.2,8.0,7.2,7.0,0.7,0.9,0.7
2879,61592,38,1,6.3,6.6,6.6,5.3,7.2,3.4,4.1,3.6
2879,61592,39,1,5.9,5.3,6.4,7.7,6.9,3.9,3.0,4.6
2879,61592,41,1,7.4,6.7,8.2,7.4,7.9,2.5,2.7,3.0
2879,61592,47,1,9.7,7.3,5.9,5.9,9.9,0.0,4.0,0.0
2879,61592,48,1,7.3,7.7,6.4,6.7,7.3,3.8,5.6,4.3
2879,61592,55,1,5.0,5.5,3.7,3.7,4.9,0.5,1.4,0.5
2879,61592,59,1,7.1,5.0,6.4,4.8,6.6,1.6,2.3,3.1
2879,61592,62,1,9.2,7.4,9.9,9.9,8.2,0.2,0.3,2.9
2879,61592,64,1,6.4,4.5,6.0,9.0,7.4,2.0,3.5,1.2
2879,61592,65,1,8.5,9.4,8.5,6.8,8.4,2.6,1.5,2.5
2879,61592,66,1,9.7,3.9,8.4,11.0,9.2,1.2,2.7,2.2
3314,7590,1,1,5.0,1.5,5.0,4.5,7.3,3.5,3.5,5.0
3314,7590,5,1,5.2,0.0,5.5,5.2,5.3,4.0,3.4,3.6
3314,7590,7,1,4.4,3.1,6.8,3.4,6.4,4.4,3.5,2.3
3314,7590,12,1,6.2,6.2,6.2,0.0,6.0,4.2,3.8,4.4
3314,7590,13,1,6.1,0.6,5.9,6.5,6.3,6.4,5.0,5.9
3314,7590,14,1,6.5,5.9,7.0,7.0,8.5,4.5,4.6,4.5
3314,7590,19,1,4.0,5.2,6.5,5.2,6.4,5.0,2.4,2.5
3314,7590,22,1,4.6,3.7,5.5,5.0,6.5,6.5,6.3,4.6
3314,7590,23,1,3.2,3.8,6.5,9.8,4.2,4.0,2.2,2.4
3314,7590,25,1,5.0,1.0,7.6,9.1,8.0,6.0,5.0,5.0
3314,7590,26,1,6.5,2.0,7.4,11.0,8.2,4.4,4.5,1.5
3314,7590,30,1,3.5,4.0,6.4,5.4,5.0,2.0,1.0,1.5
3314,7590,34,1,6.5,2.6,6.6,9.2,7.5,7.6,5.6,7.5
3314,7590,35,1,6.2,3.4,5.5,6.3,7.0,5.0,5.9,4.2
3314,7590,39,1,2.8,2.2,4.4,4.0,6.8,6.8,3.0,1.8
3314,7590,41,1,5.7,5.1,6.2,4.3,5.2,4.9,4.4,5.1
3314,7590,44,1,4.2,5.0,7.0,4.2,6.4,4.6,4.1,4.8
3314,7590,45,1,2.6,0.0,6.8,5.8,7.5,3.2,2.2,2.2
3314,7590,48,1,6.8,11.0,7.6,8.7,8.8,4.6,4.4,3.8
3314,7590,50,1,5.6,4.5,7.5,9.8,7.4,2.8,2.2,2.2
3314,7590,52,1,0.2,0.2,1.8,2.6,3.0,5.0,5.8,5.3
3314,7590,54,1,2.4,3.6,3.8,4.6,5.0,5.6,5.0,5.0
3314,7590,55,1,5.0,6.0,5.0,3.5,5.5,2.0,4.5,1.5
3314,7590,57,1,5.0,5.8,5.4,4.9,5.2,5.2,5.1,5.0
3314,7590,58,1,4.2,4.0,5.2,4.7,4.5,4.8,4.8,5.0
3314,7590,61,1,1.5,1.6,3.5,3.2,2.5,7.2,2.5,2.5
3314,7590,62,1,1.0,0.0,0.0,0.0,0.1,8.0,5.0,6.0
3314,7590,63,1,3.0,3.8,4.4,5.5,5.0,6.6,4.0,4.0
3314,7590,65,1,7.6,7.6,7.6,3.8,8.6,5.6,4.3,3.5
3314,7590,66,1,6.2,8.1,9.2,3.7,7.3,5.3,5.3,5.6
3314,7654,1,1,6.5,5.9,5.0,4.0,5.0,6.6,4.4,7.5
3314,7654,2,1,0.6,0.6,6.5,6.5,3.4,8.5,7.5,8.5
3314,7654,5,1,4.8,4.3,4.3,4.9,5.7,4.8,5.7,4.4
3314,7654,5,2,5.0,4.5,5.3,6.5,5.4,4.2,4.8,6.0
3314,7654,6,2,4.0,2.4,4.5,3.6,2.8,8.0,6.9,6.5
3314,7654,7,1,5.0,5.0,2.0,1.0,3.0,1.0,3.0,4.0
