CID A,CID B,Subject,Rep,IA,IAmix,IB,IBmix,IAB,PA,PB,PAB
10976,31249,32,1,2.1,2.7,5.7,5.4,4.7,5.0,7.1,7.2
10976,31249,33,1,5.0,6.5,8.0,6.4,8.0,4.9,4.9,4.0
10976,31249,34,1,5.6,1.1,7.3,10.2,7.3,5.8,3.3,4.3
10976,31249,35,1,5.6,7.6,5.9,7.4,7.1,4.9,5.2,3.9
10976,31249,36,1,5.7,0.0,9.0,8.1,9.0,6.4,3.8,4.3
10976,31249,38,1,6.6,5.9,6.4,5.4,6.6,4.5,6.3,5.5
10976,31249,39,1,3.0,2.7,7.1,5.7,7.0,7.1,4.1,4.9
10976,31249,47,1,7.4,9.3,5.9,10.3,8.0,3.9,2.0,1.0
10976,31249,48,1,6.2,6.8,8.6,7.3,7.4,5.2,5.1,5.3
10976,31249,49,1,5.4,0.0,6.5,0.0,5.6,4.4,5.0,5.6
10976,31249,51,1,5.0,4.5,5.0,4.5,5.0,6.7,6.6,5.4
10976,31249,52,1,3.9,0.4,6.9,6.2,6.5,5.3,5.2,5.2
10976,31249,53,1,3.5,0.0,4.6,6.0,6.1,5.0,5.3,6.1
10976,31249,54,1,5.1,2.6,5.0,5.5,5.0,5.8,6.0,5.5
10976,31249,55,1,4.0,3.2,5.4,4.9,5.1,5.6,7.5,7.6
10976,31249,57,1,4.8,5.3,5.8,3.5,5.9,5.1,5.2,5.1
10976,31249,61,1,1.4,2.2,5.2,5.5,6.6,6.9,5.7,4.6
10976,31249,62,1,7.3,2.9,8.1,6.1,6.2,7.9,9.2,8.7
10976,31249,63,1,5.0,6.3,3.7,4.6,5.1,4.1,5.9,5.0
10976,31249,64,1,5.4,0.5,6.8,3.4,5.2,5.9,6.4,6.4
10976,31249,65,1,7.6,0.0,8.5,7.7,8.7,3.4,4.5,4.6
10976,31249,66,1,6.8,1.4,7.9,3.2,5.3,5.1,6.1,5.8
11086,31249,6,1,6.0,5.4,3.5,0.0,5.5,6.0,4.6,5.5
11086,31249,7,1,7.0,5.3,5.0,3.8,7.0,5.0,8.0,7.0
11086,31249,11,1,6.6,5.3,6.0,6.6,5.6,4.0,4.7,4.6
11086,31249,12,1,8.0,6.4,9.0,8.6,8.0,2.0,2.1,3.0
11086,31249,14,1,7.0,5.3,7.6,6.1,7.6,4.5,5.0,5.5
11086,31249,15,1,4.9,4.4,3.3,1.7,5.0,3.1,4.1,4.6
11086,31249,17,1,6.2,3.1,0.8,1.0,7.4,2.8,8.8,2.8
11086,31249,21,1,5.9,4.1,7.8,7.0,7.6,3.0,7.5,4.1
11086,31249,23,1,4.1,2.3,4.6,3.5,5.1,3.3,5.0,8.2
11086,31249,25,1,7.1,5.0,5.4,7.0,6.4,4.7,5.8,5.0
11086,31249,27,1,5.5,5.0,5.4,2.7,6.3,5.4,5.4,5.7
11086,31249,28,1,8.6,4.3,6.7,5.0,8.3,0.2,1.5,3.5
11086,31249,32,1,5.0,2.5,3.0,4.2,5.6,6.0,8.0,6.9
11086,31249,35,1,6.5,5.5,5.5,6.6,5.7,3.4,4.9,4.4
11086,31249,37,1,8.0,0.0,3.1,2.2,8.3,0.4,5.1,1.1
11086,31249,38,1,9.4,11.0,9.6,9.1,9.5,5.7,6.4,5.5
11086,31249,41,1,6.7,5.4,6.1,5.5,5.2,4.3,6.4,6.9
11086,31249,44,1,6.0,4.2,7.1,8.9,6.7,3.4,6.6,7.4
11086,31249,46,1,7.1,5.3,6.1,9.2,8.6,8.9,8.7,9.2
11086,31249,47,1,9.4,4.7,9.0,11.0,9.0,0.4,0.5,2.0
11086,31249,49,1,7.3,5.8,7.1,5.7,7.2,2.5,6.1,2.9
11086,31249,53,1,4.3,0.0,5.2,4.2,5.0,4.3,5.1,5.2
11086,31249,54,1,5.0,4.3,5.0,5.5,5.1,4.0,7.2,5.0
11086,31249,57,1,6.0,3.6,4.9,3.4,5.9,5.2,5.5,5.2
11086,31249,59,1,7.7,5.8,7.8,5.5,7.1,2.1,3.1,3.1
11086,31249,60,1,5.1,3.6,5.0,3.8,4.9,7.3,8.0,8.0
11086,31249,61,1,4.9,5.1,3.6,0.0,6.0,5.1,5.6,2.5
11086,31249,62,1,9.9,5.9,7.4,0.0,10.0,8.7,9.8,7.3
11086,31249,64,1,5.5,1.7,5.9,0.6,5.0,4.0,5.4,5.4
11086,31249,65,1,7.6,5.3,7.5,6.0,7.6,3.6,5.6,4.6
11086,31253,2,1,5.5,6.9,1.5,0.0,7.2,1.6,7.3,4.4
11086,31253,3,1,4.9,5.1,6.4,6.1,5.8,7.0,5.3,6.3
11086,31253,5,1,4.4,4.2,5.2,4.9,6.3,4.5,4.1,4.5
11086,31253,7,1,8.0,10.0,6.0,3.0,9.0,3.0,4.9,2.0
11086,31253,11,1,5.4,6.2,5.0,4.0,5.8,5.7,6.4,4.4
11086,31253,13,1,7.1,5.7,6.9,7.9,7.0,6.6,5.8,6.0
11086,31253,19,1,6.5,7.2,6.0,7.2,5.4,4.0,5.5,6.1
11086,31253,21,1,6.6,5.3,3.3,0.0,5.1,4.0,7.4,7.8
11086,31253,22,1,5.7,4.0,5.6,5.6,5.4,4.6,4.6,4.6
11086,31253,25,1,5.8,7.0,6.5,1.3,6.0,7.0,5.0,6.0
11086,31253,26,1,6.6,8.6,7.5,3.8,7.6,4.5,7.5,5.5
11086,31253,27,1,8.0,8.0,6.6,5.3,8.0,5.4,5.5,5.4
11086,31253,28,1,6.6,5.3,5.8,7.5,6.3,4.2,7.7,3.7
11086,31253,29,1,6.0,4.8,4.0,4.4,5.0,4.0,4.0,4.0
11086,31253,35,1,5.8,4.9,6.5,4.9,5.7,3.1,5.0,3.3
11086,31253,36,1,7.4,0.0,5.3,6.9,7.6,5.1,5.5,5.2
11086,31253,37,1,7.1,9.2,5.1,0.0,9.0,0.2,8.2,0.4
11086,31253,40,1,8.5,2.1,8.0,10.0,9.0,1.5,1.9,0.9
11086,31253,41,1,7.0,6.3,6.2,4.3,7.0,5.0,4.8,5.0
11086,31253,45,1,7.2,5.8,4.3,1.7,7.2,1.6,3.1,2.2
11086,31253,46,1,7.4,3.7,5.1,6.1,7.4,4.3,5.4,5.4
11086,31253,49,1,7.4,5.9,3.7,0.0,5.5,2.6,5.4,3.6
11086,31253,51,1,7.6,4.6,7.4,4.4,7.5,4.4,4.5,4.5
11086,31253,53,1,5.0,7.5,3.2,0.0,6.2,4.8,5.1,4.9
11086,31253,54,1,5.1,7.1,5.1,6.1,5.1,3.9,4.4,3.2
11086,31253,59,1,7.6,5.3,7.2,5.8,7.9,1.7,2.1,1.9
11086,31253,60,1,5.0,4.0,5.0,5.5,5.1,7.9,8.0,7.1
11086,31253,63,1,5.8,7.3,2.9,3.6,6.0,4.1,5.1,2.7
11086,31253,65,1,8.6,2.6,8.5,4.3,8.6,2.6,4.4,4.5
11086,31253,66,1,8.8,6.2,7.4,9.6,8.9,3.2,6.6,6.8
12748,62725,3,1,4.5,4.5,3.6,3.4,3.4,6.7,4.4,5.0
12748,62725,6,1,3.0,3.6,4.6,4.1,5.5,5.0,5.6,6.5
12748,62725,7,1,4.0,2.0,5.0,3.8,3.1,5.0,2.0,2.1
12748,62725,11,1,5.2,3.6,5.5,5.0,5.6,4.1,3.1,3.0
12748,62725,12,1,8.9,7.1,8.1,9.7,9.3,1.0,2.0,1.0
12748,62725,14,1,8.0,0.0,7.3,7.3,6.4,3.0,3.6,4.4
12748,62725,15,1,4.9,4.4,4.7,4.2,4.6,2.1,2.6,2.6
12748,62725,17,1,1.2,1.0,5.9,5.0,3.8,2.6,0.2,0.4
12748,62725,21,1,2.1,0.0,7.4,6.7,6.1,6.1,3.2,4.4
12748,62725,22,1,4.5,5.4,4.6,4.1,6.6,2.4,3.6,3.7
12748,62725,23,1,5.1,6.4,7.7,7.3,5.7,3.3,3.0,2.1
12748,62725,25,1,5.4,0.0,7.6,5.3,6.5,5.0,6.2,7.1
12748,62725,27,1,4.4,4.4,6.6,5.3,6.2,6.9,5.0,4.8
12748,62725,28,1,7.7,5.0,7.3,7.7,7.7,1.4,4.3,2.3
12748,62725,29,1,5.0,5.5,5.0,5.0,5.1,6.0,7.0,6.6
12748,62725,32,1,2.6,1.3,9.1,3.6,6.5,4.6,4.8,5.9
12748,62725,35,1,2.7,3.9,6.7,5.4,5.2,3.1,2.8,2.3
12748,62725,37,1,3.1,2.5,5.0,4.0,6.3,3.0,2.1,2.2
12748,62725,38,1,4.6,5.1,7.6,6.5,7.5,5.2,6.4,6.4
12748,62725,46,1,3.3,0.8,8.3,4.2,8.1,8.1,6.4,4.3
12748,62725,47,1,0.4,0.6,9.5,4.8,9.1,5.0,0.2,4.1
12748,62725,54,1,5.1,2.6,4.9,4.4,5.0,5.0,5.0,5.6
12748,62725,55,1,5.0,4.3,4.6,4.1,5.5,5.0,4.0,3.4
12748,62725,57,1,6.0,3.9,5.4,6.5,5.3,4.6,5.0,5.1
12748,62725,58,1,4.0,2.8,4.8,2.9,4.8,4.6,3.6,3.9
12748,62725,59,1,6.9,4.8,7.6,5.3,5.9,2.5,2.3,2.7
12748,62725,60,1,5.1,2.6,5.2,3.9,5.0,8.0,7.0,6.2
12748,62725,61,1,4.4,5.1,8.0,7.6,7.1,5.0,4.8,4.5
12748,62725,62,1,7.1,5.0,5.6,3.4,8.2,3.9,5.0,6.5
12748,62725,63,1,4.8,6.0,5.0,6.3,3.3,3.1,3.0,3.9
12813,6184,1,1,1.3,1.7,5.9,1.8,3.0,2.7,8.4,7.7
12813,6184,1,2,2.5,2.8,5.0,4.0,5.0,5.0,7.8,6.8
12813,6184,2,1,7.5,3.8,3.4,4.3,6.6,6.5,7.4,6.6
12813,6184,5,2,5.3,5.8,4.8,6.0,5.3,4.4,5.3,5.6
12813,6184,6,2,4.0,3.2,3.5,2.5,5.0,4.0,6.0,5.0
12813,6184,7,1,7.8,7.0,7.1,4.3,7.7,7.9,9.3,8.3
12813,6184,9,1,8.0,8.8,7.5,6.0,8.3,4.8,4.6,4.9
12813,6184,9,2,8.1,4.9,7.8,9.8,7.1,4.2,4.6,3.3
12813,6184,11,1,6.7,4.7,5.0,3.5,5.7,5.5,6.5,5.5
12813,6184,11,2,5.6,7.3,5.0,2.5,6.0,4.8,6.0,3.6
12813,6184,12,1,7.1,0.0,8.2,4.1,7.6,4.3,3.8,4.4
12813,6184,14,1,8.0,7.2,7.0,7.7,9.0,6.1,5.5,6.0
12813,6184,20,1,6.6,5.3,6.6,7.3,7.5,5.3,5.6,4.8
12813,6184,20,2,7.3,5.5,5.6,7.3,6.6,4.6,5.5,5.6
12813,6184,21,2,3.8,3.0,3.9,3.9,6.1,6.3,6.7,6.2
12813,6184,22,1,3.5,3.5,2.5,2.6,3.7,6.5,4.5,6.5
12813,6184,22,2,2.6,3.0,2.6,2.9,3.7,9.4,6.5,9.5
12813,6184,23,2,7.5,3.8,5.5,4.1,6.3,7.6,7.2,7.4
12813,6184,25,2,7.2,4.3,6.7,0.0,8.0,4.8,7.7,5.3
12813,6184,26,2,8.0,9.6,6.4,1.9,8.0,1.0,8.0,3.0
12813,6184,28,2,7.5,6.8,5.6,2.8,7.2,2.6,5.4,4.2
12813,6184,29,1,6.0,6.0,5.9,4.7,6.0,8.5,8.0,8.0
12813,6184,29,2,6.0,6.0,5.5,3.3,5.7,4.4,7.6,8.1
12813,6184,30,1,7.8,5.9,5.5,5.2,5.0,2.4,4.0,6.9
12813,6184,32,2,5.9,6.5,5.4,9.2,7.1,8.0,8.9,7.7
12813,6184,33,1,8.0,9.6,6.9,0.0,8.1,3.8,7.0,4.0
12813,6184,33,2,7.9,6.3,5.0,5.0,7.9,3.1,5.0,3.0
12813,6184,34,2,7.3,6.6,1.3,2.2,7.4,6.0,6.3,6.2
12813,6184,35,1,7.3,5.8,5.2,8.3,7.0,6.5,7.5,6.8
12813,6184,35,2,5.5,6.6,5.8,4.9,5.4,5.1,7.1,6.7
12813,6184,36,1,8.2,0.0,6.3,7.6,8.1,6.1,6.5,6.2
12813,6184,37,2,5.7,6.3,5.4,5.7,6.3,0.1,5.0,7.0
12813,6184,38,1,7.3,5.1,7.7,6.2,6.4,5.7,7.5,7.5
12813,6184,38,2,7.6,5.7,5.4,4.9,6.5,7.7,6.3,8.4
12813,6184,39,1,7.3,8.8,2.1,2.3,8.0,7.6,7.9,7.2
12813,6184,39,2,5.5,5.5,6.1,6.1,7.3,7.0,8.0,8.0
12813,6184,40,2,8.9,11.0,7.1,3.6,8.7,4.7,6.1,5.6
12813,6184,44,1,7.3,5.1,6.6,5.9,6.2,5.0,6.5,6.2
12813,6184,44,2,4.3,2.6,5.2,6.2,6.9,5.3,5.9,5.1
12813,6184,45,1,4.0,2.0,3.9,1.2,3.3,3.7,3.5,3.7
12813,6184,45,2,4.5,1.1,5.5,0.6,5.4,2.7,3.5,3.5
12813,6184,49,1,5.5,0.0,5.4,6.2,6.6,4.3,5.4,5.5
12813,6184,50,1,7.0,8.4,7.0,9.1,7.6,6.0,5.6,8.5
12813,6184,51,1,5.5,3.3,5.6,6.2,5.6,5.0,5.5,5.5
12813,6184,53,1,4.7,5.9,5.7,5.7,6.0,4.5,4.1,4.0
12813,6184,53,2,4.1,6.6,1.9,1.9,7.8,7.3,5.0,7.4
12813,6184,54,1,6.3,7.6,5.0,2.0,6.9,3.2,9.3,3.6
12813,6184,54,2,6.1,5.5,4.1,4.9,6.1,4.4,9.1,7.0
12813,6184,57,1,6.5,5.5,6.5,7.5,7.0,5.2,5.5,5.5
12813,6184,57,2,5.1,6.1,5.4,6.5,5.7,5.0,5.3,5.2
12813,6184,58,1,5.2,4.7,5.0,0.5,5.3,4.3,5.2,4.3
12813,6184,59,1,6.8,6.1,7.1,4.6,6.8,3.6,3.2,3.4
12813,6184,60,1,5.3,4.2,5.8,4.4,4.8,5.1,4.7,5.7
12813,6184,60,2,4.9,3.2,5.2,3.1,5.1,6.5,6.4,6.5
12813,6184,61,1,8.0,7.2,5.2,5.5,6.8,3.5,4.6,9.0
12813,6184,62,2,2.9,3.3,5.4,2.2,6.9,8.0,9.1,8.1
12813,6184,63,2,5.9,7.4,5.0,6.3,6.5,4.3,6.1,4.9
12813,6184,65,1,8.5,2.6,7.5,3.0,8.5,3.5,6.5,6.5
12813,6184,65,2,7.5,6.8,6.6,1.3,8.9,4.7,5.5,4.7
12813,6184,66,1,9.2,8.3,9.5,7.6,8.5,8.9,8.9,9.1
12813,61592,2,1,2.6,3.3,6.8,5.1,7.7,7.4,2.6,6.3
12813,61592,3,1,6.0,5.7,5.2,5.4,5.6,3.2,6.7,3.1
12813,61592,5,1,5.7,4.3,5.3,3.2,5.3,5.2,4.1,4.8
12813,61592,6,1,3.0,2.7,3.0,2.4,4.4,5.0,4.4,6.0
12813,61592,7,1,8.0,6.0,7.0,1.8,9.0,9.0,5.9,9.0
12813,61592,19,1,6.9,6.2,5.5,0.0,7.0,6.1,5.1,6.1
12813,61592,21,1,4.1,3.7,4.3,4.3,7.0,6.7,5.9,4.2
12813,61592,22,1,4.5,3.8,3.6,4.3,4.8,9.4,7.6,9.4
12813,61592,25,1,6.3,7.6,7.0,0.0,6.8,7.0,4.7,5.3
12813,61592,26,1,6.4,7.7,6.4,8.3,7.6,5.5,4.3,4.4
12813,61592,27,1,9.0,8.6,7.0,5.6,8.7,6.0,4.6,6.0
12813,61592,28,1,7.4,5.2,6.3,3.8,7.2,2.3,4.2,4.7
12813,61592,32,1,7.0,4.9,6.6,5.9,8.0,3.3,6.4,5.6
12813,61592,33,1,8.1,5.7,5.9,8.9,8.0,3.0,6.0,3.0
12813,61592,36,1,7.9,6.3,8.1,0.0,7.7,7.0,5.8,9.1
12813,61592,37,1,7.1,8.5,6.0,5.4,7.2,7.1,6.0,5.0
12813,61592,40,1,8.3,8.3,6.1,3.1,8.4,5.7,3.3,5.1
12813,61592,41,1,7.4,5.9,6.4,7.7,6.0,5.9,5.9,6.7
12813,61592,45,1,4.3,3.9,3.9,3.3,5.5,4.3,2.8,3.4
12813,61592,46,1,2.1,1.9,2.7,4.1,5.1,10.0,9.2,10.0
12813,61592,49,1,6.6,6.3,6.6,6.3,7.5,5.4,6.5,5.5
12813,61592,51,1,4.9,5.9,5.0,1.5,5.4,4.8,3.7,5.0
12813,61592,52,1,6.0,4.8,5.3,3.4,7.1,7.4,6.0,7.2
12813,61592,53,1,6.6,7.9,5.2,0.0,8.5,6.4,4.2,5.5
12813,61592,54,1,5.0,6.0,4.4,4.0,4.9,3.2,9.0,4.1
12813,61592,57,1,5.1,4.1,5.6,5.0,5.2,5.0,5.1,5.1
12813,61592,59,1,7.6,6.5,7.0,5.3,7.2,2.8,2.2,2.9
12813,61592,60,1,5.1,4.1,5.1,3.1,5.2,6.4,7.2,7.0
12813,61592,63,1,5.2,6.5,5.0,6.3,7.3,3.1,5.0,3.1
12813,61592,64,1,6.1,3.1,6.2,1.2,5.4,3.8,5.4,4.7
13187,8842,3,1,5.8,6.1,5.4,5.7,6.9,2.3,2.7,4.0
13187,8842,6,1,6.8,2.7,6.3,6.3,2.4,4.9,3.0,3.9
13187,8842,9,1,8.5,1.7,6.5,6.5,7.6,2.1,3.6,3.3
13187,8842,11,1,7.0,6.3,5.3,3.7,6.0,4.0,7.0,5.5
13187,8842,12,1,7.0,7.0,6.0,5.4,5.0,1.9,5.0,4.0
13187,8842,13,1,6.3,5.7,5.9,6.8,6.0,3.0,3.6,3.4
13187,8842,17,1,1.4,1.4,3.7,4.4,4.5,3.8,8.3,7.6
13187,8842,19,1,8.3,7.1,8.3,7.5,8.4,4.2,5.4,6.3
13187,8842,21,1,7.2,5.8,3.8,2.3,6.3,7.1,7.0,7.1
13187,8842,23,1,7.6,8.4,4.5,6.1,6.4,6.8,4.7,4.3
13187,8842,28,1,6.8,4.1,6.2,4.3,5.3,3.2,5.2,6.5
13187,8842,32,1,4.3,2.2,4.8,4.3,3.7,7.0,8.8,7.2
13187,8842,33,1,5.1,3.8,6.3,6.3,5.0,6.1,5.0,6.0
13187,8842,34,1,7.5,3.8,5.6,10.1,5.4,2.5,6.3,4.3
13187,8842,38,1,6.8,6.5,6.2,5.3,6.7,7.3,6.4,6.6
13187,8842,41,1,7.3,6.6,6.7,8.0,7.5,6.7,7.3,5.2
13187,8842,46,1,7.9,4.0,8.2,6.2,7.2,9.8,6.2,8.6
13187,8842,47,1,7.8,3.9,3.1,3.9,1.9,1.9,4.8,4.9
13187,8842,48,1,6.4,4.8,5.4,4.1,4.7,5.6,6.5,7.5
13187,8842,49,1,5.7,4.6,5.7,5.1,5.6,8.7,8.5,8.2
13187,8842,51,1,5.0,2.5,3.2,3.8,2.6,3.5,7.3,8.5
13187,8842,52,1,6.4,8.0,3.7,3.3,5.3,4.4,4.6,5.7
13187,8842,53,1,6.3,4.4,5.0,5.0,5.5,5.4,6.3,4.7
13187,8842,55,1,0.5,0.5,0.6,0.7,2.6,5.0,3.6,1.5
13187,8842,57,1,5.6,2.8,5.0,3.5,5.3,6.4,7.0,5.7
13187,8842,58,1,5.0,4.8,3.2,2.2,4.5,4.7,4.5,4.7
13187,8842,59,1,8.4,6.7,8.2,10.3,7.8,2.3,3.2,2.9
13187,8842,63,1,5.7,4.3,5.4,4.1,5.2,3.7,4.4,4.4
13187,8842,64,1,4.0,3.6,5.0,5.0,6.6,6.7,7.8,6.9
13187,8842,65,1,7.6,3.8,6.6,5.3,6.6,6.5,7.6,6.5
16821,7714,1,1,7.6,6.8,6.5,8.5,8.3,3.5,3.5,3.3
16821,7714,5,1,5.0,3.5,5.4,4.9,5.3,3.5,4.8,4.3
16821,7714,7,1,4.4,5.3,6.8,5.8,8.1,6.6,7.6,7.4
16821,7714,12,1,8.2,0.0,8.0,7.2,8.0,2.2,3.4,3.8
16821,7714,13,1,7.6,7.2,7.3,8.8,7.5,3.4,3.8,3.7
16821,7714,14,1,7.0,7.0,9.0,8.6,8.0,4.5,5.0,5.0
16821,7714,19,1,6.4,0.0,6.5,7.8,7.0,3.9,6.0,5.5
16821,7714,22,1,4.6,4.6,5.5,6.1,5.5,4.6,7.5,7.5
16821,7714,23,1,4.3,5.2,7.6,9.9,7.0,2.8,1.9,2.4
16821,7714,25,1,5.8,8.7,8.2,9.0,9.6,5.0,4.6,4.5
16821,7714,26,1,8.0,4.0,5.5,6.9,7.5,1.5,4.7,2.5
16821,7714,30,1,4.8,5.8,7.8,7.0,6.8,0.0,0.0,0.0
16821,7714,34,1,3.5,0.0,9.5,7.6,8.3,7.4,1.3,2.5
16821,7714,35,1,4.0,5.4,5.7,5.7,7.0,3.0,3.2,2.8
16821,7714,39,1,4.4,4.0,5.8,7.0,7.8,6.5,6.8,7.8
16821,7714,41,1,8.2,5.7,6.3,5.7,6.0,5.9,4.9,6.4
16821,7714,44,1,7.2,6.5,7.0,6.7,6.8,4.0,0.3,0.9
16821,7714,45,1,6.0,0.9,6.0,4.8,6.2,2.5,2.6,2.7
16821,7714,48,1,8.0,8.8,6.6,6.9,7.5,6.2,5.6,5.2
16821,7714,50,1,8.0,4.0,6.6,4.6,7.5,1.5,2.6,3.5
16821,7714,52,1,2.4,1.6,4.6,4.4,4.5,6.0,2.6,2.6
16821,7714,54,1,5.0,6.0,6.8,7.8,7.0,4.2,3.2,3.2
16821,7714,55,1,3.0,2.7,6.5,5.2,5.6,4.5,3.8,4.5
16821,7714,57,1,5.2,3.6,5.4,3.2,5.8,5.0,4.8,5.0
16821,7714,58,1,5.5,6.1,5.8,7.0,6.5,4.5,4.0,4.0
16821,7714,61,1,6.9,7.2,6.8,7.1,8.3,3.5,0.3,0.5
16821,7714,62,1,4.9,0.0,10.0,7.5,9.1,3.1,9.0,10.0
16821,7714,63,1,4.9,6.1,4.7,7.1,6.9,5.9,3.7,2.4
16821,7714,65,1,8.4,0.0,7.5,7.5,8.6,3.5,3.3,4.5
16821,7714,66,1,3.8,5.7,9.2,6.4,9.2,4.7,8.5,6.2
16821,31260,1,1,8.0,6.4,5.8,7.0,6.7,3.3,3.5,2.7
16821,31260,3,1,6.4,5.4,3.6,3.8,5.0,2.2,3.2,3.3
16821,31260,5,1,5.4,3.8,5.3,2.4,5.2,4.7,4.0,4.3
16821,31260,6,1,4.4,5.7,4.6,2.3,5.6,2.2,3.6,1.7
16821,31260,9,1,7.8,9.4,7.5,10.1,8.1,1.2,2.7,2.2
16821,31260,11,1,5.3,6.4,5.3,6.9,6.7,3.6,3.6,2.5
16821,31260,12,1,8.3,7.9,6.9,0.0,7.7,2.9,4.8,3.7
16821,31260,13,1,7.1,5.0,6.9,6.6,7.0,3.4,4.1,3.9
16821,31260,17,1,4.4,3.5,1.8,2.7,3.7,3.2,1.3,1.2
16821,31260,19,1,6.1,5.5,7.2,9.4,7.0,5.1,3.6,5.6
16821,31260,22,1,4.6,4.6,4.5,1.4,4.7,4.6,4.4,7.7
16821,31260,23,1,6.3,8.8,2.8,3.8,7.7,1.7,2.5,1.3
16821,31260,28,1,4.8,6.2,5.2,2.6,7.2,7.7,6.4,5.3
16821,31260,29,1,5.0,3.8,4.7,4.2,6.9,4.4,6.0,4.0
16821,31260,30,1,10.0,10.0,2.1,2.1,9.0,0.3,4.2,0.3
16821,31260,32,1,8.0,5.6,4.6,2.8,6.0,4.7,5.4,4.1
16821,31260,37,1,9.8,7.8,4.5,0.0,9.3,4.2,6.4,4.3
16821,31260,38,1,8.5,6.8,8.0,7.2,8.2,8.5,8.2,8.3
16821,31260,40,1,6.5,6.2,5.3,4.0,6.7,4.2,4.1,4.0
16821,31260,44,1,7.5,6.8,6.7,4.7,6.8,4.3,0.6,3.9
16821,31260,46,1,5.9,7.7,6.3,3.8,7.0,7.1,8.4,8.9
16821,31260,52,1,5.9,4.7,6.3,1.6,6.4,6.3,2.3,4.6
16821,31260,53,1,5.8,6.4,4.8,0.0,6.8,6.4,3.7,5.3
16821,31260,54,1,6.7,4.7,4.3,4.3,5.1,2.4,3.0,3.1
16821,31260,55,1,4.5,5.0,4.6,3.5,5.0,5.5,1.6,3.4
16821,31260,57,1,4.9,3.7,5.8,5.2,5.7,5.6,4.7,4.8
16821,31260,59,1,6.7,8.7,7.4,6.7,7.0,2.0,2.8,3.3
16821,31260,61,1,8.4,7.6,1.3,2.2,6.8,3.6,8.2,0.9
16821,31260,64,1,5.1,1.5,7.3,3.7,6.0,4.3,1.6,2.4
16821,31260,66,1,6.8,10.2,7.8,0.0,9.4,6.8,3.7,8.5
16821,78126,3,1,5.2,3.1,6.7,6.0,8.5,4.7,2.1,2.3
16821,78126,6,1,5.0,3.5,5.0,4.5,7.3,3.3,2.3,2.4
16821,78126,7,1,2.5,1.3,10.0,7.5,8.4,2.4,1.0,1.5
16821,78126,9,1,7.0,0.0,6.6,3.3,7.0,4.0,2.2,0.0
16821,78126,12,1,5.3,4.2,6.3,6.9,5.4,5.0,0.6,4.2
16821,78126,14,1,5.3,4.2,6.1,6.7,4.5,9.0,1.0,4.4
16821,78126,16,1,5.5,3.9,8.2,7.8,7.1,6.6,0.5,3.3
16821,78126,17,1,5.7,2.9,7.6,5.7,6.6,2.7,2.3,1.6
16821,78126,20,1,4.3,0.0,6.7,3.4,9.8,4.1,2.3,0.1
16821,78126,22,1,5.9,5.0,5.4,5.9,5.4,4.0,4.0,4.4
16821,78126,24,1,7.0,6.0,7.1,8.2,7.6,4.4,2.9,4.7
16821,78126,26,1,9.5,7.1,9.4,8.9,8.4,0.1,3.5,3.5
16821,78126,27,1,8.5,4.3,7.4,5.9,9.8,3.5,1.3,1.8
16821,78126,28,1,6.5,0.0,8.0,4.8,7.5,4.6,1.0,0.5
16821,78126,32,1,5.2,4.7,7.9,9.5,7.7,5.4,0.0,1.6
16821,78126,34,1,5.4,5.4,7.6,9.1,9.5,2.3,0.7,1.6
16821,78126,36,1,6.2,4.3,7.4,7.0,7.4,4.5,1.8,2.4
16821,78126,38,1,8.2,6.2,9.3,9.3,7.5,1.6,1.0,3.6
16821,78126,39,1,5.7,2.9,7.6,6.1,9.2,4.3,3.3,2.0
16821,78126,40,1,6.0,0.0,8.0,4.8,5.4,4.7,3.0,1.3
16821,78126,44,1,7.5,9.0,7.2,9.0,7.4,3.7,1.6,3.2
16821,78126,45,1,6.5,8.1,5.7,7.4,7.3,5.8,2.3,3.5
16821,78126,47,1,6.8,3.4,6.8,5.8,5.3,7.8,2.6,2.2
16821,78126,48,1,8.9,0.0,6.3,3.8,7.7,8.0,3.4,1.3
16821,78126,50,1,6.6,8.6,6.9,9.0,9.0,3.0,5.0,0.5
16821,78126,52,1,5.0,7.0,9.7,11.0,7.2,4.3,0.1,1.3
16821,78126,54,1,4.0,3.2,5.0,5.5,5.0,4.0,0.5,4.0
16821,78126,55,1,6.8,3.4,9.4,8.5,8.4,8.4,1.0,2.3
16821,78126,59,1,6.6,2.6,8.5,6.4,7.4,4.5,0.3,1.5
16821,78126,61,1,6.5,9.8,6.8,10.2,6.2,5.3,1.7,5.0
18635,6549,1,1,5.2,4.7,5.1,7.7,5.2,5.0,7.8,9.4
18635,6549,2,1,6.8,1.7,5.5,5.5,3.7,0.6,5.4,2.5
18635,6549,5,1,5.4,5.9,5.7,6.6,5.7,5.3,4.8,4.8
18635,6549,5,2,5.2,5.7,5.3,5.8,5.7,5.3,4.5,4.4
18635,6549,6,2,3.6,0.0,5.6,6.7,6.2,5.6,7.3,7.2
18635,6549,9,1,6.7,4.7,7.5,9.0,6.6,4.3,4.7,4.6
18635,6549,9,2,6.7,5.7,8.8,11.0,7.9,4.8,8.8,4.7
18635,6549,11,1,6.2,5.0,6.0,4.8,6.6,2.0,4.3,2.5
18635,6549,11,2,6.2,5.6,5.8,5.2,6.7,6.1,6.1,6.1
18635,6549,12,1,7.8,3.9,8.1,7.3,8.1,2.8,2.0,2.3
