"","Participant","Group","Ranking","OdorName","Subsistence"
"1468",19,"Mah Meri",5,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1469",16,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1470",14,"Cha'palaa",4,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1471",2,"Cha'palaa",4,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1472",13,"Semelai",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1473",3,"Seri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1474",15,"Seri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1475",8,"Imbabura Quechua",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1476",27,"Thai",10,"2-Isobutyl-3-methoxypyrazine","Urban"
"1477",25,"Thai",7,"2-Isobutyl-3-methoxypyrazine","Urban"
"1478",25,"Mexican",4,"2-Isobutyl-3-methoxypyrazine","Urban"
"1479",23,"Seri",8,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1480",17,"Semaq Beri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1481",17,"Semelai",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1482",7,"Semaq Beri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1483",14,"Imbabura Quechua",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1484",9,"Mah Meri",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1485",11,"Semelai",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1486",22,"Thai",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1487",24,"Thai",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1488",13,"Semaq Beri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1489",19,"Seri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1490",1,"Semelai",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1491",13,"Mah Meri",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1492",15,"Thai",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1493",32,"Mexican",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1494",9,"Mexican",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1495",7,"Seri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1496",12,"Seri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1497",19,"Thai",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1498",7,"Thai",7,"2-Isobutyl-3-methoxypyrazine","Urban"
"1499",15,"Maniq",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1500",13,"Seri",5,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1501",19,"Cha'palaa",6,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1502",11,"Semaq Beri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1503",3,"Maniq",8,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1504",3,"Mexican",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1505",17,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1506",16,"Mah Meri",5,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1507",15,"Imbabura Quechua",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1508",21,"Semelai",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1509",22,"Mah Meri",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1510",20,"Mah Meri",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1511",18,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1512",20,"Cha'palaa",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1513",1,"Maniq",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1514",22,"Semaq Beri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1515",14,"Semelai",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1516",23,"Mexican",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1517",10,"Semaq Beri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1518",12,"Thai",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1519",23,"Imbabura Quechua",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1520",7,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1521",22,"Seri",4,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1522",1,"Cha'palaa",6,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1523",6,"Thai",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1524",8,"Semaq Beri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1525",35,"Mexican",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1526",25,"Semelai",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1527",7,"Mexican",3,"2-Isobutyl-3-methoxypyrazine","Urban"
"1528",21,"Mexican",4,"2-Isobutyl-3-methoxypyrazine","Urban"
"1529",23,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1530",23,"Thai",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1531",11,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1532",24,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1533",4,"Imbabura Quechua",1,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1534",4,"Mexican",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1535",3,"Cha'palaa",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1536",12,"Imbabura Quechua",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1537",2,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1538",16,"Thai",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1539",20,"Mexican",6,"2-Isobutyl-3-methoxypyrazine","Urban"
"1540",10,"Semelai",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1541",10,"Maniq",3,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1542",5,"Thai",4,"2-Isobutyl-3-methoxypyrazine","Urban"
"1543",7,"Cha'palaa",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1544",20,"Imbabura Quechua",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1545",21,"Imbabura Quechua",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1546",6,"Maniq",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1547",6,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1548",34,"Mexican",8,"2-Isobutyl-3-methoxypyrazine","Urban"
"1549",2,"Mexican",6,"2-Isobutyl-3-methoxypyrazine","Urban"
"1550",8,"Semelai",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1551",10,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1552",12,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1553",23,"Mah Meri",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1554",24,"Semelai",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1555",16,"Seri",7,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1556",9,"Cha'palaa",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1557",6,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1558",1,"Mexican",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1559",17,"Thai",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1560",7,"Maniq",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1561",14,"Seri",9,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1562",9,"Semaq Beri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1563",16,"Semelai",3,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1564",25,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1565",8,"Cha'palaa",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1566",24,"Imbabura Quechua",1,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1567",19,"Mexican",7,"2-Isobutyl-3-methoxypyrazine","Urban"
"1568",17,"Imbabura Quechua",7,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1569",21,"Mah Meri",8,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1570",22,"Mexican",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1571",31,"Mexican",4,"2-Isobutyl-3-methoxypyrazine","Urban"
"1572",16,"Semaq Beri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1573",23,"Semelai",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1574",19,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1575",13,"Maniq",6,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1576",2,"Thai",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1577",4,"Semelai",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1578",6,"Semaq Beri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1579",5,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1580",12,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1581",2,"Seri",10,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1582",30,"Mexican",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1583",5,"Imbabura Quechua",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1584",24,"Mah Meri",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1585",14,"Semaq Beri",5,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1586",17,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1587",14,"Thai",6,"2-Isobutyl-3-methoxypyrazine","Urban"
"1588",22,"Semelai",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1589",16,"Cha'palaa",9,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1590",21,"Seri",6,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1591",15,"Mexican",4,"2-Isobutyl-3-methoxypyrazine","Urban"
"1592",25,"Seri",6,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1593",26,"Mexican",5,"2-Isobutyl-3-methoxypyrazine","Urban"
"1594",18,"Thai",9,"2-Isobutyl-3-methoxypyrazine","Urban"
"1595",15,"Cha'palaa",10,"2-Isobutyl-3-methoxypyrazine","Farmer"
"1596",6,"Seri",6,"2-Isobutyl-3-methoxypyrazine","Hunter-gatherer"
"1597",17,"Semaq Beri",9,"Octanoic acid","Hunter-gatherer"
"1598",7,"Cha'palaa",2,"Octanoic acid","Farmer"
"1599",12,"Imbabura Quechua",9,"Octanoic acid","Farmer"
"1600",27,"Thai",6,"Octanoic acid","Urban"
"1601",19,"Thai",7,"Octanoic acid","Urban"
"1602",18,"Thai",7,"Octanoic acid","Urban"
"1603",25,"Imbabura Quechua",4,"Octanoic acid","Farmer"
"1604",2,"Mexican",5,"Octanoic acid","Urban"
"1605",4,"Seri",4,"Octanoic acid","Hunter-gatherer"
"1606",14,"Cha'palaa",8,"Octanoic acid","Farmer"
"1607",16,"Thai",8,"Octanoic acid","Urban"
"1608",16,"Maniq",3,"Octanoic acid","Hunter-gatherer"
"1609",10,"Thai",5,"Octanoic acid","Urban"
"1610",18,"Mexican",9,"Octanoic acid","Urban"
"1611",2,"Semaq Beri",9,"Octanoic acid","Hunter-gatherer"
"1612",9,"Imbabura Quechua",3,"Octanoic acid","Farmer"
"1613",22,"Seri",8,"Octanoic acid","Hunter-gatherer"
"1614",22,"Mexican",4,"Octanoic acid","Urban"
"1615",6,"Cha'palaa",6,"Octanoic acid","Farmer"
"1616",24,"Mah Meri",3,"Octanoic acid","Farmer"
"1617",12,"Thai",7,"Octanoic acid","Urban"
"1618",13,"Maniq",3,"Octanoic acid","Hunter-gatherer"
"1619",8,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1620",14,"Thai",7,"Octanoic acid","Urban"
"1621",32,"Mexican",7,"Octanoic acid","Urban"
"1622",21,"Thai",7,"Octanoic acid","Urban"
"1623",5,"Thai",6,"Octanoic acid","Urban"
"1624",10,"Cha'palaa",5,"Octanoic acid","Farmer"
"1625",8,"Thai",5,"Octanoic acid","Urban"
"1626",5,"Mah Meri",10,"Octanoic acid","Farmer"
"1627",1,"Maniq",6,"Octanoic acid","Hunter-gatherer"
"1628",15,"Mah Meri",5,"Octanoic acid","Farmer"
"1629",3,"Mexican",8,"Octanoic acid","Urban"
"1630",2,"Semelai",7,"Octanoic acid","Farmer"
"1631",16,"Mexican",7,"Octanoic acid","Urban"
"1632",21,"Mexican",8,"Octanoic acid","Urban"
"1633",1,"Imbabura Quechua",4,"Octanoic acid","Farmer"
"1634",7,"Seri",10,"Octanoic acid","Hunter-gatherer"
"1635",11,"Imbabura Quechua",9,"Octanoic acid","Farmer"
"1636",11,"Thai",10,"Octanoic acid","Urban"
"1637",5,"Maniq",8,"Octanoic acid","Hunter-gatherer"
"1638",7,"Thai",4,"Octanoic acid","Urban"
"1639",23,"Semelai",3,"Octanoic acid","Farmer"
"1640",15,"Semelai",9,"Octanoic acid","Farmer"
"1641",23,"Seri",4,"Octanoic acid","Hunter-gatherer"
"1642",34,"Mexican",6,"Octanoic acid","Urban"
"1643",18,"Semelai",9,"Octanoic acid","Farmer"
"1644",3,"Thai",7,"Octanoic acid","Urban"
"1645",19,"Semelai",2,"Octanoic acid","Farmer"
"1646",22,"Imbabura Quechua",10,"Octanoic acid","Farmer"
"1647",21,"Cha'palaa",8,"Octanoic acid","Farmer"
"1648",26,"Mexican",7,"Octanoic acid","Urban"
"1649",14,"Mexican",8,"Octanoic acid","Urban"
"1650",10,"Mah Meri",3,"Octanoic acid","Farmer"
"1651",19,"Seri",4,"Octanoic acid","Hunter-gatherer"
"1652",2,"Cha'palaa",10,"Octanoic acid","Farmer"
"1653",12,"Cha'palaa",4,"Octanoic acid","Farmer"
"1654",7,"Mah Meri",10,"Octanoic acid","Farmer"
"1655",13,"Cha'palaa",5,"Octanoic acid","Farmer"
"1656",12,"Mah Meri",7,"Octanoic acid","Farmer"
"1657",14,"Semelai",9,"Octanoic acid","Farmer"
"1658",13,"Semelai",9,"Octanoic acid","Farmer"
"1659",23,"Semaq Beri",8,"Octanoic acid","Hunter-gatherer"
"1660",10,"Maniq",4,"Octanoic acid","Hunter-gatherer"
"1661",19,"Imbabura Quechua",8,"Octanoic acid","Farmer"
"1662",21,"Semaq Beri",5,"Octanoic acid","Hunter-gatherer"
"1663",8,"Semaq Beri",4,"Octanoic acid","Hunter-gatherer"
"1664",19,"Semaq Beri",2,"Octanoic acid","Hunter-gatherer"
"1665",17,"Mah Meri",8,"Octanoic acid","Farmer"
"1666",19,"Mah Meri",8,"Octanoic acid","Farmer"
"1667",15,"Thai",6,"Octanoic acid","Urban"
"1668",20,"Mah Meri",6,"Octanoic acid","Farmer"
"1669",13,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1670",12,"Semaq Beri",1,"Octanoic acid","Hunter-gatherer"
"1671",19,"Cha'palaa",9,"Octanoic acid","Farmer"
"1672",25,"Mah Meri",8,"Octanoic acid","Farmer"
"1673",4,"Cha'palaa",5,"Octanoic acid","Farmer"
"1674",21,"Mah Meri",2,"Octanoic acid","Farmer"
"1675",13,"Thai",7,"Octanoic acid","Urban"
"1676",17,"Seri",5,"Octanoic acid","Hunter-gatherer"
"1677",28,"Mexican",9,"Octanoic acid","Urban"
"1678",14,"Mah Meri",7,"Octanoic acid","Farmer"
"1679",20,"Seri",8,"Octanoic acid","Hunter-gatherer"
"1680",17,"Mexican",9,"Octanoic acid","Urban"
"1681",13,"Seri",9,"Octanoic acid","Hunter-gatherer"
"1682",16,"Semelai",5,"Octanoic acid","Farmer"
"1683",6,"Semaq Beri",8,"Octanoic acid","Hunter-gatherer"
"1684",6,"Semelai",7,"Octanoic acid","Farmer"
"1685",9,"Mexican",7,"Octanoic acid","Urban"
"1686",12,"Maniq",5,"Octanoic acid","Hunter-gatherer"
"1687",9,"Semaq Beri",8,"Octanoic acid","Hunter-gatherer"
"1688",24,"Thai",7,"Octanoic acid","Urban"
"1689",3,"Imbabura Quechua",2,"Octanoic acid","Farmer"
"1690",2,"Seri",6,"Octanoic acid","Hunter-gatherer"
"1691",30,"Mexican",8,"Octanoic acid","Urban"
"1692",1,"Thai",7,"Octanoic acid","Urban"
"1693",2,"Thai",8,"Octanoic acid","Urban"
"1694",24,"Imbabura Quechua",8,"Octanoic acid","Farmer"
"1695",7,"Semelai",9,"Octanoic acid","Farmer"
"1696",20,"Mexican",8,"Octanoic acid","Urban"
"1697",4,"Semaq Beri",7,"Octanoic acid","Hunter-gatherer"
"1698",33,"Mexican",5,"Octanoic acid","Urban"
"1699",16,"Cha'palaa",4,"Octanoic acid","Farmer"
"1700",11,"Semelai",6,"Octanoic acid","Farmer"
"1701",9,"Thai",8,"Octanoic acid","Urban"
"1702",13,"Mexican",9,"Octanoic acid","Urban"
"1703",2,"Maniq",6,"Octanoic acid","Hunter-gatherer"
"1704",16,"Mah Meri",8,"Octanoic acid","Farmer"
"1705",9,"Cha'palaa",8,"Octanoic acid","Farmer"
"1706",18,"Mah Meri",8,"Octanoic acid","Farmer"
"1707",16,"Semaq Beri",8,"Octanoic acid","Hunter-gatherer"
"1708",16,"Seri",1,"Octanoic acid","Hunter-gatherer"
"1709",7,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1710",35,"Mexican",7,"Octanoic acid","Urban"
"1711",20,"Thai",8,"Octanoic acid","Urban"
"1712",3,"Seri",10,"Octanoic acid","Hunter-gatherer"
"1713",1,"Seri",7,"Octanoic acid","Hunter-gatherer"
"1714",12,"Mexican",8,"Octanoic acid","Urban"
"1715",25,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1716",4,"Imbabura Quechua",3,"Octanoic acid","Farmer"
"1717",3,"Mah Meri",9,"Octanoic acid","Farmer"
"1718",24,"Semelai",5,"Octanoic acid","Farmer"
"1719",1,"Mexican",9,"Octanoic acid","Urban"
"1720",23,"Cha'palaa",4,"Octanoic acid","Farmer"
"1721",15,"Mexican",9,"Octanoic acid","Urban"
"1722",20,"Semelai",10,"Octanoic acid","Farmer"
"1723",1,"Semaq Beri",5,"Octanoic acid","Hunter-gatherer"
"1724",25,"Seri",8,"Octanoic acid","Hunter-gatherer"
"1725",14,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1726",23,"Mexican",8,"Octanoic acid","Urban"
"1727",3,"Maniq",10,"Octanoic acid","Hunter-gatherer"
"1728",22,"Semelai",5,"Octanoic acid","Farmer"
"1729",25,"Cha'palaa",8,"Octanoic acid","Farmer"
"1730",20,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1731",25,"Thai",9,"Octanoic acid","Urban"
"1732",24,"Semaq Beri",8,"Octanoic acid","Hunter-gatherer"
"1733",24,"Mexican",2,"Octanoic acid","Urban"
"1734",5,"Mexican",9,"Octanoic acid","Urban"
"1735",6,"Mexican",9,"Octanoic acid","Urban"
"1736",10,"Imbabura Quechua",5,"Octanoic acid","Farmer"
"1737",4,"Maniq",1,"Octanoic acid","Hunter-gatherer"
"1738",17,"Cha'palaa",7,"Octanoic acid","Farmer"
"1739",15,"Seri",9,"Octanoic acid","Hunter-gatherer"
"1740",23,"Thai",9,"Octanoic acid","Urban"
"1741",5,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1742",8,"Cha'palaa",9,"Octanoic acid","Farmer"
"1743",18,"Cha'palaa",4,"Octanoic acid","Farmer"
"1744",21,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1745",20,"Cha'palaa",6,"Octanoic acid","Farmer"
"1746",18,"Semaq Beri",2,"Octanoic acid","Hunter-gatherer"
"1747",2,"Mah Meri",7,"Octanoic acid","Farmer"
"1748",11,"Cha'palaa",7,"Octanoic acid","Farmer"
"1749",8,"Mexican",8,"Octanoic acid","Urban"
"1750",15,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1751",8,"Semelai",8,"Octanoic acid","Farmer"
"1752",5,"Semaq Beri",6,"Octanoic acid","Hunter-gatherer"
"1753",1,"Semelai",2,"Octanoic acid","Farmer"
"1754",1,"Mah Meri",9,"Octanoic acid","Farmer"
"1755",25,"Semelai",9,"Octanoic acid","Farmer"
"1756",18,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1757",22,"Thai",8,"Octanoic acid","Urban"
"1758",9,"Maniq",3,"Octanoic acid","Hunter-gatherer"
"1759",22,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1760",6,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1761",15,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1762",8,"Mah Meri",8,"Octanoic acid","Farmer"
"1763",12,"Seri",9,"Octanoic acid","Hunter-gatherer"
"1764",3,"Semelai",6,"Octanoic acid","Farmer"
"1765",9,"Mah Meri",9,"Octanoic acid","Farmer"
"1766",9,"Semelai",7,"Octanoic acid","Farmer"
"1767",14,"Maniq",8,"Octanoic acid","Hunter-gatherer"
"1768",16,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1769",6,"Maniq",1,"Octanoic acid","Hunter-gatherer"
"1770",11,"Mah Meri",8,"Octanoic acid","Farmer"
"1771",11,"Seri",9,"Octanoic acid","Hunter-gatherer"
"1772",15,"Cha'palaa",6,"Octanoic acid","Farmer"
"1773",7,"Mexican",8,"Octanoic acid","Urban"
"1774",24,"Cha'palaa",2,"Octanoic acid","Farmer"
"1775",2,"Imbabura Quechua",7,"Octanoic acid","Farmer"
"1776",7,"Imbabura Quechua",10,"Octanoic acid","Farmer"
"1777",10,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1778",22,"Cha'palaa",9,"Octanoic acid","Farmer"
"1779",6,"Seri",10,"Octanoic acid","Hunter-gatherer"
"1780",12,"Semelai",7,"Octanoic acid","Farmer"
"1781",23,"Imbabura Quechua",6,"Octanoic acid","Farmer"
"1782",4,"Semelai",6,"Octanoic acid","Farmer"
"1783",7,"Maniq",6,"Octanoic acid","Hunter-gatherer"
"1784",19,"Mexican",6,"Octanoic acid","Urban"
"1785",14,"Seri",8,"Octanoic acid","Hunter-gatherer"
"1786",6,"Mah Meri",4,"Octanoic acid","Farmer"
"1787",13,"Mah Meri",9,"Octanoic acid","Farmer"
"1788",10,"Mexican",10,"Octanoic acid","Urban"
"1789",18,"Seri",6,"Octanoic acid","Hunter-gatherer"
"1790",15,"Maniq",2,"Octanoic acid","Hunter-gatherer"
"1791",31,"Mexican",8,"Octanoic acid","Urban"
"1792",4,"Mah Meri",5,"Octanoic acid","Farmer"
"1793",21,"Semelai",10,"Octanoic acid","Farmer"
"1794",22,"Mah Meri",7,"Octanoic acid","Farmer"
"1795",14,"Semaq Beri",3,"Octanoic acid","Hunter-gatherer"
"1796",17,"Imbabura Quechua",8,"Octanoic acid","Farmer"
"1797",24,"Seri",4,"Octanoic acid","Hunter-gatherer"
"1798",9,"Seri",5,"Octanoic acid","Hunter-gatherer"
"1799",26,"Thai",9,"Octanoic acid","Urban"
"1800",4,"Mexican",9,"Octanoic acid","Urban"
"1801",20,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1802",1,"Cha'palaa",9,"Octanoic acid","Farmer"
"1803",10,"Semelai",9,"Octanoic acid","Farmer"
"1804",11,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1805",11,"Maniq",8,"Octanoic acid","Hunter-gatherer"
"1806",5,"Semelai",9,"Octanoic acid","Farmer"
"1807",13,"Semaq Beri",5,"Octanoic acid","Hunter-gatherer"
"1808",6,"Thai",10,"Octanoic acid","Urban"
"1809",5,"Cha'palaa",9,"Octanoic acid","Farmer"
"1810",17,"Thai",6,"Octanoic acid","Urban"
"1811",5,"Seri",6,"Octanoic acid","Hunter-gatherer"
"1812",4,"Thai",10,"Octanoic acid","Urban"
"1813",23,"Mah Meri",9,"Octanoic acid","Farmer"
"1814",17,"Semelai",7,"Octanoic acid","Farmer"
"1815",27,"Mexican",5,"Octanoic acid","Urban"
"1816",8,"Seri",6,"Octanoic acid","Hunter-gatherer"
"1817",29,"Mexican",5,"Octanoic acid","Urban"
"1818",25,"Mexican",5,"Octanoic acid","Urban"
"1819",3,"Cha'palaa",9,"Octanoic acid","Farmer"
"1820",11,"Mexican",4,"Octanoic acid","Urban"
"1821",8,"Maniq",10,"Octanoic acid","Hunter-gatherer"
"1822",21,"Seri",7,"Octanoic acid","Hunter-gatherer"
"1823",10,"Seri",9,"Octanoic acid","Hunter-gatherer"
"1824",3,"Semaq Beri",10,"Octanoic acid","Hunter-gatherer"
"1825",4,"Thai",6,"Diethyl disulfide","Urban"
"1826",21,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1827",3,"Thai",9,"Diethyl disulfide","Urban"
"1828",15,"Maniq",4,"Diethyl disulfide","Hunter-gatherer"
"1829",19,"Cha'palaa",3,"Diethyl disulfide","Farmer"
"1830",11,"Imbabura Quechua",6,"Diethyl disulfide","Farmer"
"1831",31,"Mexican",9,"Diethyl disulfide","Urban"
"1832",23,"Cha'palaa",5,"Diethyl disulfide","Farmer"
"1833",19,"Imbabura Quechua",4,"Diethyl disulfide","Farmer"
"1834",12,"Cha'palaa",8,"Diethyl disulfide","Farmer"
"1835",27,"Thai",8,"Diethyl disulfide","Urban"
"1836",17,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1837",6,"Mah Meri",6,"Diethyl disulfide","Farmer"
"1838",22,"Cha'palaa",5,"Diethyl disulfide","Farmer"
"1839",11,"Cha'palaa",6,"Diethyl disulfide","Farmer"
"1840",1,"Semelai",4,"Diethyl disulfide","Farmer"
"1841",16,"Seri",2,"Diethyl disulfide","Hunter-gatherer"
"1842",8,"Mexican",7,"Diethyl disulfide","Urban"
"1843",15,"Mexican",7,"Diethyl disulfide","Urban"
"1844",16,"Semelai",9,"Diethyl disulfide","Farmer"
"1845",2,"Semelai",8,"Diethyl disulfide","Farmer"
"1846",7,"Seri",9,"Diethyl disulfide","Hunter-gatherer"
"1847",12,"Semaq Beri",7,"Diethyl disulfide","Hunter-gatherer"
"1848",12,"Imbabura Quechua",2,"Diethyl disulfide","Farmer"
"1849",17,"Mexican",8,"Diethyl disulfide","Urban"
"1850",2,"Maniq",2,"Diethyl disulfide","Hunter-gatherer"
"1851",14,"Semelai",3,"Diethyl disulfide","Farmer"
"1852",11,"Semelai",5,"Diethyl disulfide","Farmer"
"1853",15,"Mah Meri",7,"Diethyl disulfide","Farmer"
"1854",8,"Cha'palaa",6,"Diethyl disulfide","Farmer"
"1855",14,"Mexican",9,"Diethyl disulfide","Urban"
"1856",5,"Mexican",7,"Diethyl disulfide","Urban"
"1857",5,"Semaq Beri",8,"Diethyl disulfide","Hunter-gatherer"
"1858",30,"Mexican",9,"Diethyl disulfide","Urban"
"1859",14,"Mah Meri",2,"Diethyl disulfide","Farmer"
"1860",17,"Imbabura Quechua",6,"Diethyl disulfide","Farmer"
"1861",4,"Cha'palaa",4,"Diethyl disulfide","Farmer"
