FooDB ID,Name,CAS
FDB035293,TG(20:0/20:0/8:0),
FDB035294,TG(20:0/15:0/18:0),
FDB035295,TG(i-20:0/i-15:0/a-25:0),
FDB035296,TG(20:0/16:0/19:0),
FDB035297,TG(i-20:0/i-17:0/12:0),
FDB035298,TG(20:0/12:0/i-14:0),
FDB035299,TG(i-19:0/a-21:0/17:0),
FDB035300,TG(20:0/i-13:0/i-21:0),
FDB035301,TG(20:0/i-17:0/i-22:0),
FDB035302,TG(i-20:0/19:0/21:0),
FDB035303,TG(20:0/a-15:0/i-20:0),
FDB035304,TG(i-20:0/18:0/17:0),
FDB035305,TG(20:0/20:0/a-15:0),
FDB035306,TG(19:0/i-20:0/22:0),
FDB035307,TG(20:0/10:0/19:0),
FDB035308,TG(19:0/21:0/i-14:0),
FDB035309,TG(20:0/14:0/21:0),
FDB035310,TG(19:0/22:0/i-17:0),
FDB035311,TG(20:0/i-13:0/12:0),
FDB035312,TG(20:0/12:0/i-19:0),
FDB035313,TG(20:0/15:0/a-15:0),
FDB035314,TG(20:0/19:0/15:0),
FDB035315,TG(19:0/21:0/a-15:0),
FDB035316,TG(i-20:0/i-13:0/8:0),
FDB035317,TG(19:0/i-20:0/i-20:0),
FDB035318,TG(20:0/i-17:0/a-13:0),
FDB035319,TG(20:0/18:0/17:0),
FDB035320,TG(i-20:0/i-14:0/14:0),
FDB035321,TG(i-20:0/18:0/i-16:0),
FDB035322,TG(19:0/21:0/i-13:0),
FDB035323,TG(20:0/i-13:0/18:0),
FDB035324,TG(19:0/i-24:0/14:0),
FDB035325,TG(20:0/a-15:0/i-16:0),
FDB035326,TG(i-20:0/19:0/8:0),
FDB035327,TG(20:0/i-14:0/12:0),
FDB035328,TG(20:0/16:0/10:0),
FDB035329,TG(i-20:0/12:0/14:0),
FDB035330,TG(i-20:0/a-17:0/a-13:0),
FDB035331,TG(i-20:0/18:0/10:0),
FDB035332,TG(i-20:0/8:0/i-17:0),
FDB035333,TG(i-19:0/i-22:0/14:0),
FDB035334,TG(20:0/a-13:0/i-13:0),
FDB035335,TG(19:0/a-21:0/i-17:0),
FDB035336,TG(i-19:0/a-21:0/18:0),
FDB035337,TG(20:0/13:0/i-12:0),
FDB035338,TG(i-20:0/i-18:0/a-25:0),
FDB035339,TG(i-20:0/13:0/i-13:0),
FDB035340,TG(19:0/i-22:0/i-15:0),
FDB035341,TG(20:0/12:0/i-13:0),
FDB035342,TG(i-20:0/a-15:0/20:0),
FDB035343,TG(19:0/21:0/15:0),
FDB035344,TG(20:0/i-16:0/a-21:0),
FDB035345,TG(19:0/21:0/a-13:0),
FDB035346,TG(19:0/20:0/i-22:0),
FDB035347,TG(20:0/13:0/a-25:0),
FDB035348,TG(i-20:0/a-13:0/21:0),
FDB035349,TG(i-20:0/a-17:0/a-25:0),
FDB035350,TG(i-20:0/i-12:0/a-21:0),
FDB035351,TG(i-19:0/a-21:0/a-25:0),
FDB035352,TG(i-20:0/12:0/i-15:0),
FDB035353,TG(i-20:0/i-17:0/17:0),
FDB035354,TG(20:0/i-17:0/i-16:0),
FDB035355,TG(i-20:0/i-14:0/17:0),
FDB035356,TG(i-20:0/13:0/16:0),
FDB035357,TG(i-20:0/10:0/8:0),
FDB035358,TG(20:0/13:0/a-17:0),
FDB035359,TG(i-20:0/i-15:0/19:0),
FDB035360,TG(20:0/18:0/i-21:0),
FDB035361,TG(20:0/a-13:0/i-14:0),
FDB035362,TG(i-19:0/a-21:0/a-15:0),
FDB035363,TG(i-19:0/i-21:0/22:0),
FDB035364,TG(i-20:0/8:0/a-21:0),
FDB035365,TG(i-19:0/i-21:0/a-25:0),
FDB035366,TG(20:0/i-13:0/10:0),
FDB035367,TG(20:0/i-12:0/19:0),
FDB035368,TG(i-19:0/22:0/20:0),
FDB035369,TG(i-20:0/18:0/i-17:0),
FDB035370,TG(20:0/10:0/i-19:0),
FDB035371,TG(20:0/a-15:0/i-15:0),
FDB035372,TG(i-20:0/12:0/20:0),
FDB035373,TG(19:0/i-24:0/a-17:0),
FDB035374,TG(i-20:0/i-12:0/i-15:0),
FDB035375,TG(20:0/15:0/16:0),
FDB035376,TG(19:0/i-24:0/16:0),
FDB035377,TG(19:0/a-21:0/i-22:0),
FDB035378,TG(i-19:0/21:0/i-17:0),
FDB035379,TG(20:0/18:0/15:0),
FDB035380,TG(19:0/20:0/a-25:0),
FDB035381,TG(20:0/13:0/8:0),
FDB035382,TG(20:0/i-19:0/16:0),
FDB035383,TG(20:0/i-18:0/22:0),
FDB035384,TG(20:0/i-14:0/a-17:0),
FDB035385,TG(i-20:0/i-19:0/15:0),
FDB035386,TG(20:0/i-18:0/a-17:0),
FDB035387,TG(20:0/i-13:0/15:0),
FDB035388,TG(20:0/12:0/i-17:0),
FDB035389,TG(i-20:0/10:0/22:0),
FDB035390,TG(i-20:0/i-20:0/12:0),
FDB035391,TG(20:0/i-19:0/a-21:0),
FDB035392,TG(20:0/i-14:0/i-16:0),
FDB035393,TG(19:0/i-21:0/10:0),
FDB035394,TG(20:0/a-15:0/14:0),
FDB035395,TG(19:0/20:0/21:0),
FDB035396,TG(19:0/19:0/22:0),
FDB035397,TG(i-20:0/i-16:0/i-12:0),
FDB035398,TG(i-20:0/16:0/12:0),
FDB035399,TG(19:0/22:0/10:0),
FDB035400,TG(i-20:0/17:0/i-13:0),
FDB035401,TG(i-20:0/17:0/19:0),
FDB035402,TG(20:0/16:0/a-15:0),
FDB035403,TG(19:0/i-22:0/i-12:0),
FDB035404,TG(20:0/i-12:0/i-20:0),
FDB035405,TG(20:0/15:0/a-25:0),
FDB035406,TG(i-20:0/a-15:0/i-19:0),
FDB035407,TG(i-19:0/i-24:0/i-16:0),
FDB035408,TG(i-20:0/i-14:0/a-13:0),
FDB035409,TG(i-20:0/a-17:0/8:0),
FDB035410,TG(20:0/8:0/16:0),
FDB035411,TG(20:0/18:0/i-15:0),
FDB035412,TG(20:0/17:0/21:0),
FDB035413,TG(i-20:0/i-15:0/16:0),
FDB035414,TG(20:0/i-12:0/21:0),
FDB035415,TG(i-20:0/10:0/a-15:0),
FDB035416,TG(20:0/18:0/i-22:0),
FDB035417,TG(i-20:0/i-16:0/i-22:0),
FDB035418,TG(i-20:0/i-15:0/i-21:0),
FDB035419,TG(20:0/a-15:0/a-15:0),
FDB035420,TG(i-19:0/i-21:0/i-21:0),
FDB035421,TG(19:0/22:0/18:0),
FDB035422,TG(i-20:0/19:0/i-22:0),
FDB035423,TG(i-19:0/a-21:0/i-13:0),
FDB035424,TG(i-20:0/14:0/a-21:0),
FDB035425,TG(20:0/i-16:0/13:0),
FDB035426,TG(20:0/i-12:0/i-13:0),
FDB035427,TG(20:0/13:0/22:0),
FDB035428,TG(20:0/15:0/17:0),
FDB035429,TG(i-19:0/21:0/20:0),
FDB035430,TG(i-20:0/14:0/15:0),
FDB035431,TG(i-19:0/21:0/14:0),
FDB035432,TG(20:0/i-15:0/15:0),
FDB035433,TG(i-20:0/i-14:0/i-24:0),
FDB035434,TG(19:0/i-20:0/20:0),
FDB035435,TG(20:0/20:0/a-13:0),
FDB035436,TG(i-19:0/i-22:0/i-15:0),
FDB035437,TG(20:0/8:0/i-21:0),
FDB035438,TG(20:0/a-13:0/16:0),
FDB035439,TG(i-20:0/i-13:0/13:0),
FDB035440,TG(20:0/16:0/8:0),
FDB035441,TG(20:0/i-14:0/a-13:0),
FDB035442,TG(20:0/16:0/i-13:0),
FDB035443,TG(20:0/i-16:0/16:0),
FDB035444,TG(20:0/15:0/a-13:0),
FDB035445,TG(20:0/8:0/15:0),
FDB035446,TG(19:0/21:0/i-19:0),
FDB035447,TG(i-19:0/a-25:0/18:0),
FDB035448,TG(i-20:0/i-13:0/i-16:0),
FDB035449,TG(20:0/i-14:0/16:0),
FDB035450,TG(19:0/i-21:0/a-17:0),
FDB035451,TG(19:0/i-24:0/i-12:0),
FDB035452,TG(20:0/19:0/17:0),
FDB035453,TG(19:0/22:0/13:0),
FDB035454,TG(19:0/a-25:0/i-18:0),
FDB035455,TG(i-19:0/i-21:0/a-21:0),
FDB035456,TG(20:0/18:0/8:0),
FDB035457,TG(i-20:0/i-17:0/a-25:0),
FDB035458,TG(i-20:0/i-14:0/i-16:0),
FDB035459,TG(i-19:0/22:0/i-20:0),
FDB035460,TG(i-20:0/16:0/8:0),
FDB035461,TG(i-20:0/12:0/a-15:0),
FDB035462,TG(19:0/a-25:0/a-21:0),
FDB035463,TG(20:0/a-17:0/21:0),
FDB035464,TG(20:0/14:0/16:0),
FDB035465,TG(i-20:0/8:0/i-13:0),
FDB035466,TG(20:0/i-15:0/i-14:0),
FDB035467,TG(20:0/i-12:0/a-21:0),
FDB035468,TG(20:0/i-20:0/12:0),
FDB035469,TG(i-20:0/i-19:0/20:0),
FDB035470,TG(i-20:0/15:0/i-21:0),
FDB035471,TG(20:0/12:0/19:0),
FDB035472,TG(i-20:0/8:0/15:0),
FDB035473,TG(20:0/17:0/13:0),
FDB035474,TG(19:0/19:0/i-24:0),
FDB035475,TG(i-20:0/19:0/14:0),
FDB035476,TG(i-19:0/22:0/a-25:0),
FDB035477,TG(i-20:0/18:0/20:0),
FDB035478,TG(i-20:0/i-18:0/21:0),
FDB035479,TG(i-20:0/8:0/20:0),
FDB035480,TG(20:0/10:0/16:0),
FDB035481,TG(20:0/i-13:0/i-24:0),
FDB035482,TG(i-19:0/i-22:0/i-14:0),
FDB035483,TG(20:0/a-13:0/i-19:0),
FDB035484,TG(20:0/8:0/a-15:0),
FDB035485,TG(i-20:0/14:0/13:0),
FDB035486,TG(i-20:0/20:0/a-13:0),
FDB035487,TG(i-19:0/i-19:0/a-21:0),
FDB035488,TG(i-20:0/i-19:0/i-13:0),
FDB035489,TG(20:0/12:0/a-15:0),
FDB035490,TG(20:0/16:0/a-17:0),
FDB035491,TG(i-19:0/21:0/i-12:0),
FDB035492,TG(i-20:0/a-13:0/i-17:0),
FDB035493,TG(i-20:0/15:0/22:0),
FDB035494,TG(19:0/i-24:0/17:0),
FDB035495,TG(i-20:0/i-12:0/i-12:0),
FDB035496,TG(20:0/15:0/i-15:0),
FDB035497,TG(i-19:0/i-24:0/a-17:0),
FDB035498,TG(i-20:0/15:0/i-14:0),
FDB035499,TG(i-20:0/8:0/22:0),
FDB035500,TG(20:0/i-14:0/a-25:0),
FDB035501,TG(20:0/i-18:0/i-21:0),
FDB035502,TG(19:0/i-22:0/i-17:0),
FDB035503,TG(i-20:0/19:0/i-17:0),
FDB035504,TG(i-19:0/i-21:0/i-24:0),
FDB035505,TG(20:0/i-15:0/i-24:0),
FDB035506,TG(i-20:0/8:0/i-21:0),
FDB035507,TG(i-20:0/i-17:0/i-21:0),
FDB035508,TG(19:0/i-24:0/i-20:0),
FDB035509,TG(i-20:0/i-20:0/16:0),
FDB035510,TG(i-20:0/i-14:0/18:0),
FDB035511,TG(19:0/22:0/i-15:0),
FDB035512,TG(i-20:0/i-20:0/i-13:0),
FDB035513,TG(i-20:0/i-13:0/a-13:0),
FDB035514,TG(i-19:0/i-21:0/15:0),
FDB035515,TG(20:0/20:0/i-13:0),
FDB035516,TG(20:0/10:0/14:0),
FDB035517,TG(20:0/16:0/i-22:0),
FDB035518,TG(20:0/14:0/a-17:0),
FDB035519,TG(20:0/a-13:0/22:0),
FDB035520,TG(i-20:0/i-12:0/10:0),
FDB035521,TG(i-19:0/i-22:0/18:0),
FDB035522,TG(i-19:0/i-21:0/19:0),
FDB035523,TG(20:0/12:0/a-25:0),
FDB035524,TG(i-20:0/i-17:0/a-21:0),
FDB035525,TG(20:0/14:0/14:0),
FDB035526,TG(20:0/10:0/15:0),
FDB035527,TG(19:0/i-22:0/a-13:0),
FDB035528,TG(i-19:0/21:0/a-13:0),
FDB035529,TG(20:0/a-17:0/i-17:0),
FDB035530,TG(i-20:0/i-13:0/18:0),
FDB035531,TG(19:0/22:0/i-18:0),
FDB035532,TG(i-20:0/i-17:0/i-17:0),
FDB035533,TG(20:0/14:0/i-18:0),
FDB035534,TG(20:0/17:0/i-18:0),
FDB035535,TG(i-20:0/i-20:0/i-16:0),
FDB035536,TG(i-20:0/15:0/17:0),
FDB035537,TG(20:0/19:0/13:0),
FDB035538,TG(19:0/a-21:0/22:0),
FDB035539,TG(i-20:0/a-17:0/i-12:0),
FDB035540,TG(i-19:0/a-21:0/i-14:0),
FDB035541,TG(20:0/i-17:0/a-21:0),
FDB035542,TG(i-20:0/i-15:0/i-24:0),
FDB035543,TG(20:0/i-16:0/i-22:0),
FDB035544,TG(i-20:0/17:0/i-14:0),
FDB035545,TG(i-20:0/a-17:0/17:0),
FDB035546,TG(i-20:0/i-14:0/i-22:0),
FDB035547,TG(19:0/i-20:0/i-22:0),
FDB035548,TG(i-20:0/i-18:0/19:0),
FDB035549,TG(i-20:0/i-14:0/13:0),
FDB035550,TG(i-20:0/17:0/i-18:0),
FDB035551,TG(i-19:0/i-24:0/a-13:0),
FDB035552,TG(20:0/i-14:0/22:0),
FDB035553,TG(i-20:0/14:0/i-15:0),
FDB035554,TG(20:0/a-13:0/21:0),
FDB035555,TG(20:0/i-15:0/18:0),
FDB035556,TG(20:0/i-13:0/i-22:0),
FDB035557,TG(19:0/20:0/i-24:0),
FDB035558,TG(i-20:0/18:0/21:0),
FDB035559,TG(i-19:0/22:0/19:0),
FDB035560,TG(i-20:0/a-17:0/i-22:0),
FDB035561,TG(20:0/15:0/i-20:0),
FDB035562,TG(i-20:0/a-17:0/22:0),
FDB035563,TG(19:0/21:0/17:0),
FDB035564,TG(20:0/a-17:0/18:0),
FDB035565,TG(i-20:0/i-15:0/i-22:0),
FDB035566,TG(20:0/12:0/16:0),
FDB035567,TG(20:0/19:0/a-17:0),
FDB035568,TG(i-20:0/i-16:0/13:0),
FDB035569,TG(20:0/14:0/a-25:0),
FDB035570,TG(i-20:0/8:0/i-15:0),
FDB035571,TG(i-20:0/i-13:0/i-14:0),
FDB035572,TG(i-20:0/i-12:0/a-17:0),
FDB035573,TG(i-19:0/i-22:0/i-20:0),
FDB035574,TG(20:0/10:0/i-17:0),
FDB035575,TG(i-20:0/a-17:0/a-17:0),
FDB035576,TG(19:0/a-21:0/i-14:0),
FDB035577,TG(20:0/17:0/22:0),
FDB035578,TG(20:0/a-15:0/i-21:0),
FDB035579,TG(i-20:0/13:0/15:0),
FDB035580,TG(i-20:0/a-13:0/a-25:0),
FDB035581,TG(i-20:0/i-18:0/22:0),
FDB035582,TG(i-19:0/21:0/i-24:0),
FDB035583,TG(i-20:0/i-18:0/i-12:0),
FDB035584,TG(20:0/i-13:0/i-12:0),
FDB035585,TG(i-19:0/a-21:0/10:0),
FDB035586,TG(i-20:0/15:0/a-17:0),
FDB035587,TG(20:0/i-20:0/14:0),
FDB035588,TG(i-19:0/a-25:0/19:0),
FDB035589,TG(20:0/16:0/15:0),
FDB035590,TG(19:0/i-21:0/i-21:0),
FDB035591,TG(i-20:0/18:0/8:0),
FDB035592,TG(i-20:0/i-12:0/i-22:0),
FDB035593,TG(20:0/14:0/i-19:0),
FDB035594,TG(i-20:0/i-18:0/i-16:0),
FDB035595,TG(20:0/i-13:0/a-13:0),
FDB035596,TG(i-20:0/19:0/i-19:0),
FDB035597,TG(i-20:0/i-13:0/19:0),
FDB035598,TG(20:0/8:0/i-20:0),
FDB035599,TG(20:0/12:0/i-20:0),
FDB035600,TG(i-20:0/13:0/20:0),
FDB035601,TG(i-20:0/8:0/16:0),
FDB035602,TG(20:0/13:0/i-22:0),
FDB035603,TG(i-20:0/a-15:0/i-22:0),
FDB035604,TG(20:0/i-14:0/i-13:0),
FDB035605,TG(i-19:0/22:0/8:0),
FDB035606,TG(i-20:0/i-19:0/i-17:0),
FDB035607,TG(i-20:0/16:0/i-19:0),
FDB035608,TG(20:0/18:0/i-12:0),
FDB035609,TG(20:0/12:0/i-18:0),
FDB035610,TG(20:0/i-14:0/8:0),
FDB035611,TG(20:0/i-18:0/10:0),
FDB035612,TG(i-20:0/17:0/13:0),
FDB035613,TG(20:0/i-17:0/15:0),
FDB035614,TG(i-19:0/a-21:0/a-21:0),
FDB035615,TG(i-20:0/12:0/15:0),
FDB035616,TG(20:0/i-15:0/i-13:0),
FDB035617,TG(20:0/14:0/13:0),
FDB035618,TG(20:0/12:0/i-24:0),
FDB035619,TG(i-20:0/14:0/a-13:0),
FDB035620,TG(20:0/i-15:0/13:0),
FDB035621,TG(20:0/i-18:0/17:0),
FDB035622,TG(20:0/i-18:0/i-15:0),
FDB035623,TG(20:0/17:0/8:0),
FDB035624,TG(20:0/i-12:0/a-17:0),
FDB035625,TG(20:0/17:0/i-16:0),
FDB035626,TG(i-20:0/a-13:0/i-16:0),
FDB035627,TG(i-20:0/15:0/21:0),
FDB035628,TG(20:0/10:0/i-14:0),
FDB035629,TG(i-20:0/13:0/i-12:0),
FDB035630,TG(i-19:0/20:0/i-20:0),
FDB035631,TG(20:0/10:0/i-20:0),
FDB035632,TG(i-20:0/a-15:0/a-21:0),
FDB035633,TG(i-19:0/a-25:0/i-15:0),
FDB035634,TG(i-20:0/i-19:0/16:0),
FDB035635,TG(i-19:0/a-25:0/21:0),
FDB035636,TG(20:0/12:0/18:0),
FDB035637,TG(i-20:0/a-13:0/a-15:0),
FDB035638,TG(19:0/i-21:0/i-17:0),
FDB035639,TG(19:0/a-25:0/i-22:0),
FDB035640,TG(i-20:0/10:0/14:0),
FDB035641,TG(20:0/a-17:0/i-21:0),
FDB035642,TG(i-20:0/8:0/a-25:0),
FDB035643,TG(i-20:0/15:0/i-19:0),
FDB035644,TG(20:0/17:0/18:0),
FDB035645,TG(i-19:0/a-25:0/i-18:0),
FDB035646,TG(20:0/15:0/a-17:0),
FDB035647,TG(20:0/8:0/13:0),
FDB035648,TG(20:0/i-12:0/i-19:0),
FDB035649,TG(i-20:0/i-19:0/13:0),
FDB035650,TG(i-20:0/i-16:0/18:0),
FDB035651,TG(20:0/a-17:0/15:0),
FDB035652,TG(i-20:0/i-14:0/a-21:0),
FDB035653,TG(20:0/15:0/8:0),
FDB035654,TG(20:0/14:0/i-12:0),
FDB035655,TG(20:0/i-19:0/a-25:0),
FDB035656,TG(20:0/8:0/10:0),
FDB035657,TG(i-19:0/i-22:0/a-17:0),
FDB035658,TG(i-20:0/i-15:0/i-17:0),
FDB035659,TG(19:0/22:0/i-21:0),
FDB035660,TG(i-20:0/a-17:0/i-21:0),
FDB035661,TG(i-19:0/i-22:0/i-12:0),
FDB035662,TG(i-19:0/a-21:0/20:0),
FDB035663,TG(i-20:0/i-12:0/18:0),
FDB035664,TG(19:0/22:0/16:0),
FDB035665,TG(20:0/i-17:0/i-14:0),
FDB035666,TG(i-19:0/i-24:0/12:0),
FDB035667,TG(20:0/13:0/i-17:0),
FDB035668,TG(20:0/i-19:0/i-13:0),
FDB035669,TG(i-20:0/14:0/14:0),
FDB035670,TG(19:0/22:0/i-24:0),
FDB035671,TG(20:0/19:0/i-22:0),
FDB035672,TG(20:0/14:0/18:0),
FDB035673,TG(19:0/i-22:0/20:0),
FDB035674,TG(19:0/i-21:0/i-22:0),
FDB035675,TG(i-20:0/10:0/16:0),
FDB035676,TG(19:0/a-25:0/a-17:0),
FDB035677,TG(i-20:0/i-19:0/a-15:0),
FDB035678,TG(20:0/i-12:0/17:0),
FDB035679,TG(i-20:0/17:0/8:0),
FDB035680,TG(i-20:0/14:0/a-15:0),
FDB035681,TG(i-19:0/i-21:0/i-17:0),
FDB035682,TG(i-20:0/17:0/12:0),
FDB035683,TG(19:0/21:0/a-21:0),
FDB035684,TG(20:0/13:0/i-15:0),
FDB035685,TG(19:0/a-21:0/i-21:0),
FDB035686,TG(19:0/i-20:0/a-21:0),
FDB035687,TG(i-20:0/i-15:0/a-13:0),
FDB035688,TG(i-19:0/a-25:0/12:0),
FDB035689,TG(i-20:0/19:0/a-15:0),
FDB035690,TG(i-20:0/18:0/22:0),
FDB035691,TG(i-20:0/19:0/a-13:0),
FDB035692,TG(20:0/i-19:0/i-14:0),
FDB035693,TG(20:0/i-15:0/i-22:0),
FDB035694,TG(20:0/a-15:0/18:0),
FDB035695,TG(i-20:0/i-17:0/i-18:0),
FDB035696,TG(i-20:0/19:0/i-16:0),
FDB035697,TG(20:0/i-12:0/15:0),
FDB035698,TG(20:0/i-19:0/18:0),
FDB035699,TG(20:0/i-15:0/17:0),
FDB035700,TG(20:0/i-15:0/i-12:0),
FDB035701,TG(20:0/15:0/i-19:0),
FDB035702,TG(i-20:0/15:0/10:0),
FDB035703,TG(i-20:0/16:0/14:0),
FDB035704,TG(i-19:0/i-22:0/i-13:0),
FDB035705,TG(i-19:0/22:0/10:0),
FDB035706,TG(i-19:0/22:0/22:0),
FDB035707,TG(20:0/i-12:0/i-17:0),
FDB035708,TG(20:0/17:0/i-22:0),
FDB035709,TG(20:0/a-17:0/i-22:0),
FDB035710,TG(i-19:0/22:0/i-13:0),
FDB035711,TG(i-20:0/18:0/12:0),
FDB035712,TG(i-20:0/17:0/i-15:0),
FDB035713,TG(19:0/i-22:0/10:0),
FDB035714,TG(20:0/12:0/i-22:0),
FDB035715,TG(i-19:0/21:0/i-15:0),
FDB035716,TG(20:0/i-14:0/21:0),
FDB035717,TG(i-20:0/i-15:0/i-18:0),
FDB035718,TG(i-20:0/15:0/i-15:0),
FDB035719,TG(i-20:0/12:0/16:0),
FDB035720,TG(i-20:0/a-15:0/19:0),
FDB035721,TG(i-19:0/21:0/17:0),
FDB035722,TG(i-20:0/i-12:0/16:0),
FDB035723,TG(i-20:0/i-19:0/14:0),
FDB035724,TG(i-20:0/8:0/a-13:0),
FDB035725,TG(19:0/21:0/20:0),
FDB035726,TG(i-20:0/16:0/i-14:0),
FDB035727,TG(20:0/a-13:0/a-15:0),
FDB035728,TG(20:0/10:0/i-15:0),
FDB035729,TG(20:0/a-15:0/i-13:0),
FDB035730,TG(20:0/10:0/21:0),
FDB035731,TG(i-20:0/i-15:0/8:0),
FDB035732,TG(i-20:0/i-13:0/a-21:0),
FDB035733,TG(i-19:0/i-24:0/21:0),
FDB035734,TG(i-20:0/i-17:0/15:0),
FDB035735,TG(19:0/i-21:0/16:0),
FDB035736,TG(19:0/21:0/8:0),
FDB035737,TG(20:0/17:0/16:0),
FDB035738,TG(20:0/16:0/12:0),
FDB035739,TG(19:0/i-21:0/i-16:0),
FDB035740,TG(20:0/i-15:0/21:0),
FDB035741,TG(20:0/i-13:0/a-17:0),
FDB035742,TG(20:0/15:0/i-12:0),
FDB035743,TG(i-20:0/i-18:0/i-15:0),
FDB035744,TG(i-20:0/i-12:0/15:0),
FDB035745,TG(i-20:0/13:0/a-13:0),
FDB035746,TG(20:0/i-20:0/i-13:0),
FDB035747,TG(i-19:0/a-21:0/19:0),
FDB035748,TG(20:0/a-13:0/10:0),
FDB035749,TG(20:0/i-15:0/i-21:0),
FDB035750,TG(i-20:0/16:0/a-15:0),
FDB035751,TG(i-20:0/i-17:0/i-13:0),
FDB035752,TG(20:0/8:0/i-15:0),
FDB035753,TG(19:0/i-22:0/i-18:0),
FDB035754,TG(i-19:0/20:0/a-25:0),
FDB035755,TG(i-19:0/22:0/17:0),
FDB035756,TG(20:0/i-20:0/a-15:0),
FDB035757,TG(i-20:0/a-15:0/8:0),
FDB035758,TG(19:0/i-21:0/14:0),
FDB035759,TG(20:0/15:0/i-24:0),
FDB035760,TG(20:0/i-19:0/i-15:0),
FDB035761,TG(i-20:0/16:0/10:0),
FDB035762,TG(i-20:0/16:0/20:0),
FDB035763,TG(i-19:0/a-21:0/i-18:0),
FDB035764,TG(20:0/19:0/10:0),
FDB035765,TG(20:0/16:0/i-20:0),
FDB035766,TG(20:0/20:0/17:0),
FDB035767,TG(i-20:0/i-12:0/21:0),
FDB035768,TG(i-20:0/14:0/i-22:0),
FDB035769,TG(20:0/15:0/i-16:0),
FDB035770,TG(i-20:0/i-13:0/i-24:0),
FDB035771,TG(i-20:0/18:0/i-15:0),
FDB035772,TG(i-20:0/17:0/i-19:0),
FDB035773,TG(20:0/i-15:0/i-18:0),
FDB035774,TG(i-20:0/i-15:0/i-13:0),
FDB035775,TG(i-19:0/a-21:0/i-16:0),
FDB035776,TG(20:0/10:0/i-22:0),
FDB035777,TG(20:0/12:0/17:0),
FDB035778,TG(20:0/8:0/i-19:0),
FDB035779,TG(i-19:0/21:0/18:0),
FDB035780,TG(i-20:0/a-13:0/16:0),
FDB035781,TG(20:0/i-14:0/i-18:0),
FDB035782,TG(20:0/8:0/i-12:0),
FDB035783,TG(i-20:0/a-13:0/20:0),
FDB035784,TG(20:0/i-17:0/i-20:0),
FDB035785,TG(i-20:0/10:0/17:0),
FDB035786,TG(19:0/a-21:0/20:0),
FDB035787,TG(i-20:0/a-13:0/12:0),
FDB035788,TG(i-20:0/16:0/a-17:0),
FDB035789,TG(20:0/i-13:0/22:0),
FDB035790,TG(20:0/i-16:0/i-18:0),
FDB035791,TG(19:0/22:0/a-21:0),
FDB035792,TG(i-19:0/22:0/13:0),
FDB035793,TG(19:0/22:0/i-13:0),
FDB035794,TG(i-19:0/a-25:0/i-24:0),
FDB035795,TG(20:0/a-17:0/i-24:0),
FDB035796,TG(20:0/i-12:0/i-24:0),
FDB035797,TG(i-20:0/14:0/i-21:0),
FDB035798,TG(20:0/19:0/i-20:0),
FDB035799,TG(20:0/14:0/15:0),
FDB035800,TG(20:0/a-15:0/13:0),
FDB035801,TG(i-20:0/8:0/a-15:0),
FDB035802,TG(i-19:0/a-21:0/i-12:0),
FDB035803,TG(i-19:0/21:0/21:0),
FDB035804,TG(19:0/a-25:0/a-15:0),
FDB035805,TG(20:0/12:0/i-21:0),
FDB035806,TG(20:0/i-19:0/22:0),
FDB035807,TG(20:0/a-13:0/14:0),
FDB035808,TG(20:0/16:0/i-14:0),
FDB035809,TG(20:0/19:0/16:0),
FDB035810,TG(i-19:0/22:0/a-15:0),
FDB035811,TG(i-20:0/12:0/a-21:0),
FDB035812,TG(20:0/17:0/15:0),
FDB035813,TG(20:0/15:0/i-14:0),
FDB035814,TG(20:0/10:0/i-16:0),
FDB035815,TG(20:0/i-13:0/i-20:0),
FDB035816,TG(i-20:0/14:0/i-12:0),
FDB035817,TG(20:0/17:0/i-13:0),
FDB035818,TG(i-20:0/i-16:0/i-19:0),
FDB035819,TG(i-20:0/8:0/8:0),
FDB035820,TG(20:0/17:0/i-12:0),
FDB035821,TG(i-20:0/i-19:0/i-21:0),
FDB035822,TG(19:0/i-24:0/8:0),
FDB035823,TG(20:0/13:0/i-21:0),
FDB035824,TG(i-20:0/a-17:0/i-14:0),
FDB035825,TG(i-19:0/22:0/a-13:0),
FDB035826,TG(i-19:0/i-24:0/10:0),
FDB035827,TG(20:0/20:0/i-14:0),
FDB035828,TG(20:0/i-14:0/i-24:0),
FDB035829,TG(20:0/18:0/i-13:0),
FDB035830,TG(i-20:0/a-13:0/i-13:0),
FDB035831,TG(20:0/18:0/a-17:0),
FDB035832,TG(20:0/16:0/i-21:0),
FDB035833,TG(i-19:0/21:0/a-15:0),
FDB035834,TG(19:0/19:0/a-25:0),
FDB035835,TG(19:0/a-21:0/10:0),
FDB035836,TG(20:0/a-17:0/i-13:0),
FDB035837,TG(i-20:0/a-17:0/14:0),
FDB035838,TG(20:0/17:0/a-21:0),
FDB035839,TG(19:0/21:0/21:0),
FDB035840,TG(i-20:0/8:0/a-17:0),
FDB035841,TG(20:0/i-19:0/i-21:0),
FDB035842,TG(20:0/15:0/21:0),
FDB035843,TG(i-19:0/i-22:0/a-13:0),
FDB035844,TG(20:0/15:0/14:0),
FDB035845,TG(20:0/10:0/i-12:0),
FDB035846,TG(i-20:0/15:0/a-21:0),
FDB035847,TG(i-20:0/16:0/13:0),
FDB035848,TG(i-20:0/i-13:0/i-15:0),
