smiles,regression_binding_score
C=C1CCC2(O)C3Cc4ccc(C(N)=O)c5c4C2(CCN3CC2CC2)C1O5,8.68
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.5
C=CC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.3
C=CC(C)C(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.49
C=CC(O)C#CC#CC(O)C=CCCCCCCC,5.6
C=CCC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.82
C=CCC1(COC)CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.96
C=CCCN1CCC(N(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)CC1,7.01
C=CCN(C)C1CCc2ccc(O)cc2C1(C)C,6.58
C=CCN(CC=C)C1CCc2ccc(O)cc2C1(C)C,7.25
C=CCN(CC=C)CCc1c[nH]c2ccc(C)cc12,5.91
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,5.95
C=CCN(CC=C)CCc1c[nH]c2ccccc12,5.61
C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)CC1C,6.69
C=CCN1CC(C)N(C(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)CC1C,5.46
C=CCN1CC2C(c3ccccc3)=CCC1CN2Cc1ccc(C(=O)N(CC)CC)cc1,6.05
C=CCN1CC2C(c3ccccc3)CCC1CN2Cc1ccc(C(=O)N(CC)CC)cc1,5.865
C=CCN1CCC(=C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,5.64
C=CCN1CCC(N(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)C(C)C1,5.4075
C=CCN1CCC(c2ccc(C(=O)N(CC)CC)cc2)(c2cccc(O)c2)CC1,6.46
C=CCN1CCC2(CCCc3ccccc3)c3cc(O)ccc3OC2C1,8.29
C=CCN1CCC2(CCc3ccccc3)c3cc(O)ccc3OC2C1,7.1
C=CCN1CCC23c4c5ccc(C(N)=O)c4OC2C(=O)CCC3(O)C1C5,7.34
C=CCN1CCC23c4c5ccc(C(N)=O)c4OC2C(O)C=CC3C1C5,7.0
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,7.11
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(OCCCc2ccccc2)C1C5,9.96
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,9.06
C=CCN1CCC23c4c5ccc(O)c4OCOC46CCC2(OC(C(=O)N4Cc2ccccc2)C63)C1C5,6.64
C=CCN1CCN(C(c2ccccc2)c2ccc(C(=O)N(CC)CC)cc2)CC1,5.12
C=CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,6.16
C=CCN=c1scc(-c2ccc3c(c2)NC(=O)CO3)n1N=C(C)c1ccccn1,5.0
C=CCNC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.92
C=CCNC(=S)NN=C(C)c1ccccn1,5.49
C=CCNC1CCc2ccc(O)cc2C1(C)C,7.2
C=CCNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,6.68
C=CCOC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.03
C=CCOC1CC23CCN(CC4CC4)C(Cc4ccc(OC)cc42)C3C2CC12,8.52
C=CCOCC1Cc2ccccc2CN1C(=O)C(N)Cc1c(C)cc(O)cc1C,5.84
C=Cc1occc1C1CC2(C)C(CCC3(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C32)C(=O)O1,8.5
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,4.7
CC#Cc1occc1C1CC2(C)C(CCC3(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C32)C(=O)O1,7.59
CC(=NNC(=O)C(C)Oc1ccc([N+](=O)[O-])cc1)c1ccccn1,5.5
CC(=NNC(=O)C1COc2ccccc2O1)c1ccccn1,5.16
CC(=NNC(=O)c1cc2ccccc2cc1O)c1ccccn1,5.67
CC(=O)CN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,7.25
CC(=O)N(C)c1nc2cc3c(cc2s1)CC1C2CCCCC32CCN1CC1CC1,8.16
CC(=O)N(CC(=O)N(C)C(CN1CCC(O)C1)c1ccccc1)c1ccccc1,8.28
CC(=O)N1CC2CC(C)(c3cccc(O)c3)C(C)CN2CC1c1ccccc1,6.21
CC(=O)N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(CC3CCCCC3)ccc21,7.35
CC(=O)N1CCC(NC(=O)C(N)Cc2c(C)cc(O)cc2C)c2cc(Cc3ccccc3)ccc21,7.06
CC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.0
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)C(CN2CCC(O)C2)C1,9.05
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)=O)cc2)C(CN2CCC(O)C2)C1,6.85
CC(=O)N1CCN(C(=O)Cc2ccccc2)C(CN2CCC(O)C2)C1,6.4
CC(=O)N1N=C(c2cccs2)CC1c1cccc([N+](=O)[O-])c1,4.84
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)NCC(N)=O,4.48
CC(=O)NCC1Cc2ccccc2CN1C(=O)C(N)Cc1c(C)cc(O)cc1C,5.03
CC(=O)NCCC1CC(C)(c2cccc(O)c2)C(C)CN1CCc1ccccc1,6.21
CC(=O)NCc1ccc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)cc1,7.3
CC(=O)NCc1cccc(CC(=O)N(C)C(CN2CCCC2)c2ccccc2)c1,7.68
CC(=O)NCc1ccccc1CC(=O)N(C)C(CN1CCCC1)c1ccccc1,8.81
CC(=O)NS(=O)(=O)c1ccc(Nc2ccc([N+](=O)[O-])c3nonc23)cc1,4.86
CC(=O)Nc1ccc2c(c1)CC(C(=O)N(C)C(CN1CCC(O)C1)c1ccccc1)O2,7.28
CC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)C(CN1CCC(O)C1)c1ccccc1)O2,7.77
CC(=O)Nc1cccc(C2(C)CCN(CCc3ccccc3)CC2C)c1,5.96
CC(=O)Nc1nc2c(s1)CC1C3Cc4ccc(O)cc4C1(CCN3CC1CC1)C2,9.13
CC(=O)Nc1nc2cc3c(cc2s1)CC1C2CCCCC32CCN1CC1CC1,7.89
CC(=O)OC1CC(C(=O)NC2CC2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.2
CC(=O)OC1CC(C(=O)O)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.22
CC(=O)OC1CC(CO)C2(C)CC(=O)C3COC(c4ccoc4)CC3(C)C2C1=O,6.0
CC(=O)OC1CC(CO)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.52
CC(=O)OC1CC(COC(=O)C2CC2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.56
CC(=O)OCC1Cc2ccccc2CN1C(=O)C(N)Cc1c(C)cc(O)cc1C,5.51
CC(=O)OCCN1C(=O)C2(CCN(CC3CCCCCCC3)CC2)c2ccccc21,5.58
CC(=O)OCCNc1cc(Sc2nc3ccccc3[nH]2)c2nonc2c1[N+](=O)[O-],5.04
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,5.61
CC(=O)Oc1ccc2c(c1)C1c3cc(OC(C)=O)ccc3C(C2)N(CC2CC2)C1C,5.7
CC(=O)c1ccc(-c2cccn(C(CN3CCC(O)C3)c3ccccc3)c2=O)cc1,7.85
CC(=O)c1ccc(-c2cccn(C(CN3CCC(O)C3)c3ccccc3)c2=O)s1,7.42
CC(=O)c1ccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)cc1,6.27
CC(=O)c1ccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)s1,6.13
CC(=O)c1ccc(S(=O)(=O)NCc2ccc(C(=O)NCC(c3ccccc3)N(C)C)cc2)cc1,5.25
CC(=O)c1cccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)c1,6.01
CC(C)(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.97
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2ccccc23)CC1,7.01
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)NCc2ccccc23)CC1,5.42
CC(C)(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,7.15
CC(C)(C)CCNCc1ccc(-c2cccnc2S(=O)(=O)N2CCCC2)cc1,8.08
CC(C)(C)CCNCc1ccc(-c2cnccc2S(=O)(=O)N2CCCC2)cc1,7.13
CC(C)(C)CCNCc1ccc(N2CCCc3cc(C(N)=O)ccc32)cc1,6.6
CC(C)(C)NC(=O)NCC1Cc2ccccc2CN1C(=S)NCC1CCCN1Cc1ccccc1,6.32
CC(C)(C)NC(=O)NCC1Cc2ccccc2CN1C(=S)NCC1CCCO1,6.305
CC(C)(C)OC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,7.08
CC(C)(C)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.89
CC(C)(C)c1cccc(-c2nncn2-c2cccc(O)c2)c1,5.82
CC(C)(O)c1ccc(C2(c3cccc(O)c3)CCCN(CC3CC3)C2)cc1,7.39
CC(C)(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,4.88
CC(C)=CC(O)CC(C)=CCOc1ccc2ccc(=O)oc2c1,5.59
CC(C)=CCC12Cc3c([nH]c4ccccc34)C3(C)Oc4c(O)ccc5c4C31CCN(C)C2C5,6.2
CC(C)=CCN1CCC2(C)c3cc(C(N)=O)ccc3CC1C2C,8.25
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,8.59
CC(C)C(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.21
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1CCc2cc(O)ccc2C1,8.22
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CN1C,9.41
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CO1,8.22
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CS1,8.22
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CS1=O,8.22
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1Cc2ccccc2CN1,9.16
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NCC1Cc2ccc(O)cc2CN1,8.74
CC(C)C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.13
CC(C)C1C2c3ccccc3CC(c3ccccc32)N1C,5.47
CC(C)C1CCC(N2CCC(N3C(=O)CCc4ccccc43)CC2)CC1,7.16
CC(C)C1CCC(N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,6.83
CC(C)C1CCC(N2CCC(N3C(=O)NC4CCCCC43)CC2)CC1,5.21
CC(C)C1CCC(N2CCC(n3c(=O)c(=O)[nH]c4ccccc43)CC2)CC1,6.06
CC(C)C1CCC(N2CCC3(CC2)C(=O)N(C)Cc2ccccc23)CC1,6.25
CC(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2ccccc23)CC1,6.03
CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2ccccc23)CC1,5.42
CC(C)C1CCC(N2CCC3(CC2)C2CN(C)CC2CN3c2ccccc2)CC1,6.51
CC(C)C1CCC(N2CCC3(CC2)C2CN(CCN4CCOCC4)CC2CN3c2ccccc2)CC1,6.83
CC(C)C1CCC(N2CCC3(CC2)C2CN(CCO)CC2CN3c2ccccc2)CC1,6.88
CC(C)C1CCC(N2CCC3(CC2)C2CN(Cc4ccccc4)CC2CN3c2ccccc2)CC1,6.81
CC(C)C1CCC(N2CCC3(CC2)C2CN(c4ccccc4)CC2CN3c2ccccc2)CC1,6.29
CC(C)C1CCC(N2CCC3(CC2)C2CNCC2CN3c2ccccc2)CC1,6.59
CC(C)C1CN2CC(C)C(C)(c3cccc(O)c3)CC2CN1,7.24
CC(C)CC1(c2cccc(O)c2)CCN(CC2CC2)C1,8.6
CC(C)CC1C2c3ccccc3CC(c3ccccc32)N1C,5.53
CC(C)CC1CN2C(=NCC2C)N1C(C)C12CC3CC(CC(C3)C1)C2,5.44
CC(C)CC1CN2C(=NCC2C)N1CC1CCC(C)CC1,5.19
CC(C)CC1CN2C(=NCC2C)N1CCC1CC2CCC1C2,5.64
CC(C)CC1CN2C(=NCC2C)N1CCCC1CCCCC1,5.27
CC(C)CC1CN2C(=NCC2C2CCCCC2)N1C(C)C12CC3CC(CC(C3)C1)C2,5.84
CC(C)CC1CN2C(=NCC2C2CCCCC2)N1CC1CCC(C)CC1,6.0649999999999995
CC(C)CC1CN2C(=NCC2C2CCCCC2)N1CCC1CC2CCC1C2,6.265000000000001
CC(C)CC1CN2C(=NCC2C2CCCCC2)N1CCCC1CCCCC1,5.59
CC(C)CCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,6.73
CC(C)CCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,7.59
CC(C)CCCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,6.5
CC(C)CCCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,6.98
CC(C)CCN1CCCc2cc(Oc3ccc(C(N)=O)cn3)ccc2C1,7.11
CC(C)CCNCc1ccc(N2CCCc3cc(C(N)=O)ccc32)cc1,6.3
CC(C)CN(C(=O)CCN1CCC(C)(c2cccc(O)c2)C(C)C1)C(Cc1ccccc1)C(=O)O,5.66
CC(C)CN(C)Cc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,7.13
CC(C)CNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,7.19
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,8.78
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cn1,7.27
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)nc1,6.8
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCOCC2C)cc1,8.46
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)NC(C)C)cc1,7.21
CC(C)CNCc1ccc(-c2cccnc2S(=O)(=O)N2CCCC2)cc1,7.27
CC(C)CNCc1ccc(-c2cnccc2S(=O)(=O)N2CCCC2)cc1,6.23
CC(C)CNCc1ccc(-c2ncccc2S(=O)(=O)N2CCCC2)cc1,7.18
CC(C)CNCc1ccc(N2CCCc3cc(C(N)=O)ccc32)cc1,5.9
CC(C)N(C)S(=O)(=O)c1ccccc1-c1ccc(CN2CCCCC2)cc1,8.0
CC(C)N(C)S(=O)(=O)c1ccccc1-c1ccc(CNC2CCCC2)cc1,8.13
CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)Cc2ccccc2)cc1)Cc1ccccc1,5.23
CC(C)N(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc(C#N)cc2)cc1)Cc1ccccc1,5.66
CC(C)N1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,6.27
CC(C)NCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O,7.17
CC(C)OC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.7
CC(C)S(=O)(=O)NCc1ccc(CC(=O)N(C)C(CN2CCC(O)C2)c2ccccc2)cc1,8.56
CC(C)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.39
CC(C)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cc1,5.55
CC(C)c1ccc2c(c1)C1(CCN(CC3CCCCCCC3)CC1)C(=O)N2C,7.01
CC(C1CCCCC1)N1CCC(N2C(=O)Cc3ccccc32)CC1,6.71
CC(CCN1CCC(C)(c2cccc(C(N)=O)c2)C(C)C1)CC(C)(C)C,8.27
CC(CCN1CCC(C)(c2cccc(C(N)=O)c2)C(C)C1)c1ccccc1,7.0
CC(N)=NCC1Cc2ccccc2CN1C(=O)C(N)Cc1c(C)cc(O)cc1C,6.0
CC(N)=NCCc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,9.54
CC(N)C(=O)N1CCC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3C1,10.05
CC(N1C2=NCC(C3CCCCC3)N2CC1C1CCCCC1)C12CC3CC(CC(C3)C1)C2,5.83
CC(NC(=O)C(Cc1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,6.605
CC(NC(=O)c1cc2c([nH]c1=O)CC13CCN(CC4CC4)C(Cc4ccc(O)cc41)C3(O)C2)C(N)=O,8.98
CC(OC(=O)c1cc2c(ccc3ccccc32)oc1=O)c1nc2ccccc2s1,4.98
CC(c1ccc(C2CCCCC2)cc1)N1CCC(N2C(=O)Cc3ccccc32)CC1,5.41
CC(c1ccc2c(c1)Cc1ccccc1-2)N1CCC(N2C(=O)Cc3ccccc32)CC1,7.13
CC(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,5.62
CC(c1ccccc1)N1CCC(N2C(=O)Cc3ccccc32)CC1,6.96
CC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,5.38
CC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,7.3
CC(c1ccccc1)n1ccnc1C1(c2ccccc2)CCN(C(=O)c2ccccc2)CC1,6.48
CC(c1ccncc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,5.85
CC1(C)C2CCC(CN3CCC(N4C(=O)Cc5ccccc54)CC3)C1C2,6.76
CC1(C)CCC(N2CCC(O)(c3ccccc3CN)CC2)c2ccccc21,5.87
CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCN2CCCC2)CN3c2ccccc2)c2ccccc21,6.77
CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCNC2CCC2)CN3c2ccccc2)c2ccccc21,7.35
CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCNCC2CC2)CN3c2ccccc2)c2ccccc21,6.76
CC1(C)CCC(N2CCC3(CC2)C(=O)N(CCO)CN3c2ccccc2)c2ccccc21,6.18
CC1(C)CCC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)c2ccccc21,6.27
CC1(C)CCC(NCc2ccc(N3CCCc4cc(C(N)=O)ccc43)cc2)CC1,7.2
CC1(C)CN(Cc2ccc(Oc3ccc(C(N)=O)cn3)cc2)C1c1ccccc1,8.466666666666667
CC1(C)CN(c2nc3ccccc3n2C2CCN(C3(CO)CCCCCCC3)CC2)CCN1,6.41
CC1(C)c2cc(O)ccc2CCC1N(CC1CC1)CC1CC1,5.74
CC1(C)c2cc(O)ccc2CCC1N(CC=Cc1ccccc1)CC=Cc1ccccc1,5.9
CC1(C)c2cc(O)ccc2CCC1NCC1CC1,6.64
CC1(C)c2cc(O)ccc2CCC1NCC=Cc1ccccc1,7.09
CC1(CNCc2ccc(-c3ccccc3S(=O)(=O)N3CCCC3)cc2)COC1,8.59
CC1(N2CCC(n3c(-c4cccc(CN)c4)nc4ccccc43)CC2)CCCCCCC1,6.98
CC1(N2CCC(n3c(-c4cccc(OCCO)c4)nc4ccccc43)CC2)CCCCCCC1,7.35
CC1(N2CCC(n3c(C4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,7.715
CC1(O)CCN(Cc2ccc(-c3ccccc3S(=O)(=O)N3CCCC3)cc2)CC1,9.3
CC1(c2cccc(O)c2)OC2COC3N2C1OC3(C)c1cccc(O)c1,7.3
CC1(c2ccccc2O)OC2COC3N2C1OC3(C)c1ccccc1O,8.0
CC12CCCCSC(Cc3ccc(O)cc31)C2N,7.36
CC1=CC(=NNC(=S)Nc2cccnc2)CC(C)(C)C1,5.02
CC1=NC(=NNc2ccccc2)N=C1N=Nc1ccccc1,5.08
CC1=NN(c2ccc(C)cc2)C(=O)C1=CNN1C(=O)c2cccc3cccc(c23)C1=O,5.2
CC1=NN(c2ccccc2)C(=O)C1=CC=CC=CN(C)C,4.67
CC1=NN(c2ccccc2)C(=O)C1=CC=Cc1ccc(N(C)C)cc1,5.08
CC1=NN(c2ccccc2)C(=O)C1=CNN1C(=O)c2cccc3cccc(c23)C1=O,4.99
CC1C(=O)N(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc21,7.38
CC1C(=O)N(C2CCN(C3CCCCCCC3)CC2)c2ccccc21,7.41
CC1C2C(=O)c3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1,8.02
CC1C2C(=O)c3ccc(N)cc3C1(C)CCN2CC1CC1,8.01
CC1C2C(=O)c3ccc(O)cc3C1(C)CCN2CC1CC1,8.48
CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1,7.3025
CC1C2CCCC1(c1cccc(O)c1)CCN2C,6.6
CC1C2CCCC1(c1cccc(O)c1)CCN2CCc1ccccc1,8.020000000000001
CC1C2CCCCN2CCC1(C)c1cccc(O)c1,6.720000000000001
CC1C2Cc3cc(N)c(C(N)=O)cc3C1(C)CCN2CC1CC1,7.5
CC1C2Cc3cc([N+](=O)[O-])c(C(N)=O)cc3C1(C)CCN2CC1CC1,6.96
CC1C2Cc3cc([N+](=O)[O-])c(O)cc3C1(C)CCN2CC1CC1,6.24
CC1C2Cc3cc4[nH]c(=O)[nH]c4cc3C1(C)CCN2CC1CC1,7.92
CC1C2Cc3cc4[nH]cnc(=O)c4cc3C1(C)CCN2CC1CC1,7.92
CC1C2Cc3cc4[nH]cnc4cc3C1(C)CCN2CC1CC1,9.27
CC1C2Cc3cc4cc[nH]c(=O)c4cc3C1(C)CCN2CC1CC1,8.18
CC1C2Cc3cc4cc[nH]c4cc3C1(C)CCN2CC1CC1,8.16
CC1C2Cc3cc4n[nH]nc4cc3C1(C)CCN2CC1CC1,8.1
CC1C2Cc3cc4ncnc(N)c4cc3C1(C)CCN2CC1CC1,6.25
CC1C2Cc3cc4ncnc(NCc5ccccc5)c4cc3C1(C)CCN2CC1CC1,7.32
CC1C2Cc3cc4sc(N)nc4cc3C1(C)CCN2CC1CC1,8.17
CC1C2Cc3cc4sc(N)nc4cc3C1(C)CCN2CC1CCC1,9.31
CC1C2Cc3ccc(C(=O)N(C)CCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,7.96
CC1C2Cc3ccc(C(=O)NCCCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,8.57
CC1C2Cc3ccc(C(=O)NCCCc4ccc5ccccc5c4)cc3C1(C)CCN2CC1CC1,8.98
CC1C2Cc3ccc(C(=O)NCCCc4cccc5ccccc45)cc3C1(C)CCN2CC1CC1,8.72
CC1C2Cc3ccc(C(=O)NCCCc4ccccc4)cc3C1(C)CCN2CC1CC1,8.52
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccc(O)cc5)cc4)cc3C1(C)CCN2CC1CC1,9.415
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5cccc(O)c5)cc4)cc3C1(C)CCN2CC1CC1,8.89
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,8.56
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cn4)cc3C1(C)CCN2CC1CC1,8.35
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)nc4)cc3C1(C)CCN2CC1CC1,8.35
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5O)cc4)cc3C1(C)CCN2CC1CC1,9.38
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccn5)cc4)cc3C1(C)CCN2CC1CC1,8.54
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5cccnc5)cc4)cc3C1(C)CCN2CC1CC1,8.19
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccncc5)cc4)cc3C1(C)CCN2CC1CC1,8.53
CC1C2Cc3ccc(C(=O)NCCc4ccc5ccccc5c4)cc3C1(C)CCN2CC1CC1,9.7
CC1C2Cc3ccc(C(=O)NCCc4cccc(-c5ccccc5)c4)cc3C1(C)CCN2CC1CC1,8.29
CC1C2Cc3ccc(C(=O)NCCc4cccc5ccccc45)cc3C1(C)CCN2CC1CC1,8.62
CC1C2Cc3ccc(C(=O)NCCc4ccccc4)cc3C1(C)CCN2CC1CC1,8.77
