Stimulus,Labels
2888,"['floral', 'balsamic']"
2889,"['floral', 'citrus', 'herbaceous']"
2890,"['floral', 'rose', 'lilac', 'honey']"
2891,"['herbaceous', 'fruity', 'pine']"
2892,"['herbaceous', 'pine', 'ambre', 'citrus']"
2893,"['pine', 'floral', 'citrus', 'herbaceous', 'fruity']"
2894,"['musky', 'animal']"
2895,"['woody', 'nut', 'earthy', 'medicinal', 'leathery']"
2896,"['green', 'leafy', 'creamy', 'floral']"
2897,"['fruity', 'floral']"
2898,['gassy']
2899,"['fruity', 'ethereal']"
2900,"['oily', 'caramelic']"
2901,"['fruity', 'apricot', 'pineapple']"
2902,"['balsamic', 'winey', 'spicy']"
2903,"['caramelic', 'herbaceous', 'balsamic', 'floral']"
2904,"['honey', 'rose', 'berry', 'fruity']"
2905,"['caramelic', 'fruity', 'oily']"
2906,"['oily', 'caramelic', 'floral', 'winey']"
2907,[]
2908,"['fruity', 'floral', 'herbaceous']"
2909,"['herbaceous', 'floral']"
2910,"['fruity', 'herbaceous']"
2911,"['fruity', 'herbaceous', 'pineapple']"
2912,"['fruity', 'herbaceous']"
2913,"['oily', 'floral', 'green', 'woody', 'powdery']"
2914,"['floral', 'herbaceous']"
2915,"['oily', 'herbaceous', 'green', 'floral']"
2916,['herbaceous']
2917,"['animal', 'honey', 'floral']"
2918,[]
2919,"['citrus', 'herbaceous', 'floral']"
2920,['citrus']
2921,"['floral', 'woody']"
2922,"['woody', 'camphor', 'ambre']"
2923,"['camphor', 'minty', 'woody']"
2924,"['herbaceous', 'earthy', 'green']"
2925,"['floral', 'balsamic', 'rose', 'woody']"
2926,"['oily', 'herbaceous', 'floral']"
2927,"['caramelic', 'honey', 'animal']"
2928,"['green', 'leafy']"
2929,"['herbaceous', 'green', 'woody']"
2930,"['caramelic', 'fruity', 'spicy', 'nut']"
2931,"['musty', 'woody', 'camphor', 'ambre']"
2932,"['musty', 'woody', 'ambre']"
2933,"['woody', 'ambre', 'musty']"
2934,"['caramelic', 'sulfuraceous']"
2935,['sour']
2936,"['sulfuraceous', 'smoky', 'caramelic']"
2937,[]
2938,[]
2939,[]
2940,"['herbaceous', 'minty', 'camphor']"
2941,"['minty', 'camphor']"
2942,"['woody', 'herbaceous', 'spicy', 'anisic']"
2943,"['spicy', 'nut', 'earthy']"
2944,"['medicinal', 'herbaceous', 'tarry']"
2945,"['tarry', 'phenolic', 'medicinal']"
2946,"['herbaceous', 'earthy', 'rooty', 'spicy']"
2947,"['spicy', 'rooty', 'herbaceous', 'medicinal', 'phenolic', 'leafy']"
2948,"['spicy', 'herbaceous']"
2949,"['spicy', 'rooty', 'sour', 'herbaceous']"
2950,"['fruity', 'herbaceous']"
2951,"['herbaceous', 'tobacco']"
2952,[]
2953,"['spicy', 'hay']"
2954,"['green', 'fruity', 'floral']"
2955,"['fruity', 'medicinal', 'floral']"
2956,"['floral', 'fruity', 'green', 'herbaceous']"
2957,"['floral', 'rose', 'musty']"
2958,"['green', 'rose', 'leafy', 'balsamic']"
2959,"['herbaceous', 'almond']"
2960,['almond']
2961,[]
2962,"['floral', 'spicy']"
2963,[]
2964,"['jasmin', 'orange-blossom', 'grape']"
2965,"['leafy', 'rose', 'musty']"
2966,['green']
2967,"['fruity', 'floral', 'berry', 'plum']"
2968,['balsamic']
2969,[]
2970,['fruity']
2971,"['ethereal', 'fruity']"
2972,"['herbaceous', 'winey', 'fruity']"
2973,"['fruity', 'buttery', 'creamy']"
2974,[]
2975,"['metallic', 'green', 'musty', 'floral']"
2976,"['green', 'rose', 'balsamic']"
2977,"['green', 'balsamic']"
2978,['rose']
2979,[]
2980,[]
2981,"['earthy', 'mossy', 'musty', 'camphor']"
2982,"['creamy', 'coco', 'musk']"
2983,['musk']
2984,"['waxy', 'citrus', 'grape', 'floral', 'ambre']"
2985,"['waxy', 'woody']"
2986,"['waxy', 'woody', 'fruity']"
2987,"['waxy', 'citrus']"
2988,"['fatty', 'fruity', 'peach', 'apricot', 'lily', 'floral']"
2989,"['oily', 'citrus']"
2990,"['winey', 'fruity', 'plum']"
2991,['musty']
2992,['herbaceous']
2993,"['oily', 'fruity', 'floral']"
2994,"['nut', 'earthy']"
2995,"['herbaceous', 'green']"
2996,"['woody', 'orris', 'violet']"
2997,"['green', 'fruity']"
2998,['camphor']
2999,"['herbaceous', 'tobacco']"
3000,"['green', 'woody', 'pine']"
3001,"['herbaceous', 'minty', 'camphor']"
3002,"['woody', 'balsamic', 'floral']"
3003,"['minty', 'herbaceous']"
3004,['woody']
3005,"['ethereal', 'winey', 'fruity', 'brandy']"
3006,"['green', 'gassy', 'aldehydic', 'woody']"
3007,"['oily', 'herbaceous', 'floral']"
3008,"['woody', 'fruity', 'orris', 'green']"
3009,"['woody', 'oily', 'pine', 'sandalwood']"
3010,"['oily', 'musty', 'leathery', 'ambre']"
3011,"['balsamic', 'powdery', 'woody']"
3012,"['musty', 'sandalwood', 'ambre']"
3013,"['floral', 'balsamic']"
3014,"['floral', 'waxy', 'rose']"
3015,"['floral', 'citrus', 'rose', 'aldehydic', 'oily', 'fatty']"
3016,"['camphor', 'herbaceous']"
3017,['musk']
3018,[]
3019,[]
3020,['herbaceous']
3021,"['minty', 'balsamic']"
3022,"['oily', 'caramelic', 'spicy', 'citrus']"
3023,"['creamy', 'coco', 'oily', 'medicinal']"
3024,[]
3025,"['creamy', 'fatty', 'peach']"
3026,"['musk', 'woody', 'camphor']"
3027,['musk']
3028,"['waxy', 'floral', 'fruity']"
3029,"['oily', 'citrus']"
3030,"['oily', 'floral', 'citrus', 'herbaceous', 'green']"
3031,"['oily', 'fruity', 'floral', 'citrus', 'fatty', 'rose']"
3032,"['gassy', 'green', 'oily', 'herbaceous']"
3033,"['citrus', 'orange']"
3034,[]
3035,"['waxy', 'rose', 'citrus', 'aldehydic']"
3036,"['citrus', 'waxy', 'floral']"
3037,"['oily', 'citrus', 'fruity', 'brandy']"
3038,"['oily', 'floral', 'rose', 'waxy']"
3039,"['fatty', 'citrus', 'waxy', 'rose']"
3040,[]
3041,"['fruity', 'fatty', 'floral', 'honey', 'rose']"
3042,"['oily', 'fruity', 'woney', 'plum']"
3043,"['fruity', 'honey']"
3044,"['oily', 'winey', 'green']"
3045,"['fruity', 'musk']"
3046,"['oily', 'fruity', 'winey', 'fruity', 'rose']"
3047,"['oily', 'ethereal', 'fatty', 'rose']"
3048,"['fatty', 'musk', 'fruity', 'coco', 'oily', 'fatty']"
3049,"['acid', 'oily', 'fruity', 'sour', 'fatty']"
3050,"['oily', 'green', 'aromatic']"
3051,"['fatty', 'aldehydic', 'oily']"
3052,"['fruity', 'musty', 'nut']"
3053,[]
3054,"['spicy', 'ethereal', 'herbaceous']"
3055,"['herbaceous', 'earthy']"
3056,"['acid', 'animal', 'fruity']"
3057,"['acid', 'herbaceous', 'nut']"
3058,['sour']
3059,"['hay', 'tobacco', 'herbaceous']"
3060,"['fruity', 'floral']"
3061,"['fruity', 'floral']"
3062,['musk']
3063,['spicy']
3064,"['herbaceous', 'spicy']"
3065,[]
3066,[]
3067,"['creamy', 'vanillin']"
3068,"['floral', 'herbaceous', 'balsamic', 'vanillin']"
3069,['vanillin']
3070,"['balsamic', 'floral']"
3071,[]
3072,"['balsamic', 'floral', 'vanillin']"
3073,"['balsamic', 'vanillin']"
3074,"['balsamic', 'creamy', 'vanillin', 'spicy']"
3075,['floral']
3076,['vanillin']
3077,"['woody', 'vanillin', 'hay']"
3078,"['creamy', 'vanillin']"
3079,"['spicy', 'minty', 'camphor']"
3080,"['musk', 'creamy']"
3081,"['earthy', 'balsamic', 'green', 'rooty']"
3082,['woody']
3083,"['floral', 'fruity', 'oily', 'waxy', 'woody']"
3084,"['floral', 'musk', 'animal']"
3085,['powdery']
3086,"['must', 'fruity', 'woody', 'rose']"
3087,"['powdery', 'fruity', 'woody']"
3088,"['herbaceous', 'fruity', 'musty', 'woody', 'musk', 'animal']"
3089,"['orris', 'ambre', 'balsamic', 'floral']"
3090,"['fruity', 'ethereal']"
3091,"['spicy', 'medicinal', 'woody']"
3092,['ethereal']
3093,['ethereal']
3094,"['balsamic', 'woody', 'spicy']"
3095,['green']
3096,['gassy']
3097,['almond']
3098,[]
3099,"['floral', 'almond']"
3100,"['floral', 'balsamic', 'rose']"
3101,"['spicy', 'floral', 'animal', 'balsamic', 'vanillin']"
3102,"['woody', 'spicy']"
