Type,Experiment,CID,ID,Compared To ID,ID In Exp 1,ID In Exp 2,Dilution1,Intensity1,Dilution2,Intensity2,Dilution3,Intensity3,PredictedDistance,Mix Component 1,Mix Component 2,Mix Component 3,Mix Component 4,Mix Component 5,Mix Component 6,Mix Component 7,Mix Component 8,Mix Component 9,Mix Component 10,Mix Component 11,Mix Component 12,Mix Component 13,Mix Component 14,Mix Component 15,Mix Component 16,Mix Component 17,Mix Component 18,Mix Component 19,Mix Component 20,Mix Component 21,Mix Component 22,Mix Component 23,Mix Component 24,Mix Component 25,Mix Component 26,Mix Component 27,Mix Component 28,Mix Component 29,Mix Component 30,,,,,
mixture,"Exp4,5",,M43,M53,43,,100.00%,,,,,,0.025,7799,1068,6590,1031,180,3776,7363,7150,14286,61138,8025,19310,6561,7793,443158,11552,12020,22386,62336,6584,6569,10448,7895,7284,11173,638011,637776,10890,8842,10430,30,43,,,
mixture,"Exp4,5",,M44,M54,44,,100.00%,,,,,,0.025,7799,1068,6590,31244,180,7150,8025,19310,6561,443158,264,12020,527,263,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,637776,10890,24915,10430,0,0,28,44,,,
mixture,"Exp4,5",,M45,M55,45,,100.00%,,,,,,0.025,7799,1068,31244,1031,176,180,7363,14286,61138,8025,19310,7793,443158,264,11552,12020,527,263,1032,8063,8857,7284,11173,8103,637566,638011,24915,3314,10430,0,29,45,,,
mixture,"Exp4,5",,M46,M56,46,,100.00%,,,,,,0.025,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,,,
mixture,"Exp4,5",,M47,M57,47,,100.00%,,,,,,0.025,6590,31244,176,180,7150,14286,6561,7793,443158,22386,62336,527,9609,6584,6569,8063,6276,7895,11173,5284503,5318042,637566,637776,31266,10430,0,0,0,0,0,25,47,,,
mixture,"Exp4,5",,M48,M58,48,,100.00%,,,,,,0.025,7363,14286,8025,6561,264,22386,62336,6569,84682,8063,11173,261,8103,637776,10890,24915,31266,3314,10430,0,0,0,0,0,0,0,0,0,0,0,19,48,,,
mixture,"Exp4,5",,M49,M59,49,,100.00%,,,,,,0.025,6561,264,9609,1032,84682,10448,11173,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,49,,,
mixture,"Exp4,5",,M50,M60,50,,100.00%,,,,,,0.025,7799,6590,1031,176,180,7150,61138,6561,7793,264,12020,22386,62336,9609,6584,1032,84682,10448,7895,7284,11173,5318042,8103,10890,31266,10430,0,0,0,0,26,50,,,
mixture,"Exp4,5",,M51,M41,51,,100.00%,,,,,,0.025,7799,6590,31244,3776,7363,7150,14286,61138,8025,19310,6561,7793,12020,22386,62336,527,263,6584,8063,10448,8857,11173,637566,638011,637776,24915,31266,10430,0,0,28,51,,,
mixture,"Exp4,5",,M52,M42,52,,100.00%,,,,,,0.025,1031,7363,7150,8025,527,84682,5318042,637566,638011,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,,,
mixture,"Exp4,5",,M53,M43,53,,100.00%,,,,,,0.025,7799,6590,31244,1031,7150,61138,19310,6561,7793,443158,11552,527,263,6584,1032,84682,10448,7284,5284503,637566,638011,637776,10890,24915,31266,3314,8842,10430,0,0,28,53,,,
mixture,"Exp4,5",,M54,M44,54,,100.00%,,,,,,0.025,180,7363,7150,14286,61138,8025,19310,443158,264,11552,12020,22386,62336,527,9609,6569,84682,8063,6276,10448,7895,11173,261,5318042,8103,637566,638011,10890,24915,10430,30,54,,,
mixture,"Exp4,5",,M55,M45,55,,100.00%,,,,,,0.025,6590,31244,180,3776,7363,14286,19310,6561,264,9609,6569,6276,8857,7284,5318042,637566,638011,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,21,55,,,
mixture,"Exp4,5",,M56,M46,56,,100.00%,,,,,,0.025,7799,1068,31244,1031,176,7150,61138,7793,443158,11552,22386,527,263,6584,1032,84682,8063,6276,7284,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,0,28,56,,,
mixture,"Exp4,5",,M57,M47,57,,100.00%,,,,,,0.025,1068,7150,14286,6561,7793,11552,22386,263,6569,8063,6276,8857,7284,261,5318042,8103,637566,637776,10430,0,0,0,0,0,0,0,0,0,0,0,19,57,,,
mixture,"Exp4,5",,M58,M48,58,,100.00%,,,,,,0.025,6590,7363,14286,61138,8025,264,12020,22386,263,9609,1032,8063,11173,10890,31266,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,58,,,
mixture,"Exp4,5",,M59,M49,59,,100.00%,,,,,,0.025,6590,176,6561,264,62336,10448,8857,7284,11173,261,5318042,8103,638011,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,59,,,
mixture,"Exp4,5",,M60,M50,60,,100.00%,,,,,,0.025,1068,31244,176,180,3776,7363,7150,61138,8025,7793,264,11552,22386,527,9609,6584,6569,84682,8063,6276,10448,7284,11173,261,10890,24915,10430,0,0,0,27,60,,,
mixture,"Exp4,5",,M61,M71,61,,100.00%,,,,,,0.4,7799,1068,31244,176,180,3776,7363,14286,19310,264,11552,12020,22386,527,263,9609,84682,8063,6276,10448,7284,11173,5318042,8103,638011,637776,10890,31266,8842,0,29,61,,,
mixture,"Exp4,5",,M62,M72,62,,100.00%,,,,,,0.4,7799,1068,6590,31244,176,7363,61138,6561,443158,12020,62336,527,6584,10448,8857,7895,11173,261,5284503,8103,31266,3314,0,0,0,0,0,0,0,0,22,62,,,
mixture,"Exp4,5",,M63,M73,63,,100.00%,,,,,,0.4,1068,31244,176,3776,7150,61138,8025,6561,62336,527,263,9609,6569,8063,5318042,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,17,63,,,
mixture,"Exp4,5",,M64,M74,64,,100.00%,,,,,,0.4,7799,1068,6590,31244,1031,176,180,3776,7363,14286,61138,8025,443158,12020,62336,527,263,9609,6584,84682,6276,10448,7284,11173,5318042,8103,637566,24915,31266,3314,30,64,,,
mixture,"Exp4,5",,M65,M75,65,,100.00%,,,,,,0.4,1031,176,3776,14286,19310,6561,7793,12020,263,6276,7284,8103,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65,,,
mixture,"Exp4,5",,M66,M76,66,,100.00%,,,,,,0.4,7799,1068,1031,180,3776,7363,8025,19310,6561,264,12020,62336,6584,1032,6276,10448,261,5318042,10890,31266,8842,10430,0,0,0,0,0,0,0,0,22,66,,,
mixture,"Exp4,5",,M67,M77,67,,100.00%,,,,,,0.4,1068,3776,7363,61138,443158,527,1032,84682,7284,637776,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67,,,
mixture,"Exp4,5",,M68,M78,68,,100.00%,,,,,,0.4,7799,1068,6590,1031,176,180,7363,7150,14286,61138,6561,12020,9609,6584,84682,6276,10448,8857,7284,11173,261,5284503,8103,637566,637776,10890,3314,8842,10430,0,29,68,,,
mixture,"Exp4,5",,M69,M79,69,,100.00%,,,,,,0.4,61138,264,11552,9609,8063,6276,10448,11173,5284503,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,69,,,
mixture,"Exp4,5",,M70,M80,70,,100.00%,,,,,,0.4,1068,8025,6561,264,22386,263,9609,6584,6569,261,5318042,10890,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70,,,
mixture,"Exp4,5",,M71,M61,71,,100.00%,,,,,,0.4,1031,3776,7150,22386,6584,8063,6276,8857,261,8103,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,71,,,
mixture,"Exp4,5",,M72,M62,72,,100.00%,,,,,,0.4,7799,1068,31244,1031,7793,264,62336,9609,6584,1032,6276,8857,7895,7284,11173,261,5284503,24915,3314,8842,0,0,0,0,0,0,0,0,0,0,20,72,,,
mixture,"Exp4,5",,M73,M63,73,,100.00%,,,,,,0.4,31244,1031,176,180,3776,7363,19310,6561,443158,264,11552,12020,62336,9609,1032,6569,84682,8063,6276,7895,7284,11173,261,5284503,5318042,637566,638011,10890,31266,0,29,73,,,
mixture,"Exp4,5",,M74,M64,74,,100.00%,,,,,,0.4,6590,176,6561,443158,264,11552,12020,62336,6569,84682,10448,8857,261,5318042,637566,638011,637776,10890,0,0,0,0,0,0,0,0,0,0,0,0,18,74,,,
mixture,"Exp4,5",,M75,M65,75,,100.00%,,,,,,0.4,1068,31244,61138,527,9609,6569,10448,7895,261,5318042,8103,638011,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,75,,,
mixture,"Exp4,5",,M76,M66,76,,100.00%,,,,,,0.4,6590,3776,7150,8025,263,9609,8857,261,637776,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76,,,
mixture,"Exp4,5",,M77,M67,77,,100.00%,,,,,,0.4,1068,31244,7150,14286,8025,7793,264,22386,261,5318042,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,77,,,
mixture,"Exp4,5",,M78,M68,78,,100.00%,,,,,,0.4,180,7363,7793,11552,12020,22386,263,84682,6276,7895,7284,261,5284503,5318042,8103,638011,637776,24915,3314,0,0,0,0,0,0,0,0,0,0,0,19,78,,,
mixture,"Exp4,5",,M79,M69,79,,100.00%,,,,,,0.4,1068,1031,61138,7793,10448,7284,637566,637776,31266,3314,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,79,,,
mixture,"Exp4,5",,M80,M70,80,,100.00%,,,,,,0.4,1068,6590,61138,6561,7793,22386,8857,11173,261,638011,637776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,80,,,
mixture,"Exp4,5",,M81,M91,81,,100.00%,,,,,,0.0125,6590,176,7363,14286,443158,11552,12020,22386,10448,7284,11173,5284503,5318042,637566,638011,637776,10890,31266,3314,0,0,0,0,0,0,0,0,0,0,0,19,81,,,
mixture,"Exp4,5",,M82,M92,82,,100.00%,,,,,,0.0125,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,26,82,,,
mixture,"Exp4,5",,M83,M93,83,,100.00%,,,,,,0.0125,6590,176,7150,8025,19310,443158,264,6569,11173,261,8103,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,83,,,
mixture,"Exp4,5",,M84,M94,84,,100.00%,,,,,,0.0125,180,3776,7363,7150,61138,8025,7793,11552,12020,22386,62336,527,6584,84682,8063,6276,10448,638011,637776,10890,24915,31266,8842,10430,0,0,0,0,0,0,24,84,,,
mixture,"Exp4,5",,M85,M95,85,,100.00%,,,,,,0.0125,31244,180,8025,6561,11552,527,263,6584,84682,6276,8857,11173,261,10890,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85,,,
mixture,"Exp4,5",,M86,M96,86,,100.00%,,,,,,0.0125,1068,6590,31244,1031,3776,7363,7150,8025,19310,6561,443158,264,11552,12020,62336,527,9609,6584,1032,10448,8857,11173,261,8103,638011,10890,31266,3314,10430,0,29,86,,,
mixture,"Exp4,5",,M87,M97,87,,100.00%,,,,,,0.0125,1068,6590,31244,176,3776,7150,8025,19310,7793,443158,264,12020,22386,1032,6569,84682,8063,6276,10448,8857,11173,5318042,8103,637566,638011,637776,3314,8842,10430,0,29,87,,,
mixture,"Exp4,5",,M88,M98,88,,100.00%,,,,,,0.0125,1068,3776,7363,61138,8025,19310,22386,62336,84682,8063,6276,10448,7284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,88,,,
mixture,"Exp4,5",,M89,M99,89,,100.00%,,,,,,0.0125,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,23,89,,,
mixture,"Exp4,5",,M90,M100,90,,100.00%,,,,,,0.0125,1068,1031,61138,19310,11552,12020,8063,6276,10448,8857,7895,638011,24915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90,,,
mixture,"Exp4,5",,M91,M81,91,,100.00%,,,,,,0.0125,1031,176,7363,14286,8025,7793,443158,527,263,6584,6276,10448,8857,7895,11173,5318042,637566,638011,10890,31266,0,0,0,0,0,0,0,0,0,0,20,91,,,
mixture,"Exp4,5",,M92,M82,92,,100.00%,,,,,,0.0125,1031,180,7363,7150,8025,6561,443158,264,11552,12020,527,263,6584,6569,6276,10448,7284,5284503,637566,638011,31266,8842,10430,0,0,0,0,0,0,0,23,92,,,
mixture,"Exp4,5",,M93,M83,93,,100.00%,,,,,,0.0125,1068,3776,7150,61138,19310,443158,264,12020,22386,62336,7284,5284503,8103,637566,24915,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,93,,,
mixture,"Exp4,5",,M94,M84,94,,100.00%,,,,,,0.0125,6590,3776,7363,7150,61138,8025,7793,443158,12020,22386,263,6569,84682,6276,10448,8857,7895,11173,261,5284503,8103,638011,10890,24915,31266,3314,8842,10430,0,0,28,94,,,
mixture,"Exp4,5",,M95,M85,95,,100.00%,,,,,,0.0125,6590,180,3776,443158,22386,263,9609,1032,84682,7284,11173,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,95,,,
mixture,"Exp4,5",,M96,M86,96,,100.00%,,,,,,0.0125,1068,6590,31244,180,3776,7363,7150,61138,8025,19310,264,11552,22386,527,1032,6569,8063,6276,10448,8857,261,5284503,5318042,8103,638011,10890,24915,31266,3314,10430,30,96,,,
mixture,"Exp4,5",,M97,M87,97,,100.00%,,,,,,0.0125,6590,31244,1031,7150,19310,6561,7793,264,12020,62336,263,9609,84682,8063,6276,10448,8857,11173,261,5284503,5318042,637566,638011,24915,8842,10430,0,0,0,0,26,97,,,
mixture,"Exp4,5",,M98,M88,98,,100.00%,,,,,,0.0125,6590,180,3776,7363,8025,19310,12020,22386,263,1032,6569,10448,7284,637776,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,98,,,
mixture,"Exp4,5",,M99,M89,99,,100.00%,,,,,,0.0125,1068,31244,180,7363,7150,8025,7793,443158,264,527,9609,6584,1032,84682,6276,10448,8857,7284,11173,5284503,8103,637566,638011,637776,3314,10430,0,0,0,0,26,99,,,
mixture,"Exp4,5",,M100,M90,100,,100.00%,,,,,,0.0125,1031,61138,8025,19310,6561,7793,11552,22386,527,9609,1032,10448,7284,11173,261,5284503,8103,638011,0,0,0,0,0,0,0,0,0,0,0,0,18,100,,,
mixture,"Exp4,5",,M101,M111,101,,100.00%,,,,,,0.1,3776,7363,7150,6561,7793,12020,22386,527,6584,1032,6569,84682,8063,6276,7284,5318042,8103,637566,637776,31266,8842,10430,0,0,0,0,0,0,0,0,22,101,,,
mixture,"Exp4,5",,M102,M112,102,,100.00%,,,,,,0.1,7799,6590,31244,176,7363,14286,61138,6561,62336,9609,6584,1032,84682,11173,5284503,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,102,,,
mixture,"Exp4,5",,M103,M113,103,,100.00%,,,,,,0.1,1068,3776,7150,14286,61138,8025,19310,6561,7793,443158,11552,22386,62336,263,6584,84682,6276,10448,8857,7895,5284503,5318042,8103,637566,638011,24915,3314,10430,0,0,28,103,,,
mixture,"Exp4,5",,M104,M114,104,,100.00%,,,,,,0.1,1068,6590,31244,1031,176,7363,14286,61138,8025,19310,6561,11552,62336,527,263,9609,8063,6276,10448,7895,261,5284503,5318042,8103,637566,638011,24915,3314,8842,10430,30,104,,,
mixture,"Exp4,5",,M105,M115,105,,100.00%,,,,,,0.1,7799,3776,7150,19310,6561,6569,84682,6276,11173,637566,31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,105,,,
mixture,"Exp4,5",,M106,M116,106,,100.00%,,,,,,0.1,7799,1068,6590,176,7363,14286,8025,6561,7793,11552,263,9609,1032,6569,84682,8063,10448,7895,7284,11173,261,8103,637566,638011,10890,31266,8842,10430,0,0,28,106,,,
mixture,"Exp4,5",,M107,M117,107,,100.00%,,,,,,0.1,31244,180,8025,19310,22386,263,10448,7895,10890,3314,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,107,,,
mixture,"Exp4,5",,M108,M118,108,,100.00%,,,,,,0.1,180,3776,7150,6561,7793,264,11552,22386,527,8857,7895,261,8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,108,,,
mixture,"Exp4,5",,M109,M119,109,,100.00%,,,,,,0.1,176,180,7363,264,12020,263,9609,1032,84682,6276,7895,11173,638011,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,109,,,
mixture,"Exp4,5",,M110,M120,110,,100.00%,,,,,,0.1,3776,14286,8025,19310,443158,264,11552,12020,22386,62336,527,263,1032,6569,8063,10448,8857,7895,7284,261,5284503,8103,637566,637776,10890,24915,31266,8842,0,0,28,110,,,
mixture,"Exp4,5",,M111,M101,111,,100.00%,,,,,,0.1,7799,1068,31244,3776,7150,14286,19310,6561,7793,12020,62336,263,6584,6276,10448,7284,5284503,8103,637566,637776,31266,8842,0,0,0,0,0,0,0,0,22,111,,,
mixture,"Exp4,5",,M112,M102,112,,100.00%,,,,,,0.1,1068,6590,31244,1031,3776,7363,7150,14286,6561,11552,12020,62336,527,9609,1032,6569,8063,6276,7284,11173,5318042,8103,3314,8842,0,0,0,0,0,0,24,112,,,
mixture,"Exp4,5",,M113,M103,113,,100.00%,,,,,,0.1,3776,7363,7150,8025,19310,264,12020,263,9609,84682,10448,7895,7284,5284503,5318042,8103,638011,24915,3314,10430,0,0,0,0,0,0,0,0,0,0,20,113,,,
mixture,"Exp4,5",,M114,M104,114,,100.00%,,,,,,0.1,7799,1068,31244,1031,180,7363,7150,14286,8025,6561,264,22386,62336,263,9609,1032,84682,8063,6276,10448,11173,5284503,8103,637566,638011,24915,10430,0,0,0,27,114,,,
mixture,"Exp4,5",,M115,M105,115,,100.00%,,,,,,0.1,7799,1068,31244,176,180,3776,7363,7150,14286,61138,19310,7793,443158,11552,12020,263,6584,1032,6569,84682,7895,11173,261,5318042,8103,637566,637776,24915,31266,10430,30,115,,,
mixture,"Exp4,5",,M116,M106,116,,100.00%,,,,,,0.1,7799,31244,1031,7363,14286,8025,19310,7793,12020,62336,8063,6276,7895,637776,31266,3314,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,18,116,,,
mixture,"Exp4,5",,M117,M107,117,,100.00%,,,,,,0.1,6590,1031,176,180,7363,7150,14286,8025,19310,6561,7793,264,11552,62336,263,84682,8063,6276,10448,7895,11173,261,5284503,5318042,10890,31266,8842,10430,0,0,28,117,,,
mixture,"Exp4,5",,M118,M108,118,,100.00%,,,,,,0.1,1068,1031,180,3776,14286,61138,8025,6561,7793,264,11552,12020,22386,263,6584,1032,8063,7284,5284503,8103,637776,10890,24915,8842,10430,0,0,0,0,0,25,118,,,
mixture,"Exp4,5",,M119,M109,119,,100.00%,,,,,,0.1,7799,3776,264,62336,6569,10448,261,5284503,638011,10890,24915,31266,8842,10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,119,,,
mixture,"Exp4,5",,M120,M110,120,,100.00%,,,,,,0.1,7799,1068,7150,19310,7793,264,527,263,6569,8857,7284,11173,261,8103,10890,24915,31266,8842,0,0,0,0,0,0,0,0,0,0,0,0,18,120,,,
mixuture,Exp6,,M201,M211,201,,100.00%,,,,,,0.0125,3314,7406,7685,7888,8174,10890,13187,82229,439570,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,121,,,
mixuture,Exp6,,M202,M212,202,,100.00%,,,,,,0.0125,326,6501,6997,7059,7519,7685,7749,7888,62378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,122,,,
mixuture,Exp6,,M203,M213,203,,100.00%,,,,,,0.0125,2758,6501,6997,8130,8892,637563,638014,1712087,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,123,,,
mixuture,Exp6,,M204,M214,204,,100.00%,,,,,,0.0125,263,3314,6501,8042,13187,62378,637511,1712087,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,124,,,
mixuture,Exp6,,M205,M215,205,,100.00%,,,,,,0.0125,3314,7406,8130,8174,10882,13187,61072,1712087,5281167,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,125,,,
mixuture,Exp6,,M206,M216,206,,100.00%,,,,,,0.0125,3314,8174,12265,13187,62378,102861,111418,637511,1712087,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,126,,,
mixuture,Exp6,,M207,M217,207,,100.00%,,,,,,0.0125,263,6501,7888,8130,10890,61072,61832,62378,82227,5281167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,127,,,
mixuture,Exp6,,M208,M218,208,,100.00%,,,,,,0.0125,1213,2758,6501,7600,7685,8130,62378,637563,638014,1712087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,128,,,
mixuture,Exp6,,M211,M201,211,,100.00%,,,,,,0.0125,3314,7128,7731,10890,13187,102861,637511,1712087,5366074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,129,,,
mixuture,Exp6,,M212,M202,212,,100.00%,,,,,,0.0125,660,3314,7128,7519,7655,7710,8797,31252,61072,61832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,130,,,
mixuture,Exp6,,M213,M203,213,,100.00%,,,,,,0.0125,263,660,999,1213,6501,9017,82227,91497,637563,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,131,,,
mixuture,Exp6,,M214,M204,214,,100.00%,,,,,,0.0125,1213,6544,6997,8892,10890,637563,1712087,5323652,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,132,,,
mixuture,Exp6,,M215,M205,215,,100.00%,,,,,,0.0125,1213,6501,6997,7600,7749,10882,439570,5284503,5352438,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,133,,,
mixuture,Exp6,,M216,M206,216,,100.00%,,,,,,0.0125,660,7600,7685,7710,8129,10882,31252,638014,5363233,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,134,,,
mixuture,Exp6,,M217,M207,217,,100.00%,,,,,,0.0125,999,3314,7059,7600,8130,31252,62240,111418,637563,1712087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,135,,,
mixuture,Exp6,,M218,M208,218,,100.00%,,,,,,0.0125,263,325,3314,6501,7128,10890,111418,439570,637563,5281167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,136,,,
mixuture,Exp6,,M221,M231,221,,100.00%,,,,,,0.025,660,999,6305,7655,7749,9017,10890,91497,102861,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,137,,,
mixuture,Exp6,,M222,M232,222,,100.00%,,,,,,0.025,3314,7059,8129,8892,12265,13187,18458,62378,82229,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,138,,,
mixuture,Exp6,,M223,M233,223,,100.00%,,,,,,0.025,6106,6544,7059,7519,7966,439570,637511,5323652,5363233,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,139,,,
mixuture,Exp6,,M224,M234,224,,100.00%,,,,,,0.025,7059,8892,13187,62378,82229,638014,5352438,5363233,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,140,,,
mixuture,Exp6,,M225,M235,225,,100.00%,,,,,,0.025,6544,7600,7749,8130,8797,18458,637511,637563,638011,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,141,,,
mixuture,Exp6,,M226,M236,226,,100.00%,,,,,,0.025,7059,7685,8129,31252,61072,62378,111418,439570,5281167,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,142,,,
mixuture,Exp6,,M227,M237,227,,100.00%,,,,,,0.025,3314,6106,6501,6544,8892,61832,62240,93375,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,143,,,
mixuture,Exp6,,M228,M238,228,,100.00%,,,,,,0.025,3314,6997,7600,7731,8892,9017,10890,31252,1712087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,144,,,
mixuture,Exp6,,M231,M221,231,,100.00%,,,,,,0.025,1213,2758,6106,6305,7685,8797,82229,5284503,5323652,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,145,,,
mixuture,Exp6,,M232,M222,232,,100.00%,,,,,,0.025,263,326,6305,7128,7600,7888,13187,93375,5284503,5363374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,146,,,
mixuture,Exp6,,M233,M223,233,,100.00%,,,,,,0.025,1213,7888,8130,8174,26331,61832,82227,93375,111418,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,147,,,
mixuture,Exp6,,M234,M224,234,,100.00%,,,,,,0.025,326,999,2758,6305,8129,8130,12265,93375,5281167,5352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,148,,,
mixuture,Exp6,,M235,M225,235,,100.00%,,,,,,0.025,999,6501,7406,7710,7749,8174,8797,22201,31252,5323652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,149,,,
mixuture,Exp6,,M236,M226,236,,100.00%,,,,,,0.025,2758,6501,7600,7685,7749,10890,62378,91497,5281167,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,150,,,
mixuture,Exp6,,M237,M227,237,,100.00%,,,,,,0.025,326,7655,8892,82229,93375,637511,637563,638011,5363374,5365049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,151,,,
mixuture,Exp6,,M238,M228,238,,100.00%,,,,,,0.025,263,2758,3314,6106,6305,7519,10890,638011,5281167,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,152,,,
mixuture,Exp6,,M241,M251,241,,100.00%,,,,,,0.05,263,325,1213,3314,6305,7406,7888,8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,153,,,
mixuture,Exp6,,M242,M252,242,,100.00%,,,,,,0.05,263,6501,7406,7731,7966,61072,111418,637511,1712087,5284503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,154,,,
mixuture,Exp6,,M243,M253,243,,100.00%,,,,,,0.05,999,7406,7600,8129,8174,9017,31252,62378,93375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,155,,,
mixuture,Exp6,,M244,M254,244,,100.00%,,,,,,0.05,326,7888,9017,18458,26331,31252,62240,5284503,5352438,5363233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,156,,,
mixuture,Exp6,,M245,M255,245,,100.00%,,,,,,0.05,325,660,1213,7655,7731,7966,12265,111418,638011,5281167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,157,,,
