Stimulus,"FRUITY,CITRUS",LEMON,GRAPEFRUIT,ORANGE,"FRUITY,OTHER THAN CITRUS",PINEAPPLE,GRAPE JUICE,STRAWBERRY,"APPLE, FRUIT",PEAR,"CANTALOUPE, HONEYDEW MELON",PEACH FRUIT,BANANA,FLORAL,ROSE,VIOLETS,LAVENDER,COLOGNE,MUSK,PERFUMERY,FRAGRANT,AROMATIC,HONEY,"CHERRY, BERRY",ALMOND,NAIL POLISH REMOVER,"NUTTY, WALNUT ETC.",SPICY,CLOVE,CINNAMON,LAUREL LEAVES,TEA LEAVES,SEASONING FOR MEAT,BLACK PEPPER,GREEN PEPPER,DILL,CARAWAY,"OAK WOOD,COGNAC","WOODY, RESINOUS",CEDARWOOD,MOTHBALLS,"MINTY, PEPPERMINT",CAMPHOR,EUCALYPTUS,CHOCOLATE,VANILLA,SWEET,MAPLE SYRUP,CARAMEL,MALTY,RAISINS,MOLASSES,COCONUT,"ANISE, LICORICE",ALCOHOLIC,"ETHERISH, ANAESTHETIC",CLEANING FLUID,"GASOLINE, SOLVENT","TURPENTINE, PINE OIL",GERANIUM LEAVES,CELERY,FRESH GREEN VEGETABLES,CRUSHED WEEDS,CRUSHED GRASS,"HERBAL, GREEN,CUTGRASS",RAW CUCUMBER,HAY,GRAINY (AS GRAIN),YEASTY,BAKERY (FRESH BREAD),SOUR MILK,"FERMENTED, ROTTEN FRUIT",BEERY,SOAPY,LEATHER,CARDBOARD,ROPE,WET PAPER,"WET WOOL,WET DOG",DIRTY LINEN,STALE,"MUSTY, EARTHY, MOLDY",RAW POTATO,MOUSE,MUSHROOM,PEANUT BUTTER,BEANY,"EGGY, FRESH EGGS","BARK,BIRCHBARK",CORK,"BURNT,SMOKY",FRESH TOBACCO SMOKE,INCENSE,COFFEE,STALE TOBACCO SMOKE,BURNT PAPER,BURNT MILK,BURNT RUBBER,TAR,CREOSOTE,"DISINFECTANT, CARBOLIC",MEDICINAL,CHEMICAL,BITTER,"SHARP, PUNGENT, ACID","SOUR, VINEGAR",SAUERKRAUT,AMMONIA,URINE,CAT URINE,FISHY,"KIPPERY,SMOKED FISH","SEMINAL, SPERM-LIKE",NEW RUBBER,SOOTY,BURNT CANDLE,KEROSENE,"OILY, FATTY","BUTTERY, FRESH BUTTER",PAINT,VARNISH,POPCORN,FRIED CHICKEN,"MEATY ( COOKED,GOOD)",SOUPY,COOKED VEGETABLES,RANCID,SWEATY,CHEESY,HOUSEHOLD GAS,SULFIDIC,"GARLIC, ONION",METALLIC,"BLOOD, RAW MEAT",ANIMAL,SEWER,"PUTRID, FOUL, DECAYED","FECAL, LIKE MANURE",CADAVEROUS,SICKENING,"DRY, POWDERY",CHALKY,LIGHT,HEAVY,"COOL,COOLING",WARM
PhenylEthanollowconc_low,3.02,2.36,0.67,1.01,9.43,1.01,0.67,1.35,0.0,1.68,2.02,1.68,2.02,57.26,56.93,26.61,20.89,23.59,7.41,54.92,68.05,45.81,8.75,3.71,7.74,1.68,0.67,13.81,4.71,5.39,2.36,2.69,0.34,0.67,0.34,1.35,0.67,2.36,13.8,6.06,2.02,3.71,3.03,2.69,0.67,3.03,43.45,1.68,1.01,2.02,0.34,0.34,0.67,1.68,4.04,5.73,1.34,2.02,3.03,13.48,0.34,2.7,5.04,5.73,26.96,0.68,3.36,1.68,3.37,0.0,1.01,3.71,5.05,3.03,1.68,1.34,0.34,1.01,3.03,2.36,4.37,10.77,0.34,2.02,0.67,0.68,0.34,0.34,3.7,3.36,2.69,0.34,11.79,0.34,0.67,0.67,0.34,1.34,0.67,2.36,4.03,6.74,8.42,1.68,9.76,9.08,0.34,4.04,7.74,3.36,1.68,0.34,0.67,0.34,0.67,2.02,0.67,8.09,1.35,2.36,1.68,0.34,0.0,0.67,0.0,0.67,4.71,10.44,0.67,0.67,1.34,0.0,1.34,1.68,4.37,1.68,4.38,1.01,2.35,10.43,5.72,1.01,33.69,18.52,8.76,16.84
Phorone-iso_high,1.56,3.13,0.0,0.0,8.59,0.0,1.56,0.0,1.56,3.13,1.56,0.78,0.0,7.81,1.56,1.56,0.0,1.56,5.47,5.47,28.91,20.31,3.91,1.56,2.34,2.34,2.34,7.81,0.78,0.78,0.78,6.25,1.56,0.78,1.56,0.78,0.0,4.69,26.56,8.59,5.47,12.5,15.63,11.72,0.78,1.56,25.78,2.34,0.78,0.78,4.69,0.78,0.78,3.91,3.91,10.94,8.59,7.81,7.03,0.78,3.91,3.13,3.13,4.69,18.75,0.78,6.25,3.13,1.56,0.0,0.0,2.34,2.34,0.78,3.91,3.13,2.34,3.13,0.78,0.78,3.13,14.06,0.0,0.0,1.56,0.78,1.56,0.0,4.69,1.56,10.94,8.59,4.69,0.0,6.25,0.78,0.0,0.78,2.34,2.34,9.38,14.84,15.63,3.91,15.63,7.03,0.0,1.56,0.0,0.78,0.0,0.0,0.0,1.56,0.78,0.0,1.56,7.81,0.78,9.38,5.47,0.0,0.0,0.78,1.56,1.56,4.69,3.91,0.0,0.78,0.0,1.56,2.34,0.0,1.56,0.78,2.34,0.0,0.0,8.59,5.47,0.0,18.75,14.84,9.38,10.94
Pinenealpha_high,1.87,5.61,0.0,0.0,3.74,0.0,0.0,0.0,0.0,0.93,0.0,0.93,0.0,3.74,0.93,0.93,0.0,3.74,2.8,12.15,30.84,21.5,0.93,0.0,1.87,2.8,3.74,4.67,0.93,0.93,0.0,0.0,0.0,0.93,0.0,0.0,0.93,5.61,55.14,18.69,2.8,2.8,7.48,4.67,0.93,1.87,15.89,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.93,6.54,3.74,2.8,28.04,0.0,0.0,0.0,2.8,1.87,14.02,0.93,0.93,2.8,0.0,0.0,0.0,0.93,0.93,2.8,3.74,8.41,2.8,2.8,0.93,0.0,0.0,14.95,0.93,0.93,1.87,0.0,0.0,0.0,16.82,6.54,6.54,0.0,5.61,0.0,0.0,0.93,0.0,0.0,3.74,0.93,6.54,1.87,11.21,1.87,5.61,4.67,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.93,0.0,0.0,3.74,12.15,0.0,10.28,5.61,0.93,0.0,0.0,0.0,0.0,1.87,6.54,0.93,0.0,0.93,0.93,5.61,0.0,0.93,0.0,0.0,0.0,0.0,3.4,7.48,0.93,32.71,7.48,9.35,8.41
PropylButyrate_high,7.04,4.23,0.7,4.93,19.01,6.34,1.41,4.23,0.7,4.93,4.93,2.82,2.82,4.93,0.7,1.41,1.41,2.82,0.7,7.04,21.13,23.24,2.11,3.52,3.52,1.41,2.11,3.52,0.7,0.0,0.7,1.41,0.0,1.41,2.11,2.11,0.0,7.04,12.68,2.11,2.11,8.45,2.82,0.7,2.11,2.11,27.46,0.7,2.11,2.11,2.82,1.41,0.7,1.41,3.52,7.04,0.0,2.82,3.52,2.11,0.0,0.7,0.7,0.0,4.93,1.41,1.41,0.0,6.34,0.0,11.27,8.45,1.41,2.82,4.93,3.52,2.82,2.11,4.23,5.63,7.04,16.2,0.0,2.82,2.11,0.0,0.0,0.7,2.82,2.11,4.93,0.0,3.52,0.0,0.7,2.11,0.7,0.7,2.11,0.0,4.93,8.45,8.45,2.82,23.94,42.25,2.82,1.41,5.63,2.82,2.11,0.7,0.7,0.0,0.7,0.7,0.0,16.2,4.93,7.04,2.11,0.0,0.0,2.11,0.7,0.7,27.46,29.58,0.0,0.0,3.52,0.7,3.52,5.63,5.63,4.23,24.65,11.97,4.93,33.1,2.11,0.0,16.9,16.2,9.86,8.45
PropylQuinoline-iso_high,0.0,0.0,0.71,0.0,0.71,0.71,0.0,0.0,1.43,0.0,0.0,0.0,0.0,2.14,0.71,1.43,1.43,0.0,3.57,1.43,17.14,15.71,0.0,0.0,4.29,0.71,9.29,7.14,1.43,0.0,1.43,1.43,2.14,4.29,23.57,5.0,0.71,4.29,41.43,5.0,1.43,0.71,2.86,1.43,0.0,0.0,7.86,0.0,0.71,3.57,0.0,0.0,0.0,0.71,0.71,2.14,0.71,1.43,4.29,8.57,12.14,23.57,26.43,20.71,40.71,8.57,10.0,5.71,5.0,0.0,0.0,0.71,0.0,0.71,3.57,7.14,2.86,8.57,7.14,4.29,12.86,61.43,25.0,0.71,9.29,1.43,7.86,0.71,19.29,5.0,20.0,0.0,2.86,0.0,2.86,3.57,0.0,1.43,3.57,5.71,2.86,7.14,11.43,7.86,13.57,9.29,0.0,2.14,0.0,0.71,0.71,0.71,0.0,2.14,4.29,0.71,0.0,7.86,0.0,4.29,1.43,0.71,0.71,0.71,1.43,15.71,12.14,12.14,0.71,0.71,3.57,3.57,5.0,1.43,2.86,0.71,13.57,1.43,1.43,16.43,16.43,5.0,7.86,21.43,5.71,10.71
PropylSulfide_high,0.0,0.76,0.0,0.0,2.27,0.76,0.0,0.76,0.76,0.0,0.76,0.0,0.0,2.27,0.76,0.76,2.27,0.0,2.27,5.3,9.85,18.18,1.52,0.0,6.06,0.76,4.55,5.3,0.0,0.0,0.0,1.52,2.27,1.52,1.52,2.27,0.76,3.79,28.79,4.55,2.27,0.76,2.27,1.52,1.52,0.76,8.33,0.0,0.0,2.27,0.76,0.76,0.0,0.0,3.03,9.09,4.55,12.12,6.06,2.27,1.52,3.03,4.55,3.79,13.64,3.03,3.03,3.79,3.79,0.0,1.52,3.03,1.52,3.03,3.79,8.33,6.06,4.55,2.27,5.3,8.33,22.73,0.76,2.27,4.55,0.76,1.52,0.76,6.82,4.55,12.88,0.0,0.76,0.76,3.03,3.03,0.0,3.03,7.58,3.79,6.06,9.85,18.18,4.55,22.73,21.97,2.27,4.55,2.27,2.27,2.27,1.52,0.76,3.03,3.03,3.79,3.79,20.45,2.27,8.33,4.55,0.76,0.0,0.76,0.76,3.03,12.12,18.94,0.76,4.55,7.58,10.61,10.61,3.79,2.27,2.27,9.85,3.03,3.03,32.58,3.03,0.0,12.12,18.18,6.82,8.33
Pyridine_high,0.67,0.34,0.0,0.0,0.34,0.34,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.35,0.34,0.34,0.34,0.0,7.75,1.01,11.46,21.21,0.34,0.34,3.03,5.04,1.68,5.05,0.34,0.0,0.0,0.34,2.36,0.67,1.35,4.72,1.34,2.36,8.09,0.67,2.36,0.34,4.73,1.35,0.0,1.01,6.07,0.67,1.01,2.36,0.0,1.35,0.0,0.0,9.09,20.21,8.43,12.81,3.37,0.68,1.01,1.01,2.02,2.02,3.37,0.67,1.01,0.34,3.03,0.0,2.36,6.74,1.35,0.34,4.72,2.02,1.01,1.68,7.07,5.06,7.75,14.82,2.36,3.04,2.36,1.01,0.0,0.34,2.02,1.69,15.16,0.67,0.68,0.67,4.72,2.7,1.35,6.41,5.05,8.76,10.44,18.87,40.75,8.08,48.49,22.22,4.04,16.16,8.08,10.44,29.3,9.08,3.71,4.04,1.68,2.02,3.37,19.19,1.34,4.72,4.04,0.34,1.01,2.69,1.01,3.03,27.95,19.53,1.34,11.12,17.52,18.19,6.74,9.77,8.43,12.47,40.74,8.42,18.2,73.07,1.01,0.68,4.04,45.8,3.03,9.77
Safrole_high,4.29,1.43,0.0,0.0,6.43,0.0,0.0,0.0,0.0,1.43,0.0,0.71,1.43,7.86,2.86,1.43,5.71,2.14,2.14,15.0,51.43,56.43,2.14,2.86,7.86,2.86,2.14,37.86,12.86,7.86,2.86,6.43,1.43,2.86,0.0,1.43,3.57,2.14,27.14,9.29,3.57,37.86,18.57,13.57,0.0,5.71,47.14,3.57,2.14,2.14,1.43,0.0,0.71,69.29,2.86,16.43,5.0,3.57,11.43,1.43,0.0,0.0,2.86,2.86,17.14,0.0,1.43,0.0,0.71,0.71,0.0,0.71,2.14,2.86,2.14,1.43,0.0,0.0,0.71,0.0,0.0,5.0,0.0,0.0,0.71,0.0,0.0,0.0,12.86,0.71,5.71,0.0,8.57,0.0,0.0,0.71,0.0,0.71,7.86,7.14,10.0,26.43,8.57,1.43,10.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,5.71,0.0,5.0,3.57,0.0,0.0,0.71,0.0,0.71,0.71,5.0,3.57,0.0,1.43,0.0,2.86,0.0,0.71,0.0,0.71,0.0,0.0,4.29,6.43,1.43,22.14,23.57,35.0,17.86
Sandiff_high,2.42,3.23,2.42,1.61,1.61,0.81,0.0,0.81,0.0,0.0,0.0,0.81,0.0,12.9,4.84,2.42,2.42,12.9,10.48,33.87,37.9,24.19,0.81,0.81,4.03,2.42,0.81,14.52,0.81,0.81,0.0,1.61,0.81,3.23,0.81,0.81,0.0,4.03,34.68,25.0,2.42,0.81,4.03,3.23,0.81,0.81,21.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,8.06,3.23,3.23,6.45,0.0,0.0,0.0,0.81,2.42,9.68,0.0,2.42,0.81,0.0,0.0,0.0,0.0,0.0,3.23,1.61,3.23,1.61,2.42,0.0,2.42,4.03,9.68,0.81,0.81,0.0,0.0,0.81,0.81,5.65,2.42,7.26,0.81,7.26,0.0,0.81,1.61,0.0,0.0,0.81,1.61,4.84,5.65,4.84,1.61,9.68,3.23,0.0,1.61,1.61,1.61,0.0,0.0,0.0,0.0,4.03,0.81,0.0,4.03,1.61,1.61,1.61,0.0,0.81,0.81,0.0,0.81,0.81,11.29,0.0,0.81,2.42,1.61,1.61,0.81,2.42,0.0,0.81,0.0,0.0,4.84,8.87,0.0,25.0,13.71,10.48,12.1
Santalol_high,0.78,1.56,0.78,0.78,3.91,0.0,0.0,0.78,0.0,0.78,0.78,0.0,0.78,21.09,2.34,2.34,5.47,8.59,14.06,32.81,44.53,25.0,0.0,0.78,3.13,1.56,4.69,5.47,0.78,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,4.69,35.16,24.22,2.34,1.56,3.91,1.56,0.0,0.0,23.44,1.56,0.78,0.0,0.0,0.0,0.0,0.0,1.56,3.13,1.56,1.56,3.91,0.0,0.0,0.0,0.78,0.78,7.03,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,7.03,2.34,1.56,0.0,0.78,1.56,0.78,2.34,7.81,0.78,0.78,0.0,0.0,0.0,0.0,9.38,0.78,4.69,0.0,9.38,0.0,0.78,0.78,0.0,0.0,0.78,1.56,2.34,3.13,3.91,0.0,3.91,4.69,0.0,3.13,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,10.16,1.56,6.25,0.78,2.34,0.0,1.56,0.0,0.0,1.56,7.03,0.0,0.78,0.0,0.78,0.78,1.56,0.78,0.78,0.78,0.0,0.78,3.91,15.63,0.78,36.72,8.59,8.59,12.5
Skatole_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,2.88,0.0,0.72,1.44,2.16,10.07,3.6,17.99,18.71,0.72,0.72,1.44,0.72,0.72,2.88,0.0,0.72,0.0,0.0,0.72,2.16,0.0,1.44,0.0,1.44,17.27,8.63,44.6,0.0,9.35,1.44,0.0,0.0,5.76,0.0,0.0,1.44,0.0,0.0,1.44,0.0,0.72,0.0,8.63,8.63,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.72,0.0,0.0,2.16,0.0,2.16,3.6,0.0,1.44,4.32,3.6,1.44,2.16,9.35,9.35,11.51,21.58,1.44,5.04,0.0,0.0,0.72,0.0,3.6,1.44,15.83,0.72,0.0,0.0,6.47,4.32,0.0,5.04,5.04,10.79,12.23,10.79,25.9,7.19,23.02,14.39,1.44,7.19,7.19,8.63,4.32,0.0,2.88,0.72,5.04,1.44,2.88,10.79,0.0,1.44,4.32,0.0,0.72,2.88,0.0,1.44,22.3,20.14,0.0,5.04,10.07,3.6,5.04,5.04,12.95,18.71,31.65,28.06,12.95,49.64,5.76,0.72,3.6,29.5,6.47,9.75
Terpineolmostlyalpha_high,3.6,2.88,0.72,1.44,5.04,0.0,0.0,0.72,0.0,0.0,0.0,0.72,0.72,24.46,12.23,3.6,3.6,6.47,3.6,22.3,38.13,34.53,2.88,0.0,4.32,5.04,1.44,6.47,2.16,2.16,0.72,0.72,0.0,0.0,0.0,2.88,0.0,3.6,26.62,10.07,5.76,11.51,10.79,4.32,0.0,0.72,23.74,0.72,0.72,0.0,0.72,0.0,0.0,2.16,7.19,19.42,15.83,11.51,30.22,3.6,0.0,0.0,1.44,2.16,15.11,0.0,0.72,0.72,0.0,0.0,0.0,0.72,0.72,10.07,5.76,2.16,1.44,0.0,1.44,0.0,2.16,11.51,2.16,0.0,2.88,0.0,0.0,0.0,3.6,1.44,5.04,0.0,7.91,0.72,2.16,0.0,0.0,0.72,3.6,4.32,30.94,17.99,24.46,5.04,10.79,5.04,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.44,2.16,8.63,1.44,14.39,10.79,0.0,0.0,0.0,0.0,0.0,2.16,6.47,0.0,0.0,2.88,1.44,0.72,0.0,0.0,1.44,3.6,0.72,0.72,5.04,10.79,1.44,25.9,13.67,19.42,10.07
TetrahydroThiophene_high,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.0,0.0,6.4,18.4,0.0,0.0,0.8,2.4,0.8,5.6,0.0,0.0,1.6,0.0,0.8,0.0,1.6,3.2,0.0,0.0,5.6,0.8,1.6,0.0,1.6,1.6,0.0,0.8,3.2,0.0,0.8,0.0,0.0,0.8,0.8,0.0,5.6,9.6,9.6,27.2,4.8,1.6,0.8,1.6,0.8,0.0,1.6,0.0,0.8,0.8,0.8,0.0,0.8,1.6,2.4,0.0,2.4,0.0,0.0,2.4,1.6,0.8,0.8,6.4,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.8,2.4,0.0,0.0,0.0,0.8,1.6,0.0,4.8,2.4,2.4,8.0,8.8,31.2,4.0,52.8,22.4,2.4,7.2,1.6,2.4,0.8,0.8,0.0,1.6,2.4,1.6,7.2,12.0,0.8,4.8,4.0,0.8,0.0,0.8,0.0,0.8,16.0,12.0,0.0,15.2,10.4,26.4,7.2,5.6,4.0,11.2,25.6,1.6,6.4,61.6,2.4,0.0,4.8,28.0,2.4,4.8
Tetraquinone_high,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,0.8,0.8,3.2,4.0,12.8,16.8,0.0,0.0,2.4,2.4,2.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,16.0,10.4,51.2,2.4,14.4,2.4,0.0,0.0,5.6,0.0,0.8,0.8,0.0,0.0,0.0,0.0,1.6,11.2,5.6,7.2,1.6,0.8,0.0,0.0,0.8,1.6,8.8,0.0,1.6,2.4,0.8,0.0,0.8,0.8,0.0,4.0,4.0,4.8,0.0,2.4,8.0,6.4,8.8,24.8,0.0,0.8,0.8,0.0,0.8,0.8,3.2,0.8,6.4,0.0,2.4,0.0,3.2,3.2,0.8,0.8,5.6,4.0,16.8,13.6,21.6,4.8,13.6,5.6,0.0,6.4,2.4,1.6,0.0,0.0,1.6,1.6,3.2,0.0,4.8,7.2,0.8,4.0,3.2,0.8,0.0,0.8,0.0,0.8,5.6,16.0,0.8,0.0,0.8,3.2,3.2,1.6,3.2,4.0,12.8,5.6,1.6,24.8,12.0,3.2,16.0,21.6,12.0,10.4
Thienopyrimidine_high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.56,10.16,18.75,0.0,0.0,21.88,0.78,19.53,4.69,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,3.13,10.94,3.91,0.0,0.0,0.0,0.0,1.56,3.13,10.16,2.34,7.81,3.13,0.0,2.34,0.78,0.0,0.78,0.0,0.78,0.78,0.78,0.0,0.0,0.78,0.0,0.0,2.34,0.0,0.78,8.59,7.03,7.03,0.0,0.0,0.0,0.78,2.34,3.13,0.78,2.34,0.78,4.69,7.03,12.5,0.0,3.13,0.0,21.88,2.34,0.0,1.56,2.34,17.97,0.0,0.78,1.56,0.78,4.69,1.56,1.56,0.0,0.0,0.78,0.0,4.69,1.56,3.91,7.03,0.0,0.78,0.78,0.0,0.0,0.78,0.0,0.0,0.78,0.78,0.0,27.34,27.34,0.0,0.78,54.69,3.13,6.25,0.78,3.91,7.03,15.63,0.0,0.0,0.0,3.13,0.0,0.78,3.13,0.0,2.34,1.56,0.0,10.94,11.72,0.0,10.16,18.75,0.78,20.31
ThioglycolicAcid_high,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,2.88,0.0,1.44,0.72,0.0,4.32,2.88,7.19,15.83,0.72,0.0,2.16,0.0,3.6,5.04,0.0,0.0,0.72,0.72,0.72,0.72,2.16,1.44,0.72,0.72,10.79,0.0,2.16,3.6,0.72,0.72,0.72,0.0,2.16,0.0,0.0,0.72,0.0,0.0,0.0,1.44,0.72,2.16,5.04,13.67,2.16,5.04,0.72,2.16,6.47,5.04,7.91,1.44,0.72,0.0,1.44,0.0,0.72,4.32,1.44,0.0,2.16,1.44,1.44,0.72,8.63,2.88,7.19,15.11,0.0,3.6,1.44,0.0,0.0,0.72,0.72,0.72,25.9,0.0,1.44,3.6,2.88,7.19,2.88,18.71,12.23,9.35,5.76,1.44,21.58,8.63,38.85,16.55,2.16,6.47,10.07,18.71,5.76,1.44,2.16,8.63,2.88,3.6,4.32,10.79,0.0,2.16,0.72,0.0,0.0,8.63,0.72,2.16,25.9,25.18,0.72,17.27,31.65,20.86,6.47,2.16,15.83,24.46,41.73,17.99,18.71,65.47,2.88,0.0,1.44,39.57,3.6,7.19
Thiophene_high,0.0,0.0,0.0,0.0,0.73,0.0,0.73,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,4.38,0.73,5.84,13.14,0.0,0.0,2.92,0.0,5.11,10.95,0.73,0.73,0.0,0.0,6.57,4.38,2.92,1.46,1.46,0.73,6.57,0.73,0.73,0.0,2.92,0.73,0.0,0.73,2.19,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,6.57,2.92,11.68,0.73,1.46,1.46,0.73,2.92,0.73,4.38,0.73,0.73,0.73,2.92,0.0,0.73,4.38,0.0,2.19,4.38,2.92,3.65,2.92,5.11,3.65,7.3,18.25,1.46,1.46,3.65,0.73,0.0,0.73,0.73,4.38,36.5,0.0,0.73,0.73,5.11,10.22,1.46,16.79,14.6,7.3,2.19,1.46,12.41,4.38,29.2,18.98,4.38,2.19,4.38,5.11,2.92,3.65,0.73,8.03,5.84,5.84,2.19,19.71,0.0,1.46,0.73,2.19,1.46,10.22,2.19,9.49,16.06,23.36,1.46,34.31,30.66,42.34,6.57,8.03,6.57,18.98,21.9,5.11,5.11,48.18,7.3,2.19,3.65,45.99,1.46,10.95
Thymol_high,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.67,0.67,0.67,2.67,0.0,0.67,2.0,0.67,3.33,4.0,20.67,28.67,2.0,0.0,4.67,3.33,2.0,9.33,4.0,0.67,0.0,1.33,1.33,0.67,0.0,0.67,2.0,7.33,38.67,14.67,6.0,3.33,22.0,12.67,0.0,1.33,9.33,0.67,0.67,2.67,1.33,0.67,0.0,1.33,4.67,19.33,17.33,20.67,19.33,2.67,0.0,0.0,2.0,2.0,10.67,0.0,0.67,0.67,0.67,0.0,0.0,1.33,2.0,4.67,12.67,4.67,4.67,3.33,4.0,2.67,7.33,20.67,1.33,0.67,0.67,0.0,0.0,0.0,12.0,6.0,32.67,2.0,6.0,0.67,5.33,7.33,1.33,6.0,24.0,24.67,33.33,38.0,28.67,6.67,20.0,4.67,0.0,0.67,2.0,1.33,2.0,1.33,0.0,12.67,3.33,3.33,10.67,18.0,0.67,14.0,11.33,0.67,0.67,3.33,0.0,0.67,6.67,14.0,2.0,0.0,2.67,0.67,8.67,0.67,2.67,1.33,6.0,1.33,2.0,16.0,8.0,1.33,20.67,26.67,12.67,16.67
Tolualdehyde-ortho_high,5.33,2.67,0.0,2.67,22.67,2.0,2.0,5.33,0.0,1.33,0.0,4.0,3.33,16.67,5.33,5.33,8.0,4.67,4.0,22.0,51.33,51.33,4.0,26.0,52.67,4.67,8.67,22.0,5.33,9.33,1.33,2.0,2.0,0.67,0.67,0.67,0.67,6.0,16.67,6.67,10.0,10.67,8.0,4.0,0.0,8.0,47.33,2.0,0.67,5.33,1.33,0.67,4.67,6.0,4.0,13.33,4.67,4.0,8.0,2.67,0.0,0.67,2.67,4.0,12.67,0.0,0.67,2.0,2.0,0.67,0.0,3.33,0.67,3.33,2.67,2.67,0.67,0.0,0.67,0.67,2.0,4.67,0.0,0.0,0.0,0.0,0.0,0.67,5.33,0.67,5.33,0.0,8.0,0.0,1.33,0.67,0.0,0.0,6.0,6.0,13.33,16.67,26.0,4.0,11.33,4.67,0.0,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.67,11.33,1.33,10.0,6.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.67,0.0,1.33,1.33,3.33,0.0,0.67,0.0,0.67,0.0,0.0,4.67,4.67,0.67,14.67,27.33,14.67,21.33
Toluenehighconc_high,4.27,3.42,0.85,1.71,5.98,0.0,0.85,0.0,0.0,0.85,5.13,0.0,0.0,8.55,1.71,1.71,0.85,2.56,4.27,8.55,26.5,25.64,0.85,0.0,5.13,12.82,5.98,3.42,2.56,1.71,0.0,0.85,0.0,0.0,1.71,1.71,0.0,2.56,23.08,2.56,1.71,2.56,8.55,1.71,0.0,1.71,21.37,0.0,0.85,1.71,0.85,0.0,0.85,0.0,10.26,19.66,11.11,19.66,11.11,0.85,2.56,1.71,0.0,1.71,11.11,4.27,2.56,3.42,0.85,0.85,0.85,1.71,0.0,4.27,3.42,7.69,1.71,4.27,0.85,1.71,5.98,5.13,0.85,0.0,1.71,2.56,0.0,0.0,0.85,1.71,2.56,0.0,1.71,0.0,4.27,0.0,0.85,0.0,4.27,5.13,11.97,6.84,21.37,1.71,10.26,9.4,0.0,1.71,0.0,0.0,0.85,0.85,0.0,1.71,0.85,1.71,5.13,11.97,0.0,19.66,11.97,1.71,0.0,1.71,0.0,0.0,3.42,5.98,0.0,4.27,0.0,0.0,4.27,0.85,2.56,0.85,0.0,0.85,0.85,5.13,7.69,2.56,30.77,11.11,15.38,5.13
Toluenelowconc_low,1.6,1.6,1.6,1.6,2.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,5.6,3.2,0.8,2.4,0.0,2.4,6.4,19.2,20.8,0.0,0.0,3.2,11.2,1.6,3.2,0.0,0.0,0.8,1.6,0.0,1.6,0.8,1.6,0.0,4.0,29.6,5.6,1.6,4.0,0.8,0.8,0.8,0.8,12.8,1.6,0.8,0.8,1.6,0.8,0.8,0.8,4.0,13.6,11.2,15.2,8.8,0.0,0.8,2.4,0.8,0.0,1.6,0.8,1.6,1.6,0.0,0.0,0.0,0.0,0.0,1.6,4.8,3.2,2.4,1.6,2.4,1.6,4.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,4.8,2.4,3.2,0.8,0.8,0.0,0.8,0.0,0.0,0.0,1.6,2.4,4.0,2.4,25.6,2.4,11.2,14.4,0.8,2.4,0.8,0.0,2.4,0.0,0.0,1.6,0.8,0.0,4.8,8.8,0.0,21.6,10.4,1.6,0.0,0.8,0.0,0.8,7.2,10.4,0.0,2.4,1.6,0.0,4.8,1.6,0.8,0.8,3.2,0.8,0.0,5.6,2.4,0.8,26.4,5.6,15.2,6.4
