Test UID,Answer,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Molecule 1,Molecule 2,Molecule 3,Molecule 4,Molecule 5,Molecule 6,Molecule 7,Molecule 8,Molecule 9,Molecule 10,Molecule 11,Molecule 12,Molecule 13,Molecule 14,Molecule 15,Molecule 16,Molecule 17,Molecule 18,Molecule 19,Molecule 20,Molecule 21,Molecule 22,Molecule 23,Molecule 24,Molecule 25,Molecule 26,Molecule 27,Molecule 28,Molecule 29,Molecule 30
140,right,30,10,66.67,0.25,8051,61138,11552,176,440917,7654,177,62336,1146,7685,7749,11002,326,637566,7731,7793,6184,12180,8091,3776,6561,8030,8048,1060,1031,12741,2879,7966,12367,7583
140,wrong,30,10,66.67,1.0,8051,61138,11552,176,440917,7654,177,62336,1146,7685,7749,11002,326,637566,7731,7793,6184,12180,8091,3776,612,31244,31249,31276,179,7165,6054,6989,61016,1140
140,wrong,30,10,66.67,0.5,8051,61138,11552,176,440917,7654,177,62336,1146,7685,7749,11002,326,637566,7731,7793,6184,12180,8091,3776,612,31244,31249,31276,179,7165,6054,6989,61016,1140
141,right,30,1,96.67,0.25,999,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310,61138,7710,7966,7888,8797,11509,798,8130,4133,7519,6590,6989,7463,1127,8048,12180,7848,443162,8186
141,wrong,30,1,96.67,1.0,999,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310,61138,7710,7966,7888,8797,11509,798,8130,4133,7519,6590,6989,7463,1127,8048,12180,7848,443162,5634
141,wrong,30,1,96.67,0.5,999,22386,11124,8118,12348,8635,31265,18827,7991,12232,19310,61138,7710,7966,7888,8797,11509,798,8130,4133,7519,6590,6989,7463,1127,8048,12180,7848,443162,5634
142,right,10,10,0.0,0.25,7799,8130,22386,637511,999,91497,6544,6989,8858,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,wrong,10,10,0.0,0.5,6654,264,443158,7991,1140,10976,31265,2879,612,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,wrong,10,10,0.0,1.0,6654,264,443158,7991,1140,10976,31265,2879,612,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,right,20,5,75.0,0.5,1146,6590,7632,18827,16666,7463,7714,8186,8091,61138,91497,7799,22201,6184,7344,798,8130,15380,7921,1140,0,0,0,0,0,0,0,0,0,0
143,wrong,20,5,75.0,0.25,1146,6590,7632,18827,16666,7463,7714,8186,8091,61138,91497,7799,22201,6184,7344,7165,8797,12178,1031,177,0,0,0,0,0,0,0,0,0,0
143,wrong,20,5,75.0,1.0,1146,6590,7632,18827,16666,7463,7714,8186,8091,61138,91497,7799,22201,6184,7344,7165,8797,12178,1031,177,0,0,0,0,0,0,0,0,0,0
144,right,30,10,66.67,0.5,443162,10976,8918,10560,1140,31249,326,12180,3776,7583,7685,7363,264,31276,7150,24915,7749,612,7165,7059,7991,12178,2879,999,22386,11509,12232,1127,11124,12367
144,wrong,30,10,66.67,1.0,443162,10976,8918,10560,1140,31249,326,12180,3776,7583,7685,7363,264,31276,7150,24915,7749,612,7165,7059,5373603,440917,6982,62433,6654,18827,8048,1068,61016,8797
144,wrong,30,10,66.67,0.25,443162,10976,8918,10560,1140,31249,326,12180,3776,7583,7685,7363,264,31276,7150,24915,7749,612,7165,7059,5373603,440917,6982,62433,6654,18827,8048,1068,61016,8797
145,right,20,1,95.0,0.25,6590,8130,10722,8118,7363,7966,61016,440917,8186,7888,12348,10976,22201,62433,5373603,6561,261,177,5281515,7921,0,0,0,0,0,0,0,0,0,0
145,wrong,20,1,95.0,1.0,6590,8130,10722,8118,7363,7966,61016,440917,8186,7888,12348,10976,22201,62433,5373603,6561,261,177,5281515,18827,0,0,0,0,0,0,0,0,0,0
145,wrong,20,1,95.0,0.5,6590,8130,10722,8118,7363,7966,61016,440917,8186,7888,12348,10976,22201,62433,5373603,6561,261,177,5281515,18827,0,0,0,0,0,0,0,0,0,0
146,right,30,30,0.0,1.0,6982,8091,7583,7460,798,6054,7600,12367,4133,12180,6736,7519,6561,62336,11002,1140,10882,180,7710,8025,7749,7762,637566,31272,7463,440967,7150,3314,176,240
146,wrong,30,30,0.0,0.25,7363,24915,612,8103,8030,261,5373603,8635,8118,7410,31265,2969,999,443158,5634,179,10430,7799,7731,1068,7966,31244,6654,7685,10560,8048,440917,1060,7991,443162
146,wrong,30,30,0.0,0.5,7363,24915,612,8103,8030,261,5373603,8635,8118,7410,31265,2969,999,443158,5634,179,10430,7799,7731,1068,7966,31244,6654,7685,10560,8048,440917,1060,7991,443162
147,right,20,20,0.0,0.5,8051,7714,7600,8130,8635,1127,10722,8025,7685,12741,22386,10560,11509,3314,6989,7150,2969,8118,637566,18827,0,0,0,0,0,0,0,0,0,0
147,wrong,20,20,0.0,1.0,612,6982,31244,8797,240,6561,7410,12232,12180,31272,7799,31276,2758,15380,19310,8858,5281168,6054,460,1068,0,0,0,0,0,0,0,0,0,0
147,wrong,20,20,0.0,0.25,612,6982,31244,8797,240,6561,7410,12232,12180,31272,7799,31276,2758,15380,19310,8858,5281168,6054,460,1068,0,0,0,0,0,0,0,0,0,0
148,right,1,1,0.0,1.0,7363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,wrong,1,1,0.0,0.5,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,wrong,1,1,0.0,0.25,6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,right,30,30,0.0,1.0,7363,999,12741,8030,11124,7888,8635,10821,5283349,261,7463,8091,2969,61138,12348,177,12232,7410,11002,7714,22201,326,7848,10430,7519,24915,22873,6561,7921,16666
149,wrong,30,30,0.0,0.5,31276,1060,6982,7966,31249,10882,7991,8858,7583,8048,6590,18827,15380,612,2758,11509,8918,3776,8025,7165,6544,5281168,8118,14286,7749,8130,637511,1146,264,1031
149,wrong,30,30,0.0,0.25,31276,1060,6982,7966,31249,10882,7991,8858,7583,8048,6590,18827,15380,612,2758,11509,8918,3776,8025,7165,6544,5281168,8118,14286,7749,8130,637511,1146,264,1031
150,right,10,4,60.0,0.5,12020,12180,10722,180,8186,31249,7731,11509,3314,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,wrong,10,4,60.0,1.0,12020,12180,10722,180,8186,31249,8030,31265,6448,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,wrong,10,4,60.0,0.25,12020,12180,10722,180,8186,31249,8030,31265,6448,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,right,20,15,25.0,0.25,7731,4133,7793,7921,7888,2969,7150,240,10722,11509,6982,24915,22386,8091,5281515,454,14286,8892,19310,31244,0,0,0,0,0,0,0,0,0,0
151,wrong,20,15,25.0,0.5,7731,4133,7793,7921,7888,6654,7714,177,999,460,8025,62336,11552,176,612,637566,10821,7344,91497,22201,0,0,0,0,0,0,0,0,0,0
151,wrong,20,15,25.0,1.0,7731,4133,7793,7921,7888,6654,7714,177,999,460,8025,62336,11552,176,612,637566,10821,7344,91497,22201,0,0,0,0,0,0,0,0,0,0
152,right,30,30,0.0,0.25,12020,10560,8892,7165,7710,61138,8797,91497,3314,19310,6989,2969,6982,3776,1068,31265,8051,7793,7654,1031,8858,7460,7632,14286,12180,176,8030,1060,240,8048
152,wrong,30,30,0.0,1.0,8635,7685,7762,6590,7966,637566,22873,7714,31272,6736,443162,12232,460,8118,62465,62433,24915,16666,7519,326,7848,8186,5634,10821,264,10722,177,5281515,12348,6448
152,wrong,30,30,0.0,0.5,8635,7685,7762,6590,7966,637566,22873,7714,31272,6736,443162,12232,460,8118,62465,62433,24915,16666,7519,326,7848,8186,5634,10821,264,10722,177,5281515,12348,6448
153,right,20,5,75.0,0.25,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048,7344,18827,440967,637511,8186,11509,8103,443158,176,0,0,0,0,0,0,0,0,0,0
153,wrong,20,5,75.0,0.5,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048,7344,18827,440967,637511,3314,7710,62336,7799,2758,0,0,0,0,0,0,0,0,0,0
153,wrong,20,5,75.0,1.0,8918,7460,10560,10821,14286,19310,31276,240,15380,10890,8048,7344,18827,440967,637511,3314,7710,62336,7799,2758,0,0,0,0,0,0,0,0,0,0
154,right,20,10,50.0,0.25,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,62433,7848,6736,18827,7410,12020,6501,1068,264,6982,0,0,0,0,0,0,0,0,0,0
154,wrong,20,10,50.0,1.0,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,7519,180,31244,6544,31276,6561,5281168,12180,443158,7888,0,0,0,0,0,0,0,0,0,0
154,wrong,20,10,50.0,0.5,11002,3776,10976,7762,22386,11552,3314,2758,7685,7799,7519,180,31244,6544,31276,6561,5281168,12180,443158,7888,0,0,0,0,0,0,0,0,0,0
155,right,30,30,0.0,0.5,7059,612,8918,12180,440967,22386,2879,31272,798,637511,12178,31244,22201,454,15380,1127,6982,6590,3314,7749,8797,8130,7654,7848,7762,1140,8103,2758,12348,1068
155,wrong,30,30,0.0,1.0,61138,18827,999,7150,11002,2969,5283349,10430,14286,10882,264,177,5281168,10890,4133,440917,8025,8091,5634,7363,5373603,91497,31249,61016,16666,1060,62444,6654,460,7991
155,wrong,30,30,0.0,0.25,61138,18827,999,7150,11002,2969,5283349,10430,14286,10882,264,177,5281168,10890,4133,440917,8025,8091,5634,7363,5373603,91497,31249,61016,16666,1060,62444,6654,460,7991
156,right,10,10,0.0,0.5,8118,8103,22386,7966,7363,11124,62465,10722,8148,443162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,wrong,10,10,0.0,1.0,261,5634,179,10560,12178,12180,10821,7600,6054,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,wrong,10,10,0.0,0.25,261,5634,179,10560,12178,12180,10821,7600,6054,6544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,right,30,10,66.67,0.5,261,180,24915,15380,612,454,440967,8103,8048,62444,7921,1146,12367,264,18827,62433,12232,22386,5634,7519,7685,61138,7749,6736,5283349,7460,22201,2758,6654,637511
157,wrong,30,10,66.67,1.0,261,180,24915,15380,612,454,440967,8103,8048,62444,7921,1146,12367,264,18827,62433,12232,22386,5634,7519,7888,460,12020,12348,179,7731,8130,6448,10560,62465
157,wrong,30,10,66.67,0.25,261,180,24915,15380,612,454,440967,8103,8048,62444,7921,1146,12367,264,18827,62433,12232,22386,5634,7519,7888,460,12020,12348,179,7731,8130,6448,10560,62465
158,right,10,4,60.0,0.25,11509,176,18827,443162,6544,7731,8918,61016,22386,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,wrong,10,4,60.0,0.5,11509,176,18827,443162,6544,7731,12741,7460,11002,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,wrong,10,4,60.0,1.0,11509,176,18827,443162,6544,7731,12741,7460,11002,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,right,20,10,50.0,0.5,7410,7363,8858,3776,7966,1031,7714,26331,31265,5281168,612,31276,5634,62444,179,7600,1127,6654,440967,5283349,0,0,0,0,0,0,0,0,0,0
159,wrong,20,10,50.0,0.25,7410,7363,8858,3776,7966,1031,7714,26331,31265,5281168,7848,261,7654,2879,6448,8892,7463,1060,7762,8635,0,0,0,0,0,0,0,0,0,0
159,wrong,20,10,50.0,1.0,7410,7363,8858,3776,7966,1031,7714,26331,31265,5281168,7848,261,7654,2879,6448,8892,7463,1060,7762,8635,0,0,0,0,0,0,0,0,0,0
160,right,20,20,0.0,1.0,2969,7848,3776,3314,22386,7731,18827,7966,7762,999,326,1140,7363,62433,62465,10882,10722,7799,62336,7749,0,0,0,0,0,0,0,0,0,0
160,wrong,20,20,0.0,0.5,11124,12180,12178,8091,26331,180,7685,443158,8048,5373603,240,8858,14286,12232,12348,7059,177,443162,8892,6561,0,0,0,0,0,0,0,0,0,0
160,wrong,20,20,0.0,0.25,11124,12180,12178,8091,26331,180,7685,443158,8048,5373603,240,8858,14286,12232,12348,7059,177,443162,8892,6561,0,0,0,0,0,0,0,0,0,0
161,right,10,10,0.0,1.0,12741,176,11552,7654,7762,6448,22201,261,7991,637566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,wrong,10,10,0.0,0.25,10560,3314,2758,1068,11509,16666,1127,6590,10890,440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,wrong,10,10,0.0,0.5,10560,3314,2758,1068,11509,16666,1127,6590,10890,440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,right,20,5,75.0,0.5,240,7966,1060,62336,1068,440967,31244,999,179,6982,16666,5634,612,7731,22386,6184,31276,2758,8635,12178,0,0,0,0,0,0,0,0,0,0
162,wrong,20,5,75.0,0.25,240,7966,1060,62336,1068,440967,31244,999,179,6982,16666,5634,612,7731,22386,12232,5281168,62465,8118,22873,0,0,0,0,0,0,0,0,0,0
162,wrong,20,5,75.0,1.0,240,7966,1060,62336,1068,440967,31244,999,179,6982,16666,5634,612,7731,22386,12232,5281168,62465,8118,22873,0,0,0,0,0,0,0,0,0,0
163,right,20,15,25.0,1.0,7519,12178,6989,11124,8148,7710,10882,177,7363,443162,443158,14286,2758,999,19310,1140,6184,8130,8918,10890,0,0,0,0,0,0,0,0,0,0
163,wrong,20,15,25.0,0.5,7519,12178,6989,11124,8148,5281515,8103,7059,15380,454,5283349,6501,6561,4133,61016,7583,31249,10722,7888,8797,0,0,0,0,0,0,0,0,0,0
163,wrong,20,15,25.0,0.25,7519,12178,6989,11124,8148,5281515,8103,7059,15380,454,5283349,6501,6561,4133,61016,7583,31249,10722,7888,8797,0,0,0,0,0,0,0,0,0,0
164,right,10,7,30.0,0.25,999,10821,798,6501,31272,22386,12180,6736,7749,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,wrong,10,7,30.0,1.0,999,10821,798,31276,7710,5281168,7600,7460,179,8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,wrong,10,7,30.0,0.5,999,10821,798,31276,7710,5281168,7600,7460,179,8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,right,20,1,95.0,1.0,8025,31272,6982,8148,7749,6561,7921,3314,11002,8797,7793,3776,637511,11552,8858,62444,19310,5283349,261,12348,0,0,0,0,0,0,0,0,0,0
165,wrong,20,1,95.0,0.5,8025,31272,6982,8148,7749,6561,7921,3314,11002,8797,7793,3776,637511,11552,8858,62444,19310,5283349,261,6989,0,0,0,0,0,0,0,0,0,0
165,wrong,20,1,95.0,0.25,8025,31272,6982,8148,7749,6561,7921,3314,11002,8797,7793,3776,637511,11552,8858,62444,19310,5283349,261,6989,0,0,0,0,0,0,0,0,0,0
166,right,10,1,90.0,1.0,11552,10560,6184,999,8048,1060,61016,10890,180,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,wrong,10,1,90.0,0.5,11552,10560,6184,999,8048,1060,61016,10890,180,26331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,wrong,10,1,90.0,0.25,11552,10560,6184,999,8048,1060,61016,10890,180,26331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,right,20,1,95.0,1.0,8025,10976,999,31244,7150,22386,24915,31249,7848,10722,179,7714,7460,7165,176,7410,8051,443158,5281168,443162,0,0,0,0,0,0,0,0,0,0
167,wrong,20,1,95.0,0.5,8025,10976,999,31244,7150,22386,24915,31249,7848,10722,179,7714,7460,7165,176,7410,8051,443158,5281168,10882,0,0,0,0,0,0,0,0,0,0
167,wrong,20,1,95.0,0.25,8025,10976,999,31244,7150,22386,24915,31249,7848,10722,179,7714,7460,7165,176,7410,8051,443158,5281168,10882,0,0,0,0,0,0,0,0,0,0
168,right,20,5,75.0,1.0,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511,22873,440967,454,177,22386,1068,62336,443158,6590,0,0,0,0,0,0,0,0,0,0
168,wrong,20,5,75.0,0.5,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511,22873,440967,454,177,91497,8051,7150,261,8918,0,0,0,0,0,0,0,0,0,0
168,wrong,20,5,75.0,0.25,8048,22201,7059,24915,1140,2969,12180,7583,31265,6184,637511,22873,440967,454,177,91497,8051,7150,261,8918,0,0,0,0,0,0,0,0,0,0
169,right,30,30,0.0,1.0,8148,10722,8892,10560,1068,5283349,10890,7710,7731,11002,1146,8918,7583,6654,31249,22201,91497,7150,7762,11124,15380,8103,6501,61138,240,7921,11509,612,5281515,18827
169,wrong,30,30,0.0,0.5,264,22386,1127,180,7344,8048,8858,8025,7519,16666,12348,7059,6736,4133,454,31272,8030,10821,261,6448,62433,1140,7793,5634,7460,24915,637566,440917,3776,6054
169,wrong,30,30,0.0,0.25,264,22386,1127,180,7344,8048,8858,8025,7519,16666,12348,7059,6736,4133,454,31272,8030,10821,261,6448,62433,1140,7793,5634,7460,24915,637566,440917,3776,6054
170,right,20,10,50.0,1.0,6561,798,6654,22873,612,12741,637511,31244,443162,8025,6184,10430,7966,10976,7363,6736,7793,1068,8858,12178,0,0,0,0,0,0,0,0,0,0
170,wrong,20,10,50.0,0.5,6561,798,6654,22873,612,12741,637511,31244,443162,8025,440917,6982,11552,7991,18827,3314,5283349,7632,6448,8030,0,0,0,0,0,0,0,0,0,0
170,wrong,20,10,50.0,0.25,6561,798,6654,22873,612,12741,637511,31244,443162,8025,440917,6982,11552,7991,18827,3314,5283349,7632,6448,8030,0,0,0,0,0,0,0,0,0,0
171,right,20,15,25.0,0.5,31272,7921,8103,1127,6501,12020,7991,6184,11509,999,176,2879,443158,2969,31249,7059,8635,1031,62433,10890,0,0,0,0,0,0,0,0,0,0
171,wrong,20,15,25.0,0.25,31272,7921,8103,1127,6501,6054,3776,637566,7344,6561,7363,7519,8797,8091,10821,240,62336,2758,11002,1140,0,0,0,0,0,0,0,0,0,0
171,wrong,20,15,25.0,1.0,31272,7921,8103,1127,6501,6054,3776,637566,7344,6561,7363,7519,8797,8091,10821,240,62336,2758,11002,1140,0,0,0,0,0,0,0,0,0,0
172,right,10,1,90.0,0.25,7519,10976,18827,7966,6544,7600,1068,8025,7460,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,wrong,10,1,90.0,0.5,7519,10976,18827,7966,6544,7600,1068,8025,7460,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,wrong,10,1,90.0,1.0,7519,10976,18827,7966,6544,7600,1068,8025,7460,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,right,30,1,96.67,0.5,8148,7921,177,3314,62465,637511,8186,1060,18827,7363,460,62433,7463,8797,62444,440967,264,11509,7654,1140,10722,6184,6501,6982,12741,4133,62336,7150,6654,26331
173,wrong,30,1,96.67,0.25,8148,7921,177,3314,62465,637511,8186,1060,18827,7363,460,62433,7463,8797,62444,440967,264,11509,7654,1140,10722,6184,6501,6982,12741,4133,62336,7150,6654,7731
173,wrong,30,1,96.67,1.0,8148,7921,177,3314,62465,637511,8186,1060,18827,7363,460,62433,7463,8797,62444,440967,264,11509,7654,1140,10722,6184,6501,6982,12741,4133,62336,7150,6654,7731
174,right,20,1,95.0,1.0,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232,7966,31272,6054,11552,11002,8797,7150,8025,10976,0,0,0,0,0,0,0,0,0,0
174,wrong,20,1,95.0,0.5,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232,7966,31272,6054,11552,11002,8797,7150,8025,61016,0,0,0,0,0,0,0,0,0,0
174,wrong,20,1,95.0,0.25,177,7632,7848,460,22386,16666,8130,5634,6654,7410,12232,7966,31272,6054,11552,11002,8797,7150,8025,61016,0,0,0,0,0,0,0,0,0,0
175,right,20,15,25.0,1.0,6590,62465,7344,10976,7463,6184,2879,1140,62444,637566,5281168,240,8051,7966,3776,31276,62336,14286,7460,91497,0,0,0,0,0,0,0,0,0,0
175,wrong,20,15,25.0,0.25,6590,62465,7344,10976,7463,12232,15380,440917,7654,31265,1127,7410,18827,1060,7991,7762,10890,8030,31249,10430,0,0,0,0,0,0,0,0,0,0
175,wrong,20,15,25.0,0.5,6590,62465,7344,10976,7463,12232,15380,440917,7654,31265,1127,7410,18827,1060,7991,7762,10890,8030,31249,10430,0,0,0,0,0,0,0,0,0,0
176,right,30,20,33.33,0.25,440917,176,1031,8918,7150,22873,454,8130,180,7654,7888,1146,637566,443158,999,10821,31265,11552,7632,8030,8091,2879,7762,62433,7714,26331,6989,8892,10882,10722
176,wrong,30,20,33.33,1.0,440917,176,1031,8918,7150,22873,454,8130,180,7654,7848,7410,612,62465,5283349,8858,7519,8103,5634,6544,3776,6184,7921,1140,8051,2758,31244,7793,7799,7731
176,wrong,30,20,33.33,0.5,440917,176,1031,8918,7150,22873,454,8130,180,7654,7848,7410,612,62465,5283349,8858,7519,8103,5634,6544,3776,6184,7921,1140,8051,2758,31244,7793,7799,7731
177,right,20,20,0.0,1.0,6989,1127,7600,10976,7344,6982,8892,22873,8025,11552,12741,7710,8048,1031,6590,6544,7731,2758,7921,264,0,0,0,0,0,0,0,0,0,0
177,wrong,20,20,0.0,0.5,22201,8635,7463,5283349,7150,8103,180,26331,7966,6184,6736,6448,637511,240,10890,5634,31249,5373603,8030,7888,0,0,0,0,0,0,0,0,0,0
177,wrong,20,20,0.0,0.25,22201,8635,7463,5283349,7150,8103,180,26331,7966,6184,6736,6448,637511,240,10890,5634,31249,5373603,8030,7888,0,0,0,0,0,0,0,0,0,0
178,right,10,1,90.0,1.0,14286,7888,12232,8048,7848,11002,5281515,12367,12178,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,wrong,10,1,90.0,0.5,14286,7888,12232,8048,7848,11002,5281515,12367,12178,10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,wrong,10,1,90.0,0.25,14286,7888,12232,8048,7848,11002,5281515,12367,12178,10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,right,20,1,95.0,1.0,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,440917,6448,62444,7344,6654,5283349,798,261,7710,7921,0,0,0,0,0,0,0,0,0,0
179,wrong,20,1,95.0,0.25,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,440917,6448,62444,7344,6654,5283349,798,261,7710,12020,0,0,0,0,0,0,0,0,0,0
179,wrong,20,1,95.0,0.5,7799,6561,16666,7966,5634,7731,22873,6184,7632,14286,440917,6448,62444,7344,6654,5283349,798,261,7710,12020,0,0,0,0,0,0,0,0,0,0
180,right,30,1,96.67,0.5,7921,31244,91497,11124,8025,5283349,6501,10890,999,2879,240,31265,22873,7731,637511,6989,12180,637566,1060,7710,10882,8091,26331,7793,6561,8030,180,12020,16666,7410
180,wrong,30,1,96.67,1.0,7921,31244,91497,11124,8025,5283349,6501,10890,999,2879,240,31265,22873,7731,637511,6989,12180,637566,1060,7710,10882,8091,26331,7793,6561,8030,180,12020,16666,4133
180,wrong,30,1,96.67,0.25,7921,31244,91497,11124,8025,5283349,6501,10890,999,2879,240,31265,22873,7731,637511,6989,12180,637566,1060,7710,10882,8091,26331,7793,6561,8030,180,12020,16666,4133
181,right,20,10,50.0,0.25,261,12180,7921,22386,31265,8186,16666,6590,31272,24915,22873,7710,7991,440917,5281515,460,7731,11509,180,8118,0,0,0,0,0,0,0,0,0,0
181,wrong,20,10,50.0,0.5,261,12180,7921,22386,31265,8186,16666,6590,31272,24915,8918,8030,11002,6654,326,6989,7165,7799,2969,61138,0,0,0,0,0,0,0,0,0,0
181,wrong,20,10,50.0,1.0,261,12180,7921,22386,31265,8186,16666,6590,31272,24915,8918,8030,11002,6654,326,6989,7165,7799,2969,61138,0,0,0,0,0,0,0,0,0,0
182,right,1,1,0.0,0.25,440967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,wrong,1,1,0.0,0.5,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,wrong,1,1,0.0,1.0,12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,right,20,1,95.0,0.25,612,440917,10821,7150,10560,7165,19310,6544,11552,16666,1068,62465,24915,5281168,2879,1140,6054,7463,14286,3776,0,0,0,0,0,0,0,0,0,0
183,wrong,20,1,95.0,1.0,612,440917,10821,7150,10560,7165,19310,6544,11552,16666,1068,62465,24915,5281168,2879,1140,6054,7463,14286,7685,0,0,0,0,0,0,0,0,0,0
183,wrong,20,1,95.0,0.5,612,440917,10821,7150,10560,7165,19310,6544,11552,16666,1068,62465,24915,5281168,2879,1140,6054,7463,14286,7685,0,0,0,0,0,0,0,0,0,0
184,right,30,20,33.33,0.25,7059,7848,8918,2969,31276,62465,454,11509,6989,24915,264,7731,12020,5634,12367,7463,10430,12348,7600,798,7991,176,637566,2879,6184,612,180,261,8118,8858
184,wrong,30,20,33.33,0.5,7059,7848,8918,2969,31276,62465,454,11509,6989,24915,7685,8051,31265,7799,16666,2758,1127,6590,26331,31272,7888,7714,7410,10722,8148,7762,7921,31244,8186,1146
184,wrong,30,20,33.33,1.0,7059,7848,8918,2969,31276,62465,454,11509,6989,24915,7685,8051,31265,7799,16666,2758,1127,6590,26331,31272,7888,7714,7410,10722,8148,7762,7921,31244,8186,1146
185,right,20,15,25.0,0.25,999,261,8186,7762,8892,8130,22386,637566,12367,7150,3776,454,7519,22873,612,6989,10976,24915,4133,5634,0,0,0,0,0,0,0,0,0,0
185,wrong,20,15,25.0,1.0,999,261,8186,7762,8892,7344,15380,7463,7966,6590,5281168,5283349,26331,460,7731,2969,11552,31265,18827,62433,0,0,0,0,0,0,0,0,0,0
185,wrong,20,15,25.0,0.5,999,261,8186,7762,8892,7344,15380,7463,7966,6590,5281168,5283349,26331,460,7731,2969,11552,31265,18827,62433,0,0,0,0,0,0,0,0,0,0
186,right,30,10,66.67,1.0,10890,7654,62336,10430,7921,6501,10722,26331,4133,7519,6054,22873,12367,8148,5281515,8051,1060,8635,440967,7731,16666,6448,6561,8892,7165,31244,12741,8025,1068,31276
186,wrong,30,10,66.67,0.5,10890,7654,62336,10430,7921,6501,10722,26331,4133,7519,6054,22873,12367,8148,5281515,8051,1060,8635,440967,7731,2758,176,61016,8186,31265,11552,7762,6654,8797,7059
186,wrong,30,10,66.67,0.25,10890,7654,62336,10430,7921,6501,10722,26331,4133,7519,6054,22873,12367,8148,5281515,8051,1060,8635,440967,7731,2758,176,61016,8186,31265,11552,7762,6654,8797,7059
187,right,10,4,60.0,0.5,612,31244,19310,637511,1146,22201,7632,18827,22386,10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,wrong,10,4,60.0,0.25,612,31244,19310,637511,1146,22201,2969,5281168,26331,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
