Plate	Well	Concentration	Luc	RL	OR	Odor	Date
11	58	100	2712	11150	1219	1335	111909
11	59	100	2894	10000	1228	1335	111909
11	60	0	3506	4210	2878	9999	111909
11	61	100	3086	13622	1133	1335	111909
11	62	100	3474	13048	1142	1335	111909
11	63	100	2202	7734	1155	1335	111909
11	64	100	2228	5736	1165	1335	111909
11	65	100	3036	11732	1175	1335	111909
11	66	100	1570	5756	1184	1335	111909
11	67	100	2534	10948	1193	1335	111909
11	68	100	2320	9824	1203	1335	111909
11	69	100	3212	10876	1211	1335	111909
11	70	100	3096	14822	1220	1335	111909
11	71	100	2536	9642	1229	1335	111909
11	72	10	10844	4484	2878	1155	111909
11	73	100	2968	12306	1134	1335	111909
11	74	100	2752	14626	1143	1335	111909
11	75	100	3312	12170	1156	1335	111909
11	76	100	3204	13132	1166	1335	111909
11	77	100	2812	11668	1176	1335	111909
11	78	100	2896	13852	1185	1335	111909
11	79	100	2054	6052	1194	1335	111909
11	80	100	1790	6528	1204	1335	111909
11	81	100	2122	6690	1213	1335	111909
11	82	100	3306	14244	1221	1335	111909
11	83	100	3622	11276	1230	1335	111909
11	84	10	12216	4054	2878	1155	111909
11	85	100	2888	13530	1135	1335	111909
11	86	100	3338	12542	1146	1335	111909
11	87	100	2760	9414	1157	1335	111909
11	88	100	2978	12282	1167	1335	111909
11	89	100	3094	13994	1177	1335	111909
11	90	100	3226	14536	1187	1335	111909
11	91	100	2406	9234	1195	1335	111909
11	92	100	8022	8858	1205	1335	111909
11	93	100	3846	14580	1214	1335	111909
11	94	100	2626	7714	1222	1335	111909
11	95	100	2602	10140	1231	1335	111909
11	96	10	11884	4166	2878	1155	111909
12	1	0	2142	12680	1128	9999	111909
12	2	0	2256	14182	1136	9999	111909
12	3	0	1966	6686	1148	9999	111909
12	4	0	1624	6608	1158	9999	111909
12	5	0	2642	12838	1168	9999	111909
12	6	0	2244	11472	1179	9999	111909
12	7	0	1302	4740	1188	9999	111909
12	8	0	2060	8846	1196	9999	111909
12	9	0	2854	13460	1206	9999	111909
12	10	0	2726	15812	1215	9999	111909
12	11	0	2318	10666	1224	9999	111909
12	12	0	3148	13488	2319	9999	111909
12	13	0	11292	7322	1129	9999	111909
12	14	0	1684	10342	1137	9999	111909
12	15	0	2596	11828	1149	9999	111909
12	16	0	2382	14438	1161	9999	111909
12	17	0	1562	7138	1170	9999	111909
12	18	0	1684	6168	1180	9999	111909
12	19	0	1322	4756	1189	9999	111909
12	20	0	1592	6342	1198	9999	111909
12	21	0	1504	6664	1207	9999	111909
12	22	0	2620	12564	1216	9999	111909
12	23	0	1694	6774	1225	9999	111909
12	24	0	2828	10276	2214	9999	111909
12	25	0	1376	5116	1130	9999	111909
12	26	0	2586	13030	1138	9999	111909
12	27	0	1568	6910	1150	9999	111909
12	28	0	2574	12024	1162	9999	111909
12	29	0	2942	12046	1171	9999	111909
12	30	0	2568	7320	1181	9999	111909
12	31	0	1860	6428	1190	9999	111909
12	32	0	2128	13318	1199	9999	111909
12	33	0	2804	12726	1208	9999	111909
12	34	0	2684	14644	1217	9999	111909
12	35	0	2528	13118	1226	9999	111909
12	36	0	2862	4772	2878	9999	111909
12	37	0	1336	4286	1131	9999	111909
12	38	0	2202	11100	1139	9999	111909
12	39	0	2876	14746	1151	9999	111909
12	40	0	2920	13836	1163	9999	111909
12	41	0	3032	13492	1172	9999	111909
12	42	0	1406	6044	1182	9999	111909
12	43	0	2418	13058	1191	9999	111909
12	44	0	2522	13744	1200	9999	111909
12	45	0	2320	11574	1209	9999	111909
12	46	0	1774	8490	1218	9999	111909
12	47	0	2856	17334	1227	9999	111909
12	48	0	3376	5354	2878	9999	111909
12	49	0	2440	9080	1132	9999	111909
12	50	0	1472	8370	1141	9999	111909
12	51	0	2526	8960	1154	9999	111909
12	52	0	2502	10632	1164	9999	111909
12	53	0	2092	6374	1174	9999	111909
12	54	0	2590	8686	1183	9999	111909
12	55	0	1388	6770	1192	9999	111909
12	56	0	1406	5092	1202	9999	111909
12	57	0	2084	7112	1210	9999	111909
12	58	0	3038	12352	1219	9999	111909
12	59	0	2772	11140	1228	9999	111909
12	60	0	3866	5324	2878	9999	111909
12	61	0	3452	15046	1133	9999	111909
12	62	0	3240	12910	1142	9999	111909
12	63	0	2494	9680	1155	9999	111909
12	64	0	2332	6518	1165	9999	111909
12	65	0	3150	10958	1175	9999	111909
12	66	0	1566	5778	1184	9999	111909
12	67	0	2430	14430	1193	9999	111909
12	68	0	2510	10676	1203	9999	111909
12	69	0	3198	14216	1211	9999	111909
12	70	0	3626	15124	1220	9999	111909
12	71	0	2932	11578	1229	9999	111909
12	72	10	11490	5078	2878	1155	111909
12	73	0	2916	12224	1134	9999	111909
12	74	0	3262	15676	1143	9999	111909
12	75	0	3904	13448	1156	9999	111909
12	76	0	3168	13604	1166	9999	111909
12	77	0	2924	12630	1176	9999	111909
12	78	0	3044	14618	1185	9999	111909
12	79	0	2154	6956	1194	9999	111909
12	80	0	1700	7208	1204	9999	111909
12	81	0	2036	8734	1213	9999	111909
12	82	0	3626	15218	1221	9999	111909
12	83	0	3496	13356	1230	9999	111909
12	84	10	12752	4824	2878	1155	111909
12	85	0	3874	16970	1135	9999	111909
12	86	0	3728	12456	1146	9999	111909
12	87	0	2864	11210	1157	9999	111909
12	88	0	3450	13968	1167	9999	111909
12	89	0	3090	17374	1177	9999	111909
12	90	0	3580	15274	1187	9999	111909
12	91	0	2392	10216	1195	9999	111909
12	92	0	7138	10486	1205	9999	111909
12	93	0	3666	17724	1214	9999	111909
12	94	0	2378	8090	1222	9999	111909
12	95	0	3028	9738	1231	9999	111909
12	96	10	12498	5046	2878	1155	111909
1	1	100	2358	18286	1242	1325	112009
1	2	100	2254	18846	1252	1325	112009
1	3	100	2010	12340	1262	1325	112009
1	4	100	1926	9748	1273	1325	112009
1	5	100	1916	5264	1282	1325	112009
1	6	100	1142	3814	1291	1325	112009
1	7	100	2056	13282	1299	1325	112009
1	8	100	998	5084	1310	1325	112009
1	9	100	2400	16376	1319	1325	112009
1	10	100	2248	14028	1330	1325	112009
1	11	100	1860	9782	1340	1325	112009
1	12	100	2798	19652	2319	1325	112009
1	13	100	1822	12570	1243	1325	112009
1	14	100	2436	14894	1254	1325	112009
1	15	100	2430	23414	1263	1325	112009
1	16	100	2428	15192	1274	1325	112009
1	17	100	1966	13400	1283	1325	112009
1	18	100	1444	7842	1292	1325	112009
1	19	100	2250	15618	1300	1325	112009
1	20	100	2324	21186	1311	1325	112009
1	21	100	2978	21768	1320	1325	112009
1	22	100	2824	18968	1333	1325	112009
1	23	100	1636	5564	1341	1325	112009
1	24	100	2614	10946	2214	1325	112009
1	25	100	2938	18634	1244	1325	112009
1	26	100	2182	16876	1255	1325	112009
1	27	100	2428	18720	1265	1325	112009
1	28	100	2408	20576	1275	1325	112009
1	29	100	2282	19804	1284	1325	112009
1	30	100	2506	21664	1293	1325	112009
1	31	100	2814	22984	1302	1325	112009
1	32	100	1238	5846	1312	1325	112009
1	33	100	2668	18884	1321	1325	112009
1	34	100	2268	13826	1334	1325	112009
1	35	100	2014	13800	1343	1325	112009
1	36	0	2852	5596	2878	9999	112009
1	37	100	2512	19352	1245	1325	112009
1	38	100	2116	16622	1256	1325	112009
1	39	100	2476	23058	1266	1325	112009
1	40	100	2596	17008	1276	1325	112009
1	41	100	2276	14768	1285	1325	112009
1	42	100	1154	4038	1294	1325	112009
1	43	100	2572	19628	1304	1325	112009
1	44	100	2528	22678	1313	1325	112009
1	45	100	1854	8748	1323	1325	112009
1	46	100	3174	22786	1335	1325	112009
1	47	100	1586	7590	1344	1325	112009
1	48	0	3112	5590	2878	9999	112009
1	49	100	2116	13864	1246	1325	112009
1	50	100	3146	18920	1257	1325	112009
1	51	100	1962	12410	1269	1325	112009
1	52	100	1514	7870	1277	1325	112009
1	53	100	880	2832	1286	1325	112009
1	54	100	2302	13426	1295	1325	112009
1	55	100	2354	13548	1305	1325	112009
1	56	100	1158	5820	1314	1325	112009
1	57	100	1634	7240	1324	1325	112009
1	58	100	2488	15186	1336	1325	112009
1	59	100	1334	6320	1347	1325	112009
1	60	0	2320	4566	2878	9999	112009
1	61	100	2428	13090	1248	1325	112009
1	62	100	3022	27262	1258	1325	112009
1	63	100	1874	8546	1270	1325	112009
1	64	100	2304	18170	1278	1325	112009
1	65	100	2116	10590	1287	1325	112009
1	66	100	1622	7082	1296	1325	112009
1	67	100	2926	15848	1306	1325	112009
1	68	100	2058	11252	1315	1325	112009
1	69	100	2950	14930	1326	1325	112009
1	70	100	2348	13066	1337	1325	112009
1	71	100	2310	9188	1348	1325	112009
1	72	10	7626	5402	2878	1155	112009
1	73	100	2222	11926	1249	1325	112009
1	74	100	3344	21770	1259	1325	112009
1	75	100	2624	15212	1271	1325	112009
1	76	100	2140	10348	1279	1325	112009
1	77	100	1792	6000	1288	1325	112009
1	78	100	1726	5228	1297	1325	112009
1	79	100	3046	19046	1307	1325	112009
1	80	100	2688	18684	1316	1325	112009
1	81	100	2950	14224	1328	1325	112009
1	82	100	3384	19238	1338	1325	112009
1	83	100	3382	17518	1349	1325	112009
1	84	10	8814	5422	2878	1155	112009
1	85	100	3708	23524	1251	1325	112009
1	86	100	3628	23492	1261	1325	112009
1	87	100	2588	12820	1272	1325	112009
1	88	100	1468	5908	1281	1325	112009
1	89	100	2654	11842	1289	1325	112009
1	90	100	1756	9500	1298	1325	112009
1	91	100	3552	25720	1309	1325	112009
1	92	100	2646	17984	1318	1325	112009
1	93	100	2802	12114	1329	1325	112009
1	94	100	3084	17966	1339	1325	112009
1	95	100	3712	22024	1350	1325	112009
1	96	10	8850	6290	2878	1155	112009
2	1	100	3032	11674	1242	1326	112009
2	2	100	3576	11594	1252	1326	112009
2	3	100	2644	7902	1262	1326	112009
2	4	100	3062	7192	1273	1326	112009
2	5	100	2404	3910	1282	1326	112009
2	6	100	2022	2810	1291	1326	112009
2	7	100	2530	8996	1299	1326	112009
2	8	100	1484	4426	1310	1326	112009
2	9	100	3078	11440	1319	1326	112009
2	10	100	2664	10366	1330	1326	112009
2	11	100	2404	8096	1340	1326	112009
2	12	100	3926	15064	2319	1326	112009
2	13	100	2286	7770	1243	1326	112009
2	14	100	3666	9274	1254	1326	112009
2	15	100	3216	10610	1263	1326	112009
2	16	100	3408	10282	1274	1326	112009
2	17	100	2640	6810	1283	1326	112009
2	18	100	1810	5142	1292	1326	112009
2	19	100	2700	8886	1300	1326	112009
2	20	100	3540	13398	1311	1326	112009
2	21	100	3556	13672	1320	1326	112009
2	22	100	3306	12610	1333	1326	112009
2	23	100	1890	4858	1341	1326	112009
2	24	100	2956	8646	2214	1326	112009
2	25	100	3490	12790	1244	1326	112009
2	26	100	2820	10340	1255	1326	112009
2	27	100	2824	10116	1265	1326	112009
2	28	100	2972	11322	1275	1326	112009
2	29	100	3296	11466	1284	1326	112009
2	30	100	3548	13660	1293	1326	112009
2	31	100	3102	13256	1302	1326	112009
2	32	100	1720	4906	1312	1326	112009
2	33	100	2856	11816	1321	1326	112009
2	34	100	2696	9010	1334	1326	112009
2	35	100	2462	9930	1343	1326	112009
2	36	0	2440	4592	2878	9999	112009
2	37	100	3458	12264	1245	1326	112009
2	38	100	3208	10584	1256	1326	112009
2	39	100	3276	14038	1266	1326	112009
2	40	100	2932	8802	1276	1326	112009
2	41	100	2910	7354	1285	1326	112009
2	42	100	1784	2872	1294	1326	112009
2	43	100	3378	11374	1304	1326	112009
2	44	100	3222	13262	1313	1326	112009
2	45	100	2430	5756	1323	1326	112009
2	46	100	3494	14476	1335	1326	112009
2	47	100	1822	5886	1344	1326	112009
2	48	0	2536	5132	2878	9999	112009
2	49	100	2812	9214	1246	1326	112009
2	50	100	3170	8652	1257	1326	112009
2	51	100	1736	5086	1269	1326	112009
2	52	100	3484	7842	1277	1326	112009
2	53	100	1370	2182	1286	1326	112009
2	54	100	3008	9184	1295	1326	112009
2	55	100	3302	9948	1305	1326	112009
2	56	100	1752	4898	1314	1326	112009
2	57	100	1996	5706	1324	1326	112009
2	58	100	2596	12292	1336	1326	112009
2	59	100	1838	4982	1347	1326	112009
2	60	0	2348	5144	2878	9999	112009
2	61	100	3040	7608	1248	1326	112009
2	62	100	3486	15548	1258	1326	112009
2	63	100	2348	5370	1270	1326	112009
2	64	100	3142	10032	1278	1326	112009
2	65	100	8880	6808	1287	1326	112009
2	66	100	2208	4658	1296	1326	112009
2	67	100	3848	12104	1306	1326	112009
2	68	100	2824	8758	1315	1326	112009
2	69	100	3770	11558	1326	1326	112009
2	70	100	3226	9896	1337	1326	112009
2	71	100	2660	7226	1348	1326	112009
2	72	10	7930	4688	2878	1155	112009
2	73	100	2614	7194	1249	1326	112009
2	74	100	3884	12206	1259	1326	112009
2	75	100	3658	9284	1271	1326	112009
2	76	100	2568	6986	1279	1326	112009
2	77	100	2194	4334	1288	1326	112009
2	78	100	1806	4182	1297	1326	112009
2	79	100	4160	12374	1307	1326	112009
2	80	100	3990	11836	1316	1326	112009
2	81	100	3544	10248	1328	1326	112009
2	82	100	3392	12716	1338	1326	112009
2	83	100	3810	14350	1349	1326	112009
2	84	10	9384	5668	2878	1155	112009
2	85	100	4848	14960	1251	1326	112009
2	86	100	3952	14176	1261	1326	112009
2	87	100	3028	8276	1272	1326	112009
2	88	100	1886	4044	1281	1326	112009
2	89	100	3426	6764	1289	1326	112009
2	90	100	2196	6928	1298	1326	112009
2	91	100	4768	15176	1309	1326	112009
2	92	100	3852	12116	1318	1326	112009
2	93	100	3132	8858	1329	1326	112009
2	94	100	3582	11754	1339	1326	112009
2	95	100	4114	13562	1350	1326	112009
2	96	10	9146	5788	2878	1155	112009
3	1	100	2018	13966	1242	1327	112009
3	2	100	2414	14502	1252	1327	112009
3	3	100	1976	9110	1262	1327	112009
3	4	100	1594	7770	1273	1327	112009
3	5	100	1682	4016	1282	1327	112009
3	6	100	962	2916	1291	1327	112009
3	7	100	2204	7134	1299	1327	112009
3	8	100	724	2030	1310	1327	112009
3	9	100	2526	12126	1319	1327	112009
3	10	100	1768	11380	1330	1327	112009
3	11	100	1790	8232	1340	1327	112009
3	12	100	2544	16596	2319	1327	112009
3	13	100	1870	8928	1243	1327	112009
3	14	100	2088	11272	1254	1327	112009
3	15	100	2110	13830	1263	1327	112009
3	16	100	2080	11884	1274	1327	112009
3	17	100	1976	7514	1283	1327	112009
3	18	100	1184	4870	1292	1327	112009
3	19	100	1916	10808	1300	1327	112009
3	20	100	1806	14654	1311	1327	112009
3	21	100	2490	16736	1320	1327	112009
3	22	100	2888	15064	1333	1327	112009
3	23	100	1430	5242	1341	1327	112009
3	24	100	2450	9446	2214	1327	112009
3	25	100	2386	14742	1244	1327	112009
3	26	100	1616	11310	1255	1327	112009
3	27	100	1864	13458	1265	1327	112009
3	28	100	2254	12242	1275	1327	112009
3	29	100	2058	13350	1284	1327	112009
3	30	100	2302	12522	1293	1327	112009
3	31	100	2642	15648	1302	1327	112009
3	32	100	1214	3868	1312	1327	112009
3	33	100	2114	10340	1321	1327	112009
3	34	100	2216	10452	1334	1327	112009
3	35	100	1778	11028	1343	1327	112009
3	36	0	2150	5668	2878	9999	112009
3	37	100	2298	13336	1245	1327	112009
3	38	100	2420	12544	1256	1327	112009
3	39	100	2152	15750	1266	1327	112009
3	40	100	2008	11122	1276	1327	112009
3	41	100	1854	9614	1285	1327	112009
3	42	100	1068	3256	1294	1327	112009
3	43	100	2436	14136	1304	1327	112009
3	44	100	2216	15592	1313	1327	112009
3	45	100	1628	6170	1323	1327	112009
3	46	100	2254	15722	1335	1327	112009
3	47	100	1430	5428	1344	1327	112009
3	48	0	2556	5810	2878	9999	112009
3	49	100	2158	10216	1246	1327	112009
3	50	100	2164	11868	1257	1327	112009
3	51	100	1664	8444	1269	1327	112009
3	52	100	1588	4450	1277	1327	112009
3	53	100	1048	3256	1286	1327	112009
3	54	100	1928	9220	1295	1327	112009
3	55	100	2108	12196	1305	1327	112009
3	56	100	1312	4800	1314	1327	112009
3	57	100	1160	4716	1324	1327	112009
3	58	100	3366	19154	1336	1327	112009
3	59	100	1282	5442	1347	1327	112009
3	60	0	2750	5398	2878	9999	112009
3	61	100	2720	10284	1248	1327	112009
3	62	100	2736	20180	1258	1327	112009
3	63	100	2314	6354	1270	1327	112009
3	64	100	2488	13824	1278	1327	112009
3	65	100	5492	7158	1287	1327	112009
3	66	100	1400	5170	1296	1327	112009
3	67	100	2572	13650	1306	1327	112009
3	68	100	1902	9924	1315	1327	112009
3	69	100	2264	13922	1326	1327	112009
3	70	100	2160	11428	1337	1327	112009
3	71	100	2000	8618	1348	1327	112009
3	72	10	8628	5190	2878	1155	112009
3	73	100	1818	8678	1249	1327	112009
3	74	100	2752	16154	1259	1327	112009
3	75	100	2794	11112	1271	1327	112009
3	76	100	1904	7154	1279	1327	112009
3	77	100	1520	4764	1288	1327	112009
3	78	100	1424	4522	1297	1327	112009
3	79	100	2914	14312	1307	1327	112009
3	80	100	2838	13710	1316	1327	112009
3	81	100	2604	11498	1328	1327	112009
3	82	100	3174	13882	1338	1327	112009
3	83	100	2748	15436	1349	1327	112009
3	84	10	9214	5756	2878	1155	112009
3	85	100	3566	17720	1251	1327	112009
3	86	100	3288	17350	1261	1327	112009
3	87	100	2632	9244	1272	1327	112009
3	88	100	1328	4572	1281	1327	112009
3	89	100	2402	7962	1289	1327	112009
3	90	100	1788	6236	1298	1327	112009
3	91	100	2982	15122	1309	1327	112009
3	92	100	2614	11966	1318	1327	112009
3	93	100	2384	9702	1329	1327	112009
3	94	100	2340	13332	1339	1327	112009
3	95	100	2674	15934	1350	1327	112009
3	96	10	9352	5668	2878	1155	112009
4	1	100	2024	13998	1242	1328	112009
4	2	100	2500	15470	1252	1328	112009
4	3	100	1846	9552	1262	1328	112009
4	4	100	1626	8034	1273	1328	112009
4	5	100	1626	4068	1282	1328	112009
4	6	100	1040	3290	1291	1328	112009
4	7	100	1944	9028	1299	1328	112009
4	8	100	1084	4260	1310	1328	112009
4	9	100	2270	14238	1319	1328	112009
4	10	100	2134	12726	1330	1328	112009
4	11	100	1836	9144	1340	1328	112009
4	12	100	2638	18298	2319	1328	112009
4	13	100	1924	9884	1243	1328	112009
4	14	100	1996	10798	1254	1328	112009
4	15	100	2126	14718	1263	1328	112009
4	16	100	2154	11464	1274	1328	112009
4	17	100	1878	8764	1283	1328	112009
4	18	100	1176	5938	1292	1328	112009
4	19	100	2238	12446	1300	1328	112009
4	20	100	2226	15056	1311	1328	112009
4	21	100	2382	16024	1320	1328	112009
4	22	100	2388	17752	1333	1328	112009
4	23	100	1278	5400	1341	1328	112009
4	24	100	1996	7758	2214	1328	112009
4	25	100	2094	15740	1244	1328	112009
4	26	100	1846	12656	1255	1328	112009
4	27	100	2416	14052	1265	1328	112009
4	28	100	1902	12198	1275	1328	112009
4	29	100	2242	13562	1284	1328	112009
4	30	100	1970	14380	1293	1328	112009
4	31	100	2560	14868	1302	1328	112009
4	32	100	1096	5688	1312	1328	112009
4	33	100	2518	13534	1321	1328	112009
4	34	100	2278	11672	1334	1328	112009
4	35	100	1936	12342	1343	1328	112009
4	36	0	2102	5378	2878	9999	112009
4	37	100	2004	13834	1245	1328	112009
4	38	100	2366	13838	1256	1328	112009
4	39	100	2362	17032	1266	1328	112009
4	40	100	1982	10078	1276	1328	112009
4	41	100	2380	10012	1285	1328	112009
4	42	100	1048	4174	1294	1328	112009
4	43	100	2378	14074	1304	1328	112009
4	44	100	2270	13944	1313	1328	112009
4	45	100	1986	6438	1323	1328	112009
4	46	100	2276	17258	1335	1328	112009
4	47	100	1444	6636	1344	1328	112009
4	48	0	2606	5866	2878	9999	112009
4	49	100	1904	9704	1246	1328	112009
4	50	100	2632	16252	1257	1328	112009
4	51	100	1744	9568	1269	1328	112009
4	52	100	1490	6706	1277	1328	112009
4	53	100	874	2180	1286	1328	112009
4	54	100	1346	5728	1295	1328	112009
4	55	100	2936	19624	1305	1328	112009
4	56	100	1354	6506	1314	1328	112009
4	57	100	1348	5100	1324	1328	112009
4	58	100	1816	9594	1336	1328	112009
4	59	100	1720	8698	1347	1328	112009
4	60	0	2610	6278	2878	9999	112009
4	61	100	2312	10302	1248	1328	112009
4	62	100	2546	21258	1258	1328	112009
4	63	100	1890	6364	1270	1328	112009
4	64	100	2252	15364	1278	1328	112009
4	65	100	4238	7298	1287	1328	112009
4	66	100	1674	5200	1296	1328	112009
4	67	100	2432	13990	1306	1328	112009
4	68	100	1986	9776	1315	1328	112009
4	69	100	2734	14908	1326	1328	112009
4	70	100	2170	13250	1337	1328	112009
4	71	100	2150	9742	1348	1328	112009
4	72	10	7724	6066	2878	1155	112009
4	73	100	2148	9882	1249	1328	112009
4	74	100	2608	15700	1259	1328	112009
4	75	100	2556	11844	1271	1328	112009
4	76	100	1846	7904	1279	1328	112009
4	77	100	1594	5648	1288	1328	112009
4	78	100	1522	5096	1297	1328	112009
4	79	100	2630	15432	1307	1328	112009
4	80	100	2750	16546	1316	1328	112009
4	81	100	2598	13816	1328	1328	112009
4	82	100	2672	15914	1338	1328	112009
4	83	100	2730	19442	1349	1328	112009
4	84	10	9286	5526	2878	1155	112009
4	85	100	2858	17838	1251	1328	112009
4	86	100	2590	18076	1261	1328	112009
4	87	100	2138	10198	1272	1328	112009
4	88	100	1306	5920	1281	1328	112009
4	89	100	2106	8414	1289	1328	112009
4	90	100	1500	6856	1298	1328	112009
4	91	100	2818	19250	1309	1328	112009
4	92	100	2668	14934	1318	1328	112009
4	93	100	2390	12308	1329	1328	112009
4	94	100	2810	15896	1339	1328	112009
4	95	100	2712	17732	1350	1328	112009
4	96	10	8414	6138	2878	1155	112009
5	1	100	1876	18038	1242	1329	112009
5	2	100	2156	17754	1252	1329	112009
5	3	100	1850	11138	1262	1329	112009
5	4	100	1430	9192	1273	1329	112009
5	5	100	1806	4982	1282	1329	112009
5	6	100	1176	3852	1291	1329	112009
5	7	100	2160	10668	1299	1329	112009
5	8	100	1060	5254	1310	1329	112009
5	9	100	2350	16400	1319	1329	112009
5	10	100	2300	14034	1330	1329	112009
5	11	100	1790	8974	1340	1329	112009
5	12	100	2756	19526	2319	1329	112009
5	13	100	1756	10594	1243	1329	112009
5	14	100	2282	13946	1254	1329	112009
5	15	100	2544	17334	1263	1329	112009
5	16	100	2192	14390	1274	1329	112009
5	17	100	1706	9308	1283	1329	112009
5	18	100	1252	6982	1292	1329	112009
5	19	100	2134	13492	1300	1329	112009
5	20	100	2292	16260	1311	1329	112009
5	21	100	2602	16158	1320	1329	112009
5	22	100	2386	16632	1333	1329	112009
5	23	100	1542	6286	1341	1329	112009
5	24	100	2420	9212	2214	1329	112009
5	25	100	2266	20254	1244	1329	112009
5	26	100	2192	15650	1255	1329	112009
5	27	100	2328	15668	1265	1329	112009
5	28	100	2362	16098	1275	1329	112009
5	29	100	2208	16742	1284	1329	112009
5	30	100	2468	17042	1293	1329	112009
5	31	100	2306	16914	1302	1329	112009
5	32	100	1212	5690	1312	1329	112009
5	33	100	2406	14632	1321	1329	112009
5	34	100	2034	12394	1334	1329	112009
5	35	100	1904	11620	1343	1329	112009
5	36	0	2710	5848	2878	9999	112009
5	37	100	2096	15560	1245	1329	112009
5	38	100	2224	15930	1256	1329	112009
5	39	100	2688	21038	1266	1329	112009
5	40	100	2534	13062	1276	1329	112009
5	41	100	2288	11466	1285	1329	112009
5	42	100	1224	4142	1294	1329	112009
5	43	100	2602	14632	1304	1329	112009
5	44	100	2370	18634	1313	1329	112009
5	45	100	1952	7448	1323	1329	112009
5	46	100	2852	18238	1335	1329	112009
5	47	100	1868	7674	1344	1329	112009
5	48	0	2730	5792	2878	9999	112009
5	49	100	1818	11928	1246	1329	112009
5	50	100	2080	12184	1257	1329	112009
5	51	100	1934	13436	1269	1329	112009
5	52	100	1408	8054	1277	1329	112009
5	53	100	1056	2784	1286	1329	112009
5	54	100	2210	10188	1295	1329	112009
5	55	100	2002	10508	1305	1329	112009
5	56	100	1586	6288	1314	1329	112009
5	57	100	1466	6094	1324	1329	112009
5	58	100	2586	15046	1336	1329	112009
5	59	100	1382	6656	1347	1329	112009
5	60	0	2170	5014	2878	9999	112009
5	61	100	2444	13132	1248	1329	112009
5	62	100	2814	26026	1258	1329	112009
5	63	100	1882	6840	1270	1329	112009
5	64	100	2408	16870	1278	1329	112009
5	65	100	2272	8974	1287	1329	112009
5	66	100	1838	6312	1296	1329	112009
5	67	100	2588	16610	1306	1329	112009
5	68	100	2286	12040	1315	1329	112009
5	69	100	3132	14526	1326	1329	112009
5	70	100	2334	14878	1337	1329	112009
5	71	100	2480	10452	1348	1329	112009
5	72	10	8538	6384	2878	1155	112009
5	73	100	1912	11626	1249	1329	112009
5	74	100	3148	17194	1259	1329	112009
5	75	100	2392	12554	1271	1329	112009
5	76	100	2120	9566	1279	1329	112009
5	77	100	2106	5376	1288	1329	112009
5	78	100	1676	5204	1297	1329	112009
5	79	100	2742	17888	1307	1329	112009
5	80	100	2706	18200	1316	1329	112009
5	81	100	2770	12626	1328	1329	112009
5	82	100	2900	18478	1338	1329	112009
5	83	100	3118	20162	1349	1329	112009
5	84	10	8778	5844	2878	1155	112009
5	85	100	3202	20978	1251	1329	112009
5	86	100	3074	20186	1261	1329	112009
5	87	100	2180	11686	1272	1329	112009
5	88	100	1364	5762	1281	1329	112009
5	89	100	1960	9304	1289	1329	112009
5	90	100	1772	8666	1298	1329	112009
5	91	100	3140	20784	1309	1329	112009
5	92	100	2374	14892	1318	1329	112009
5	93	100	2314	11756	1329	1329	112009
5	94	100	2750	15636	1339	1329	112009
5	95	100	3302	17640	1350	1329	112009
5	96	10	8618	5578	2878	1155	112009
6	1	100	2352	22316	1242	1330	112009
6	2	100	2312	25454	1252	1330	112009
6	3	100	1926	12666	1262	1330	112009
6	4	100	1960	10432	1273	1330	112009
6	5	100	1864	4678	1282	1330	112009
6	6	100	1176	4312	1291	1330	112009
6	7	100	2186	12286	1299	1330	112009
6	8	100	980	6260	1310	1330	112009
6	9	100	2320	14400	1319	1330	112009
6	10	100	2362	14456	1330	1330	112009
6	11	100	1968	10130	1340	1330	112009
6	12	100	2806	20066	2319	1330	112009
6	13	100	2024	11954	1243	1330	112009
6	14	100	2678	14828	1254	1330	112009
6	15	100	2466	16314	1263	1330	112009
6	16	100	2010	15618	1274	1330	112009
6	17	100	2274	13098	1283	1330	112009
6	18	100	1316	8416	1292	1330	112009
6	19	100	2408	14920	1300	1330	112009
6	20	100	2444	19600	1311	1330	112009
6	21	100	2948	19318	1320	1330	112009
6	22	100	2570	19178	1333	1330	112009
6	23	100	1552	6112	1341	1330	112009
6	24	100	2612	12130	2214	1330	112009
6	25	100	2994	19906	1244	1330	112009
6	26	100	2628	17838	1255	1330	112009
6	27	100	2762	18142	1265	1330	112009
6	28	100	2436	18544	1275	1330	112009
6	29	100	2340	18904	1284	1330	112009
6	30	100	2386	19056	1293	1330	112009
6	31	100	2584	19954	1302	1330	112009
6	32	100	1098	6264	1312	1330	112009
6	33	100	2450	17750	1321	1330	112009
6	34	100	2780	13472	1334	1330	112009
6	35	100	1930	12224	1343	1330	112009
6	36	0	2672	5564	2878	9999	112009
6	37	100	2582	18684	1245	1330	112009
6	38	100	2598	18934	1256	1330	112009
6	39	100	2534	19432	1266	1330	112009
6	40	100	2612	12754	1276	1330	112009
6	41	100	2610	14676	1285	1330	112009
6	42	100	1262	4760	1294	1330	112009
6	43	100	2702	16244	1304	1330	112009
6	44	100	2822	17944	1313	1330	112009
6	45	100	2090	8944	1323	1330	112009
6	46	100	3066	20072	1335	1330	112009
6	47	100	1880	7304	1344	1330	112009
6	48	0	2796	5932	2878	9999	112009
6	49	100	2292	14342	1246	1330	112009
6	50	100	2550	18074	1257	1330	112009
