Stimulus,Subject,Plate,Well,Concentration,Luc,RL,Date
1064,1177,6,89,100.0,2530.0,16172.0,61209
1064,1179,6,6,100.0,1710.0,8488.0,61209
1064,1180,6,18,100.0,1576.0,8848.0,61209
1064,1181,6,30,100.0,2058.0,8532.0,61209
1064,1182,6,42,100.0,1000.0,7160.0,61209
1064,1183,6,54,100.0,3296.0,10028.0,61209
1064,1184,6,66,100.0,1088.0,6646.0,61209
1064,1185,6,78,100.0,2098.0,15344.0,61209
1064,1187,6,90,100.0,2340.0,15942.0,61209
1064,1188,6,7,100.0,886.0,3304.0,61209
1064,1189,6,19,100.0,1150.0,4834.0,61209
1064,1190,6,31,100.0,928.0,4934.0,61209
1064,1191,6,43,100.0,1968.0,13702.0,61209
1064,1192,6,55,100.0,1002.0,7680.0,61209
1064,1193,6,67,100.0,1938.0,13114.0,61209
1064,1194,6,79,100.0,1148.0,7186.0,61209
1064,1195,6,91,100.0,1286.0,11878.0,61209
1064,1196,6,8,100.0,1932.0,9408.0,61209
1064,1198,6,20,100.0,1244.0,6582.0,61209
1064,1199,6,32,100.0,1722.0,12894.0,61209
1064,1200,6,44,100.0,1716.0,13144.0,61209
1064,1202,6,56,100.0,942.0,5014.0,61209
1064,1203,6,68,100.0,1642.0,15076.0,61209
1064,1204,6,80,100.0,1002.0,10756.0,61209
1064,1205,6,92,100.0,13520.0,8442.0,61209
1064,1206,6,9,100.0,2470.0,10734.0,61209
1064,1207,6,21,100.0,1266.0,5086.0,61209
1064,1208,6,33,100.0,1920.0,12254.0,61209
1064,1209,6,45,100.0,1776.0,11804.0,61209
1064,1210,6,57,100.0,1320.0,6800.0,61209
1064,1211,6,69,100.0,1786.0,14340.0,61209
1064,1213,6,81,100.0,1288.0,7724.0,61209
1064,1214,6,93,100.0,2750.0,12410.0,61209
1064,1215,6,10,100.0,2456.0,10902.0,61209
1064,1216,6,22,100.0,2268.0,10058.0,61209
1064,1217,6,34,100.0,2334.0,12052.0,61209
1064,1218,6,46,100.0,1400.0,8054.0,61209
1064,1219,6,58,100.0,2358.0,11822.0,61209
1064,1220,6,70,100.0,2042.0,17414.0,61209
1064,1221,6,82,100.0,2462.0,15436.0,61209
1064,1222,6,94,100.0,1478.0,10104.0,61209
1064,1224,6,11,100.0,2068.0,10592.0,61209
1064,1225,6,23,100.0,1340.0,6292.0,61209
1064,1226,6,35,100.0,2664.0,11106.0,61209
1064,1227,6,47,100.0,2188.0,17218.0,61209
1064,1228,6,59,100.0,1660.0,10976.0,61209
1064,1242,6,1,100.0,1650.0,11874.0,61909
1064,1243,6,13,100.0,1212.0,9082.0,61909
1064,1244,6,25,100.0,1804.0,11310.0,61909
1064,1245,6,37,100.0,1626.0,9658.0,61909
1064,1246,6,49,100.0,1414.0,9828.0,61909
1064,1248,6,61,100.0,1532.0,9994.0,61909
1064,1249,6,73,100.0,1980.0,2902.0,61909
1064,1251,6,85,100.0,2340.0,9404.0,61909
1064,1252,6,2,100.0,1622.0,9992.0,61909
1064,1254,6,14,100.0,1486.0,16444.0,61909
1064,1255,6,26,100.0,1434.0,10172.0,61909
1064,1256,6,38,100.0,1746.0,13486.0,61909
1064,1257,6,50,100.0,1632.0,13456.0,61909
1064,1258,6,62,100.0,1950.0,16290.0,61909
1064,1259,6,74,100.0,2616.0,13812.0,61909
1064,1261,6,86,100.0,3046.0,8026.0,61909
1064,1262,6,3,100.0,1718.0,5908.0,61909
1064,1263,6,15,100.0,1740.0,17262.0,61909
1064,1265,6,27,100.0,1728.0,13720.0,61909
1064,1266,6,39,100.0,1756.0,19404.0,61909
1064,1269,6,51,100.0,1266.0,11314.0,61909
1064,1270,6,63,100.0,1028.0,6700.0,61909
1064,1271,6,75,100.0,1512.0,14046.0,61909
1064,1272,6,87,100.0,2140.0,7800.0,61909
1064,1273,6,4,100.0,1504.0,9062.0,61909
1064,1274,6,16,100.0,1946.0,15930.0,61909
1064,1275,6,28,100.0,1742.0,13376.0,61909
1064,1276,6,40,100.0,1760.0,15806.0,61909
1064,1277,6,52,100.0,1054.0,8074.0,61909
1064,1278,6,64,100.0,1774.0,15876.0,61909
1064,1279,6,76,100.0,1280.0,9638.0,61909
1064,1281,6,88,100.0,812.0,2630.0,61909
1064,1282,6,5,100.0,6462.0,7592.0,61909
1064,1283,6,17,100.0,1468.0,12736.0,61909
1064,1284,6,29,100.0,1692.0,14226.0,61909
1064,1285,6,41,100.0,1452.0,13162.0,61909
1064,1286,6,53,100.0,708.0,3490.0,61909
1064,1287,6,65,100.0,2526.0,12942.0,61909
1064,1288,6,77,100.0,1112.0,6434.0,61909
1064,1289,6,89,100.0,1538.0,8134.0,61909
1064,1291,6,6,100.0,698.0,3756.0,61909
1064,1292,6,18,100.0,930.0,7640.0,61909
1064,1293,6,30,100.0,1772.0,17586.0,61909
1064,1294,6,42,100.0,892.0,4916.0,61909
1064,1295,6,54,100.0,1468.0,11526.0,61909
1064,1296,6,66,100.0,1100.0,6582.0,61909
1064,1297,6,78,100.0,968.0,4574.0,61909
1064,1298,6,90,100.0,1224.0,6154.0,61909
1064,1299,6,7,100.0,1440.0,10138.0,61909
1064,1300,6,19,100.0,1866.0,11360.0,61909
1064,1302,6,31,100.0,1966.0,20276.0,61909
1064,1304,6,43,100.0,1792.0,16518.0,61909
1064,1305,6,55,100.0,1836.0,15694.0,61909
1064,1306,6,67,100.0,2158.0,17238.0,61909
1064,1307,6,79,100.0,1980.0,16250.0,61909
1064,1309,6,91,100.0,2416.0,13314.0,61909
1064,1310,6,8,100.0,816.0,3968.0,61909
1064,1311,6,20,100.0,1780.0,16312.0,61909
1064,1312,6,32,100.0,920.0,5200.0,61909
1064,1313,6,44,100.0,1700.0,19794.0,61909
1064,1314,6,56,100.0,1156.0,3170.0,61909
1064,1315,6,68,100.0,1510.0,10232.0,61909
1064,1316,6,80,100.0,2212.0,11668.0,61909
1064,1318,6,92,100.0,1766.0,10948.0,61909
1064,1319,6,9,100.0,2142.0,9870.0,61909
1064,1320,6,21,100.0,1832.0,20718.0,61909
1064,1321,6,33,100.0,1866.0,16316.0,61909
1064,1323,6,45,100.0,1314.0,8738.0,61909
1064,1324,6,57,100.0,968.0,5534.0,61909
1064,1326,6,69,100.0,2236.0,15472.0,61909
1064,1328,6,81,100.0,1844.0,14698.0,61909
1064,1329,6,93,100.0,1698.0,10196.0,61909
1064,1330,6,10,100.0,1662.0,12198.0,61909
1064,1333,6,22,100.0,1600.0,16860.0,61909
1064,1334,6,34,100.0,2140.0,8074.0,61909
1064,1335,6,46,100.0,1952.0,15930.0,61909
1064,1336,6,58,100.0,2322.0,14504.0,61909
1064,1337,6,70,100.0,1778.0,13144.0,61909
1064,1338,6,82,100.0,2122.0,13198.0,61909
1064,1339,6,94,100.0,2018.0,12072.0,61909
1064,1340,6,11,100.0,1436.0,8094.0,61909
1064,1341,6,23,100.0,1126.0,5032.0,61909
1064,1343,6,35,100.0,1300.0,9504.0,61909
1064,1344,6,47,100.0,1048.0,6920.0,61909
1064,1347,6,59,100.0,958.0,4380.0,61909
1064,1348,6,94,100.0,2048.0,11356.0,82609
1064,1348,6,94,100.0,2812.0,15586.0,91609
1064,1349,6,11,100.0,958.0,6640.0,82609
1064,1349,6,11,100.0,3082.0,25114.0,91609
1064,1350,6,23,100.0,4186.0,22604.0,82609
1064,1350,6,23,100.0,2878.0,18126.0,91609
1064,1361,6,1,100.0,2130.0,12460.0,70809
1064,1362,6,13,100.0,2434.0,10788.0,70809
1064,1363,6,25,100.0,1854.0,6060.0,70809
1064,1364,6,37,100.0,3288.0,10812.0,70809
1064,1366,6,49,100.0,2734.0,8628.0,70809
1064,1367,6,61,100.0,3762.0,10824.0,70809
1064,1368,6,73,100.0,2274.0,7432.0,70809
1064,1371,6,85,100.0,3414.0,13146.0,70809
1064,1372,6,2,100.0,2564.0,8868.0,70809
1064,1373,6,14,100.0,2742.0,9804.0,70809
1064,1374,6,26,100.0,2926.0,9030.0,70809
1064,1375,6,38,100.0,2942.0,9608.0,70809
1064,1376,6,50,100.0,2560.0,6902.0,70809
1064,1377,6,74,100.0,2328.0,6088.0,70809
1064,1378,6,86,100.0,2778.0,6708.0,70809
1064,1379,6,3,100.0,2128.0,9888.0,70809
1064,1380,6,15,100.0,2316.0,7038.0,70809
1064,1381,6,27,100.0,2606.0,9642.0,70809
1064,1382,6,39,100.0,3302.0,10258.0,70809
1064,1383,6,51,100.0,1886.0,5694.0,70809
1064,1384,6,63,100.0,3558.0,8670.0,70809
1064,1385,6,75,100.0,3840.0,10802.0,70809
1064,1386,6,87,100.0,2810.0,8182.0,70809
1064,1387,6,4,100.0,3056.0,12666.0,70809
1064,1388,6,16,100.0,3080.0,12038.0,70809
1064,1389,6,28,100.0,3372.0,13552.0,70809
1064,1390,6,40,100.0,2990.0,9026.0,70809
1064,1391,6,52,100.0,3278.0,8802.0,70809
1064,1392,6,64,100.0,2662.0,6602.0,70809
1064,1393,6,76,100.0,3736.0,8844.0,70809
1064,1394,6,88,100.0,2556.0,7226.0,70809
1064,1395,6,5,100.0,2988.0,11986.0,70809
1064,1396,6,17,100.0,1632.0,4568.0,70809
1064,1397,6,29,100.0,2710.0,8172.0,70809
1064,1398,6,41,100.0,2838.0,10350.0,70809
1064,1399,6,53,100.0,2894.0,8100.0,70809
1064,1400,6,65,100.0,3510.0,10532.0,70809
1064,1401,6,77,100.0,2742.0,5860.0,70809
1064,1402,6,89,100.0,2716.0,9246.0,70809
1064,1403,6,6,100.0,2270.0,8782.0,70809
1064,1404,6,18,100.0,2502.0,5940.0,70809
1064,1405,6,30,100.0,2752.0,13246.0,70809
1064,1406,6,42,100.0,2604.0,7782.0,70809
1064,1407,6,54,100.0,2760.0,6530.0,70809
1064,1408,6,66,100.0,2634.0,6202.0,70809
1064,1409,6,78,100.0,2950.0,6834.0,70809
1064,1410,6,90,100.0,3060.0,9804.0,70809
1064,1411,6,7,100.0,2208.0,10144.0,70809
1064,1412,6,19,100.0,2996.0,11100.0,70809
1064,1413,6,31,100.0,3124.0,13674.0,70809
1064,1414,6,43,100.0,2578.0,12282.0,70809
1064,1415,6,55,100.0,2976.0,7816.0,70809
1064,1416,6,67,100.0,2696.0,9836.0,70809
1064,1417,6,79,100.0,2302.0,4726.0,70809
1064,1418,6,91,100.0,2270.0,4156.0,70809
1064,1419,6,8,100.0,2852.0,14464.0,70809
1064,1420,6,20,100.0,2890.0,13862.0,70809
1064,1421,6,32,100.0,1390.0,5626.0,70809
1064,1422,6,44,100.0,2888.0,11238.0,70809
1064,1423,6,56,100.0,3440.0,13370.0,70809
1064,1424,6,68,100.0,3500.0,13040.0,70809
1064,1425,6,80,100.0,644.0,2266.0,70809
1064,1426,6,92,100.0,3460.0,9572.0,70809
1064,1427,6,9,100.0,2776.0,15812.0,70809
1064,1428,6,21,100.0,2740.0,12584.0,70809
1064,1429,6,33,100.0,2590.0,12222.0,70809
1064,1430,6,45,100.0,3010.0,13268.0,70809
1064,1431,6,57,100.0,3440.0,11094.0,70809
1064,1432,6,69,100.0,2878.0,9772.0,70809
1064,1433,6,81,100.0,3204.0,11678.0,70809
1064,1434,6,93,100.0,3092.0,12228.0,70809
1064,1435,6,10,100.0,2872.0,16166.0,70809
1064,1436,6,22,100.0,3032.0,13678.0,70809
1064,1437,6,34,100.0,2800.0,10672.0,70809
1064,1438,6,46,100.0,2978.0,12622.0,70809
1064,1439,6,58,100.0,3252.0,10754.0,70809
1064,1440,6,70,100.0,2874.0,12320.0,70809
1064,1441,6,82,100.0,3516.0,10960.0,70809
1064,1442,6,94,100.0,3892.0,13330.0,70809
1064,1443,6,11,100.0,2214.0,11654.0,70809
1064,1444,6,23,100.0,736.0,4066.0,70809
1064,1445,6,35,100.0,1022.0,3622.0,70809
1064,1446,6,47,100.0,3028.0,14224.0,70809
1064,1447,6,59,100.0,2828.0,12510.0,70809
1064,1448,6,35,100.0,4930.0,23968.0,82609
1064,1448,6,35,100.0,2748.0,27108.0,91609
1064,1449,6,47,100.0,4020.0,18802.0,82609
1064,1449,6,47,100.0,2916.0,19028.0,91609
1064,1450,6,59,100.0,560.0,2292.0,82609
1064,1450,6,59,100.0,2502.0,10788.0,91609
1064,1459,6,1,100.0,4282.0,29144.0,82609
1064,1459,6,1,100.0,2158.0,31720.0,91609
1064,1460,6,13,100.0,374.0,822.0,82609
1064,1460,6,13,100.0,2870.0,25110.0,91609
1064,1461,6,25,100.0,452.0,970.0,82609
1064,1461,6,25,100.0,1256.0,4250.0,91609
1064,1462,6,37,100.0,426.0,502.0,82609
1064,1462,6,37,100.0,1362.0,4012.0,91609
1064,1463,6,49,100.0,1810.0,13144.0,82609
1064,1463,6,49,100.0,2190.0,10460.0,91609
1064,1464,6,61,100.0,2608.0,17648.0,82609
1064,1464,6,61,100.0,3792.0,20902.0,91609
1064,1465,6,73,100.0,684.0,3812.0,82609
1064,1465,6,73,100.0,3704.0,19544.0,91609
1064,1466,6,85,100.0,630.0,6470.0,82609
1064,1466,6,85,100.0,4398.0,19174.0,91609
1064,1467,6,2,100.0,3016.0,18862.0,82609
1064,1467,6,2,100.0,2184.0,25532.0,91609
1064,1468,6,14,100.0,434.0,604.0,82609
1064,1468,6,14,100.0,1082.0,15200.0,91609
1064,1469,6,26,100.0,3244.0,21342.0,82609
1064,1469,6,26,100.0,2496.0,20244.0,91609
1064,1470,6,38,100.0,426.0,1260.0,82609
1064,1470,6,38,100.0,1828.0,15366.0,91609
1064,1471,6,50,100.0,1360.0,6010.0,82609
1064,1471,6,50,100.0,750.0,4102.0,91609
1064,1472,6,62,100.0,2778.0,8062.0,82609
1064,1472,6,62,100.0,2420.0,6294.0,91609
1064,1473,6,74,100.0,520.0,2094.0,82609
1064,1473,6,74,100.0,1402.0,12114.0,91609
1064,1474,6,86,100.0,2238.0,12278.0,82609
1064,1474,6,86,100.0,400.0,666.0,91609
1064,1475,6,3,100.0,384.0,706.0,82609
1064,1475,6,3,100.0,1824.0,9836.0,91609
1064,1476,6,15,100.0,468.0,1684.0,82609
1064,1476,6,15,100.0,468.0,756.0,91609
1064,1477,6,27,100.0,636.0,3446.0,82609
1064,1477,6,27,100.0,1924.0,14570.0,91609
1064,1478,6,39,100.0,3134.0,22508.0,82609
1064,1478,6,39,100.0,2898.0,20386.0,91609
1064,1479,6,51,100.0,982.0,4184.0,82609
1064,1479,6,51,100.0,620.0,3172.0,91609
1064,1480,6,63,100.0,4072.0,19886.0,82609
1064,1480,6,63,100.0,2436.0,20774.0,91609
1064,1481,6,75,100.0,526.0,3528.0,82609
1064,1481,6,75,100.0,1186.0,5304.0,91609
1064,1482,6,87,100.0,3110.0,24110.0,82609
1064,1482,6,87,100.0,1686.0,13662.0,91609
1064,1483,6,4,100.0,1850.0,22246.0,82609
1064,1483,6,4,100.0,2228.0,21854.0,91609
1064,1484,6,16,100.0,476.0,626.0,82609
1064,1484,6,16,100.0,1860.0,12694.0,91609
1064,1485,6,28,100.0,1142.0,7850.0,82609
1064,1485,6,28,100.0,1092.0,8378.0,91609
1064,1486,6,40,100.0,2534.0,12248.0,82609
1064,1486,6,40,100.0,1652.0,13310.0,91609
1064,1487,6,52,100.0,374.0,624.0,82609
1064,1487,6,52,100.0,1712.0,13930.0,91609
1064,1488,6,64,100.0,1322.0,10138.0,82609
1064,1488,6,64,100.0,2126.0,19160.0,91609
1064,1489,6,76,100.0,1308.0,10180.0,82609
1064,1489,6,76,100.0,622.0,3792.0,91609
1064,1490,6,88,100.0,1772.0,9740.0,82609
1064,1490,6,88,100.0,544.0,2908.0,91609
1064,1491,6,5,100.0,1484.0,5538.0,82609
1064,1491,6,5,100.0,1124.0,5226.0,91609
1064,1492,6,17,100.0,466.0,1320.0,82609
1064,1492,6,17,100.0,1098.0,14028.0,91609
1064,1493,6,29,100.0,450.0,470.0,82609
1064,1493,6,29,100.0,1872.0,10814.0,91609
1064,1494,6,41,100.0,1624.0,4010.0,82609
1064,1494,6,41,100.0,1580.0,3470.0,91609
1064,1495,6,53,100.0,772.0,2438.0,82609
1064,1495,6,53,100.0,1320.0,6592.0,91609
1064,1496,6,65,100.0,386.0,672.0,82609
1064,1496,6,65,100.0,736.0,3394.0,91609
1064,1497,6,77,100.0,1536.0,9196.0,82609
1064,1497,6,77,100.0,2738.0,19278.0,91609
1064,1498,6,89,100.0,462.0,2194.0,82609
1064,1498,6,89,100.0,2154.0,12198.0,91609
1064,1499,6,6,100.0,2492.0,17836.0,82609
1064,1499,6,6,100.0,1936.0,14878.0,91609
1064,1500,6,18,100.0,3294.0,15966.0,82609
1064,1500,6,18,100.0,2026.0,15806.0,91609
1064,1501,6,30,100.0,426.0,596.0,82609
1064,1501,6,30,100.0,1720.0,8206.0,91609
1064,1502,6,42,100.0,584.0,1412.0,82609
1064,1502,6,42,100.0,5800.0,10740.0,91609
1064,1503,6,54,100.0,2108.0,9252.0,82609
1064,1503,6,54,100.0,1380.0,8828.0,91609
1064,1504,6,66,100.0,2370.0,16672.0,82609
1064,1504,6,66,100.0,468.0,772.0,91609
1064,1505,6,78,100.0,3120.0,21278.0,82609
1064,1505,6,78,100.0,2154.0,21170.0,91609
1064,1506,6,90,100.0,1056.0,7252.0,82609
1064,1506,6,90,100.0,1492.0,7022.0,91609
1064,1507,6,7,100.0,1246.0,8558.0,82609
1064,1507,6,7,100.0,1648.0,7830.0,91609
1064,1508,6,19,100.0,1772.0,13022.0,82609
1064,1508,6,19,100.0,2192.0,21552.0,91609
1064,1509,6,31,100.0,464.0,576.0,82609
1064,1509,6,31,100.0,1990.0,21688.0,91609
1064,1510,6,43,100.0,3438.0,24900.0,82609
1064,1510,6,43,100.0,1922.0,18162.0,91609
1064,1511,6,55,100.0,3362.0,22578.0,82609
1064,1511,6,55,100.0,2782.0,21366.0,91609
1064,1512,6,67,100.0,1984.0,8798.0,82609
1064,1512,6,67,100.0,1836.0,8002.0,91609
1064,1513,6,79,100.0,3264.0,18170.0,82609
1064,1513,6,79,100.0,1736.0,13724.0,91609
1064,1514,6,91,100.0,1794.0,14650.0,82609
1064,1514,6,91,100.0,1722.0,12306.0,91609
1064,1515,6,8,100.0,3700.0,14050.0,82609
1064,1515,6,8,100.0,2582.0,17710.0,91609
1064,1516,6,20,100.0,2920.0,9430.0,82609
1064,1516,6,20,100.0,1586.0,10050.0,91609
1064,1517,6,32,100.0,4112.0,20960.0,82609
1064,1517,6,32,100.0,1752.0,21764.0,91609
1064,1518,6,44,100.0,462.0,1138.0,82609
1064,1518,6,44,100.0,2692.0,15692.0,91609
1064,1519,6,56,100.0,464.0,548.0,82609
1064,1519,6,56,100.0,2896.0,22884.0,91609
1064,1520,6,68,100.0,1962.0,11776.0,82609
1064,1520,6,68,100.0,2436.0,14160.0,91609
1064,1521,6,80,100.0,2088.0,5160.0,82609
1064,1521,6,80,100.0,788.0,6108.0,91609
1064,1522,6,92,100.0,4896.0,20468.0,82609
1064,1522,6,92,100.0,3786.0,19294.0,91609
1064,1523,6,9,100.0,418.0,584.0,82609
1064,1523,6,9,100.0,1242.0,7124.0,91609
1064,1524,6,21,100.0,3326.0,13642.0,82609
1064,1524,6,21,100.0,1912.0,14952.0,91609
1064,1525,6,33,100.0,4768.0,19748.0,82609
1064,1525,6,33,100.0,2340.0,24614.0,91609
1064,1526,6,45,100.0,1138.0,7076.0,82609
1064,1526,6,45,100.0,2008.0,15718.0,91609
1064,1527,6,57,100.0,442.0,518.0,82609
1064,1527,6,57,100.0,2768.0,23124.0,91609
1064,1528,6,69,100.0,380.0,686.0,82609
1064,1528,6,69,100.0,3010.0,20706.0,91609
1064,1529,6,81,100.0,726.0,3082.0,82609
1064,1529,6,81,100.0,3162.0,14296.0,91609
1064,1530,6,93,100.0,2856.0,16864.0,82609
1064,1530,6,93,100.0,3648.0,18548.0,91609
1064,1531,6,10,100.0,1676.0,8116.0,82609
1064,1531,6,10,100.0,1900.0,14770.0,91609
1064,1532,6,22,100.0,15066.0,14834.0,82609
1064,1532,6,22,100.0,10280.0,16256.0,91609
1064,1533,6,34,100.0,470.0,798.0,82609
1064,1533,6,34,100.0,4024.0,13482.0,91609
1064,1534,6,46,100.0,564.0,2072.0,82609
1064,1534,6,46,100.0,3072.0,17500.0,91609
1064,1535,6,58,100.0,458.0,578.0,82609
1064,1535,6,58,100.0,2468.0,15134.0,91609
1064,1536,6,70,100.0,11570.0,14422.0,82609
1064,1536,6,70,100.0,17146.0,17760.0,91609
1064,1537,6,82,100.0,2898.0,18398.0,82609
1064,1537,6,82,100.0,3008.0,18152.0,91609
1064,2092,6,95,100.0,518.0,630.0,61009
1064,2092,6,95,100.0,1866.0,2794.0,61209
1064,2092,6,95,100.0,2322.0,2716.0,61909
