CID,Group,Participant,Ranking,Subsistence
18827,Seri,25,7.0,Hunter-gatherer
18827,Thai,1,6.0,Urban
18827,Thai,2,7.0,Urban
18827,Thai,3,8.0,Urban
18827,Thai,4,8.0,Urban
18827,Thai,5,9.0,Urban
18827,Thai,6,6.0,Urban
18827,Thai,7,8.0,Urban
18827,Thai,8,8.0,Urban
18827,Thai,9,4.0,Urban
18827,Thai,10,6.0,Urban
18827,Thai,11,7.0,Urban
18827,Thai,12,6.0,Urban
18827,Thai,13,9.0,Urban
18827,Thai,14,8.0,Urban
18827,Thai,15,5.0,Urban
18827,Thai,16,6.0,Urban
18827,Thai,17,4.0,Urban
18827,Thai,18,4.0,Urban
18827,Thai,19,6.0,Urban
18827,Thai,20,4.0,Urban
18827,Thai,21,8.0,Urban
18827,Thai,22,6.0,Urban
18827,Thai,23,6.0,Urban
18827,Thai,24,6.0,Urban
18827,Thai,25,4.0,Urban
18827,Thai,26,10.0,Urban
18827,Thai,27,3.0,Urban
32594,Cha'palaa,1,6.0,Farmer
32594,Cha'palaa,2,4.0,Farmer
32594,Cha'palaa,3,8.0,Farmer
32594,Cha'palaa,4,10.0,Farmer
32594,Cha'palaa,5,10.0,Farmer
32594,Cha'palaa,6,10.0,Farmer
32594,Cha'palaa,7,7.0,Farmer
32594,Cha'palaa,8,8.0,Farmer
32594,Cha'palaa,9,9.0,Farmer
32594,Cha'palaa,10,8.0,Farmer
32594,Cha'palaa,11,10.0,Farmer
32594,Cha'palaa,12,10.0,Farmer
32594,Cha'palaa,13,8.0,Farmer
32594,Cha'palaa,14,4.0,Farmer
32594,Cha'palaa,15,10.0,Farmer
32594,Cha'palaa,16,9.0,Farmer
32594,Cha'palaa,17,10.0,Farmer
32594,Cha'palaa,18,5.0,Farmer
32594,Cha'palaa,19,6.0,Farmer
32594,Cha'palaa,20,8.0,Farmer
32594,Cha'palaa,21,9.0,Farmer
32594,Cha'palaa,22,6.0,Farmer
32594,Cha'palaa,23,10.0,Farmer
32594,Cha'palaa,24,10.0,Farmer
32594,Cha'palaa,25,6.0,Farmer
32594,Imbabura Quechua,1,6.0,Farmer
32594,Imbabura Quechua,2,9.0,Farmer
32594,Imbabura Quechua,3,8.0,Farmer
32594,Imbabura Quechua,4,1.0,Farmer
32594,Imbabura Quechua,5,9.0,Farmer
32594,Imbabura Quechua,6,9.0,Farmer
32594,Imbabura Quechua,7,4.0,Farmer
32594,Imbabura Quechua,8,8.0,Farmer
32594,Imbabura Quechua,9,6.0,Farmer
32594,Imbabura Quechua,10,9.0,Farmer
32594,Imbabura Quechua,11,10.0,Farmer
32594,Imbabura Quechua,12,7.0,Farmer
32594,Imbabura Quechua,13,10.0,Farmer
32594,Imbabura Quechua,14,7.0,Farmer
32594,Imbabura Quechua,15,10.0,Farmer
32594,Imbabura Quechua,16,9.0,Farmer
32594,Imbabura Quechua,17,7.0,Farmer
32594,Imbabura Quechua,18,9.0,Farmer
32594,Imbabura Quechua,19,9.0,Farmer
32594,Imbabura Quechua,20,8.0,Farmer
32594,Imbabura Quechua,21,10.0,Farmer
32594,Imbabura Quechua,22,4.0,Farmer
32594,Imbabura Quechua,23,8.0,Farmer
32594,Imbabura Quechua,24,1.0,Farmer
32594,Imbabura Quechua,25,7.0,Farmer
32594,Mah Meri,1,6.0,Farmer
32594,Mah Meri,2,6.0,Farmer
32594,Mah Meri,3,4.0,Farmer
32594,Mah Meri,4,6.0,Farmer
32594,Mah Meri,5,3.0,Farmer
32594,Mah Meri,6,9.0,Farmer
32594,Mah Meri,7,9.0,Farmer
32594,Mah Meri,8,9.0,Farmer
32594,Mah Meri,9,8.0,Farmer
32594,Mah Meri,10,9.0,Farmer
32594,Mah Meri,11,6.0,Farmer
32594,Mah Meri,12,9.0,Farmer
32594,Mah Meri,13,7.0,Farmer
32594,Mah Meri,14,8.0,Farmer
32594,Mah Meri,15,6.0,Farmer
32594,Mah Meri,16,5.0,Farmer
32594,Mah Meri,17,9.0,Farmer
32594,Mah Meri,18,1.0,Farmer
32594,Mah Meri,19,5.0,Farmer
32594,Mah Meri,20,10.0,Farmer
32594,Mah Meri,21,8.0,Farmer
32594,Mah Meri,22,8.0,Farmer
32594,Mah Meri,23,7.0,Farmer
32594,Mah Meri,24,9.0,Farmer
32594,Mah Meri,25,9.0,Farmer
32594,Maniq,1,10.0,Hunter-gatherer
32594,Maniq,2,4.0,Hunter-gatherer
32594,Maniq,3,8.0,Hunter-gatherer
32594,Maniq,4,7.0,Hunter-gatherer
32594,Maniq,5,9.0,Hunter-gatherer
32594,Maniq,6,7.0,Hunter-gatherer
32594,Maniq,7,9.0,Hunter-gatherer
32594,Maniq,8,8.0,Hunter-gatherer
32594,Maniq,9,1.0,Hunter-gatherer
32594,Maniq,10,3.0,Hunter-gatherer
32594,Maniq,11,4.0,Hunter-gatherer
32594,Maniq,12,4.0,Hunter-gatherer
32594,Maniq,13,6.0,Hunter-gatherer
32594,Maniq,14,4.0,Hunter-gatherer
32594,Maniq,15,9.0,Hunter-gatherer
32594,Maniq,16,6.0,Hunter-gatherer
32594,Mexican,1,5.0,Urban
32594,Mexican,2,6.0,Urban
32594,Mexican,3,9.0,Urban
32594,Mexican,4,8.0,Urban
32594,Mexican,5,8.0,Urban
32594,Mexican,6,5.0,Urban
32594,Mexican,7,3.0,Urban
32594,Mexican,8,10.0,Urban
32594,Mexican,9,9.0,Urban
32594,Mexican,10,5.0,Urban
32594,Mexican,11,7.0,Urban
32594,Mexican,12,5.0,Urban
32594,Mexican,13,6.0,Urban
32594,Mexican,14,5.0,Urban
32594,Mexican,15,4.0,Urban
32594,Mexican,16,8.0,Urban
32594,Mexican,17,6.0,Urban
32594,Mexican,18,6.0,Urban
32594,Mexican,19,7.0,Urban
32594,Mexican,20,6.0,Urban
32594,Mexican,21,4.0,Urban
32594,Mexican,22,9.0,Urban
32594,Mexican,23,5.0,Urban
32594,Mexican,24,6.0,Urban
32594,Mexican,25,4.0,Urban
32594,Mexican,26,5.0,Urban
32594,Mexican,27,8.0,Urban
32594,Mexican,28,7.0,Urban
32594,Mexican,29,8.0,Urban
32594,Mexican,30,5.0,Urban
32594,Mexican,31,4.0,Urban
32594,Mexican,32,9.0,Urban
32594,Mexican,33,2.0,Urban
32594,Mexican,34,8.0,Urban
32594,Mexican,35,8.0,Urban
32594,New York City,1,6.0,Urban
32594,New York City,2,8.0,Urban
32594,New York City,3,3.0,Urban
32594,New York City,4,8.0,Urban
32594,New York City,5,6.0,Urban
32594,New York City,6,5.0,Urban
32594,New York City,7,9.0,Urban
32594,New York City,8,7.0,Urban
32594,New York City,9,7.0,Urban
32594,New York City,10,8.5,Urban
32594,New York City,11,9.0,Urban
32594,New York City,12,8.0,Urban
32594,New York City,13,8.0,Urban
32594,New York City,14,5.0,Urban
32594,New York City,15,4.0,Urban
32594,New York City,16,4.0,Urban
32594,New York City,17,9.0,Urban
32594,New York City,18,3.0,Urban
32594,New York City,19,7.0,Urban
32594,New York City,20,6.0,Urban
32594,New York City,21,10.0,Urban
32594,New York City,22,7.5,Urban
32594,New York City,23,6.0,Urban
32594,New York City,24,6.0,Urban
32594,New York City,25,4.0,Urban
32594,New York City,26,6.0,Urban
32594,New York City,27,6.0,Urban
32594,New York City,28,7.0,Urban
32594,New York City,29,8.0,Urban
32594,New York City,30,8.0,Urban
32594,New York City,31,5.0,Urban
32594,New York City,32,2.0,Urban
32594,New York City,33,8.0,Urban
32594,New York City,34,9.0,Urban
32594,New York City,35,6.0,Urban
32594,New York City,36,6.0,Urban
32594,New York City,37,7.0,Urban
32594,New York City,38,9.0,Urban
32594,New York City,39,9.0,Urban
32594,New York City,40,7.0,Urban
32594,New York City,41,9.0,Urban
32594,New York City,42,8.0,Urban
32594,New York City,43,5.0,Urban
32594,New York City,44,8.0,Urban
32594,New York City,45,5.0,Urban
32594,New York City,46,10.0,Urban
32594,New York City,47,6.0,Urban
32594,New York City,48,1.0,Urban
32594,New York City,49,6.0,Urban
32594,New York City,50,5.0,Urban
32594,New York City,51,4.0,Urban
32594,New York City,52,10.0,Urban
32594,New York City,53,8.0,Urban
32594,New York City,54,9.0,Urban
32594,New York City,55,7.0,Urban
32594,Semaq Beri,1,3.0,Hunter-gatherer
32594,Semaq Beri,2,8.0,Hunter-gatherer
32594,Semaq Beri,3,3.0,Hunter-gatherer
32594,Semaq Beri,4,8.0,Hunter-gatherer
32594,Semaq Beri,5,9.0,Hunter-gatherer
32594,Semaq Beri,6,10.0,Hunter-gatherer
32594,Semaq Beri,7,9.0,Hunter-gatherer
32594,Semaq Beri,8,10.0,Hunter-gatherer
32594,Semaq Beri,9,10.0,Hunter-gatherer
32594,Semaq Beri,10,7.0,Hunter-gatherer
32594,Semaq Beri,11,9.0,Hunter-gatherer
32594,Semaq Beri,12,9.0,Hunter-gatherer
32594,Semaq Beri,13,10.0,Hunter-gatherer
32594,Semaq Beri,14,5.0,Hunter-gatherer
32594,Semaq Beri,15,9.0,Hunter-gatherer
32594,Semaq Beri,16,10.0,Hunter-gatherer
32594,Semaq Beri,17,7.0,Hunter-gatherer
32594,Semaq Beri,18,9.0,Hunter-gatherer
32594,Semaq Beri,19,4.0,Hunter-gatherer
32594,Semaq Beri,20,3.0,Hunter-gatherer
32594,Semaq Beri,21,3.0,Hunter-gatherer
32594,Semaq Beri,22,9.0,Hunter-gatherer
32594,Semaq Beri,23,9.0,Hunter-gatherer
32594,Semaq Beri,24,9.0,Hunter-gatherer
32594,Semaq Beri,25,4.0,Hunter-gatherer
32594,Semelai,1,8.0,Farmer
32594,Semelai,2,9.0,Farmer
32594,Semelai,3,7.0,Farmer
32594,Semelai,4,9.0,Farmer
32594,Semelai,5,8.0,Farmer
32594,Semelai,6,10.0,Farmer
32594,Semelai,7,10.0,Farmer
32594,Semelai,8,9.0,Farmer
32594,Semelai,9,10.0,Farmer
32594,Semelai,10,8.0,Farmer
32594,Semelai,11,9.0,Farmer
32594,Semelai,12,3.0,Farmer
32594,Semelai,13,10.0,Farmer
32594,Semelai,14,10.0,Farmer
32594,Semelai,15,2.0,Farmer
32594,Semelai,16,3.0,Farmer
32594,Semelai,17,8.0,Farmer
32594,Semelai,18,8.0,Farmer
32594,Semelai,19,8.0,Farmer
32594,Semelai,20,2.0,Farmer
32594,Semelai,21,9.0,Farmer
32594,Semelai,22,10.0,Farmer
32594,Semelai,23,9.0,Farmer
32594,Semelai,24,10.0,Farmer
32594,Semelai,25,10.0,Farmer
32594,Seri,1,9.0,Hunter-gatherer
32594,Seri,2,10.0,Hunter-gatherer
32594,Seri,3,9.0,Hunter-gatherer
32594,Seri,4,7.0,Hunter-gatherer
32594,Seri,5,9.0,Hunter-gatherer
32594,Seri,6,6.0,Hunter-gatherer
32594,Seri,7,7.0,Hunter-gatherer
32594,Seri,8,8.0,Hunter-gatherer
32594,Seri,9,8.0,Hunter-gatherer
32594,Seri,10,5.0,Hunter-gatherer
32594,Seri,11,8.0,Hunter-gatherer
32594,Seri,12,7.0,Hunter-gatherer
32594,Seri,13,5.0,Hunter-gatherer
32594,Seri,14,9.0,Hunter-gatherer
32594,Seri,15,7.0,Hunter-gatherer
32594,Seri,16,7.0,Hunter-gatherer
32594,Seri,17,7.0,Hunter-gatherer
32594,Seri,18,8.0,Hunter-gatherer
32594,Seri,19,9.0,Hunter-gatherer
32594,Seri,20,10.0,Hunter-gatherer
32594,Seri,21,6.0,Hunter-gatherer
32594,Seri,22,4.0,Hunter-gatherer
32594,Seri,23,8.0,Hunter-gatherer
32594,Seri,24,8.0,Hunter-gatherer
32594,Seri,25,6.0,Hunter-gatherer
32594,Thai,1,9.0,Urban
32594,Thai,2,5.0,Urban
32594,Thai,3,10.0,Urban
32594,Thai,4,9.0,Urban
32594,Thai,5,4.0,Urban
32594,Thai,6,8.0,Urban
32594,Thai,7,7.0,Urban
32594,Thai,8,4.0,Urban
32594,Thai,9,7.0,Urban
32594,Thai,10,8.0,Urban
32594,Thai,11,6.0,Urban
32594,Thai,12,8.0,Urban
32594,Thai,13,2.0,Urban
32594,Thai,14,6.0,Urban
32594,Thai,15,8.0,Urban
32594,Thai,16,5.0,Urban
32594,Thai,17,9.0,Urban
32594,Thai,18,9.0,Urban
32594,Thai,19,8.0,Urban
32594,Thai,20,5.0,Urban
32594,Thai,21,6.0,Urban
32594,Thai,22,9.0,Urban
32594,Thai,23,8.0,Urban
32594,Thai,24,9.0,Urban
32594,Thai,25,7.0,Urban
32594,Thai,26,5.0,Urban
32594,Thai,27,10.0,Urban
