Stimulus,CID
C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,9639
C(C(C(CO)O)O)O,8998
C(C(C(F)(Cl)Cl)(F)F)(F)F,61627
C(C(C(F)(F)Cl)(F)Cl)(F)F,61110
C(C(C(F)(F)Cl)(F)F)(F)Cl,62353
C(C(C(F)(F)F)(Cl)Cl)(F)F,62315
C(C(C(F)(F)F)(F)Cl)(F)Cl,61111
C(C(C(F)(F)F)(F)F)(Cl)Cl,61112
C(C(CBr)Br)Cl,7280
C(C(CCl)Cl)Cl,7285
C(C(CCl)Cl)O,12018
C(C(CCl)O)Cl,7289
C(C(CO)(CO)CO)O,8285
C(C(CO)([N+](=O)[O-])Br)O,2450
C(C(CO)O)O,753
C(C(CS)S)O,3080
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,6214
C(C(Cl)(Cl)Cl)(Cl)Cl,6419
C(C(Cl)(Cl)Cl)(F)(F)Cl,6426
C(C(Cl)(Cl)Cl)(F)(F)F,9635
C(C(Cl)(Cl)Cl)(O)O,2707
C(C(Cl)Cl)(Cl)Cl,6591
C(C(Cl)Cl)Cl,6574
C(C(F)(Cl)Cl)(F)(Cl)Cl,6427
C(C(F)(Cl)Cl)(F)(F)Cl,6428
C(C(F)(Cl)Cl)(F)F,13132
C(C(F)(F)Cl)(C(F)(F)Cl)F,62318
C(C(F)(F)Cl)(F)Cl,9631
C(C(F)(F)Cl)(F)F,9632
C(C(F)(F)Cl)Cl,15442
C(C(F)(F)F)(C(F)(Cl)Cl)F,62310
C(C(F)(F)F)(C(F)(F)Cl)Cl,61115
C(C(F)(F)F)(C(F)(F)F)(F)F,6432
C(C(F)(F)F)(C(F)(F)F)O,13529
C(C(F)(F)F)(Cl)Br,3562
C(C(F)(F)F)(F)(F)F,6431
C(C(F)(F)F)Cl,6408
C(C(F)(F)F)F,13129
C(C1C(C(C(C(=O)O1)O)O)O)O,736
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,3871
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,1115
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,4454759
C(C1C(C(C(O1)(CO)O)O)O)O,716
C(C=CCl)Cl,24883
C(C=O)Cl,33
C(CBr)Br,7839
C(CBr)Cl,7849
C(CC#N)C#N,8062
C(CC(=O)O)C(=O)O,1110
C(CC(=O)O)CO,10413
C(CC(=O)OOC(=O)CCC(=O)O)C(=O)O,31248
C(CC(C(=O)O)N)CN=C(N)N,232
C(CC(C(=O)O)N)CNC(=O)N,833
C(CC(CBr)(C#N)Br)C#N,61948
C(CC=O)CC=O,3485
C(CCC(=O)O)CC(=O)O,196
C(CCC)OC(C(C(O)(C(=O)OCCCC)CC(=O)OCCCC)C(C)=O)=O,10222764
C(CCCCC(=O)O)CCCC(=O)O,5192
C(CCCN)CCN,16402
C(CCCN=C=O)CCN=C=O,13192
C(CCCl)CCl,8059
C(CCN)CCN,273
C(CCN)CN,1045
C(CCO)CO,8064
C(CCl)C#N,10963
C(CCl)C(=O)O,7899
C(CCl)C(F)(F)F,10000
C(CCl)CCl,8881
C(CCl)Cl,11
C(CCl)O,34
C(CCl)OCCCl,8115
C(CCl)OP(=O)(OCCCl)OCCCl,8295
C(CCl)SCCCl,10461
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,6049
C(CN)CN,428
C(CN)CN(CCO)CCO,21088
C(CN)CO,9086
C(CN)N,3301
C(CNCCN)N,8111
C(CNCCNCCN)N,5565
C(CNCCNCCNCCNCCN)N,19990
C(CNCCO)N,8112
C(CO)C#N,8011
C(CO)C(CO)O,18302
C(CO)CCl,12313
C(CO)N,700
C(CO)N(CCO)CCO,7618
C(CO)N(CCO)N=O,14223
C(CO)NCCO,8113
C(CO)O,174
C(CO)[N+](=O)[O-],12252
C(COCCO)N,13578
C(COCCO)O,8117
C(COCCOCCO)O,8172
C(COCCOCCOCCO)O,8200
C(CO[N+](=O)[O-])O[N+](=O)[O-],40818
C(CS)CS,8013
C(CS)O,1567
C(CS)S,10902
C(CSCCO)O,5447
C(Cl)(Cl)(Cl)Cl,5943
C(Cl)(Cl)Cl,6212
C(Cl)Br,6333
C(Cl)Cl,6344
C(F)(Cl)(Cl)Cl,6389
C(F)(F)(Br)Br,6382
C(F)(F)(Cl)Br,9625
C(F)(F)(F)Br,6384
C(F)(F)(F)F,6393
C(F)(F)Cl,6372
C(F)(F)F,6373
C(F)F,6345
C(I)(I)I,6374
C(OC(=O)Cl)Cl,62754
C(OC(C(F)(F)F)C(F)(F)F)F,5206
C(OCCl)Cl,10967
C(S(=O)(=O)C(Cl)(Cl)Cl)(Cl)(Cl)Cl,62478
C(SCl)(Cl)(Cl)Cl,11666
C([C@@H](C(=O)O)N)C(=O)O,5960
C([N+](=O)[O-])(Cl)(Cl)Cl,6423
C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],10509
C/C(=C\C)/C(=O)O,125468
C/C(=C\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,638072
C/C(CO)=C\CCC3(C)C1CC2C(C1)C23C,5368797
C/C=C/C=O,447466
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,992
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],6720
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,15965
C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,8371
C1(=C(C(C(=C1Cl)Cl)(Cl)Cl)Cl)Cl,6478
C1(=NC(=NC(=N1)Cl)Cl)Cl,7954
C1(=NC(=NC(=N1)NCl)NCl)NCl,24322
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,6909
C1(=O)NC(=O)N(C(=O)N1Cl)Cl,16726
C1(=O)NC(=O)NC(=O)N1,7956
C1(C(O1)(F)F)(C(F)(F)F)F,9883
C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,8326
C12=C(NC(=O)N1)NC(=O)NC2=O,1175
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,11855
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,6028
C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,13636
C1=C(C(=CC(=C1Cl)Cl)Cl)O,7271
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,1480
C1=C(C(=O)NC(=O)N1)F,3385
C1=C(C(=O)NC(=O)N1)I,69672
C1=C(C=C(C(=C1Br)O)Br)Br,1483
C1=C(C=C(C(=C1Cl)O)Cl)Cl,6914
C1=C(C=C(C(=C1O)Cl)Cl)Cl,13619
C1=C(C=C(C(=C1O)O)O)C(=O)O,370
C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],6954
C1=C(C=C(C=C1Cl)Cl)Cl,7950
C1=C(C=C(C=C1Cl)Cl)O,11571
C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O,6966
C1=CC(=C(C(=C1)Cl)C#N)Cl,3031
C1=CC(=C(C(=C1)Cl)C=O)Cl,6737
C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,63103
C1=CC(=C(C(=C1)Cl)Cl)Cl,6895
C1=CC(=C(C(=C1)Cl)Cl)O,11334
C1=CC(=C(C(=C1)Cl)O)Cl,6899
C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])[N+](=O)[O-],33096
C1=CC(=C(C(=C1)O)O)O,1057
C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],11312
C1=CC(=C(C(=C1Cl)O)Cl)Cl,13618
C1=CC(=C(C(=C1O)Cl)Cl)Cl,27582
C1=CC(=C(C=C1Br)Br)Br,12002
C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,7543
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,3037
C1=CC(=C(C=C1Cl)Cl)C=O,13404
C1=CC(=C(C=C1Cl)Cl)Cl,13
C1=CC(=C(C=C1Cl)Cl)N,11123
C1=CC(=C(C=C1Cl)Cl)O,8449
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,1486
C1=CC(=C(C=C1Cl)N)Cl,7262
C1=CC(=C(C=C1Cl)N)O,7265
C1=CC(=C(C=C1Cl)O)Cl,66
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,5564
C1=CC(=C(C=C1Cl)SC2=C(C=CC(=C2)Cl)O)O,7329
C1=CC(=C(C=C1N)C(=O)O)O,4075
C1=CC(=C(C=C1N)Cl)Cl,7257
C1=CC(=C(C=C1O)Cl)Cl,7258
C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],9492
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,6
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,7321
C1=CC(=CC(=C1)C#N)C#N,12276
C1=CC(=CC(=C1)C(=O)O)C(=O)O,8496
C1=CC(=CC(=C1)CN)CN,15133
C1=CC(=CC(=C1)Cl)C(F)(F)F,7374
C1=CC(=CC(=C1)Cl)N,7932
C1=CC(=CC(=C1)Cl)O,7933
C1=CC(=CC(=C1)Cl)[N+](=O)[O-],8489
C1=CC(=CC(=C1)N)C(F)(F)F,7375
C1=CC(=CC(=C1)N=NC2=C(C=C(C=C2)N)N)N=NC3=C(C=C(C=C3)N)N,13981
C1=CC(=CC(=C1)O)O,5054
C1=CC(=CC(=C1)O)[N+](=O)[O-],11137
C1=CC(=CC(=C1)[N+](=O)[O-])C=O,7449
C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],7452
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,4735
C1=CC(=CC=C1C(=O)Cl)C(=O)Cl,7488
C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],8502
C1=CC(=CC=C1C(=O)O)Cl,6318
C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl,3552
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],6108
C1=CC(=CC=C1C(=O)OOC(=O)C2=CC=C(C=C2)Cl)Cl,7179
C1=CC(=CC=C1C(CC(=O)O)CN)Cl,2284
C1=CC(=CC=C1C(F)(F)F)Cl,7394
C1=CC(=CC=C1C(F)(F)F)[N+](=O)[O-],9821
C1=CC(=CC=C1C=O)Cl,7726
C1=CC(=CC=C1CC2=CC=C(C=C2)N)N,7577
C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O,7570
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,2708
C1=CC(=CC=C1CN)CN,68315
C1=CC(=CC=C1CO)O,125
C1=CC(=CC=C1Cl)Cl,4685
C1=CC(=CC=C1N)Br,7807
C1=CC(=CC=C1N)Cl,7812
C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955
C1=CC(=CC=C1N)S(=O)(=O)N,5333
C1=CC(=CC=C1N)[N+](=O)[O-],7475
C1=CC(=CC=C1N=C=O)N=C=O,61009
C1=CC(=CC=C1N=C=S)N=C=S,19958
C1=CC(=CC=C1O)Cl,4684
C1=CC(=CC=C1[N+](=O)[O-])Cl,7474
C1=CC(=CC=C1[N+](=O)[O-])O,980
C1=CC(=CN=C1)C(=O)O,938
C1=CC(=CN=C1)N,10009
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,16004
C1=CC(=NC(=C1Cl)C(=O)O)Cl,15553
C1=CC(=O)C=CC1=O,4650
C1=CC(=O)NNC1=O,21954
C1=CC(=O)OC1=O,7923
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,2788
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,2950
C1=CC2=C(C(=C1)O)N=CC=C2,1923
C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O,10187
C1=CC2=NNN=C2C=C1,7220
C1=CC2C(C1)C1C=CC2C1,6492
C1=CC=C(C(=C1)Br)Br,11414
C1=CC=C(C(=C1)C#N)C#N,7042
C1=CC=C(C(=C1)C(=O)N)O,5147
C1=CC=C(C(=C1)C(=O)O)C(=O)O,1017
C1=CC=C(C(=C1)C(=O)O)N,227
C1=CC=C(C(=C1)C(=O)O)O,338
C1=CC=C(C(=C1)C(F)(F)F)N,6922
C1=CC=C(C(=C1)C=C(C#N)C#N)Cl,17604
C1=CC=C(C(=C1)C=O)Cl,6996
C1=CC=C(C(=C1)C=O)O,6998
C1=CC=C(C(=C1)C=O)[N+](=O)[O-],11101
C1=CC=C(C(=C1)CCl)Cl,11906
C1=CC=C(C(=C1)CN)Cl,66648
C1=CC=C(C(=C1)CO)O,5146
C1=CC=C(C(=C1)Cl)Cl,7239
C1=CC=C(C(=C1)N)Cl,7240
C1=CC=C(C(=C1)N)F,9584
C1=CC=C(C(=C1)N)[N+](=O)[O-],6946
C1=CC=C(C(=C1)O)Br,7244
C1=CC=C(C(=C1)O)Cl,7245
C1=CC=C(C(=C1)O)I,10784
C1=CC=C(C(=C1)[N+](=O)[O-])Cl,6945
C1=CC=C(C(=C1)[N+](=O)[O-])O,6947
C1=CC=C(C=C1)/C=C/C(=O)O,444539
C1=CC=C(C=C1)Br,7961
C1=CC=C(C=C1)C#N,7505
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,3102
C1=CC=C(C=C1)C(=O)CBr,6259
C1=CC=C(C=C1)C(=O)CCl,10757
C1=CC=C(C=C1)C(=O)CN,11952
C1=CC=C(C=C1)C(=O)Cl,7412
C1=CC=C(C=C1)C(=O)OCCCOCCCOC(=O)C2=CC=CC=C2,66752
C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,8400
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)C3C(=O)C4=CC=CC=C4C3=O,6719
C1=CC=C(C=C1)C(Cl)(Cl)Cl,7367
C1=CC=C(C=C1)C(Cl)Cl,7411
C1=CC=C(C=C1)C(F)(F)F,7368
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,1775
C1=CC=C(C=C1)C2=CC=C(C=C2)N,7102
C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-],7114
C1=CC=C(C=C1)C2=CC=CC=C2,7095
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,4616
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,5546
C1=CC=C(C=C1)C=CC=O,307
C1=CC=C(C=C1)C=CCO,308
C1=CC=C(C=C1)C=O,240
C1=CC=C(C=C1)CBr,7498
C1=CC=C(C=C1)CC#N,8794
C1=CC=C(C=C1)CC(=O)C(=O)O,997
C1=CC=C(C=C1)CC(=O)Cl,7679
C1=CC=C(C=C1)CC(=O)NCC(=O)O,68144
C1=CC=C(C=C1)CC(=O)O,999
C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,60999
C1=CC=C(C=C1)CC(C(=O)O)O,3848
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,8425
C1=CC=C(C=C1)CC2=CC=CC=C2,7580
C1=CC=C(C=C1)CCCO,31234
C1=CC=C(C=C1)CCN,1001
C1=CC=C(C=C1)CCO,6054
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,7194
C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,8615
C1=CC=C(C=C1)CCl,7503
C1=CC=C(C=C1)CN,7504
C1=CC=C(C=C1)CO,244
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,2345
C1=CC=C(C=C1)COC(=O)Cl,10387
C1=CC=C(C=C1)COCC2=CC=CC=C2,7657
C1=CC=C(C=C1)CS,7509
C1=CC=C(C=C1)CSCC2=CC=CC=C2,10867
C1=CC=C(C=C1)Cl,7964
C1=CC=C(C=C1)F,10008
C1=CC=C(C=C1)I,11575
C1=CC=C(C=C1)N,6115
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,11775
C1=CC=C(C=C1)N=C(Cl)Cl,12145
C1=CC=C(C=C1)N=C=O,7672
C1=CC=C(C=C1)N=C=S,7673
C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,13297
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,6051
C1=CC=C(C=C1)N=O,11473
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,7594
C1=CC=C(C=C1)NC2=CC=C(C=C2)N,7564
C1=CC=C(C=C1)NC2=CC=CC=C2,11487
C1=CC=C(C=C1)NN,7516
C1=CC=C(C=C1)NNC2=CC=CC=C2,31222
C1=CC=C(C=C1)O,996
C1=CC=C(C=C1)OC(=O)Cl,15891
C1=CC=C(C=C1)OC2=CC=CC=C2,7583
C1=CC=C(C=C1)OCCO,31236
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)Cl,75654
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,8289
C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3,7540
C1=CC=C(C=C1)P,12519
C1=CC=C(C=C1)P(=S)(Cl)Cl,19016
C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,11776
C1=CC=C(C=C1)S,7969
C1=CC=C(C=C1)S(=O)(=O)O,7371
C1=CC=C(C=C1)SC2=CC=CC=C2,8766
C1=CC=C(C=C1)SSC2=CC=CC=C2,13436
C1=CC=C(C=C1)[As](Cl)Cl,12762
C1=CC=C(C=C1)[N+](=O)[O-],7416
C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(Cl)Cl,6627
C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,7372
C1=CC=C2C(=C1)C(=O)C(C2=O)(O)O,10236
C1=CC=C2C(=C1)C(=O)NS2(=O)=O,5143
C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,4764
C1=CC=C2C(=C1)C(=O)OC2=O,6811
C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4,9119
C1=CC=C2C(=C1)C=CC(=O)O2,323
C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,6796
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,995
C1=CC=C2C(=C1)C=CC=C2N,8640
C1=CC=C2C(=C1)C=CC=C2N=C=S,11080
C1=CC=C2C(=C1)C=CC=C2O,7005
C1=CC=C2C(=C1)C=CC=N2,7047
C1=CC=C2C(=C1)C=CN2,798
C1=CC=C2C(=C1)C=CO2,9223
C1=CC=C2C(=C1)C=NC3=CC=CC=C3O2,9213
C1=CC=C2C(=C1)N=C(S2)N,8706
C1=CC=C2C(=C1)N=C(S2)SCSC#N,30692
C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,8447
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430
C1=CC=C2C(=O)C=CC(=O)C2=C1,8530
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC6=CC=CC=C56)C=C3,9108
C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,2336
C1=CC=C2C=C(C=CC2=C1)N,7057
C1=CC=C2C=C(C=CC2=C1)O,8663
C1=CC=C2C=C3C=CC=CC3=CC2=C1,8418
C1=CC=C2C=CC=CC2=C1,931
C1=CC=CC=C1,241
C1=CC=NC(=C1)N,10439
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5336
C1=CC=NC=C1,1049
C1=CN(C=C1)CC2=CC=CO2,15037
C1=CN=CC=C1C(=O)NN,3767
C1=CN=CC=C1N,1727
C1=CN=CN1,795
C1=COC(=C1)C=CC=O,12174
C1=COC(=C1)C=O,7362
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,3440
C1=COC(=C1)CO,7361
C1=COC(=C1)CSCC2=CC=CO2,61659
C1=COC=C1,8029
C1=CSC=C1,8030
C1=CSC=N1,9256
C1=NC=NN1,9257
C1=NNC(=N1)N,1639
C1=NNN=N1,67519
C1C(=O)NC(=O)NC1=O,6211
C1C(O1)C2=CC=CC=C2,7276
C1C(O1)CCl,7835
C1C(O1)CO,11164
C1C(O1)COC2=CC(=CC=C2)OCC3CO3,7586
C1C(O1)COC2=CC=CC=C2,31217
C1C(O1)COCC2CO2,16704
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC(=C(C=C3)O)O,3496769
C1C(SCC(S1)O)O,98330
C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,2202
C1C=CC2=CC=CC=C21,7219
C1C=CC2C1C3CC2C=C3,6492
C1C=CC=C1,7612
C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,17038
C1C=CCS1(=O)=O,6498
C1CC(=O)OC1,7302
C1CC(=O)OC2=CC=CC=C21,660
C1CC(C2=CC=CC=C2C1)OO,69866
C1CC(CC=C1)[Si](Cl)(Cl)Cl,61483
C1CC(OC1)CO,7360
C1CC(OC1CO)N2C=CC(=NC2=O)N,5718
C1CC(OC=C1)C=O,60994
C1CC1,6351
C1CC2C(O2)CC1C3CO3,7833
C1CC=COC1,8080
C1CCC(=O)C1,8452
C1CCC(=O)CC1,7967
C1CCC(=O)NCC1,7768
C1CCC(=O)OCC1,10401
C1CCC(C1)O,7298
C1CCC(CC1)(O)OOC2(CCCCC2)OO,6521
C1CCC(CC1)N,7965
C1CCC(CC1)N=C=NC2CCCCC2,10868
C1CCC(CC1)N=C=O,18502
C1CCC(CC1)NC2CCCCC2,7582
C1CCC(CC1)O,7966
C1CCC(CC1)OC(=O)C2=CC=CC=C2C(=O)OC3CCCCC3,6777
C1CCC(CC1)S,15290
C1CCC(CC1)[Si](Cl)(Cl)Cl,60987
C1CCC2=CC=CC=C2C1,8404
C1CCC2=NN=NN2CC1,5917
C1CCC2CCCCC2C1,7044
C1CCC=CC1,8079
C1CCCC1,9253
C1CCCCC1,8078
C1CCCCCC(=O)OCCOC(=O)CCCCC1,61014
C1CCCCCCC(=O)OCCCCCC1,77076
C1CCCCCCC1,9266
C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N,1794
C1CCCNCC1,8119
C1CCCO1,8028
C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,638024
C1CCNC1,31268
C1CCNCC1,8082
C1CCOC1,8028
C1CCSC1,1127
C1CN(CCN1)CCN,8795
C1CN(CCN1CCCN)CCCN,81629
C1CN1,9033
C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,5799
C1CN1P(=S)(N2CC2)N3CC3,5453
C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,5304
C1CN2CCC1C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,23056
C1CNC=C1,94395
C1CNCCN1,4837
C1CNP(=O)(OC1)N(CCCl)CCCl,2907
C1CO1,6354
C1COC1,10423
C1COC1=O,2365
C1COCCN1,8083
C1COCCN1CCCN,61055
C1COCCO1,31275
C1COCO1,12586
C1COS(=O)(=O)C1,14264
C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],17596
C1N2CN3CN1CN(C2)C3,4101
C1OC2=C(O1)C=C(C=C2)C=O,8438
C1OCOCO1,8081
C1SSCSSS1,67521
C=C,6325
C=C(CCl)Cl,6565
C=C(Cl)Cl,6366
C=C(F)F,6369
C=C1CC(=O)O1,12661
C=C1CCC2CC1C2(C)C,14896
C=C1CCC2OC2(CCC2C1CC2(C)C)C,14350
C=C=O,10038
C=CBr,11641
C=CC#N,7855
C=CC(=C)C,6557
C=CC(=C)Cl,31369
C=CC(=O)N,6579
C=CC(=O)NCNC(=O)C=C,8041
C=CC(=O)O,6581
C=CC(=O)OCC(C)C,7819
C=CC(=O)OCC1CCCO1,94232
C=CC(=O)OCCCCCCOC(=O)C=C,25644
C=CC(=O)OCCO,13165
C=CC(=O)OCCOCCOC(=O)C=C,19996
C=CC(CCC=C(C)C)(O)C,6549
C=CC(OC(=O)C)(CCC=C(C)C)C,8294
C=CC(OC(=O)c1ccccc1)(CCC=C(C)C)C,31353
C=CC1=CC=CC=C1,7501
C=CC1=CC=CC=C1C=C,66666
C=CC1=CC=CC=N1,7521
C=CC1CCCCC1,12757
C=CC=C,7845
C=CC=O,7847
C=CCBr,7841
C=CCC1=CC2=C(C=C1)OCO2,5144
C=CCCCCCCCCC(=O)OCC=C,61412
C=CCCl,7850
C=CCI,11166
C=CCN,7853
C=CCN(CC=C)CC=C,7617
C=CCN=C=S,5971
C=CCNCC=C,31279
C=CCO,7858
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,8560
C=CCOC(=O)CC1=CC=CC=C1,15717
C=CCOC(=O)Cl,18052
C=CCOCC1CO1,7838
C=CCOCC=C,11194
